tick,pop,avg_dist_to_food,agents_at_food
1347,200,57.6,2
1348,200,57.6,2
1349,200,57.6,2
1350,200,57.6,2
1351,200,57.6,2
1352,199,57.4,2
1353,200,57.2,2
1354,200,57.2,2
1355,200,57.2,2
1356,200,57.2,2
1357,200,57.2,2
1358,200,57.3,2
1359,200,57.2,2
1360,200,57.2,2
1361,200,57.2,2
1362,200,57.2,2
1363,200,57.2,2
1364,200,57.2,2
1365,198,57.3,2
1366,200,57.3,2
1367,200,57.3,2
1368,200,57.3,2
1369,200,57.3,2
1370,200,57.3,2
1371,200,57.3,2
1372,200,57.3,2
1373,200,57.3,2
1374,200,57.3,2
1375,200,57.3,2
1376,200,57.3,2
1377,200,57.3,2
1378,200,57.3,2
1379,200,57.3,2
1380,200,57.3,2
1381,200,57.3,2
1382,199,57.5,2
1383,200,57.3,2
1384,200,57.3,2
1385,200,57.3,2
1386,200,57.3,2
1387,200,57.3,2
1388,200,57.3,2
1389,200,57.3,2
1390,199,57.3,2
1391,200,57.4,2
1392,200,57.4,2
1393,200,57.4,2
1394,200,57.4,2
1395,200,57.4,2
1396,200,57.4,2
1397,200,57.4,2
1398,200,57.4,2
1399,200,57.4,2
1400,200,57.4,2
1401,200,57.4,2
1402,199,57.2,2
1403,200,57.2,2
1404,200,57.2,2
1405,200,57.2,2
1406,200,57.2,2
1407,200,57.2,2
1408,200,57.2,2
1409,199,57.3,2
1410,200,57.5,2
1411,200,57.5,2
1412,200,57.5,2
1413,200,57.5,2
1414,200,57.5,2
1415,200,57.5,2
1416,200,57.5,2
1417,200,57.5,2
1418,200,57.5,2
1419,200,57.5,2
1420,200,57.5,2
1421,200,57.5,2
1422,199,57.3,2
1423,200,57.3,2
1424,200,57.3,2
1425,200,57.3,2
1426,200,57.3,2
1427,200,57.3,2
1428,200,57.3,2
1429,200,57.3,2
1430,200,57.3,2
1431,200,57.3,2
1432,200,57.3,2
1433,200,57.3,2
1434,200,57.3,2
1435,200,57.3,2
1436,200,57.3,2
1437,200,57.3,2
1438,200,57.3,2
1439,200,57.3,2
1440,200,57.3,2
1441,200,57.3,2
1442,200,57.3,2
1443,200,57.3,2
1444,200,57.3,2
1445,200,57.3,2
1446,200,57.4,2
1447,200,57.4,2
1448,200,57.4,2
1449,200,57.4,2
1450,200,57.4,2
1451,200,57.4,2
1452,200,57.4,2
1453,200,57.4,2
1454,199,57.3,2
1455,200,57.2,2
1456,200,57.2,2
1457,199,57.3,2
1458,200,57.3,2
1459,200,57.3,2
1460,200,57.3,2
1461,200,57.3,2
1462,200,57.3,2
1463,200,57.3,2
1464,200,57.3,2
1465,200,57.3,2
1466,200,57.3,2
1467,200,57.3,2
1468,200,57.3,2
1469,200,57.3,2
1470,200,57.3,2
1471,200,57.3,2
1472,200,57.3,2
1473,200,57.3,2
1474,200,57.3,2
1475,200,57.3,2
1476,200,57.3,2
1477,200,57.3,2
1478,200,57.3,2
1479,200,57.3,2
1480,200,57.3,2
1481,200,57.3,2
1482,200,57.3,2
1483,200,57.3,2
1484,200,57.3,2
1485,200,57.3,2
1486,200,57.3,2
1487,200,57.3,2
1488,200,57.3,2
1489,200,57.3,2
1490,200,57.3,2
1491,200,57.3,2
1492,200,57.3,2
1493,200,57.3,2
1494,200,57.3,2
1495,200,57.3,2
1496,200,57.2,2
1497,200,57.2,2
1498,200,57.2,2
1499,200,57.3,2
1500,200,57.3,2
1501,200,57.3,2
1502,200,57.3,2
1503,199,57.3,2
1504,200,57.2,2
1505,200,57.2,2
1506,200,57.2,2
1507,200,57.2,2
1508,200,57.2,2
1509,200,57.2,2
1510,200,57.2,2
1511,200,57.2,2
1512,200,57.2,2
1513,200,57.2,2
1514,200,57.2,2
1515,200,57.2,2
1516,200,57.2,2
1517,200,57.2,2
1518,200,57.2,2
1519,199,57.3,2
1520,200,57.0,2
1521,200,57.0,2
1522,200,57.0,2
1523,200,57.0,2
1524,200,57.0,2
1525,200,57.0,2
1526,200,57.0,2
1527,200,57.0,2
1528,200,57.0,2
1529,200,57.0,2
1530,200,57.0,2
1531,200,57.0,2
1532,200,57.0,2
1533,200,57.0,2
1534,200,57.0,2
1535,200,57.0,2
1536,200,57.0,2
1537,200,57.0,2
1538,199,57.0,2
1539,200,56.9,2
1540,200,56.9,2
1541,200,56.9,2
1542,200,56.9,2
1543,200,56.9,2
1544,200,56.9,2
1545,200,56.9,2
1546,200,56.9,2
1547,200,56.9,2
1548,200,56.9,2
1549,200,56.9,2
1550,200,56.9,2
1551,200,56.9,2
1552,200,56.9,2
1553,200,56.9,2
1554,200,56.9,2
1555,200,56.9,2
1556,200,56.9,2
1557,200,56.9,2
1558,200,56.9,2
1559,200,56.9,2
1560,200,56.9,2
1561,200,56.9,2
1562,200,56.9,2
1563,200,56.9,2
1564,200,56.9,2
1565,200,56.9,2
1566,200,56.9,2
1567,200,56.9,2
1568,200,56.9,2
1569,200,56.9,2
1570,200,56.9,2
1571,200,56.9,2
1572,200,56.9,2
1573,200,56.9,2
1574,200,56.9,2
1575,200,56.9,2
1576,200,56.9,2
1577,200,56.9,2
1578,200,56.9,2
1579,200,56.9,2
1580,200,56.9,2
1581,200,56.9,2
1582,200,56.9,2
1583,200,56.9,2
1584,200,56.9,2
1585,200,56.9,2
1586,200,56.9,2
1587,200,56.9,2
1588,200,56.9,2
1589,200,56.9,2
1590,200,56.9,2
1591,200,56.9,2
1592,200,56.9,2
1593,200,56.9,2
1594,200,56.9,2
1595,200,56.9,2
1596,200,56.9,2
1597,200,56.9,2
1598,200,56.9,2
1599,200,56.9,2
1600,200,56.9,2
1601,200,56.9,2
1602,200,56.9,2
1603,200,56.9,2
1604,200,56.9,2
1605,200,56.9,2
1606,200,56.9,2
1607,200,56.9,2
1608,200,56.9,2
1609,200,56.9,2
1610,200,56.9,2
1611,200,56.9,2
1612,200,56.9,2
1613,200,56.9,2
1614,200,56.9,2
1615,200,56.9,2
1616,200,56.9,2
1617,200,56.9,2
1618,200,56.9,2
1619,200,56.9,2
1620,200,56.9,2
1621,200,56.9,2
1622,200,56.9,2
1623,200,56.9,2
1624,200,56.9,2
1625,200,56.9,2
1626,200,56.9,2
1627,200,56.9,2
1628,200,56.9,2
1629,200,56.9,2
1630,200,56.9,2
1631,200,56.9,2
1632,200,56.9,2
1633,199,56.9,2
1634,200,56.8,2
1635,200,56.8,2
1636,200,56.8,2
1637,200,56.8,2
1638,200,56.8,2
1639,200,56.8,2
1640,200,56.8,2
1641,200,56.8,2
1642,200,56.8,2
1643,200,56.8,2
1644,200,56.8,2
1645,200,56.8,2
1646,200,56.8,2
1647,200,56.8,2
1648,200,56.8,2
1649,200,56.8,2
1650,200,56.8,2
1651,200,56.8,2
1652,200,56.8,2
1653,200,56.8,2
1654,200,56.8,2
1655,200,56.8,2
1656,200,56.8,2
1657,200,56.8,2
1658,200,56.8,2
1659,200,56.8,2
1660,200,56.8,2
1661,200,56.8,2
1662,200,56.8,2
1663,200,56.8,2
1664,200,56.8,2
1665,200,56.8,2
1666,200,56.8,2
1667,200,56.8,2
1668,200,56.8,2
1669,200,56.8,2
1670,200,56.8,2
1671,200,56.8,2
1672,200,56.8,2
1673,200,56.8,2
1674,200,56.8,2
1675,200,56.8,2
1676,200,56.8,2
1677,200,56.8,2
1678,200,56.8,2
1679,200,56.8,2
1680,200,56.8,2
1681,200,56.8,2
1682,200,56.8,2
1683,200,56.8,2
1684,200,56.8,2
1685,200,56.8,2
1686,200,56.8,2
1687,200,56.8,2
1688,200,56.8,2
1689,200,56.8,2
1690,200,56.8,2
1691,200,56.8,2
1692,200,56.8,2
1693,200,56.8,2
1694,200,56.8,2
1695,200,56.8,2
1696,200,56.8,2
1697,200,56.8,2
1698,200,56.8,2
1699,200,56.8,2
1700,200,56.8,2
1701,200,56.8,2
1702,200,56.8,2
1703,200,56.8,2
1704,199,56.6,2
1705,200,56.6,2
1706,200,56.6,2
1707,200,56.6,2
1708,200,56.6,2
1709,200,56.6,2
1710,200,56.6,2
1711,200,56.6,2
1712,200,56.6,2
1713,200,56.6,2
1714,200,56.6,2
1715,200,56.6,2
1716,200,56.6,2
1717,200,56.6,2
1718,200,56.6,2
1719,200,56.6,2
1720,200,56.6,2
1721,200,56.6,2
1722,200,56.6,2
1723,200,56.6,2
1724,200,56.6,2
1725,200,56.6,2
1726,200,56.6,2
1727,200,56.6,2
1728,200,56.6,2
1729,200,56.6,2
1730,200,56.6,2
1731,200,56.6,2
1732,199,56.5,2
1733,200,56.6,2
1734,200,56.6,2
1735,200,56.6,2
1736,200,56.5,2
1737,200,56.5,2
1738,200,56.5,2
1739,200,56.5,2
1740,200,56.5,2
1741,200,56.5,2
1742,200,56.5,2
1743,200,56.5,2
1744,200,56.5,2
1745,200,56.5,2
1746,200,56.5,2
1747,200,56.5,2
1748,200,56.5,2
1749,199,56.5,2
1750,200,56.6,2
1751,200,56.6,2
1752,200,56.6,2
1753,200,56.6,2
1754,200,56.6,2
1755,200,56.6,2
1756,200,56.6,2
1757,200,56.6,2
1758,200,56.6,2
1759,200,56.6,2
1760,200,56.6,2
1761,200,56.6,2
1762,200,56.6,2
1763,200,56.6,2
1764,200,56.6,2
1765,200,56.6,2
1766,199,56.6,2
1767,200,56.7,2
1768,200,56.7,2
1769,199,56.5,2
1770,200,56.4,2
1771,200,56.4,2
1772,200,56.4,2
1773,200,56.4,2
1774,200,56.4,2
1775,200,56.4,2
1776,200,56.4,2
1777,200,56.4,2
1778,200,56.4,2
1779,200,56.4,2
1780,200,56.4,2
1781,200,56.4,2
1782,200,56.4,2
1783,200,56.4,2
1784,200,56.4,2
1785,200,56.4,2
1786,200,56.4,2
1787,200,56.4,2
1788,200,56.4,2
1789,200,56.4,2
1790,200,56.4,2
1791,200,56.4,2
1792,200,56.4,2
1793,200,56.4,2
1794,200,56.4,2
1795,200,56.4,2
1796,200,56.4,2
1797,200,56.4,2
1798,200,56.4,2
1799,200,56.4,2
1800,200,56.4,2
1801,200,56.4,2
1802,200,56.4,2
1803,200,56.4,2
1804,200,56.4,2
1805,200,56.4,2
1806,200,56.4,2
1807,200,56.4,2
1808,200,56.4,2
1809,200,56.4,2
1810,200,56.4,2
1811,200,56.4,2
1812,200,56.4,2
1813,200,56.4,2
1814,200,56.4,2
1815,198,56.1,2
1816,200,56.2,2
1817,200,56.2,2
1818,200,56.2,2
1819,200,56.2,2
1820,200,56.2,2
1821,200,56.2,2
1822,200,56.2,2
1823,200,56.2,2
1824,200,56.2,2
1825,200,56.2,2
1826,200,56.2,2
1827,200,56.2,2
1828,200,56.2,2
1829,200,56.2,2
1830,200,56.2,2
1831,200,56.2,2
1832,200,56.2,2
1833,200,56.2,2
1834,200,56.2,2
1835,200,56.2,2
1836,199,56.3,2
1837,200,56.2,2
1838,200,56.2,2
1839,200,56.2,2
1840,200,56.2,2
1841,200,56.2,2
1842,200,56.2,2
1843,200,56.2,2
1844,200,56.2,2
1845,200,56.2,2
1846,200,56.2,2
1847,200,56.2,2
1848,200,56.2,2
1849,200,56.2,2
1850,200,56.2,2
1851,200,56.2,2
1852,200,56.2,2
1853,200,56.2,2
1854,200,56.2,2
1855,200,56.2,2
1856,200,56.2,2
1857,200,56.2,2
1858,200,56.2,2
1859,200,56.2,2
1860,200,56.2,2
1861,200,56.2,2
1862,200,56.2,2
1863,200,56.2,2
1864,199,56.2,2
1865,200,55.9,2
1866,200,55.9,2
1867,200,55.9,2
1868,200,55.9,2
1869,200,55.9,2
1870,200,55.9,2
1871,200,55.9,2
1872,200,55.9,2
1873,200,55.9,2
1874,200,55.9,2
1875,200,55.9,2
1876,200,55.9,2
1877,199,56.0,2
1878,200,56.2,2
1879,200,56.2,2
1880,200,56.2,2
1881,200,56.2,2
1882,200,56.2,2
1883,200,56.2,2
1884,200,56.2,2
1885,200,56.2,2
1886,200,56.2,2
1887,200,56.2,2
1888,200,56.2,2
1889,200,56.2,2
1890,200,56.2,2
1891,200,56.2,2
1892,200,56.2,2
1893,200,56.2,2
1894,200,56.2,2
1895,200,56.2,2
1896,200,56.2,2
1897,200,56.2,2
1898,200,56.2,2
1899,200,56.2,2
1900,200,56.2,2
1901,200,56.2,2
1902,199,56.4,2
1903,200,56.3,2
1904,200,56.3,2
1905,200,56.3,2
1906,200,56.3,2
1907,200,56.3,2
1908,200,56.3,2
1909,200,56.3,2
1910,200,56.3,2
1911,200,56.3,2
1912,200,56.3,2
1913,200,56.3,2
1914,200,56.3,2
1915,200,56.3,2
1916,200,56.3,2
1917,200,56.3,2
1918,200,56.3,2
1919,200,56.3,2
1920,200,56.3,2
1921,199,56.2,2
1922,200,56.0,2
1923,200,56.0,2
1924,200,56.0,2
1925,200,56.0,2
1926,200,56.0,2
1927,200,56.0,2
1928,200,56.0,2
1929,200,56.0,2
1930,200,56.0,2
1931,200,56.0,2
1932,200,56.0,2
1933,200,56.0,2
1934,200,56.0,2
1935,200,56.0,2
1936,200,56.0,2
1937,200,56.0,2
1938,200,56.0,2
1939,200,56.0,2
1940,200,56.0,2
1941,200,56.0,2
1942,199,56.1,2
1943,200,56.3,2
1944,200,56.3,2
1945,200,56.3,2
1946,200,56.3,2
1947,200,56.3,2
1948,200,56.3,2
1949,200,56.3,2
1950,200,56.3,2
1951,200,56.3,2
1952,200,56.3,2
1953,200,56.3,2
1954,200,56.3,2
1955,200,56.3,2
1956,199,56.2,2
1957,200,56.0,2
1958,199,56.1,2
1959,200,55.8,3
1960,200,55.8,3
1961,200,55.8,3
1962,200,55.8,3
1963,200,55.8,3
1964,200,55.8,3
1965,200,55.8,3
1966,200,55.8,3
1967,200,55.8,3
1968,200,55.8,3
1969,200,55.8,3
1970,200,55.8,3
1971,200,55.8,3
1972,200,55.8,3
1973,200,55.8,3
1974,200,55.8,3
1975,200,55.8,3
1976,200,55.8,3
1977,200,55.8,3
1978,200,55.9,3
1979,200,55.9,3
1980,200,55.9,3
1981,200,55.9,3
1982,200,55.9,3
1983,200,55.9,3
1984,199,55.8,3
1985,200,55.8,3
1986,200,55.8,3
1987,200,55.8,3
1988,200,55.8,3
1989,200,55.8,3
1990,200,55.8,3
1991,200,55.8,3
1992,200,55.8,3
1993,199,55.6,3
1994,200,55.7,3
1995,200,55.7,3
1996,200,55.7,3
1997,200,55.7,3
1998,200,55.7,3
1999,200,55.7,3
2000,200,55.7,3
