tick,pop_capital,pop_labor,nouveaux_riches,avg_innovation,contracts
880,20,180,0,0.580,0
881,20,180,0,0.580,0
882,20,180,0,0.580,0
883,20,180,0,0.580,0
884,20,180,0,0.580,0
885,20,180,0,0.580,0
886,20,180,0,0.580,0
887,20,180,0,0.580,0
888,20,180,0,0.580,0
889,20,180,0,0.580,0
890,20,180,0,0.580,0
891,20,180,0,0.580,0
892,20,180,0,0.580,0
893,20,180,0,0.580,0
894,20,180,0,0.580,0
895,20,180,0,0.580,0
896,20,180,0,0.580,0
897,20,180,0,0.580,0
898,20,180,0,0.580,0
899,20,180,0,0.580,0
900,20,180,0,0.580,0
901,20,180,0,0.580,0
902,20,180,0,0.580,0
903,20,180,0,0.580,0
904,20,180,0,0.580,0
905,20,180,0,0.580,0
906,20,180,0,0.580,0
907,20,180,0,0.580,0
908,20,180,0,0.580,0
909,20,180,0,0.580,0
910,20,180,0,0.580,0
911,20,180,0,0.580,0
912,20,180,0,0.580,0
913,20,180,0,0.580,0
914,20,180,0,0.580,0
915,20,180,0,0.580,0
916,20,180,0,0.580,0
917,20,180,0,0.580,0
918,20,180,0,0.580,0
919,20,180,0,0.580,0
920,20,180,0,0.580,0
921,20,180,0,0.580,0
922,20,180,0,0.580,0
923,20,180,0,0.580,0
924,20,180,0,0.580,0
925,20,180,0,0.580,0
926,20,180,0,0.580,0
927,20,180,0,0.580,0
928,20,180,0,0.580,0
929,20,180,0,0.580,0
930,20,180,0,0.580,0
931,20,180,0,0.580,0
932,20,180,0,0.580,0
933,20,180,0,0.580,0
934,20,180,0,0.580,0
935,20,180,0,0.580,0
936,20,180,0,0.580,0
937,20,180,0,0.580,0
938,20,180,0,0.580,0
939,20,180,0,0.580,0
940,20,180,0,0.580,0
941,20,180,0,0.580,0
942,20,180,0,0.580,0
943,20,180,0,0.580,0
944,20,180,0,0.580,0
945,20,180,0,0.580,0
946,20,180,0,0.580,0
947,20,180,0,0.580,0
948,20,180,0,0.580,0
949,20,180,0,0.580,0
950,20,180,0,0.580,0
951,20,180,0,0.580,0
952,20,180,0,0.580,0
