tick,prey_pop,pred_pop,avg_prey_evade,avg_pred_hunt,avg_prey_eff,avg_pred_eff
531,194,50,1.1179,0.4952,1.2272,0.4959
532,192,50,1.1155,0.4952,1.2209,0.4959
533,196,50,1.1211,0.4952,1.2249,0.4959
534,200,50,1.1176,0.4952,1.2242,0.4959
535,197,50,1.1202,0.4952,1.2229,0.4959
536,196,50,1.1231,0.4952,1.2230,0.4959
537,196,50,1.1180,0.4952,1.2194,0.4959
538,198,50,1.1142,0.4952,1.2159,0.4959
539,196,50,1.1177,0.4952,1.2112,0.4959
540,193,50,1.1198,0.4952,1.2076,0.4959
541,198,50,1.1162,0.4952,1.2061,0.4959
542,195,50,1.1159,0.4952,1.2031,0.4959
543,198,50,1.1192,0.4952,1.2044,0.4959
544,196,50,1.1223,0.4952,1.2032,0.4959
545,193,50,1.1244,0.4952,1.2001,0.4959
546,195,50,1.1195,0.4952,1.1992,0.4959
547,193,50,1.1156,0.4952,1.1953,0.4959
548,197,50,1.1073,0.4952,1.1968,0.4959
549,193,50,1.1112,0.4952,1.2059,0.4959
550,195,50,1.1084,0.4952,1.2012,0.4959
551,196,50,1.1109,0.4952,1.1981,0.4959
552,195,50,1.1139,0.4952,1.1987,0.4959
553,193,50,1.1179,0.4952,1.1972,0.4959
554,200,50,1.1163,0.4952,1.1947,0.4959
555,193,50,1.1215,0.4952,1.1949,0.4959
556,192,50,1.1208,0.4952,1.1952,0.4959
557,198,50,1.1209,0.4952,1.1885,0.4959
558,197,50,1.1210,0.4952,1.1919,0.4959
559,193,50,1.1188,0.4952,1.1888,0.4959
560,186,50,1.1147,0.4952,1.1815,0.4959
561,195,50,1.1152,0.4952,1.1844,0.4959
562,193,50,1.1259,0.4952,1.1842,0.4959
563,194,50,1.1344,0.4952,1.1927,0.4959
564,197,50,1.1351,0.4952,1.1907,0.4959
565,194,50,1.1386,0.4952,1.1914,0.4959
566,196,50,1.1384,0.4952,1.1863,0.4959
567,197,50,1.1356,0.4952,1.1845,0.4959
568,197,50,1.1441,0.4952,1.1830,0.4959
569,198,50,1.1491,0.4952,1.1851,0.4959
570,194,50,1.1411,0.4952,1.1830,0.4959
571,196,50,1.1435,0.4952,1.1778,0.4959
572,199,50,1.1468,0.4952,1.1801,0.4959
573,199,50,1.1471,0.4952,1.1805,0.4959
574,196,50,1.1505,0.4952,1.1839,0.4959
575,200,50,1.1513,0.4952,1.1852,0.4959
576,195,50,1.1526,0.4952,1.1877,0.4959
577,196,50,1.1530,0.4952,1.1820,0.4959
578,198,50,1.1551,0.4952,1.1830,0.4959
579,198,50,1.1540,0.4952,1.1825,0.4959
580,196,50,1.1507,0.4952,1.1801,0.4959
581,192,50,1.1558,0.4952,1.1780,0.4959
582,197,50,1.1582,0.4952,1.1803,0.4959
583,198,50,1.1586,0.4952,1.1764,0.4959
584,196,50,1.1566,0.4952,1.1758,0.4959
585,198,50,1.1608,0.4952,1.1789,0.4959
586,195,50,1.1693,0.4952,1.1783,0.4959
587,193,50,1.1825,0.4952,1.1760,0.4959
588,199,50,1.1846,0.4952,1.1714,0.4959
589,192,50,1.1825,0.4952,1.1718,0.4959
590,194,50,1.1803,0.4952,1.1698,0.4959
591,198,50,1.1772,0.4952,1.1739,0.4959
592,195,50,1.1801,0.4952,1.1769,0.4959
593,196,50,1.1773,0.4952,1.1776,0.4959
594,190,50,1.1812,0.4952,1.1777,0.4959
595,196,50,1.1761,0.4952,1.1782,0.4959
596,198,50,1.1786,0.4952,1.1817,0.4959
597,195,50,1.1790,0.4952,1.1776,0.4959
598,196,50,1.1756,0.4952,1.1798,0.4959
599,196,50,1.1773,0.4952,1.1785,0.4959
600,197,50,1.1740,0.4952,1.1760,0.4959
601,198,50,1.1795,0.4952,1.1772,0.4959
602,193,50,1.1787,0.4952,1.1759,0.4959
603,196,50,1.1787,0.4952,1.1710,0.4959
604,193,50,1.1796,0.4952,1.1730,0.4959
605,197,50,1.1808,0.4952,1.1755,0.4959
606,195,50,1.1794,0.4952,1.1712,0.4959
607,195,50,1.1780,0.4952,1.1689,0.4959
608,195,50,1.1827,0.4952,1.1692,0.4959
609,197,50,1.1810,0.4952,1.1705,0.4959
610,197,50,1.1840,0.4952,1.1730,0.4959
611,194,50,1.1890,0.4952,1.1800,0.4959
612,196,50,1.1890,0.4952,1.1838,0.4959
613,198,50,1.1896,0.4952,1.1820,0.4959
614,193,50,1.1890,0.4952,1.1817,0.4959
615,193,50,1.1940,0.4952,1.1834,0.4959
616,193,50,1.1967,0.4952,1.1831,0.4959
617,196,50,1.1944,0.4952,1.1828,0.4959
618,194,50,1.1949,0.4952,1.1831,0.4959
619,197,50,1.1934,0.4952,1.1846,0.4959
620,196,50,1.1943,0.4952,1.1828,0.4959
621,196,50,1.1946,0.4952,1.1845,0.4959
622,198,50,1.1926,0.4952,1.1851,0.4959
623,196,50,1.1878,0.4952,1.1810,0.4959
624,196,50,1.1907,0.4952,1.1797,0.4959
625,195,50,1.1899,0.4952,1.1783,0.4959
626,197,50,1.1904,0.4952,1.1873,0.4959
627,196,50,1.1885,0.4952,1.1850,0.4959
628,200,50,1.1902,0.4952,1.1804,0.4959
629,198,50,1.1925,0.4952,1.1814,0.4959
630,194,50,1.1903,0.4952,1.1844,0.4959
631,196,50,1.1910,0.4952,1.1813,0.4959
632,195,50,1.1911,0.4952,1.1755,0.4959
633,196,50,1.1950,0.4952,1.1665,0.4959
634,194,50,1.1968,0.4952,1.1754,0.4959
635,197,50,1.2003,0.4952,1.1759,0.4959
636,196,50,1.1970,0.4952,1.1736,0.4959
637,194,50,1.1980,0.4952,1.1765,0.4959
638,196,50,1.1949,0.4952,1.1691,0.4959
639,198,50,1.1948,0.4952,1.1718,0.4959
640,195,50,1.1955,0.4952,1.1715,0.4959
641,195,50,1.1954,0.4952,1.1652,0.4959
642,191,50,1.1946,0.4952,1.1633,0.4959
643,192,50,1.1898,0.4952,1.1605,0.4959
644,195,50,1.1915,0.4952,1.1559,0.4959
645,197,50,1.1906,0.4952,1.1585,0.4959
646,197,50,1.1916,0.4952,1.1581,0.4959
647,199,50,1.1906,0.4952,1.1573,0.4959
648,199,50,1.1914,0.4952,1.1579,0.4959
649,195,50,1.1926,0.4952,1.1588,0.4959
650,198,50,1.1918,0.4952,1.1622,0.4959
651,196,50,1.1948,0.4952,1.1647,0.4959
652,198,50,1.1930,0.4952,1.1625,0.4959
653,196,50,1.1927,0.4952,1.1647,0.4959
654,199,50,1.1920,0.4952,1.1618,0.4959
655,197,50,1.1951,0.4952,1.1643,0.4959
656,195,50,1.1928,0.4952,1.1645,0.4959
657,192,50,1.1941,0.4952,1.1636,0.4959
658,194,50,1.1877,0.4952,1.1547,0.4959
659,193,50,1.1870,0.4952,1.1469,0.4959
660,195,50,1.1893,0.4952,1.1428,0.4959
661,198,50,1.1922,0.4952,1.1400,0.4959
662,197,50,1.1927,0.4952,1.1332,0.4959
663,197,50,1.1963,0.4952,1.1326,0.4959
664,197,50,1.1981,0.4952,1.1316,0.4959
665,193,50,1.1962,0.4952,1.1267,0.4959
666,196,50,1.1986,0.4952,1.1247,0.4959
667,196,50,1.1986,0.4952,1.1274,0.4959
668,195,50,1.2000,0.4952,1.1280,0.4959
669,196,50,1.1957,0.4952,1.1326,0.4959
670,198,50,1.1933,0.4952,1.1330,0.4959
671,195,50,1.1968,0.4952,1.1324,0.4959
672,189,50,1.1942,0.4952,1.1295,0.4959
673,196,50,1.1933,0.4952,1.1376,0.4959
674,193,50,1.1911,0.4952,1.1428,0.4959
675,197,50,1.1905,0.4952,1.1351,0.4959
676,195,50,1.1930,0.4952,1.1408,0.4959
677,200,50,1.1892,0.4952,1.1385,0.4959
678,197,50,1.1907,0.4952,1.1387,0.4959
679,196,50,1.1930,0.4952,1.1452,0.4959
680,194,50,1.1974,0.4952,1.1464,0.4959
681,197,50,1.1975,0.4952,1.1482,0.4959
682,196,50,1.1971,0.4952,1.1466,0.4959
683,197,50,1.1947,0.4952,1.1472,0.4959
684,195,50,1.1928,0.4952,1.1485,0.4959
685,193,50,1.1878,0.4952,1.1496,0.4959
686,197,50,1.1900,0.4952,1.1477,0.4959
687,196,50,1.1888,0.4952,1.1469,0.4959
688,195,50,1.1898,0.4952,1.1399,0.4959
689,194,50,1.1889,0.4952,1.1338,0.4959
690,200,50,1.1888,0.4952,1.1352,0.4959
691,196,50,1.1892,0.4952,1.1355,0.4959
692,198,50,1.1880,0.4952,1.1355,0.4959
693,197,50,1.1884,0.4952,1.1401,0.4959
694,197,50,1.1919,0.4952,1.1389,0.4959
695,195,50,1.1921,0.4952,1.1389,0.4959
696,195,50,1.1968,0.4952,1.1431,0.4959
697,198,50,1.1964,0.4952,1.1388,0.4959
698,194,50,1.1953,0.4952,1.1424,0.4959
699,196,50,1.1944,0.4952,1.1553,0.4959
700,195,50,1.1897,0.4952,1.1541,0.4959
701,195,50,1.1879,0.4952,1.1592,0.4959
702,198,50,1.1857,0.4952,1.1620,0.4959
703,195,50,1.1893,0.4952,1.1637,0.4959
704,198,50,1.1889,0.4952,1.1634,0.4959
705,197,50,1.1858,0.4952,1.1604,0.4959
706,198,50,1.1865,0.4952,1.1572,0.4959
707,192,50,1.1854,0.4952,1.1614,0.4959
708,196,50,1.1865,0.4952,1.1565,0.4959
709,192,50,1.1833,0.4952,1.1638,0.4959
710,197,50,1.1884,0.4952,1.1644,0.4959
711,196,50,1.1880,0.4952,1.1674,0.4959
712,196,50,1.1877,0.4952,1.1674,0.4959
713,197,50,1.1888,0.4952,1.1689,0.4959
714,191,50,1.1897,0.4952,1.1684,0.4959
715,195,50,1.1903,0.4952,1.1663,0.4959
716,198,50,1.1898,0.4952,1.1663,0.4959
717,197,50,1.1886,0.4952,1.1648,0.4959
718,198,50,1.1884,0.4952,1.1643,0.4959
719,198,50,1.1857,0.4952,1.1629,0.4959
720,195,50,1.1839,0.4952,1.1573,0.4959
721,194,50,1.1800,0.4952,1.1601,0.4959
722,198,50,1.1809,0.4952,1.1590,0.4959
723,192,50,1.1844,0.4952,1.1640,0.4959
724,195,50,1.1845,0.4952,1.1623,0.4959
725,198,50,1.1824,0.4952,1.1682,0.4959
726,196,50,1.1781,0.4952,1.1655,0.4959
727,197,50,1.1774,0.4952,1.1640,0.4959
728,195,50,1.1746,0.4952,1.1623,0.4959
729,192,50,1.1718,0.4952,1.1599,0.4959
730,198,50,1.1732,0.4952,1.1574,0.4959
731,197,50,1.1674,0.4952,1.1542,0.4959
732,195,50,1.1717,0.4952,1.1562,0.4959
733,198,50,1.1718,0.4952,1.1549,0.4959
734,197,50,1.1712,0.4952,1.1547,0.4959
735,196,50,1.1676,0.4952,1.1557,0.4959
736,195,50,1.1660,0.4952,1.1549,0.4959
737,193,50,1.1615,0.4952,1.1517,0.4959
738,197,50,1.1578,0.4952,1.1505,0.4959
739,198,50,1.1570,0.4952,1.1504,0.4959
740,193,50,1.1559,0.4952,1.1509,0.4959
741,197,50,1.1609,0.4952,1.1515,0.4959
742,196,50,1.1642,0.4952,1.1560,0.4959
743,198,50,1.1639,0.4952,1.1550,0.4959
744,198,50,1.1612,0.4952,1.1529,0.4959
745,196,50,1.1566,0.4952,1.1552,0.4959
746,197,50,1.1535,0.4952,1.1574,0.4959
747,193,50,1.1498,0.4952,1.1567,0.4959
748,195,50,1.1456,0.4952,1.1556,0.4959
749,198,50,1.1414,0.4952,1.1559,0.4959
750,196,50,1.1411,0.4952,1.1540,0.4959
751,196,50,1.1380,0.4952,1.1522,0.4959
752,195,50,1.1343,0.4952,1.1512,0.4959
753,198,50,1.1354,0.4952,1.1539,0.4959
754,194,50,1.1339,0.4952,1.1577,0.4959
755,196,50,1.1284,0.4952,1.1582,0.4959
756,193,50,1.1260,0.4952,1.1584,0.4959
757,196,50,1.1221,0.4952,1.1602,0.4959
758,198,50,1.1182,0.4952,1.1620,0.4959
759,196,50,1.1158,0.4952,1.1607,0.4959
760,198,50,1.1169,0.4952,1.1566,0.4959
761,194,50,1.1190,0.4952,1.1553,0.4959
762,194,50,1.1191,0.4952,1.1619,0.4959
763,196,50,1.1210,0.4952,1.1596,0.4959
764,194,50,1.1204,0.4952,1.1606,0.4959
765,198,50,1.1158,0.4952,1.1574,0.4959
766,197,50,1.1158,0.4952,1.1609,0.4959
767,195,50,1.1122,0.4952,1.1639,0.4959
768,197,50,1.1067,0.4952,1.1601,0.4959
769,196,50,1.1042,0.4952,1.1621,0.4959
770,197,50,1.1039,0.4952,1.1625,0.4959
771,194,50,1.1018,0.4952,1.1645,0.4959
772,195,50,1.1031,0.4952,1.1651,0.4959
773,199,50,1.1057,0.4952,1.1666,0.4959
774,194,50,1.1037,0.4952,1.1647,0.4959
775,199,50,1.1043,0.4952,1.1652,0.4959
776,195,50,1.1062,0.4952,1.1660,0.4959
777,196,50,1.1043,0.4952,1.1685,0.4959
778,194,50,1.1030,0.4952,1.1677,0.4959
779,194,50,1.1009,0.4952,1.1762,0.4959
780,196,50,1.0950,0.4952,1.1733,0.4959
781,198,50,1.0939,0.4952,1.1768,0.4959
782,196,50,1.0945,0.4952,1.1838,0.4959
783,199,50,1.0938,0.4952,1.1858,0.4959
784,194,50,1.0928,0.4952,1.1874,0.4959
785,194,50,1.0957,0.4952,1.1947,0.4959
786,195,50,1.0944,0.4952,1.2020,0.4959
787,194,50,1.0939,0.4952,1.2042,0.4959
788,197,50,1.0906,0.4952,1.2148,0.4959
789,199,50,1.0913,0.4952,1.2171,0.4959
790,197,50,1.0944,0.4952,1.2185,0.4959
791,197,50,1.0947,0.4952,1.2212,0.4959
792,192,50,1.0950,0.4952,1.2166,0.4959
793,195,50,1.0987,0.4952,1.2120,0.4959
794,196,50,1.1017,0.4952,1.2137,0.4959
795,193,50,1.0962,0.4952,1.2105,0.4959
796,196,50,1.0945,0.4952,1.2120,0.4959
797,198,50,1.0936,0.4952,1.2156,0.4959
798,198,50,1.0925,0.4952,1.2131,0.4959
799,197,50,1.0940,0.4952,1.2120,0.4959
800,197,50,1.0962,0.4952,1.2149,0.4959
801,196,50,1.0975,0.4952,1.2156,0.4959
802,193,50,1.1011,0.4952,1.2180,0.4959
803,196,50,1.1069,0.4952,1.2166,0.4959
804,197,50,1.1085,0.4952,1.2136,0.4959
805,197,50,1.1080,0.4952,1.2140,0.4959
806,194,50,1.1056,0.4952,1.2195,0.4959
807,198,50,1.1041,0.4952,1.2228,0.4959
808,197,50,1.1049,0.4952,1.2232,0.4959
809,195,50,1.1021,0.4952,1.2235,0.4959
810,193,50,1.1008,0.4952,1.2223,0.4959
811,198,50,1.0998,0.4952,1.2331,0.4959
812,197,50,1.1019,0.4952,1.2386,0.4959
813,194,50,1.1047,0.4952,1.2391,0.4959
814,194,50,1.1065,0.4952,1.2461,0.4959
815,197,50,1.1062,0.4952,1.2466,0.4959
816,197,50,1.1062,0.4952,1.2481,0.4959
817,198,50,1.1118,0.4952,1.2489,0.4959
818,196,50,1.1138,0.4952,1.2528,0.4959
819,196,50,1.1154,0.4952,1.2518,0.4959
820,196,50,1.1173,0.4952,1.2568,0.4959
821,198,50,1.1175,0.4952,1.2632,0.4959
822,195,50,1.1196,0.4952,1.2727,0.4959
823,195,50,1.1253,0.4952,1.2735,0.4959
824,198,50,1.1241,0.4952,1.2764,0.4959
825,194,50,1.1220,0.4952,1.2735,0.4959
826,197,50,1.1265,0.4952,1.2728,0.4959
827,195,50,1.1254,0.4952,1.2776,0.4959
828,195,50,1.1236,0.4952,1.2913,0.4959
829,196,50,1.1250,0.4952,1.2948,0.4959
830,196,50,1.1236,0.4952,1.3000,0.4959
831,198,50,1.1251,0.4952,1.3036,0.4959
832,198,50,1.1263,0.4952,1.2977,0.4959
833,196,50,1.1235,0.4952,1.2991,0.4959
834,200,50,1.1229,0.4952,1.2976,0.4959
835,191,50,1.1206,0.4952,1.3076,0.4959
836,198,50,1.1213,0.4952,1.3130,0.4959
837,194,50,1.1238,0.4952,1.3106,0.4959
838,195,50,1.1298,0.4952,1.3130,0.4959
839,199,50,1.1280,0.4952,1.3145,0.4959
840,199,50,1.1295,0.4952,1.3119,0.4959
841,194,50,1.1331,0.4952,1.3167,0.4959
842,196,50,1.1329,0.4952,1.3174,0.4959
843,194,50,1.1361,0.4952,1.3193,0.4959
844,196,50,1.1385,0.4952,1.3165,0.4959
845,193,50,1.1399,0.4952,1.3151,0.4959
846,197,50,1.1370,0.4952,1.3185,0.4959
847,196,50,1.1290,0.4952,1.3254,0.4959
848,198,50,1.1275,0.4952,1.3281,0.4959
849,195,50,1.1264,0.4952,1.3336,0.4959
850,190,50,1.1204,0.4952,1.3385,0.4959
851,193,50,1.1192,0.4952,1.3384,0.4959
852,198,50,1.1206,0.4952,1.3353,0.4959
853,196,50,1.1166,0.4952,1.3367,0.4959
854,196,50,1.1143,0.4952,1.3425,0.4959
855,195,50,1.1126,0.4952,1.3490,0.4959
856,197,50,1.1118,0.4952,1.3471,0.4959
857,194,50,1.1105,0.4952,1.3495,0.4959
858,197,50,1.1086,0.4952,1.3503,0.4959
859,199,50,1.1079,0.4952,1.3532,0.4959
860,197,50,1.1075,0.4952,1.3551,0.4959
861,200,50,1.1082,0.4952,1.3551,0.4959
862,193,50,1.1075,0.4952,1.3552,0.4959
863,198,50,1.1045,0.4952,1.3559,0.4959
864,197,50,1.1031,0.4952,1.3563,0.4959
865,195,50,1.1020,0.4952,1.3570,0.4959
866,194,50,1.1023,0.4952,1.3593,0.4959
867,196,50,1.1046,0.4952,1.3584,0.4959
868,196,50,1.1056,0.4952,1.3626,0.4959
869,199,50,1.1056,0.4952,1.3617,0.4959
870,195,50,1.1056,0.4952,1.3628,0.4959
871,196,50,1.1071,0.4952,1.3665,0.4959
872,199,50,1.1031,0.4952,1.3722,0.4959
873,194,50,1.1029,0.4952,1.3736,0.4959
874,197,50,1.1037,0.4952,1.3745,0.4959
875,197,50,1.1017,0.4952,1.3773,0.4959
876,196,50,1.1013,0.4952,1.3781,0.4959
877,197,50,1.0989,0.4952,1.3811,0.4959
878,195,50,1.0992,0.4952,1.3841,0.4959
879,193,50,1.1027,0.4952,1.3922,0.4959
880,198,50,1.0983,0.4952,1.3916,0.4959
881,196,50,1.0998,0.4952,1.3884,0.4959
882,198,50,1.0976,0.4952,1.3899,0.4959
883,194,50,1.0978,0.4952,1.3909,0.4959
884,196,50,1.0953,0.4952,1.3915,0.4959
885,198,50,1.0902,0.4952,1.4010,0.4959
886,196,50,1.0889,0.4952,1.4036,0.4959
887,196,50,1.0885,0.4952,1.4097,0.4959
888,196,50,1.0850,0.4952,1.4096,0.4959
889,197,50,1.0836,0.4952,1.4108,0.4959
890,196,50,1.0796,0.4952,1.4147,0.4959
891,200,50,1.0792,0.4952,1.4135,0.4959
892,195,50,1.0785,0.4952,1.4148,0.4959
893,190,50,1.0748,0.4952,1.4195,0.4959
894,195,50,1.0715,0.4952,1.4245,0.4959
895,197,50,1.0702,0.4952,1.4250,0.4959
896,196,50,1.0660,0.4952,1.4288,0.4959
897,197,50,1.0638,0.4952,1.4344,0.4959
898,196,50,1.0584,0.4952,1.4413,0.4959
899,197,50,1.0581,0.4952,1.4427,0.4959
900,195,50,1.0568,0.4952,1.4407,0.4959
901,194,50,1.0561,0.4952,1.4404,0.4959
902,196,50,1.0588,0.4952,1.4353,0.4959
903,193,50,1.0568,0.4952,1.4360,0.4959
904,195,50,1.0579,0.4952,1.4411,0.4959
905,196,50,1.0582,0.4952,1.4404,0.4959
906,195,50,1.0566,0.4952,1.4438,0.4959
907,197,50,1.0576,0.4952,1.4401,0.4959
908,196,50,1.0578,0.4952,1.4384,0.4959
909,196,50,1.0586,0.4952,1.4394,0.4959
910,196,50,1.0609,0.4952,1.4376,0.4959
911,197,50,1.0566,0.4952,1.4476,0.4959
912,197,50,1.0599,0.4952,1.4478,0.4959
913,195,50,1.0522,0.4952,1.4524,0.4959
914,194,50,1.0464,0.4952,1.4550,0.4959
915,197,50,1.0466,0.4952,1.4538,0.4959
916,192,50,1.0485,0.4952,1.4515,0.4959
917,196,50,1.0513,0.4952,1.4444,0.4959
918,198,50,1.0513,0.4952,1.4414,0.4959
919,194,50,1.0491,0.4952,1.4412,0.4959
920,195,50,1.0459,0.4952,1.4461,0.4959
921,199,50,1.0474,0.4952,1.4453,0.4959
922,199,50,1.0504,0.4952,1.4435,0.4959
923,198,50,1.0472,0.4952,1.4435,0.4959
924,196,50,1.0421,0.4952,1.4452,0.4959
925,196,50,1.0429,0.4952,1.4404,0.4959
926,198,50,1.0443,0.4952,1.4399,0.4959
927,194,50,1.0477,0.4952,1.4407,0.4959
928,199,50,1.0467,0.4952,1.4402,0.4959
929,191,50,1.0467,0.4952,1.4389,0.4959
930,199,50,1.0469,0.4952,1.4371,0.4959
931,198,50,1.0472,0.4952,1.4358,0.4959
932,198,50,1.0448,0.4952,1.4358,0.4959
933,197,50,1.0452,0.4952,1.4370,0.4959
934,194,50,1.0492,0.4952,1.4324,0.4959
935,197,50,1.0477,0.4952,1.4301,0.4959
936,198,50,1.0498,0.4952,1.4232,0.4959
937,195,50,1.0510,0.4952,1.4212,0.4959
938,196,50,1.0574,0.4952,1.4174,0.4959
939,195,50,1.0644,0.4952,1.4143,0.4959
940,198,50,1.0627,0.4952,1.4129,0.4959
941,196,50,1.0619,0.4952,1.4135,0.4959
942,192,50,1.0693,0.4952,1.4046,0.4959
943,197,50,1.0661,0.4952,1.4086,0.4959
944,196,50,1.0669,0.4952,1.4020,0.4959
945,195,50,1.0680,0.4952,1.3983,0.4959
946,194,50,1.0656,0.4952,1.3961,0.4959
947,191,50,1.0641,0.4952,1.3983,0.4959
948,197,50,1.0634,0.4952,1.4003,0.4959
949,198,50,1.0612,0.4952,1.4038,0.4959
950,196,50,1.0609,0.4952,1.3991,0.4959
951,200,50,1.0620,0.4952,1.4006,0.4959
952,198,50,1.0645,0.4952,1.3980,0.4959
953,194,50,1.0596,0.4952,1.3975,0.4959
954,198,50,1.0568,0.4952,1.4012,0.4959
955,193,50,1.0542,0.4952,1.4027,0.4959
956,196,50,1.0508,0.4952,1.4025,0.4959
957,193,50,1.0505,0.4952,1.4073,0.4959
958,195,50,1.0501,0.4952,1.4047,0.4959
959,196,50,1.0476,0.4952,1.4027,0.4959
960,197,50,1.0472,0.4952,1.4002,0.4959
961,199,50,1.0487,0.4952,1.3981,0.4959
962,198,50,1.0496,0.4952,1.3960,0.4959
963,197,50,1.0497,0.4952,1.3953,0.4959
964,197,50,1.0485,0.4952,1.3977,0.4959
965,195,50,1.0455,0.4952,1.3993,0.4959
966,196,50,1.0473,0.4952,1.3978,0.4959
967,194,50,1.0532,0.4952,1.3973,0.4959
968,194,50,1.0524,0.4952,1.3933,0.4959
969,194,50,1.0508,0.4952,1.3900,0.4959
970,198,50,1.0454,0.4952,1.3967,0.4959
971,197,50,1.0477,0.4952,1.3934,0.4959
972,197,50,1.0445,0.4952,1.3931,0.4959
973,197,50,1.0456,0.4952,1.3945,0.4959
974,195,50,1.0457,0.4952,1.3962,0.4959
975,196,50,1.0490,0.4952,1.3921,0.4959
976,196,50,1.0426,0.4952,1.3984,0.4959
977,198,50,1.0389,0.4952,1.4035,0.4959
978,195,50,1.0374,0.4952,1.3993,0.4959
979,192,50,1.0413,0.4952,1.3916,0.4959
980,198,50,1.0353,0.4952,1.3991,0.4959
981,196,50,1.0374,0.4952,1.3954,0.4959
982,199,50,1.0386,0.4952,1.3989,0.4959
983,196,50,1.0368,0.4952,1.4023,0.4959
984,195,50,1.0309,0.4952,1.4057,0.4959
985,193,50,1.0358,0.4952,1.4032,0.4959
986,193,50,1.0383,0.4952,1.4062,0.4959
987,196,50,1.0327,0.4952,1.4068,0.4959
988,198,50,1.0344,0.4952,1.4048,0.4959
989,193,50,1.0350,0.4952,1.4053,0.4959
990,195,50,1.0386,0.4952,1.3993,0.4959
991,196,50,1.0309,0.4952,1.4069,0.4959
992,197,50,1.0326,0.4952,1.4023,0.4959
993,199,50,1.0313,0.4952,1.4015,0.4959
994,196,50,1.0318,0.4952,1.4001,0.4959
995,196,50,1.0314,0.4952,1.3967,0.4959
996,199,50,1.0320,0.4952,1.3948,0.4959
997,193,50,1.0337,0.4952,1.3920,0.4959
998,198,50,1.0354,0.4952,1.3964,0.4959
999,196,50,1.0350,0.4952,1.3973,0.4959
1000,197,50,1.0345,0.4952,1.3958,0.4959
1001,198,50,1.0332,0.4952,1.3977,0.4959
1002,194,50,1.0326,0.4952,1.4022,0.4959
1003,196,50,1.0306,0.4952,1.4066,0.4959
1004,197,50,1.0298,0.4952,1.4103,0.4959
1005,194,50,1.0290,0.4952,1.4116,0.4959
1006,192,50,1.0266,0.4952,1.4160,0.4959
1007,194,50,1.0255,0.4952,1.4199,0.4959
1008,198,50,1.0264,0.4952,1.4250,0.4959
1009,199,50,1.0260,0.4952,1.4264,0.4959
1010,199,50,1.0280,0.4952,1.4229,0.4959
1011,197,50,1.0263,0.4952,1.4241,0.4959
1012,198,50,1.0280,0.4952,1.4261,0.4959
1013,197,50,1.0284,0.4952,1.4250,0.4959
1014,194,50,1.0332,0.4952,1.4245,0.4959
1015,196,50,1.0369,0.4952,1.4218,0.4959
1016,192,50,1.0335,0.4952,1.4267,0.4959
1017,195,50,1.0390,0.4952,1.4224,0.4959
1018,196,50,1.0381,0.4952,1.4241,0.4959
1019,196,50,1.0438,0.4952,1.4221,0.4959
1020,192,50,1.0424,0.4952,1.4226,0.4959
1021,195,50,1.0441,0.4952,1.4243,0.4959
1022,199,50,1.0453,0.4952,1.4267,0.4959
1023,198,50,1.0441,0.4952,1.4305,0.4959
1024,197,50,1.0456,0.4952,1.4298,0.4959
1025,198,50,1.0480,0.4952,1.4323,0.4959
1026,197,50,1.0464,0.4952,1.4334,0.4959
1027,196,50,1.0506,0.4952,1.4327,0.4959
1028,195,50,1.0497,0.4952,1.4379,0.4959
1029,198,50,1.0498,0.4952,1.4431,0.4959
1030,196,50,1.0523,0.4952,1.4393,0.4959
1031,194,50,1.0514,0.4952,1.4409,0.4959
1032,193,50,1.0550,0.4952,1.4357,0.4959
1033,192,50,1.0566,0.4952,1.4380,0.4959
1034,196,50,1.0534,0.4952,1.4365,0.4959
1035,196,50,1.0530,0.4952,1.4375,0.4959
1036,199,50,1.0483,0.4952,1.4384,0.4959
1037,197,50,1.0474,0.4952,1.4447,0.4959
1038,198,50,1.0480,0.4952,1.4417,0.4959
1039,196,50,1.0502,0.4952,1.4403,0.4959
1040,193,50,1.0494,0.4952,1.4493,0.4959
1041,197,50,1.0482,0.4952,1.4496,0.4959
1042,191,50,1.0482,0.4952,1.4572,0.4959
1043,197,50,1.0514,0.4952,1.4483,0.4959
1044,195,50,1.0544,0.4952,1.4496,0.4959
1045,195,50,1.0600,0.4952,1.4446,0.4959
1046,196,50,1.0576,0.4952,1.4455,0.4959
1047,198,50,1.0569,0.4952,1.4402,0.4959
1048,197,50,1.0565,0.4952,1.4409,0.4959
1049,198,50,1.0576,0.4952,1.4396,0.4959
1050,197,50,1.0547,0.4952,1.4425,0.4959
1051,198,50,1.0519,0.4952,1.4405,0.4959
1052,198,50,1.0498,0.4952,1.4393,0.4959
1053,199,50,1.0503,0.4952,1.4347,0.4959
1054,194,50,1.0484,0.4952,1.4355,0.4959
1055,196,50,1.0511,0.4952,1.4283,0.4959
1056,193,50,1.0507,0.4952,1.4248,0.4959
1057,198,50,1.0506,0.4952,1.4277,0.4959
1058,195,50,1.0493,0.4952,1.4282,0.4959
1059,197,50,1.0490,0.4952,1.4259,0.4959
1060,192,50,1.0422,0.4952,1.4285,0.4959
1061,198,50,1.0418,0.4952,1.4232,0.4959
1062,198,50,1.0414,0.4952,1.4227,0.4959
1063,198,50,1.0400,0.4952,1.4241,0.4959
