tick,prey_pop,pred_pop,avg_prey_evade,avg_pred_hunt,avg_prey_eff,avg_pred_eff
1064,194,50,1.0395,0.4952,1.4210,0.4959
1065,191,50,1.0462,0.4952,1.4085,0.4959
1066,196,50,1.0451,0.4952,1.4036,0.4959
1067,197,50,1.0461,0.4952,1.4027,0.4959
1068,198,50,1.0448,0.4952,1.4021,0.4959
1069,197,50,1.0471,0.4952,1.3997,0.4959
1070,196,50,1.0418,0.4952,1.4003,0.4959
1071,197,50,1.0436,0.4952,1.3982,0.4959
1072,196,50,1.0411,0.4952,1.3969,0.4959
1073,195,50,1.0434,0.4952,1.3911,0.4959
1074,195,50,1.0445,0.4952,1.3888,0.4959
1075,194,50,1.0407,0.4952,1.3911,0.4959
1076,196,50,1.0362,0.4952,1.3879,0.4959
1077,194,50,1.0345,0.4952,1.3851,0.4959
1078,196,50,1.0397,0.4952,1.3817,0.4959
1079,197,50,1.0379,0.4952,1.3767,0.4959
1080,197,50,1.0360,0.4952,1.3739,0.4959
1081,195,50,1.0351,0.4952,1.3799,0.4959
1082,196,50,1.0424,0.4952,1.3780,0.4959
1083,190,50,1.0391,0.4952,1.3803,0.4959
1084,196,50,1.0409,0.4952,1.3764,0.4959
1085,197,50,1.0427,0.4952,1.3741,0.4959
1086,199,50,1.0430,0.4952,1.3719,0.4959
1087,197,50,1.0428,0.4952,1.3734,0.4959
1088,195,50,1.0430,0.4952,1.3709,0.4959
1089,198,50,1.0452,0.4952,1.3711,0.4959
1090,198,50,1.0425,0.4952,1.3734,0.4959
1091,196,50,1.0422,0.4952,1.3719,0.4959
1092,196,50,1.0439,0.4952,1.3684,0.4959
1093,195,50,1.0479,0.4952,1.3672,0.4959
1094,195,50,1.0455,0.4952,1.3699,0.4959
1095,195,50,1.0419,0.4952,1.3737,0.4959
1096,198,50,1.0451,0.4952,1.3734,0.4959
1097,198,50,1.0463,0.4952,1.3747,0.4959
1098,198,50,1.0495,0.4952,1.3729,0.4959
1099,197,50,1.0538,0.4952,1.3643,0.4959
1100,195,50,1.0578,0.4952,1.3640,0.4959
1101,194,50,1.0515,0.4952,1.3623,0.4959
1102,194,50,1.0579,0.4952,1.3585,0.4959
1103,198,50,1.0580,0.4952,1.3596,0.4959
1104,197,50,1.0576,0.4952,1.3600,0.4959
1105,200,50,1.0548,0.4952,1.3594,0.4959
1106,197,50,1.0556,0.4952,1.3596,0.4959
1107,197,50,1.0609,0.4952,1.3587,0.4959
1108,197,50,1.0650,0.4952,1.3543,0.4959
1109,196,50,1.0644,0.4952,1.3540,0.4959
1110,198,50,1.0674,0.4952,1.3500,0.4959
1111,193,50,1.0679,0.4952,1.3472,0.4959
1112,195,50,1.0713,0.4952,1.3480,0.4959
1113,195,50,1.0712,0.4952,1.3427,0.4959
1114,198,50,1.0689,0.4952,1.3433,0.4959
1115,195,50,1.0657,0.4952,1.3427,0.4959
1116,199,50,1.0640,0.4952,1.3455,0.4959
1117,197,50,1.0664,0.4952,1.3466,0.4959
1118,194,50,1.0680,0.4952,1.3444,0.4959
1119,196,50,1.0644,0.4952,1.3448,0.4959
1120,194,50,1.0626,0.4952,1.3435,0.4959
1121,191,50,1.0621,0.4952,1.3379,0.4959
1122,196,50,1.0616,0.4952,1.3499,0.4959
1123,199,50,1.0638,0.4952,1.3468,0.4959
1124,197,50,1.0642,0.4952,1.3476,0.4959
1125,196,50,1.0631,0.4952,1.3497,0.4959
1126,195,50,1.0678,0.4952,1.3448,0.4959
1127,198,50,1.0697,0.4952,1.3442,0.4959
1128,196,50,1.0715,0.4952,1.3429,0.4959
1129,195,50,1.0707,0.4952,1.3466,0.4959
1130,195,50,1.0710,0.4952,1.3442,0.4959
1131,195,50,1.0714,0.4952,1.3443,0.4959
1132,199,50,1.0757,0.4952,1.3406,0.4959
1133,197,50,1.0778,0.4952,1.3415,0.4959
1134,196,50,1.0761,0.4952,1.3392,0.4959
1135,195,50,1.0746,0.4952,1.3410,0.4959
1136,200,50,1.0740,0.4952,1.3392,0.4959
1137,195,50,1.0760,0.4952,1.3373,0.4959
1138,199,50,1.0723,0.4952,1.3437,0.4959
1139,197,50,1.0733,0.4952,1.3429,0.4959
1140,196,50,1.0694,0.4952,1.3412,0.4959
1141,196,50,1.0751,0.4952,1.3373,0.4959
1142,198,50,1.0752,0.4952,1.3355,0.4959
1143,197,50,1.0697,0.4952,1.3385,0.4959
1144,197,50,1.0676,0.4952,1.3417,0.4959
1145,200,50,1.0696,0.4952,1.3420,0.4959
1146,195,50,1.0654,0.4952,1.3456,0.4959
1147,195,50,1.0598,0.4952,1.3468,0.4959
1148,195,50,1.0612,0.4952,1.3444,0.4959
1149,195,50,1.0652,0.4952,1.3407,0.4959
1150,197,50,1.0678,0.4952,1.3399,0.4959
1151,199,50,1.0679,0.4952,1.3371,0.4959
1152,193,50,1.0684,0.4952,1.3388,0.4959
1153,191,50,1.0706,0.4952,1.3427,0.4959
1154,197,50,1.0725,0.4952,1.3441,0.4959
1155,195,50,1.0636,0.4952,1.3476,0.4959
1156,196,50,1.0647,0.4952,1.3495,0.4959
1157,195,50,1.0656,0.4952,1.3499,0.4959
1158,199,50,1.0672,0.4952,1.3504,0.4959
1159,195,50,1.0668,0.4952,1.3473,0.4959
1160,198,50,1.0660,0.4952,1.3458,0.4959
1161,199,50,1.0650,0.4952,1.3457,0.4959
1162,193,50,1.0639,0.4952,1.3443,0.4959
1163,200,50,1.0616,0.4952,1.3415,0.4959
1164,197,50,1.0636,0.4952,1.3413,0.4959
1165,195,50,1.0661,0.4952,1.3384,0.4959
1166,198,50,1.0649,0.4952,1.3375,0.4959
1167,194,50,1.0649,0.4952,1.3372,0.4959
1168,196,50,1.0657,0.4952,1.3381,0.4959
1169,196,50,1.0646,0.4952,1.3347,0.4959
1170,197,50,1.0627,0.4952,1.3335,0.4959
1171,197,50,1.0611,0.4952,1.3300,0.4959
1172,198,50,1.0593,0.4952,1.3328,0.4959
1173,194,50,1.0556,0.4952,1.3324,0.4959
1174,192,50,1.0568,0.4952,1.3327,0.4959
1175,197,50,1.0633,0.4952,1.3328,0.4959
1176,193,50,1.0690,0.4952,1.3352,0.4959
1177,199,50,1.0697,0.4952,1.3370,0.4959
1178,200,50,1.0686,0.4952,1.3381,0.4959
1179,195,50,1.0675,0.4952,1.3415,0.4959
1180,197,50,1.0656,0.4952,1.3426,0.4959
1181,197,50,1.0675,0.4952,1.3388,0.4959
1182,194,50,1.0696,0.4952,1.3377,0.4959
1183,193,50,1.0669,0.4952,1.3381,0.4959
1184,196,50,1.0650,0.4952,1.3388,0.4959
1185,198,50,1.0669,0.4952,1.3428,0.4959
1186,197,50,1.0709,0.4952,1.3433,0.4959
1187,195,50,1.0740,0.4952,1.3494,0.4959
1188,194,50,1.0734,0.4952,1.3529,0.4959
1189,198,50,1.0774,0.4952,1.3502,0.4959
1190,197,50,1.0803,0.4952,1.3518,0.4959
1191,193,50,1.0854,0.4952,1.3553,0.4959
1192,197,50,1.0875,0.4952,1.3605,0.4959
1193,195,50,1.0835,0.4952,1.3635,0.4959
1194,196,50,1.0817,0.4952,1.3623,0.4959
1195,198,50,1.0860,0.4952,1.3585,0.4959
1196,197,50,1.0821,0.4952,1.3567,0.4959
1197,199,50,1.0845,0.4952,1.3562,0.4959
1198,196,50,1.0844,0.4952,1.3569,0.4959
1199,191,50,1.0757,0.4952,1.3657,0.4959
1200,197,50,1.0750,0.4952,1.3646,0.4959
1201,196,50,1.0723,0.4952,1.3628,0.4959
1202,196,50,1.0772,0.4952,1.3590,0.4959
1203,196,50,1.0728,0.4952,1.3606,0.4959
1204,199,50,1.0735,0.4952,1.3620,0.4959
1205,200,50,1.0751,0.4952,1.3619,0.4959
1206,196,50,1.0788,0.4952,1.3633,0.4959
1207,194,50,1.0790,0.4952,1.3684,0.4959
1208,196,50,1.0788,0.4952,1.3688,0.4959
1209,197,50,1.0759,0.4952,1.3718,0.4959
1210,197,50,1.0810,0.4952,1.3728,0.4959
1211,194,50,1.0822,0.4952,1.3748,0.4959
1212,198,50,1.0780,0.4952,1.3721,0.4959
1213,197,50,1.0793,0.4952,1.3703,0.4959
1214,196,50,1.0865,0.4952,1.3690,0.4959
1215,196,50,1.0902,0.4952,1.3667,0.4959
1216,198,50,1.0903,0.4952,1.3648,0.4959
1217,196,50,1.0965,0.4952,1.3619,0.4959
1218,198,50,1.1006,0.4952,1.3611,0.4959
1219,195,50,1.1048,0.4952,1.3606,0.4959
1220,199,50,1.1093,0.4952,1.3611,0.4959
1221,195,50,1.1087,0.4952,1.3623,0.4959
1222,193,50,1.1106,0.4952,1.3566,0.4959
1223,197,50,1.1120,0.4952,1.3576,0.4959
1224,195,50,1.1121,0.4952,1.3582,0.4959
1225,197,50,1.1075,0.4952,1.3600,0.4959
1226,195,50,1.1067,0.4952,1.3598,0.4959
1227,198,50,1.1051,0.4952,1.3617,0.4959
1228,198,50,1.1045,0.4952,1.3601,0.4959
1229,198,50,1.1005,0.4952,1.3596,0.4959
1230,197,50,1.1058,0.4952,1.3575,0.4959
1231,194,50,1.1067,0.4952,1.3573,0.4959
1232,196,50,1.1065,0.4952,1.3591,0.4959
1233,194,50,1.1069,0.4952,1.3594,0.4959
1234,196,50,1.1050,0.4952,1.3629,0.4959
1235,195,50,1.1003,0.4952,1.3651,0.4959
1236,198,50,1.1005,0.4952,1.3650,0.4959
1237,196,50,1.0970,0.4952,1.3661,0.4959
1238,193,50,1.1000,0.4952,1.3681,0.4959
1239,197,50,1.0942,0.4952,1.3701,0.4959
1240,198,50,1.0966,0.4952,1.3695,0.4959
1241,198,50,1.0971,0.4952,1.3679,0.4959
1242,195,50,1.0991,0.4952,1.3676,0.4959
1243,195,50,1.1008,0.4952,1.3637,0.4959
1244,197,50,1.1016,0.4952,1.3613,0.4959
1245,194,50,1.1035,0.4952,1.3615,0.4959
1246,195,50,1.1030,0.4952,1.3642,0.4959
1247,198,50,1.1052,0.4952,1.3568,0.4959
1248,196,50,1.1054,0.4952,1.3570,0.4959
1249,198,50,1.1100,0.4952,1.3569,0.4959
1250,193,50,1.1083,0.4952,1.3545,0.4959
1251,197,50,1.1074,0.4952,1.3540,0.4959
1252,194,50,1.1141,0.4952,1.3473,0.4959
1253,197,50,1.1198,0.4952,1.3473,0.4959
1254,198,50,1.1143,0.4952,1.3484,0.4959
1255,195,50,1.1149,0.4952,1.3512,0.4959
1256,198,50,1.1184,0.4952,1.3503,0.4959
1257,199,50,1.1201,0.4952,1.3467,0.4959
1258,195,50,1.1161,0.4952,1.3449,0.4959
1259,193,50,1.1077,0.4952,1.3469,0.4959
1260,198,50,1.1103,0.4952,1.3416,0.4959
1261,197,50,1.1134,0.4952,1.3415,0.4959
1262,198,50,1.1145,0.4952,1.3409,0.4959
1263,194,50,1.1107,0.4952,1.3480,0.4959
1264,196,50,1.1093,0.4952,1.3493,0.4959
1265,198,50,1.1059,0.4952,1.3488,0.4959
1266,197,50,1.1000,0.4952,1.3507,0.4959
1267,198,50,1.0955,0.4952,1.3487,0.4959
1268,197,50,1.0990,0.4952,1.3480,0.4959
1269,195,50,1.0937,0.4952,1.3455,0.4959
1270,196,50,1.0914,0.4952,1.3423,0.4959
1271,196,50,1.0889,0.4952,1.3442,0.4959
1272,199,50,1.0937,0.4952,1.3446,0.4959
1273,194,50,1.0902,0.4952,1.3416,0.4959
1274,196,50,1.0887,0.4952,1.3454,0.4959
1275,199,50,1.0934,0.4952,1.3461,0.4959
1276,196,50,1.0911,0.4952,1.3478,0.4959
1277,198,50,1.0909,0.4952,1.3441,0.4959
1278,199,50,1.0868,0.4952,1.3435,0.4959
1279,197,50,1.0894,0.4952,1.3444,0.4959
1280,196,50,1.0900,0.4952,1.3434,0.4959
1281,196,50,1.0940,0.4952,1.3433,0.4959
1282,194,50,1.0969,0.4952,1.3423,0.4959
1283,192,50,1.0924,0.4952,1.3420,0.4959
1284,194,50,1.0875,0.4952,1.3382,0.4959
1285,198,50,1.0810,0.4952,1.3381,0.4959
1286,197,50,1.0818,0.4952,1.3371,0.4959
1287,199,50,1.0794,0.4952,1.3379,0.4959
1288,198,50,1.0801,0.4952,1.3385,0.4959
1289,196,50,1.0744,0.4952,1.3411,0.4959
1290,196,50,1.0732,0.4952,1.3414,0.4959
1291,196,50,1.0708,0.4952,1.3455,0.4959
1292,199,50,1.0687,0.4952,1.3447,0.4959
1293,198,50,1.0664,0.4952,1.3454,0.4959
1294,196,50,1.0647,0.4952,1.3427,0.4959
1295,192,50,1.0609,0.4952,1.3458,0.4959
1296,197,50,1.0569,0.4952,1.3436,0.4959
1297,189,50,1.0500,0.4952,1.3458,0.4959
1298,198,50,1.0449,0.4952,1.3445,0.4959
1299,197,50,1.0416,0.4952,1.3412,0.4959
1300,196,50,1.0364,0.4952,1.3466,0.4959
1301,196,50,1.0291,0.4952,1.3521,0.4959
1302,192,50,1.0355,0.4952,1.3536,0.4959
1303,193,50,1.0289,0.4952,1.3508,0.4959
1304,198,50,1.0259,0.4952,1.3493,0.4959
1305,198,50,1.0267,0.4952,1.3490,0.4959
1306,197,50,1.0238,0.4952,1.3522,0.4959
1307,200,50,1.0195,0.4952,1.3526,0.4959
1308,196,50,1.0124,0.4952,1.3554,0.4959
1309,194,50,1.0115,0.4952,1.3496,0.4959
1310,197,50,1.0047,0.4952,1.3538,0.4959
1311,195,50,1.0050,0.4952,1.3547,0.4959
1312,196,50,0.9991,0.4952,1.3531,0.4959
1313,196,50,0.9924,0.4952,1.3577,0.4959
1314,198,50,0.9880,0.4952,1.3609,0.4959
1315,193,50,0.9856,0.4952,1.3607,0.4959
1316,196,50,0.9874,0.4952,1.3588,0.4959
1317,196,50,0.9844,0.4952,1.3541,0.4959
1318,198,50,0.9800,0.4952,1.3557,0.4959
1319,195,50,0.9798,0.4952,1.3564,0.4959
1320,199,50,0.9815,0.4952,1.3551,0.4959
1321,195,50,0.9762,0.4952,1.3557,0.4959
1322,196,50,0.9726,0.4952,1.3546,0.4959
1323,198,50,0.9743,0.4952,1.3543,0.4959
1324,196,50,0.9710,0.4952,1.3547,0.4959
1325,197,50,0.9720,0.4952,1.3530,0.4959
1326,195,50,0.9686,0.4952,1.3585,0.4959
1327,200,50,0.9652,0.4952,1.3623,0.4959
1328,196,50,0.9664,0.4952,1.3603,0.4959
1329,194,50,0.9608,0.4952,1.3631,0.4959
1330,196,50,0.9571,0.4952,1.3625,0.4959
1331,197,50,0.9540,0.4952,1.3624,0.4959
1332,197,50,0.9513,0.4952,1.3665,0.4959
1333,194,50,0.9505,0.4952,1.3621,0.4959
1334,198,50,0.9505,0.4952,1.3619,0.4959
1335,195,50,0.9535,0.4952,1.3659,0.4959
1336,199,50,0.9540,0.4952,1.3648,0.4959
1337,195,50,0.9531,0.4952,1.3632,0.4959
1338,199,50,0.9547,0.4952,1.3602,0.4959
1339,195,50,0.9529,0.4952,1.3589,0.4959
1340,194,50,0.9499,0.4952,1.3578,0.4959
1341,195,50,0.9467,0.4952,1.3631,0.4959
1342,198,50,0.9447,0.4952,1.3679,0.4959
1343,199,50,0.9429,0.4952,1.3672,0.4959
1344,196,50,0.9429,0.4952,1.3669,0.4959
1345,197,50,0.9442,0.4952,1.3653,0.4959
1346,199,50,0.9440,0.4952,1.3657,0.4959
1347,193,50,0.9382,0.4952,1.3648,0.4959
1348,195,50,0.9390,0.4952,1.3699,0.4959
1349,197,50,0.9384,0.4952,1.3694,0.4959
1350,198,50,0.9408,0.4952,1.3705,0.4959
1351,197,50,0.9384,0.4952,1.3725,0.4959
1352,197,50,0.9356,0.4952,1.3705,0.4959
1353,197,50,0.9299,0.4952,1.3704,0.4959
1354,198,50,0.9307,0.4952,1.3701,0.4959
1355,194,50,0.9315,0.4952,1.3733,0.4959
1356,199,50,0.9264,0.4952,1.3777,0.4959
1357,196,50,0.9295,0.4952,1.3753,0.4959
1358,197,50,0.9291,0.4952,1.3774,0.4959
1359,196,50,0.9262,0.4952,1.3748,0.4959
1360,197,50,0.9244,0.4952,1.3754,0.4959
1361,193,50,0.9240,0.4952,1.3742,0.4959
1362,199,50,0.9250,0.4952,1.3703,0.4959
1363,197,50,0.9266,0.4952,1.3668,0.4959
1364,196,50,0.9298,0.4952,1.3691,0.4959
1365,192,50,0.9274,0.4952,1.3730,0.4959
1366,196,50,0.9289,0.4952,1.3735,0.4959
1367,194,50,0.9245,0.4952,1.3791,0.4959
1368,199,50,0.9225,0.4952,1.3832,0.4959
1369,200,50,0.9243,0.4952,1.3845,0.4959
1370,197,50,0.9253,0.4952,1.3823,0.4959
1371,193,50,0.9209,0.4952,1.3865,0.4959
1372,195,50,0.9145,0.4952,1.3957,0.4959
1373,197,50,0.9147,0.4952,1.3961,0.4959
1374,199,50,0.9129,0.4952,1.3967,0.4959
1375,200,50,0.9126,0.4952,1.3970,0.4959
1376,196,50,0.9137,0.4952,1.3954,0.4959
1377,195,50,0.9139,0.4952,1.3943,0.4959
1378,196,50,0.9088,0.4952,1.3932,0.4959
1379,195,50,0.9062,0.4952,1.3973,0.4959
1380,198,50,0.9057,0.4952,1.3977,0.4959
1381,198,50,0.9069,0.4952,1.3984,0.4959
1382,195,50,0.9061,0.4952,1.3985,0.4959
1383,196,50,0.9025,0.4952,1.3968,0.4959
1384,199,50,0.9001,0.4952,1.3969,0.4959
1385,197,50,0.8988,0.4952,1.3970,0.4959
1386,197,50,0.8950,0.4952,1.4009,0.4959
1387,196,50,0.8907,0.4952,1.4053,0.4959
1388,196,50,0.8889,0.4952,1.4068,0.4959
1389,195,50,0.8900,0.4952,1.4023,0.4959
1390,198,50,0.8866,0.4952,1.4074,0.4959
1391,197,50,0.8872,0.4952,1.4078,0.4959
1392,195,50,0.8924,0.4952,1.4056,0.4959
1393,194,50,0.8881,0.4952,1.4101,0.4959
1394,195,50,0.8888,0.4952,1.4147,0.4959
1395,199,50,0.8853,0.4952,1.4175,0.4959
1396,196,50,0.8875,0.4952,1.4155,0.4959
1397,196,50,0.8837,0.4952,1.4152,0.4959
1398,197,50,0.8809,0.4952,1.4143,0.4959
1399,198,50,0.8820,0.4952,1.4127,0.4959
1400,197,50,0.8826,0.4952,1.4105,0.4959
1401,198,50,0.8829,0.4952,1.4087,0.4959
1402,197,50,0.8783,0.4952,1.4086,0.4959
1403,198,50,0.8742,0.4952,1.4103,0.4959
1404,197,50,0.8755,0.4952,1.4122,0.4959
1405,197,50,0.8758,0.4952,1.4121,0.4959
1406,196,50,0.8724,0.4952,1.4096,0.4959
1407,197,50,0.8724,0.4952,1.4106,0.4959
1408,195,50,0.8688,0.4952,1.4152,0.4959
1409,196,50,0.8686,0.4952,1.4128,0.4959
1410,196,50,0.8683,0.4952,1.4139,0.4959
1411,196,50,0.8748,0.4952,1.4126,0.4959
1412,196,50,0.8701,0.4952,1.4120,0.4959
1413,196,50,0.8737,0.4952,1.4091,0.4959
1414,197,50,0.8695,0.4952,1.4071,0.4959
1415,191,50,0.8663,0.4952,1.4130,0.4959
1416,198,50,0.8623,0.4952,1.4138,0.4959
1417,197,50,0.8620,0.4952,1.4127,0.4959
1418,200,50,0.8612,0.4952,1.4120,0.4959
1419,199,50,0.8607,0.4952,1.4124,0.4959
1420,198,50,0.8638,0.4952,1.4130,0.4959
1421,196,50,0.8658,0.4952,1.4101,0.4959
1422,197,50,0.8655,0.4952,1.4105,0.4959
1423,194,50,0.8630,0.4952,1.4102,0.4959
1424,194,50,0.8729,0.4952,1.4017,0.4959
1425,197,50,0.8742,0.4952,1.4041,0.4959
1426,197,50,0.8800,0.4952,1.4040,0.4959
1427,198,50,0.8819,0.4952,1.4044,0.4959
1428,195,50,0.8810,0.4952,1.4055,0.4959
1429,198,50,0.8820,0.4952,1.4030,0.4959
1430,197,50,0.8868,0.4952,1.4037,0.4959
1431,195,50,0.8848,0.4952,1.4036,0.4959
1432,199,50,0.8866,0.4952,1.4040,0.4959
1433,199,50,0.8866,0.4952,1.4028,0.4959
1434,193,50,0.8887,0.4952,1.4043,0.4959
1435,194,50,0.8945,0.4952,1.3928,0.4959
1436,199,50,0.8912,0.4952,1.3928,0.4959
1437,196,50,0.8883,0.4952,1.3920,0.4959
1438,199,50,0.8870,0.4952,1.3941,0.4959
1439,199,50,0.8899,0.4952,1.3929,0.4959
1440,192,50,0.8906,0.4952,1.3866,0.4959
1441,195,50,0.8869,0.4952,1.3898,0.4959
1442,195,50,0.8865,0.4952,1.3922,0.4959
1443,196,50,0.8854,0.4952,1.3936,0.4959
1444,198,50,0.8822,0.4952,1.3934,0.4959
1445,199,50,0.8816,0.4952,1.3953,0.4959
1446,198,50,0.8850,0.4952,1.3922,0.4959
1447,200,50,0.8836,0.4952,1.3916,0.4959
1448,198,50,0.8819,0.4952,1.3926,0.4959
1449,194,50,0.8758,0.4952,1.3986,0.4959
1450,194,50,0.8808,0.4952,1.3968,0.4959
1451,196,50,0.8797,0.4952,1.3993,0.4959
1452,198,50,0.8769,0.4952,1.3991,0.4959
1453,199,50,0.8777,0.4952,1.3977,0.4959
1454,197,50,0.8805,0.4952,1.3962,0.4959
1455,195,50,0.8755,0.4952,1.3998,0.4959
1456,194,50,0.8721,0.4952,1.4072,0.4959
1457,199,50,0.8720,0.4952,1.4046,0.4959
1458,199,50,0.8739,0.4952,1.4052,0.4959
1459,197,50,0.8751,0.4952,1.4056,0.4959
1460,196,50,0.8746,0.4952,1.4058,0.4959
1461,197,50,0.8772,0.4952,1.4076,0.4959
1462,197,50,0.8795,0.4952,1.4098,0.4959
1463,197,50,0.8773,0.4952,1.4121,0.4959
1464,198,50,0.8785,0.4952,1.4106,0.4959
1465,193,50,0.8754,0.4952,1.4119,0.4959
1466,196,50,0.8700,0.4952,1.4139,0.4959
1467,192,50,0.8669,0.4952,1.4125,0.4959
1468,195,50,0.8667,0.4952,1.4120,0.4959
1469,197,50,0.8707,0.4952,1.4107,0.4959
1470,197,50,0.8712,0.4952,1.4117,0.4959
1471,196,50,0.8690,0.4952,1.4114,0.4959
1472,199,50,0.8657,0.4952,1.4146,0.4959
1473,197,50,0.8682,0.4952,1.4145,0.4959
1474,195,50,0.8623,0.4952,1.4157,0.4959
1475,196,50,0.8645,0.4952,1.4175,0.4959
1476,197,50,0.8634,0.4952,1.4149,0.4959
1477,199,50,0.8643,0.4952,1.4188,0.4959
1478,197,50,0.8618,0.4952,1.4218,0.4959
1479,197,50,0.8623,0.4952,1.4232,0.4959
1480,199,50,0.8601,0.4952,1.4213,0.4959
1481,197,50,0.8578,0.4952,1.4227,0.4959
1482,194,50,0.8571,0.4952,1.4241,0.4959
1483,198,50,0.8624,0.4952,1.4250,0.4959
1484,196,50,0.8646,0.4952,1.4269,0.4959
1485,195,50,0.8573,0.4952,1.4337,0.4959
1486,200,50,0.8534,0.4952,1.4338,0.4959
1487,197,50,0.8508,0.4952,1.4360,0.4959
1488,196,50,0.8461,0.4952,1.4354,0.4959
1489,200,50,0.8451,0.4952,1.4370,0.4959
1490,199,50,0.8455,0.4952,1.4358,0.4959
1491,193,50,0.8399,0.4952,1.4324,0.4959
1492,195,50,0.8400,0.4952,1.4317,0.4959
1493,198,50,0.8393,0.4952,1.4295,0.4959
1494,195,50,0.8360,0.4952,1.4333,0.4959
1495,193,50,0.8342,0.4952,1.4404,0.4959
1496,197,50,0.8289,0.4952,1.4451,0.4959
1497,198,50,0.8267,0.4952,1.4431,0.4959
1498,197,50,0.8289,0.4952,1.4423,0.4959
1499,196,50,0.8367,0.4952,1.4402,0.4959
1500,198,50,0.8396,0.4952,1.4393,0.4959
1501,197,50,0.8418,0.4952,1.4387,0.4959
1502,195,50,0.8412,0.4952,1.4361,0.4959
1503,198,50,0.8436,0.4952,1.4383,0.4959
1504,195,50,0.8414,0.4952,1.4364,0.4959
1505,196,50,0.8405,0.4952,1.4366,0.4959
1506,198,50,0.8411,0.4952,1.4376,0.4959
1507,198,50,0.8434,0.4952,1.4354,0.4959
1508,197,50,0.8458,0.4952,1.4365,0.4959
1509,197,50,0.8459,0.4952,1.4367,0.4959
1510,197,50,0.8429,0.4952,1.4408,0.4959
1511,194,50,0.8480,0.4952,1.4351,0.4959
1512,195,50,0.8529,0.4952,1.4244,0.4959
1513,198,50,0.8498,0.4952,1.4268,0.4959
1514,193,50,0.8548,0.4952,1.4257,0.4959
1515,195,50,0.8582,0.4952,1.4256,0.4959
1516,198,50,0.8574,0.4952,1.4272,0.4959
1517,199,50,0.8580,0.4952,1.4306,0.4959
1518,196,50,0.8571,0.4952,1.4316,0.4959
1519,194,50,0.8589,0.4952,1.4310,0.4959
1520,198,50,0.8587,0.4952,1.4387,0.4959
1521,195,50,0.8655,0.4952,1.4400,0.4959
1522,200,50,0.8673,0.4952,1.4400,0.4959
1523,198,50,0.8701,0.4952,1.4390,0.4959
1524,199,50,0.8657,0.4952,1.4381,0.4959
1525,196,50,0.8629,0.4952,1.4434,0.4959
1526,199,50,0.8612,0.4952,1.4387,0.4959
1527,196,50,0.8578,0.4952,1.4420,0.4959
1528,198,50,0.8593,0.4952,1.4420,0.4959
1529,196,50,0.8583,0.4952,1.4390,0.4959
1530,194,50,0.8557,0.4952,1.4410,0.4959
1531,197,50,0.8625,0.4952,1.4348,0.4959
1532,197,50,0.8605,0.4952,1.4371,0.4959
1533,199,50,0.8600,0.4952,1.4356,0.4959
1534,198,50,0.8577,0.4952,1.4330,0.4959
1535,192,50,0.8537,0.4952,1.4315,0.4959
1536,197,50,0.8515,0.4952,1.4317,0.4959
1537,196,50,0.8538,0.4952,1.4356,0.4959
1538,197,50,0.8491,0.4952,1.4382,0.4959
1539,198,50,0.8487,0.4952,1.4414,0.4959
1540,199,50,0.8510,0.4952,1.4454,0.4959
1541,196,50,0.8489,0.4952,1.4416,0.4959
1542,196,50,0.8511,0.4952,1.4428,0.4959
1543,195,50,0.8561,0.4952,1.4357,0.4959
1544,196,50,0.8569,0.4952,1.4408,0.4959
1545,198,50,0.8554,0.4952,1.4413,0.4959
1546,198,50,0.8552,0.4952,1.4411,0.4959
1547,197,50,0.8540,0.4952,1.4396,0.4959
1548,198,50,0.8522,0.4952,1.4395,0.4959
1549,193,50,0.8537,0.4952,1.4401,0.4959
1550,197,50,0.8568,0.4952,1.4403,0.4959
1551,199,50,0.8550,0.4952,1.4424,0.4959
1552,194,50,0.8557,0.4952,1.4443,0.4959
1553,193,50,0.8575,0.4952,1.4456,0.4959
1554,195,50,0.8548,0.4952,1.4400,0.4959
1555,195,50,0.8586,0.4952,1.4307,0.4959
1556,197,50,0.8593,0.4952,1.4326,0.4959
1557,196,50,0.8594,0.4952,1.4332,0.4959
1558,199,50,0.8593,0.4952,1.4331,0.4959
1559,200,50,0.8586,0.4952,1.4338,0.4959
1560,199,50,0.8583,0.4952,1.4345,0.4959
1561,194,50,0.8586,0.4952,1.4329,0.4959
1562,197,50,0.8598,0.4952,1.4310,0.4959
1563,194,50,0.8618,0.4952,1.4286,0.4959
1564,199,50,0.8595,0.4952,1.4280,0.4959
1565,197,50,0.8592,0.4952,1.4265,0.4959
1566,195,50,0.8630,0.4952,1.4260,0.4959
1567,197,50,0.8616,0.4952,1.4278,0.4959
1568,196,50,0.8648,0.4952,1.4263,0.4959
1569,195,50,0.8681,0.4952,1.4251,0.4959
1570,196,50,0.8648,0.4952,1.4250,0.4959
1571,196,50,0.8642,0.4952,1.4258,0.4959
1572,197,50,0.8691,0.4952,1.4219,0.4959
1573,196,50,0.8694,0.4952,1.4196,0.4959
1574,198,50,0.8695,0.4952,1.4177,0.4959
1575,195,50,0.8693,0.4952,1.4201,0.4959
1576,199,50,0.8702,0.4952,1.4208,0.4959
1577,197,50,0.8688,0.4952,1.4258,0.4959
1578,199,50,0.8690,0.4952,1.4258,0.4959
1579,198,50,0.8690,0.4952,1.4242,0.4959
