tick,prey_pop,pred_pop,avg_prey_eff,avg_prey_fert,avg_pred_hunt,avg_pred_eff
527,197,20,0.9908,0.3184,0.8672,0.5181
528,198,20,0.9928,0.3213,0.8672,0.5181
529,198,20,0.9912,0.3233,0.8672,0.5181
530,197,20,0.9890,0.3232,0.8672,0.5181
531,196,20,0.9834,0.3189,0.8672,0.5181
532,198,20,0.9810,0.3187,0.8672,0.5181
533,198,20,0.9790,0.3192,0.8672,0.5181
534,198,20,0.9760,0.3161,0.8672,0.5181
535,197,20,0.9756,0.3170,0.8672,0.5181
536,197,20,0.9736,0.3189,0.8672,0.5181
537,194,20,0.9741,0.3170,0.8672,0.5181
538,198,20,0.9727,0.3168,0.8672,0.5181
539,198,20,0.9742,0.3163,0.8672,0.5181
540,199,20,0.9721,0.3160,0.8672,0.5181
541,197,20,0.9691,0.3148,0.8672,0.5181
542,199,20,0.9686,0.3154,0.8672,0.5181
543,197,20,0.9704,0.3161,0.8672,0.5181
544,199,20,0.9669,0.3135,0.8672,0.5181
545,198,20,0.9701,0.3145,0.8672,0.5181
546,199,20,0.9683,0.3136,0.8672,0.5181
547,199,20,0.9678,0.3119,0.8672,0.5181
548,197,20,0.9633,0.3087,0.8672,0.5181
549,197,20,0.9612,0.3079,0.8672,0.5181
550,196,20,0.9572,0.3072,0.8672,0.5181
551,198,20,0.9565,0.3062,0.8672,0.5181
552,199,20,0.9549,0.3042,0.8672,0.5181
553,198,20,0.9541,0.3026,0.8672,0.5181
554,198,20,0.9556,0.3021,0.8672,0.5181
555,195,20,0.9575,0.3054,0.8672,0.5181
556,193,20,0.9544,0.3087,0.8672,0.5181
557,200,20,0.9539,0.3083,0.8672,0.5181
558,198,20,0.9558,0.3087,0.8672,0.5181
559,198,20,0.9569,0.3035,0.8672,0.5181
560,200,20,0.9561,0.3034,0.8672,0.5181
561,196,20,0.9539,0.3022,0.8672,0.5181
562,199,20,0.9551,0.3006,0.8672,0.5181
563,198,20,0.9534,0.2983,0.8672,0.5181
564,199,20,0.9521,0.2984,0.8672,0.5181
565,199,20,0.9529,0.3005,0.8672,0.5181
566,198,20,0.9495,0.2966,0.8672,0.5181
567,198,20,0.9479,0.2964,0.8672,0.5181
568,197,20,0.9480,0.2959,0.8672,0.5181
569,198,20,0.9495,0.2941,0.8672,0.5181
570,198,20,0.9449,0.2901,0.8672,0.5181
571,199,20,0.9436,0.2891,0.8672,0.5181
572,198,20,0.9434,0.2872,0.8672,0.5181
573,199,20,0.9476,0.2890,0.8672,0.5181
574,198,20,0.9476,0.2877,0.8672,0.5181
575,199,20,0.9480,0.2878,0.8672,0.5181
576,197,20,0.9478,0.2879,0.8672,0.5181
577,198,20,0.9440,0.2868,0.8672,0.5181
578,200,20,0.9447,0.2863,0.8672,0.5181
579,199,20,0.9441,0.2857,0.8672,0.5181
580,197,20,0.9445,0.2853,0.8672,0.5181
581,199,20,0.9450,0.2848,0.8672,0.5181
582,194,20,0.9451,0.2838,0.8672,0.5181
583,198,20,0.9452,0.2801,0.8672,0.5181
584,200,20,0.9454,0.2815,0.8672,0.5181
585,199,20,0.9458,0.2821,0.8672,0.5181
586,199,20,0.9438,0.2814,0.8672,0.5181
587,197,20,0.9439,0.2804,0.8672,0.5181
588,199,20,0.9434,0.2791,0.8672,0.5181
589,199,20,0.9443,0.2788,0.8672,0.5181
590,199,20,0.9441,0.2785,0.8672,0.5181
591,198,20,0.9445,0.2781,0.8672,0.5181
592,200,20,0.9443,0.2791,0.8672,0.5181
593,200,20,0.9443,0.2791,0.8672,0.5181
594,197,20,0.9459,0.2806,0.8672,0.5181
595,199,20,0.9420,0.2787,0.8672,0.5181
596,198,20,0.9426,0.2802,0.8672,0.5181
597,199,20,0.9444,0.2780,0.8672,0.5181
598,197,20,0.9437,0.2778,0.8672,0.5181
599,195,20,0.9442,0.2784,0.8672,0.5181
600,197,20,0.9432,0.2778,0.8672,0.5181
601,200,20,0.9409,0.2769,0.8672,0.5181
602,199,20,0.9402,0.2756,0.8672,0.5181
603,197,20,0.9384,0.2759,0.8672,0.5181
604,199,20,0.9386,0.2769,0.8672,0.5181
605,198,20,0.9392,0.2785,0.8672,0.5181
606,197,20,0.9396,0.2800,0.8672,0.5181
607,199,20,0.9394,0.2819,0.8672,0.5181
608,200,20,0.9395,0.2825,0.8672,0.5181
609,196,20,0.9420,0.2818,0.8672,0.5181
610,199,20,0.9401,0.2822,0.8672,0.5181
611,197,20,0.9398,0.2840,0.8672,0.5181
612,199,20,0.9409,0.2853,0.8672,0.5181
613,196,20,0.9379,0.2836,0.8672,0.5181
614,200,20,0.9357,0.2817,0.8672,0.5181
615,200,20,0.9357,0.2817,0.8672,0.5181
616,199,20,0.9358,0.2813,0.8672,0.5181
617,199,20,0.9345,0.2807,0.8672,0.5181
618,200,20,0.9344,0.2818,0.8672,0.5181
619,200,20,0.9344,0.2818,0.8672,0.5181
620,200,20,0.9344,0.2818,0.8672,0.5181
621,199,20,0.9338,0.2819,0.8672,0.5181
622,200,20,0.9328,0.2815,0.8672,0.5181
623,197,20,0.9321,0.2816,0.8672,0.5181
624,199,20,0.9312,0.2831,0.8672,0.5181
625,198,20,0.9276,0.2813,0.8672,0.5181
626,200,20,0.9289,0.2806,0.8672,0.5181
627,197,20,0.9288,0.2789,0.8672,0.5181
628,197,20,0.9275,0.2808,0.8672,0.5181
629,199,20,0.9275,0.2813,0.8672,0.5181
630,199,20,0.9276,0.2826,0.8672,0.5181
631,199,20,0.9278,0.2824,0.8672,0.5181
632,199,20,0.9298,0.2832,0.8672,0.5181
633,200,20,0.9299,0.2825,0.8672,0.5181
634,200,20,0.9299,0.2825,0.8672,0.5181
635,199,20,0.9302,0.2811,0.8672,0.5181
636,199,20,0.9326,0.2823,0.8672,0.5181
637,200,20,0.9326,0.2817,0.8672,0.5181
638,196,20,0.9334,0.2816,0.8672,0.5181
639,199,20,0.9350,0.2821,0.8672,0.5181
640,199,20,0.9339,0.2825,0.8672,0.5181
641,200,20,0.9328,0.2830,0.8672,0.5181
642,199,20,0.9318,0.2816,0.8672,0.5181
643,200,20,0.9315,0.2820,0.8672,0.5181
644,199,20,0.9316,0.2809,0.8672,0.5181
645,200,20,0.9313,0.2810,0.8672,0.5181
646,200,20,0.9313,0.2810,0.8672,0.5181
647,200,20,0.9313,0.2810,0.8672,0.5181
648,200,20,0.9313,0.2810,0.8672,0.5181
649,200,20,0.9313,0.2810,0.8672,0.5181
650,199,20,0.9309,0.2806,0.8672,0.5181
651,199,20,0.9310,0.2820,0.8672,0.5181
652,198,20,0.9329,0.2828,0.8672,0.5181
653,200,20,0.9329,0.2828,0.8672,0.5181
654,199,20,0.9336,0.2817,0.8672,0.5181
655,198,20,0.9349,0.2806,0.8672,0.5181
656,200,20,0.9354,0.2800,0.8672,0.5181
657,199,20,0.9354,0.2806,0.8672,0.5181
658,199,20,0.9367,0.2817,0.8672,0.5181
659,199,20,0.9371,0.2805,0.8672,0.5181
660,200,20,0.9376,0.2814,0.8672,0.5181
661,199,20,0.9374,0.2809,0.8672,0.5181
662,199,20,0.9376,0.2814,0.8672,0.5181
663,198,20,0.9392,0.2790,0.8672,0.5181
664,199,20,0.9395,0.2800,0.8672,0.5181
665,199,20,0.9394,0.2810,0.8672,0.5181
666,200,20,0.9396,0.2821,0.8672,0.5181
667,199,20,0.9395,0.2810,0.8672,0.5181
668,199,20,0.9399,0.2803,0.8672,0.5181
669,198,20,0.9411,0.2784,0.8672,0.5181
670,199,20,0.9409,0.2778,0.8672,0.5181
671,200,20,0.9411,0.2791,0.8672,0.5181
672,200,20,0.9411,0.2791,0.8672,0.5181
673,200,20,0.9411,0.2791,0.8672,0.5181
674,200,20,0.9411,0.2791,0.8672,0.5181
675,200,20,0.9411,0.2791,0.8672,0.5181
676,199,20,0.9423,0.2794,0.8672,0.5181
677,200,20,0.9428,0.2809,0.8672,0.5181
678,199,20,0.9428,0.2816,0.8672,0.5181
679,200,20,0.9425,0.2806,0.8672,0.5181
680,200,20,0.9425,0.2806,0.8672,0.5181
681,197,20,0.9429,0.2785,0.8672,0.5181
682,199,20,0.9424,0.2776,0.8672,0.5181
683,200,20,0.9423,0.2776,0.8672,0.5181
684,200,20,0.9423,0.2776,0.8672,0.5181
685,199,20,0.9412,0.2776,0.8672,0.5181
686,199,20,0.9413,0.2785,0.8672,0.5181
687,200,20,0.9418,0.2787,0.8672,0.5181
688,198,20,0.9410,0.2799,0.8672,0.5181
689,199,20,0.9409,0.2812,0.8672,0.5181
690,200,20,0.9405,0.2809,0.8672,0.5181
691,200,20,0.9405,0.2809,0.8672,0.5181
692,197,20,0.9418,0.2822,0.8672,0.5181
693,200,20,0.9417,0.2830,0.8672,0.5181
694,200,20,0.9417,0.2830,0.8672,0.5181
695,199,20,0.9410,0.2823,0.8672,0.5181
696,199,20,0.9396,0.2818,0.8672,0.5181
697,200,20,0.9389,0.2819,0.8672,0.5181
698,200,20,0.9389,0.2819,0.8672,0.5181
699,200,20,0.9389,0.2819,0.8672,0.5181
700,200,20,0.9389,0.2819,0.8672,0.5181
701,200,20,0.9389,0.2819,0.8672,0.5181
702,200,20,0.9389,0.2819,0.8672,0.5181
703,198,20,0.9389,0.2821,0.8672,0.5181
704,200,20,0.9389,0.2821,0.8672,0.5181
705,200,20,0.9389,0.2821,0.8672,0.5181
706,200,20,0.9389,0.2821,0.8672,0.5181
707,199,20,0.9389,0.2808,0.8672,0.5181
708,199,20,0.9406,0.2795,0.8672,0.5181
709,200,20,0.9408,0.2790,0.8672,0.5181
710,200,20,0.9408,0.2790,0.8672,0.5181
711,200,20,0.9408,0.2790,0.8672,0.5181
712,200,20,0.9408,0.2790,0.8672,0.5181
713,200,20,0.9408,0.2790,0.8672,0.5181
714,200,20,0.9408,0.2790,0.8672,0.5181
715,200,20,0.9408,0.2790,0.8672,0.5181
716,199,20,0.9403,0.2790,0.8672,0.5181
717,200,20,0.9420,0.2790,0.8672,0.5181
718,200,20,0.9420,0.2790,0.8672,0.5181
719,200,20,0.9420,0.2790,0.8672,0.5181
720,200,20,0.9420,0.2790,0.8672,0.5181
721,198,20,0.9433,0.2800,0.8672,0.5181
722,199,20,0.9437,0.2787,0.8672,0.5181
723,200,20,0.9443,0.2780,0.8672,0.5181
724,200,20,0.9443,0.2780,0.8672,0.5181
725,198,20,0.9431,0.2783,0.8672,0.5181
726,200,20,0.9433,0.2778,0.8672,0.5181
727,200,20,0.9433,0.2778,0.8672,0.5181
728,200,20,0.9433,0.2778,0.8672,0.5181
729,200,20,0.9433,0.2778,0.8672,0.5181
730,200,20,0.9433,0.2778,0.8672,0.5181
731,200,20,0.9433,0.2778,0.8672,0.5181
732,200,20,0.9433,0.2778,0.8672,0.5181
733,200,20,0.9433,0.2778,0.8672,0.5181
734,198,20,0.9422,0.2787,0.8672,0.5181
735,200,20,0.9415,0.2799,0.8672,0.5181
736,200,20,0.9415,0.2799,0.8672,0.5181
737,200,20,0.9415,0.2799,0.8672,0.5181
738,200,20,0.9415,0.2799,0.8672,0.5181
739,199,20,0.9426,0.2800,0.8672,0.5181
740,200,20,0.9437,0.2803,0.8672,0.5181
741,200,20,0.9437,0.2803,0.8672,0.5181
742,200,20,0.9437,0.2803,0.8672,0.5181
743,200,20,0.9437,0.2803,0.8672,0.5181
744,200,20,0.9437,0.2803,0.8672,0.5181
745,200,20,0.9437,0.2803,0.8672,0.5181
746,198,20,0.9431,0.2799,0.8672,0.5181
747,200,20,0.9437,0.2797,0.8672,0.5181
748,199,20,0.9431,0.2806,0.8672,0.5181
749,199,20,0.9418,0.2804,0.8672,0.5181
750,200,20,0.9416,0.2804,0.8672,0.5181
751,200,20,0.9416,0.2804,0.8672,0.5181
752,200,20,0.9416,0.2804,0.8672,0.5181
753,200,20,0.9416,0.2804,0.8672,0.5181
754,200,20,0.9416,0.2804,0.8672,0.5181
755,200,20,0.9416,0.2804,0.8672,0.5181
756,199,20,0.9414,0.2808,0.8672,0.5181
757,200,20,0.9404,0.2804,0.8672,0.5181
758,199,20,0.9398,0.2811,0.8672,0.5181
759,200,20,0.9384,0.2806,0.8672,0.5181
760,200,20,0.9384,0.2806,0.8672,0.5181
761,200,20,0.9384,0.2806,0.8672,0.5181
762,200,20,0.9384,0.2806,0.8672,0.5181
763,200,20,0.9384,0.2806,0.8672,0.5181
764,200,20,0.9384,0.2806,0.8672,0.5181
765,200,20,0.9384,0.2806,0.8672,0.5181
766,200,20,0.9384,0.2806,0.8672,0.5181
767,200,20,0.9384,0.2806,0.8672,0.5181
768,200,20,0.9384,0.2806,0.8672,0.5181
769,199,20,0.9384,0.2805,0.8672,0.5181
770,200,20,0.9390,0.2804,0.8672,0.5181
771,200,20,0.9390,0.2804,0.8672,0.5181
772,200,20,0.9390,0.2804,0.8672,0.5181
773,200,20,0.9390,0.2804,0.8672,0.5181
774,200,20,0.9390,0.2804,0.8672,0.5181
775,200,20,0.9390,0.2804,0.8672,0.5181
776,200,20,0.9390,0.2804,0.8672,0.5181
777,200,20,0.9390,0.2804,0.8672,0.5181
778,200,20,0.9390,0.2804,0.8672,0.5181
779,200,20,0.9390,0.2804,0.8672,0.5181
780,200,20,0.9390,0.2804,0.8672,0.5181
781,200,20,0.9390,0.2804,0.8672,0.5181
782,200,20,0.9390,0.2804,0.8672,0.5181
783,200,20,0.9390,0.2804,0.8672,0.5181
784,200,20,0.9390,0.2804,0.8672,0.5181
785,200,20,0.9390,0.2804,0.8672,0.5181
786,200,20,0.9390,0.2804,0.8672,0.5181
787,199,20,0.9390,0.2804,0.8672,0.5181
788,200,20,0.9403,0.2806,0.8672,0.5181
789,200,20,0.9403,0.2806,0.8672,0.5181
790,200,20,0.9403,0.2806,0.8672,0.5181
791,200,20,0.9403,0.2806,0.8672,0.5181
792,200,20,0.9403,0.2806,0.8672,0.5181
793,200,20,0.9403,0.2806,0.8672,0.5181
794,200,20,0.9403,0.2806,0.8672,0.5181
795,200,20,0.9403,0.2806,0.8672,0.5181
796,200,20,0.9403,0.2806,0.8672,0.5181
797,200,20,0.9403,0.2806,0.8672,0.5181
798,200,20,0.9403,0.2806,0.8672,0.5181
799,200,20,0.9403,0.2806,0.8672,0.5181
800,199,20,0.9413,0.2809,0.8672,0.5181
801,200,20,0.9412,0.2808,0.8672,0.5181
802,199,20,0.9406,0.2807,0.8672,0.5181
803,200,20,0.9396,0.2807,0.8672,0.5181
804,200,20,0.9396,0.2807,0.8672,0.5181
805,200,20,0.9396,0.2807,0.8672,0.5181
806,200,20,0.9396,0.2807,0.8672,0.5181
807,200,20,0.9396,0.2807,0.8672,0.5181
808,200,20,0.9396,0.2807,0.8672,0.5181
809,200,20,0.9396,0.2807,0.8672,0.5181
810,200,20,0.9396,0.2807,0.8672,0.5181
811,199,20,0.9411,0.2812,0.8672,0.5181
812,200,20,0.9401,0.2808,0.8672,0.5181
813,200,20,0.9401,0.2808,0.8672,0.5181
814,200,20,0.9401,0.2808,0.8672,0.5181
815,200,20,0.9401,0.2808,0.8672,0.5181
816,200,20,0.9401,0.2808,0.8672,0.5181
817,200,20,0.9401,0.2808,0.8672,0.5181
818,200,20,0.9401,0.2808,0.8672,0.5181
819,200,20,0.9401,0.2808,0.8672,0.5181
820,200,20,0.9401,0.2808,0.8672,0.5181
821,200,20,0.9401,0.2808,0.8672,0.5181
822,200,20,0.9401,0.2808,0.8672,0.5181
823,200,20,0.9401,0.2808,0.8672,0.5181
824,200,20,0.9401,0.2808,0.8672,0.5181
825,200,20,0.9401,0.2808,0.8672,0.5181
826,200,20,0.9401,0.2808,0.8672,0.5181
827,200,20,0.9401,0.2808,0.8672,0.5181
828,200,20,0.9401,0.2808,0.8672,0.5181
829,200,20,0.9401,0.2808,0.8672,0.5181
830,200,20,0.9401,0.2808,0.8672,0.5181
831,200,20,0.9401,0.2808,0.8672,0.5181
832,200,20,0.9401,0.2808,0.8672,0.5181
833,200,20,0.9401,0.2808,0.8672,0.5181
834,200,20,0.9401,0.2808,0.8672,0.5181
835,200,20,0.9401,0.2808,0.8672,0.5181
836,200,20,0.9401,0.2808,0.8672,0.5181
837,200,20,0.9401,0.2808,0.8672,0.5181
838,200,20,0.9401,0.2808,0.8672,0.5181
839,200,20,0.9401,0.2808,0.8672,0.5181
840,200,20,0.9401,0.2808,0.8672,0.5181
841,200,20,0.9401,0.2808,0.8672,0.5181
842,200,20,0.9401,0.2808,0.8672,0.5181
843,200,20,0.9401,0.2808,0.8672,0.5181
844,200,20,0.9401,0.2808,0.8672,0.5181
845,200,20,0.9401,0.2808,0.8672,0.5181
846,200,20,0.9401,0.2808,0.8672,0.5181
847,200,20,0.9401,0.2808,0.8672,0.5181
848,200,20,0.9401,0.2808,0.8672,0.5181
849,200,20,0.9401,0.2808,0.8672,0.5181
850,200,20,0.9401,0.2808,0.8672,0.5181
851,200,20,0.9401,0.2808,0.8672,0.5181
852,200,20,0.9401,0.2808,0.8672,0.5181
853,200,20,0.9401,0.2808,0.8672,0.5181
854,200,20,0.9401,0.2808,0.8672,0.5181
855,200,20,0.9401,0.2808,0.8672,0.5181
856,200,20,0.9401,0.2808,0.8672,0.5181
857,200,20,0.9401,0.2808,0.8672,0.5181
858,200,20,0.9401,0.2808,0.8672,0.5181
859,200,20,0.9401,0.2808,0.8672,0.5181
860,200,20,0.9401,0.2808,0.8672,0.5181
861,200,20,0.9401,0.2808,0.8672,0.5181
862,200,20,0.9401,0.2808,0.8672,0.5181
863,200,20,0.9401,0.2808,0.8672,0.5181
864,200,20,0.9401,0.2808,0.8672,0.5181
865,200,20,0.9401,0.2808,0.8672,0.5181
866,200,20,0.9401,0.2808,0.8672,0.5181
867,200,20,0.9401,0.2808,0.8672,0.5181
868,200,20,0.9401,0.2808,0.8672,0.5181
869,200,20,0.9401,0.2808,0.8672,0.5181
870,200,20,0.9401,0.2808,0.8672,0.5181
871,200,20,0.9401,0.2808,0.8672,0.5181
872,200,20,0.9401,0.2808,0.8672,0.5181
873,200,20,0.9401,0.2808,0.8672,0.5181
874,200,20,0.9401,0.2808,0.8672,0.5181
875,200,20,0.9401,0.2808,0.8672,0.5181
876,200,20,0.9401,0.2808,0.8672,0.5181
877,200,20,0.9401,0.2808,0.8672,0.5181
878,200,20,0.9401,0.2808,0.8672,0.5181
879,200,20,0.9401,0.2808,0.8672,0.5181
880,200,20,0.9401,0.2808,0.8672,0.5181
881,199,20,0.9411,0.2808,0.8672,0.5181
882,200,20,0.9422,0.2800,0.8672,0.5181
883,200,20,0.9422,0.2800,0.8672,0.5181
884,200,20,0.9422,0.2800,0.8672,0.5181
885,200,20,0.9422,0.2800,0.8672,0.5181
886,200,20,0.9422,0.2800,0.8672,0.5181
887,200,20,0.9422,0.2800,0.8672,0.5181
888,200,20,0.9422,0.2800,0.8672,0.5181
889,200,20,0.9422,0.2800,0.8672,0.5181
890,200,20,0.9422,0.2800,0.8672,0.5181
891,200,20,0.9422,0.2800,0.8672,0.5181
892,200,20,0.9422,0.2800,0.8672,0.5181
893,200,20,0.9422,0.2800,0.8672,0.5181
894,200,20,0.9422,0.2800,0.8672,0.5181
895,200,20,0.9422,0.2800,0.8672,0.5181
896,200,20,0.9422,0.2800,0.8672,0.5181
897,200,20,0.9422,0.2800,0.8672,0.5181
898,200,20,0.9422,0.2800,0.8672,0.5181
899,200,20,0.9422,0.2800,0.8672,0.5181
900,200,20,0.9422,0.2800,0.8672,0.5181
901,200,20,0.9422,0.2800,0.8672,0.5181
902,200,20,0.9422,0.2800,0.8672,0.5181
903,200,20,0.9422,0.2800,0.8672,0.5181
904,200,20,0.9422,0.2800,0.8672,0.5181
905,200,20,0.9422,0.2800,0.8672,0.5181
906,200,20,0.9422,0.2800,0.8672,0.5181
907,200,20,0.9422,0.2800,0.8672,0.5181
908,200,20,0.9422,0.2800,0.8672,0.5181
909,200,20,0.9422,0.2800,0.8672,0.5181
910,200,20,0.9422,0.2800,0.8672,0.5181
911,200,20,0.9422,0.2800,0.8672,0.5181
912,200,20,0.9422,0.2800,0.8672,0.5181
913,200,20,0.9422,0.2800,0.8672,0.5181
914,200,20,0.9422,0.2800,0.8672,0.5181
915,200,20,0.9422,0.2800,0.8672,0.5181
916,200,20,0.9422,0.2800,0.8672,0.5181
917,200,20,0.9422,0.2800,0.8672,0.5181
918,200,20,0.9422,0.2800,0.8672,0.5181
919,200,20,0.9422,0.2800,0.8672,0.5181
920,200,20,0.9422,0.2800,0.8672,0.5181
921,200,20,0.9422,0.2800,0.8672,0.5181
922,200,20,0.9422,0.2800,0.8672,0.5181
923,200,20,0.9422,0.2800,0.8672,0.5181
924,200,20,0.9422,0.2800,0.8672,0.5181
925,200,20,0.9422,0.2800,0.8672,0.5181
926,200,20,0.9422,0.2800,0.8672,0.5181
927,200,20,0.9422,0.2800,0.8672,0.5181
928,200,20,0.9422,0.2800,0.8672,0.5181
929,200,20,0.9422,0.2800,0.8672,0.5181
930,200,20,0.9422,0.2800,0.8672,0.5181
931,200,20,0.9422,0.2800,0.8672,0.5181
932,200,20,0.9422,0.2800,0.8672,0.5181
933,200,20,0.9422,0.2800,0.8672,0.5181
934,200,20,0.9422,0.2800,0.8672,0.5181
935,200,20,0.9422,0.2800,0.8672,0.5181
936,200,20,0.9422,0.2800,0.8672,0.5181
937,200,20,0.9422,0.2800,0.8672,0.5181
938,200,20,0.9422,0.2800,0.8672,0.5181
939,200,20,0.9422,0.2800,0.8672,0.5181
940,200,20,0.9422,0.2800,0.8672,0.5181
941,200,20,0.9422,0.2800,0.8672,0.5181
942,200,20,0.9422,0.2800,0.8672,0.5181
943,200,20,0.9422,0.2800,0.8672,0.5181
944,200,20,0.9422,0.2800,0.8672,0.5181
945,200,20,0.9422,0.2800,0.8672,0.5181
946,200,20,0.9422,0.2800,0.8672,0.5181
947,200,20,0.9422,0.2800,0.8672,0.5181
948,200,20,0.9422,0.2800,0.8672,0.5181
949,200,20,0.9422,0.2800,0.8672,0.5181
950,200,20,0.9422,0.2800,0.8672,0.5181
951,200,20,0.9422,0.2800,0.8672,0.5181
952,200,20,0.9422,0.2800,0.8672,0.5181
953,200,20,0.9422,0.2800,0.8672,0.5181
954,200,20,0.9422,0.2800,0.8672,0.5181
955,200,20,0.9422,0.2800,0.8672,0.5181
956,200,20,0.9422,0.2800,0.8672,0.5181
957,200,20,0.9422,0.2800,0.8672,0.5181
958,200,20,0.9422,0.2800,0.8672,0.5181
959,200,20,0.9422,0.2800,0.8672,0.5181
960,200,20,0.9422,0.2800,0.8672,0.5181
961,200,20,0.9422,0.2800,0.8672,0.5181
962,200,20,0.9422,0.2800,0.8672,0.5181
963,200,20,0.9422,0.2800,0.8672,0.5181
964,200,20,0.9422,0.2800,0.8672,0.5181
965,200,20,0.9422,0.2800,0.8672,0.5181
966,200,20,0.9422,0.2800,0.8672,0.5181
967,200,20,0.9422,0.2800,0.8672,0.5181
968,200,20,0.9422,0.2800,0.8672,0.5181
969,200,20,0.9422,0.2800,0.8672,0.5181
970,200,20,0.9422,0.2800,0.8672,0.5181
971,200,20,0.9422,0.2800,0.8672,0.5181
972,200,20,0.9422,0.2800,0.8672,0.5181
973,200,20,0.9422,0.2800,0.8672,0.5181
974,200,20,0.9422,0.2800,0.8672,0.5181
975,200,20,0.9422,0.2800,0.8672,0.5181
976,200,20,0.9422,0.2800,0.8672,0.5181
977,200,20,0.9422,0.2800,0.8672,0.5181
978,200,20,0.9422,0.2800,0.8672,0.5181
979,200,20,0.9422,0.2800,0.8672,0.5181
980,200,20,0.9422,0.2800,0.8672,0.5181
981,200,20,0.9422,0.2800,0.8672,0.5181
982,200,20,0.9422,0.2800,0.8672,0.5181
983,200,20,0.9422,0.2800,0.8672,0.5181
984,200,20,0.9422,0.2800,0.8672,0.5181
985,200,20,0.9422,0.2800,0.8672,0.5181
986,200,20,0.9422,0.2800,0.8672,0.5181
987,200,20,0.9422,0.2800,0.8672,0.5181
988,200,20,0.9422,0.2800,0.8672,0.5181
989,200,20,0.9422,0.2800,0.8672,0.5181
990,200,20,0.9422,0.2800,0.8672,0.5181
991,200,20,0.9422,0.2800,0.8672,0.5181
992,200,20,0.9422,0.2800,0.8672,0.5181
993,200,20,0.9422,0.2800,0.8672,0.5181
994,200,20,0.9422,0.2800,0.8672,0.5181
995,200,20,0.9422,0.2800,0.8672,0.5181
996,200,20,0.9422,0.2800,0.8672,0.5181
997,200,20,0.9422,0.2800,0.8672,0.5181
998,200,20,0.9422,0.2800,0.8672,0.5181
999,200,20,0.9422,0.2800,0.8672,0.5181
1000,200,20,0.9422,0.2800,0.8672,0.5181
1001,200,20,0.9422,0.2800,0.8672,0.5181
1002,200,20,0.9422,0.2800,0.8672,0.5181
1003,200,20,0.9422,0.2800,0.8672,0.5181
1004,200,20,0.9422,0.2800,0.8672,0.5181
1005,200,20,0.9422,0.2800,0.8672,0.5181
1006,200,20,0.9422,0.2800,0.8672,0.5181
1007,200,20,0.9422,0.2800,0.8672,0.5181
1008,200,20,0.9422,0.2800,0.8672,0.5181
1009,200,20,0.9422,0.2800,0.8672,0.5181
1010,200,20,0.9422,0.2800,0.8672,0.5181
1011,200,20,0.9422,0.2800,0.8672,0.5181
1012,200,20,0.9422,0.2800,0.8672,0.5181
1013,200,20,0.9422,0.2800,0.8672,0.5181
1014,200,20,0.9422,0.2800,0.8672,0.5181
1015,200,20,0.9422,0.2800,0.8672,0.5181
1016,200,20,0.9422,0.2800,0.8672,0.5181
1017,200,20,0.9422,0.2800,0.8672,0.5181
1018,200,20,0.9422,0.2800,0.8672,0.5181
1019,200,20,0.9422,0.2800,0.8672,0.5181
1020,200,20,0.9422,0.2800,0.8672,0.5181
1021,200,20,0.9422,0.2800,0.8672,0.5181
1022,200,20,0.9422,0.2800,0.8672,0.5181
1023,200,20,0.9422,0.2800,0.8672,0.5181
1024,200,20,0.9422,0.2800,0.8672,0.5181
1025,200,20,0.9422,0.2800,0.8672,0.5181
1026,200,20,0.9422,0.2800,0.8672,0.5181
1027,200,20,0.9422,0.2800,0.8672,0.5181
1028,200,20,0.9422,0.2800,0.8672,0.5181
1029,200,20,0.9422,0.2800,0.8672,0.5181
1030,200,20,0.9422,0.2800,0.8672,0.5181
1031,200,20,0.9422,0.2800,0.8672,0.5181
1032,200,20,0.9422,0.2800,0.8672,0.5181
1033,200,20,0.9422,0.2800,0.8672,0.5181
1034,200,20,0.9422,0.2800,0.8672,0.5181
1035,200,20,0.9422,0.2800,0.8672,0.5181
1036,200,20,0.9422,0.2800,0.8672,0.5181
1037,200,20,0.9422,0.2800,0.8672,0.5181
1038,200,20,0.9422,0.2800,0.8672,0.5181
1039,200,20,0.9422,0.2800,0.8672,0.5181
1040,200,20,0.9422,0.2800,0.8672,0.5181
1041,200,20,0.9422,0.2800,0.8672,0.5181
1042,200,20,0.9422,0.2800,0.8672,0.5181
1043,200,20,0.9422,0.2800,0.8672,0.5181
1044,200,20,0.9422,0.2800,0.8672,0.5181
1045,200,20,0.9422,0.2800,0.8672,0.5181
1046,200,20,0.9422,0.2800,0.8672,0.5181
1047,200,20,0.9422,0.2800,0.8672,0.5181
1048,200,20,0.9422,0.2800,0.8672,0.5181
1049,200,20,0.9422,0.2800,0.8672,0.5181
1050,200,20,0.9422,0.2800,0.8672,0.5181
1051,200,20,0.9422,0.2800,0.8672,0.5181
1052,200,20,0.9422,0.2800,0.8672,0.5181
1053,200,20,0.9422,0.2800,0.8672,0.5181
1054,200,20,0.9422,0.2800,0.8672,0.5181
1055,200,20,0.9422,0.2800,0.8672,0.5181
1056,200,20,0.9422,0.2800,0.8672,0.5181
1057,200,20,0.9422,0.2800,0.8672,0.5181
1058,200,20,0.9422,0.2800,0.8672,0.5181
1059,200,20,0.9422,0.2800,0.8672,0.5181
1060,200,20,0.9422,0.2800,0.8672,0.5181
