tick,pop,avg_energy,avg_cannibalism,cannibal_acts
131,200,130.9,0.0621,0
132,200,128.3,0.0621,0
133,200,125.8,0.0621,0
134,200,123.2,0.0621,0
135,200,120.7,0.0621,0
136,200,118.2,0.0621,0
137,200,115.7,0.0621,0
138,200,113.3,0.0621,0
139,200,110.9,0.0621,0
140,200,108.5,0.0621,0
141,200,106.1,0.0621,0
142,200,103.7,0.0621,0
143,200,101.4,0.0621,0
144,200,99.1,0.0621,0
145,200,96.8,0.0621,0
146,200,94.5,0.0621,0
147,200,92.3,0.0621,0
148,200,90.1,0.0621,0
149,200,87.9,0.0621,0
150,200,85.8,0.0621,0
151,200,83.6,0.0621,0
152,199,81.9,0.0623,0
153,200,81.8,0.0624,0
154,199,80.2,0.0617,0
155,196,81.7,0.0613,0
156,186,94.1,0.0600,0
157,193,122.7,0.0587,0
158,186,142.5,0.0579,0
159,177,184.3,0.0493,0
160,187,229.5,0.0457,0
161,193,250.5,0.0440,0
162,189,269.4,0.0406,0
163,195,283.9,0.0394,0
164,199,286.1,0.0387,0
165,200,282.9,0.0386,0
166,200,278.8,0.0386,0
167,200,274.8,0.0386,0
168,200,270.8,0.0386,0
169,200,266.9,0.0386,0
170,200,263.0,0.0386,0
171,200,259.1,0.0386,0
172,200,255.3,0.0386,0
173,200,251.5,0.0386,0
174,200,247.8,0.0386,0
175,199,245.3,0.0387,0
176,200,242.8,0.0390,0
177,200,239.2,0.0390,0
178,200,235.6,0.0390,0
179,200,232.1,0.0390,0
180,200,228.6,0.0390,0
181,200,225.2,0.0390,0
182,200,221.8,0.0390,0
183,200,218.5,0.0390,0
184,200,215.2,0.0390,0
185,199,213.0,0.0391,0
186,200,211.0,0.0394,0
187,200,207.8,0.0394,0
188,200,204.6,0.0394,0
189,200,201.5,0.0394,0
190,200,198.4,0.0394,0
191,200,195.3,0.0394,0
192,199,193.3,0.0393,0
193,199,192.7,0.0392,0
194,200,191.1,0.0394,0
195,200,188.1,0.0394,0
196,199,186.2,0.0395,0
197,200,184.8,0.0395,0
198,200,182.0,0.0395,0
199,200,179.3,0.0395,0
200,200,176.6,0.0395,0
201,200,173.9,0.0395,0
202,200,171.3,0.0395,0
203,199,169.5,0.0395,0
204,199,169.3,0.0409,0
205,199,169.1,0.0410,0
206,197,170.6,0.0413,0
207,199,173.4,0.0420,0
208,198,174.0,0.0422,0
209,199,175.3,0.0424,0
210,196,177.7,0.0436,0
211,199,181.9,0.0437,0
212,198,182.5,0.0436,0
213,198,184.5,0.0457,0
214,194,190.3,0.0472,0
215,197,198.9,0.0466,0
216,199,201.1,0.0475,0
217,196,203.5,0.0473,0
218,196,210.1,0.0488,0
219,195,217.7,0.0526,0
220,200,220.9,0.0525,0
221,198,219.8,0.0529,0
222,194,225.9,0.0534,0
223,199,231.2,0.0538,0
224,198,231.3,0.0541,0
225,196,235.0,0.0545,0
226,195,242.4,0.0542,0
227,195,251.0,0.0575,0
228,193,262.1,0.0568,0
229,199,267.1,0.0554,0
230,200,264.4,0.0553,0
231,198,263.2,0.0558,0
232,198,264.2,0.0555,0
233,198,265.1,0.0564,0
234,196,268.8,0.0561,0
235,197,273.1,0.0558,0
236,200,272.1,0.0558,0
237,200,268.2,0.0558,0
238,199,265.7,0.0556,0
239,200,262.9,0.0554,0
240,200,259.0,0.0554,0
241,200,255.2,0.0554,0
242,200,251.4,0.0554,0
243,200,247.7,0.0554,0
244,200,244.0,0.0554,0
245,200,240.3,0.0554,0
246,200,236.7,0.0554,0
247,200,233.0,0.0554,0
248,200,229.5,0.0554,0
249,200,225.9,0.0554,0
250,200,222.4,0.0554,0
251,200,219.0,0.0554,0
252,200,215.5,0.0554,0
253,200,212.1,0.0554,0
254,199,209.8,0.0556,0
255,200,207.8,0.0556,0
256,200,204.4,0.0556,0
257,200,201.1,0.0556,0
258,200,197.8,0.0556,0
259,200,194.5,0.0556,0
260,200,191.3,0.0556,0
261,199,189.0,0.0555,0
262,199,188.2,0.0555,0
263,200,186.5,0.0555,0
264,200,183.3,0.0555,0
265,200,180.2,0.0555,0
266,200,177.1,0.0555,0
267,200,174.1,0.0555,0
268,200,171.0,0.0555,0
269,200,168.0,0.0555,0
270,200,165.1,0.0555,0
271,200,162.1,0.0555,0
272,199,160.0,0.0556,0
273,200,158.7,0.0563,0
274,200,155.8,0.0563,0
275,200,152.9,0.0563,0
276,200,150.1,0.0563,0
277,200,147.3,0.0563,0
278,200,144.5,0.0563,0
279,200,141.7,0.0563,0
280,200,139.0,0.0563,0
281,199,137.0,0.0565,0
282,200,136.0,0.0563,0
283,200,133.3,0.0563,0
284,200,130.6,0.0563,0
285,200,127.9,0.0563,0
286,200,125.3,0.0563,0
287,198,124.0,0.0565,0
288,200,124.9,0.0561,0
289,200,122.2,0.0561,0
290,200,119.7,0.0561,0
291,200,117.1,0.0561,0
292,200,114.6,0.0561,0
293,200,112.1,0.0561,0
294,200,109.7,0.0561,0
295,200,107.3,0.0561,0
296,200,104.9,0.0561,0
297,199,103.0,0.0559,0
298,199,103.1,0.0560,0
299,200,102.5,0.0558,0
300,200,100.1,0.0558,0
301,200,97.7,0.0558,0
302,199,95.9,0.0559,0
303,198,96.4,0.0559,0
304,199,98.4,0.0560,0
305,198,98.9,0.0560,0
306,199,100.8,0.0558,0
307,196,102.4,0.0557,0
308,198,108.6,0.0561,0
309,197,111.4,0.0563,0
310,198,115.5,0.0564,0
311,197,118.3,0.0573,0
312,198,122.3,0.0570,0
313,198,124.5,0.0570,0
314,196,128.0,0.0556,0
315,192,137.8,0.0574,0
316,194,153.2,0.0573,0
317,194,164.7,0.0562,0
318,194,176.3,0.0561,0
319,195,186.9,0.0578,0
320,196,194.8,0.0590,0
321,198,199.2,0.0595,0
322,194,204.8,0.0616,0
323,197,212.8,0.0608,0
324,195,218.9,0.0613,0
325,193,229.9,0.0615,0
326,193,243.4,0.0620,0
327,199,249.1,0.0676,0
328,199,247.6,0.0677,0
329,200,245.0,0.0677,0
330,198,243.7,0.0682,0
331,198,244.7,0.0675,0
332,200,243.2,0.0694,0
333,198,241.9,0.0690,0
334,200,240.5,0.0695,0
335,200,236.9,0.0695,0
336,199,234.5,0.0698,0
337,200,232.1,0.0696,0
338,199,229.7,0.0694,0
339,199,228.6,0.0687,0
340,199,227.5,0.0684,0
341,200,225.2,0.0683,1
342,200,221.8,0.0683,0
343,199,219.4,0.0684,1
344,200,217.4,0.0687,0
345,199,215.2,0.0689,1
346,199,214.3,0.0692,0
347,199,213.5,0.0693,0
348,200,211.6,0.0690,1
349,198,210.6,0.0677,0
350,199,211.1,0.0673,1
351,198,211.4,0.0663,0
352,200,210.9,0.0693,1
353,200,207.8,0.0693,0
354,200,204.7,0.0693,1
355,198,203.7,0.0697,1
356,197,206.5,0.0684,0
357,199,208.4,0.0712,2
358,198,208.8,0.0708,0
359,200,208.3,0.0706,1
360,200,205.3,0.0706,1
361,197,205.3,0.0709,1
362,200,206.3,0.0735,1
363,199,204.3,0.0737,1
364,198,204.7,0.0737,0
365,198,206.4,0.0740,2
366,200,206.1,0.0738,0
367,197,205.8,0.0707,1
368,198,208.9,0.0696,1
369,198,210.6,0.0693,0
370,196,214.4,0.0693,1
371,197,219.7,0.0693,0
372,196,224.5,0.0696,1
373,197,229.7,0.0691,0
374,199,231.3,0.0757,0
375,200,229.2,0.0753,0
376,199,227.0,0.0756,0
377,200,224.9,0.0780,0
378,197,225.0,0.0782,0
379,196,229.9,0.0800,0
380,197,234.9,0.0813,0
381,198,237.4,0.0812,0
382,196,241.1,0.0813,0
383,198,244.6,0.0857,0
384,194,250.9,0.0859,0
385,199,255.2,0.0841,0
386,200,252.6,0.0839,0
387,197,252.7,0.0835,0
388,200,252.2,0.0828,0
389,200,248.5,0.0828,0
390,199,246.1,0.0831,0
391,199,244.7,0.0830,0
392,199,243.4,0.0829,0
393,197,244.6,0.0831,0
394,197,248.1,0.0829,0
395,199,249.0,0.0839,0
396,200,246.3,0.0835,0
397,199,243.7,0.0839,0
398,199,242.3,0.0839,0
399,199,240.9,0.0842,0
400,200,238.4,0.0839,0
401,200,234.7,0.0839,0
402,199,232.2,0.0842,0
403,200,229.8,0.0839,0
404,200,226.2,0.0839,0
405,200,222.6,0.0839,0
406,200,219.1,0.0839,0
407,200,215.5,0.0839,0
408,200,212.0,0.0839,0
409,200,208.6,0.0839,0
410,199,206.2,0.0841,0
411,200,204.1,0.0838,0
412,200,200.7,0.0838,0
413,200,197.4,0.0838,0
414,200,194.0,0.0838,0
415,200,190.7,0.0838,0
416,200,187.5,0.0838,0
417,199,185.2,0.0838,0
418,200,183.4,0.0839,0
419,200,180.2,0.0839,0
420,200,177.0,0.0839,1
421,200,173.9,0.0839,0
422,200,170.7,0.0839,1
423,200,167.7,0.0839,0
424,200,164.6,0.0839,1
425,200,161.6,0.0839,0
426,200,158.5,0.0839,1
427,200,155.5,0.0839,1
428,200,152.4,0.0839,1
429,200,149.4,0.0839,2
430,200,146.5,0.0839,0
431,199,144.2,0.0840,2
432,199,143.8,0.0833,0
433,199,143.2,0.0837,2
434,200,142.0,0.0838,1
435,200,139.2,0.0838,1
436,200,136.4,0.0838,1
437,199,134.4,0.0842,1
438,198,134.5,0.0820,1
439,200,135.2,0.0823,0
440,200,132.5,0.0823,1
441,200,129.8,0.0823,0
442,198,128.2,0.0794,1
443,200,129.1,0.0790,0
444,199,126.9,0.0793,1
445,199,126.7,0.0793,0
446,198,126.9,0.0814,1
447,199,128.2,0.0811,1
448,198,128.4,0.0813,1
449,199,129.8,0.0810,1
450,200,128.8,0.0811,1
451,198,127.3,0.0815,1
452,198,129.1,0.0742,1
453,200,130.0,0.0736,0
454,200,127.4,0.0736,0
455,200,124.9,0.0736,0
456,199,123.0,0.0736,0
457,198,123.4,0.0738,0
458,199,125.1,0.0736,0
459,195,127.5,0.0739,0
460,198,134.9,0.0730,0
461,198,137.1,0.0715,0
462,197,140.0,0.0717,0
463,199,143.0,0.0710,0
464,198,143.5,0.0686,0
465,200,144.1,0.0682,0
466,199,142.2,0.0684,0
467,195,144.9,0.0690,1
468,197,152.7,0.0675,0
469,199,155.6,0.0669,1
470,197,156.9,0.0676,1
471,196,162.1,0.0674,1
472,197,168.0,0.0657,0
473,199,170.6,0.0654,2
474,199,170.1,0.0653,0
475,198,170.2,0.0624,2
476,199,171.2,0.0623,0
477,192,177.0,0.0621,1
478,195,190.6,0.0650,0
479,198,196.7,0.0648,1
480,197,199.3,0.0649,1
481,197,203.4,0.0646,1
482,195,209.5,0.0628,1
483,200,212.8,0.0637,1
484,199,210.6,0.0640,1
485,198,210.8,0.0636,2
486,197,213.3,0.0622,0
487,195,219.5,0.0621,3
488,197,225.9,0.0613,0
489,199,227.4,0.0611,2
490,198,227.6,0.0610,1
491,198,228.8,0.0606,3
492,197,231.3,0.0603,0
493,199,232.7,0.0599,1
494,199,231.4,0.0575,1
495,197,232.4,0.0549,1
496,200,232.7,0.0544,0
497,200,229.3,0.0544,1
498,200,225.9,0.0544,0
499,200,222.6,0.0544,1
500,199,220.4,0.0546,0
501,199,219.5,0.0541,1
502,199,218.6,0.0542,0
503,199,217.7,0.0537,0
504,199,216.9,0.0534,1
505,198,217.1,0.0515,0
506,198,218.7,0.0510,1
507,198,220.2,0.0508,0
508,200,219.5,0.0510,1
509,198,218.5,0.0511,0
510,200,217.8,0.0530,1
511,198,216.9,0.0534,0
512,200,216.3,0.0530,1
513,198,215.3,0.0531,0
514,197,218.0,0.0563,1
515,199,219.8,0.0570,0
516,199,219.0,0.0567,1
517,197,220.4,0.0572,0
518,196,225.5,0.0577,1
519,200,227.3,0.0593,0
520,197,227.5,0.0588,1
521,198,230.3,0.0584,0
522,200,229.4,0.0580,1
523,199,227.3,0.0580,0
524,199,226.4,0.0580,1
525,199,225.5,0.0571,0
526,198,225.7,0.0570,1
527,200,224.9,0.0567,0
528,197,225.0,0.0560,0
529,200,225.5,0.0558,1
530,199,223.3,0.0560,1
531,199,222.4,0.0577,1
532,198,222.6,0.0579,0
533,197,225.2,0.0581,1
534,200,225.6,0.0576,0
535,198,224.6,0.0580,1
536,196,228.3,0.0577,0
537,199,230.9,0.0578,1
538,199,229.9,0.0580,0
539,198,229.8,0.0546,1
540,198,231.1,0.0549,0
541,198,232.4,0.0550,0
542,198,233.8,0.0557,0
543,197,236.2,0.0563,0
544,199,237.5,0.0560,0
545,197,238.7,0.0564,0
546,198,241.1,0.0562,0
547,200,239.8,0.0557,0
548,199,237.5,0.0557,0
549,200,235.1,0.0555,0
550,199,232.7,0.0554,0
551,199,231.5,0.0554,0
552,200,229.2,0.0552,0
553,199,226.8,0.0551,0
554,199,225.7,0.0548,0
555,199,224.6,0.0548,0
556,200,222.3,0.0546,0
557,199,220.0,0.0548,0
558,198,220.0,0.0547,0
559,200,219.2,0.0545,0
560,200,215.8,0.0545,0
561,200,212.4,0.0545,0
562,200,209.0,0.0545,0
563,200,205.7,0.0545,0
564,200,202.4,0.0545,0
565,200,199.2,0.0545,0
566,200,195.9,0.0545,0
567,200,192.7,0.0545,0
568,200,189.5,0.0545,0
569,200,186.4,0.0545,0
570,200,183.3,0.0545,0
571,200,180.2,0.0545,0
572,199,178.0,0.0548,0
573,200,176.4,0.0546,0
574,200,173.4,0.0546,0
575,199,171.2,0.0544,0
576,200,169.7,0.0543,0
577,200,166.8,0.0543,0
578,200,163.8,0.0543,0
579,200,160.9,0.0543,0
580,199,158.8,0.0542,0
581,200,157.5,0.0542,0
582,200,154.6,0.0542,0
583,200,151.8,0.0542,0
584,200,149.0,0.0542,0
585,200,146.2,0.0542,0
586,199,144.2,0.0540,0
587,199,143.8,0.0551,0
588,200,142.7,0.0550,0
589,197,142.2,0.0532,0
590,200,144.4,0.0535,0
591,200,141.7,0.0535,0
592,199,139.7,0.0537,0
593,199,139.3,0.0531,0
594,200,138.3,0.0535,0
595,199,136.3,0.0538,1
596,198,136.7,0.0538,0
597,200,137.4,0.0573,0
598,200,134.7,0.0573,1
599,198,133.4,0.0577,1
600,198,135.5,0.0573,1
601,200,136.2,0.0571,1
602,198,134.9,0.0575,1
603,198,137.0,0.0574,1
604,198,139.0,0.0573,1
605,200,139.7,0.0568,1
606,199,137.7,0.0569,1
607,199,137.4,0.0575,0
608,199,137.1,0.0575,1
609,199,136.8,0.0575,0
610,199,136.5,0.0576,1
611,199,136.3,0.0577,0
612,199,136.0,0.0576,1
613,200,135.1,0.0575,0
614,199,133.1,0.0577,0
615,196,135.0,0.0583,1
616,200,139.1,0.0576,0
617,198,137.8,0.0580,1
618,197,140.7,0.0587,0
619,198,144.5,0.0580,1
620,198,146.6,0.0587,0
621,199,147.9,0.0586,1
622,197,149.1,0.0591,0
623,198,152.7,0.0576,1
624,197,155.5,0.0572,0
625,198,159.0,0.0570,0
626,199,160.1,0.0574,1
627,198,160.5,0.0577,0
628,197,163.3,0.0579,1
629,198,166.8,0.0576,0
630,198,168.6,0.0577,1
631,194,174.0,0.0585,0
632,199,180.9,0.0576,1
633,197,182.1,0.0582,0
634,198,185.4,0.0580,1
635,195,190.0,0.0589,0
636,199,195.0,0.0571,1
637,198,195.2,0.0573,1
638,198,196.9,0.0571,1
639,197,199.6,0.0571,1
640,199,201.6,0.0568,1
641,199,200.8,0.0568,1
642,198,201.0,0.0568,2
643,199,201.6,0.0566,1
644,196,203.9,0.0563,2
645,198,208.3,0.0560,0
646,198,209.6,0.0535,2
647,199,210.1,0.0538,1
648,197,211.4,0.0541,1
649,198,214.3,0.0544,1
650,200,213.6,0.0542,1
651,197,213.7,0.0546,1
652,198,216.5,0.0546,1
653,199,216.9,0.0544,0
654,197,217.9,0.0521,2
655,195,224.1,0.0526,0
656,198,229.3,0.0533,1
657,197,231.8,0.0535,0
658,200,232.0,0.0533,1
659,198,230.9,0.0533,0
660,200,229.9,0.0529,1
661,198,228.8,0.0528,1
662,200,227.8,0.0534,1
663,200,224.4,0.0534,1
664,200,221.1,0.0534,0
665,198,219.9,0.0538,2
666,200,219.2,0.0535,0
667,200,215.9,0.0535,1
668,199,213.6,0.0537,1
669,200,211.7,0.0537,1
670,196,212.8,0.0520,1
671,197,217.7,0.0474,1
672,198,220.5,0.0476,1
673,200,219.7,0.0475,0
674,198,218.6,0.0477,1
675,198,220.1,0.0476,0
676,199,220.1,0.0441,1
677,198,220.3,0.0434,0
678,199,220.6,0.0433,0
679,198,220.8,0.0435,0
680,198,222.2,0.0440,0
681,197,224.8,0.0449,0
682,196,229.8,0.0445,0
683,198,233.7,0.0452,0
684,200,232.6,0.0449,0
685,200,229.2,0.0449,0
686,200,225.8,0.0449,0
687,199,223.5,0.0445,0
688,199,222.5,0.0446,0
689,198,222.7,0.0446,0
690,197,225.2,0.0432,0
691,198,227.9,0.0431,0
692,198,229.2,0.0424,0
693,198,230.6,0.0423,0
694,199,230.8,0.0423,0
695,198,230.9,0.0430,0
696,200,230.0,0.0427,0
697,200,226.7,0.0427,0
698,199,224.5,0.0428,0
699,200,222.4,0.0428,0
700,196,223.6,0.0433,0
701,199,226.4,0.0434,0
702,199,225.5,0.0435,0
703,199,224.5,0.0436,0
704,200,222.4,0.0436,0
705,198,221.3,0.0438,0
706,199,221.6,0.0440,0
707,199,220.6,0.0442,0
708,198,220.7,0.0446,1
709,199,221.0,0.0444,0
710,199,220.0,0.0444,1
711,200,217.9,0.0443,0
712,200,214.5,0.0443,1
713,197,214.4,0.0443,0
714,198,216.8,0.0404,1
715,200,216.1,0.0402,0
716,198,214.9,0.0403,0
717,200,214.2,0.0403,0
718,200,210.8,0.0403,0
719,200,207.6,0.0403,0
720,199,205.4,0.0404,0
721,200,203.5,0.0403,0
722,200,200.4,0.0403,0
723,199,198.2,0.0404,0
724,199,197.4,0.0394,0
725,200,195.7,0.0392,0
726,200,192.6,0.0392,0
727,200,189.5,0.0392,0
728,199,187.4,0.0387,0
729,200,185.8,0.0386,0
730,200,182.8,0.0386,0
731,199,180.7,0.0386,0
732,200,179.1,0.0386,0
733,200,176.2,0.0386,0
734,199,174.1,0.0385,0
735,200,172.7,0.0385,0
736,200,169.8,0.0385,0
737,200,166.9,0.0385,0
738,200,164.0,0.0385,0
739,199,162.0,0.0385,0
740,200,160.8,0.0384,0
741,199,158.8,0.0385,0
742,200,157.5,0.0386,0
743,200,154.8,0.0386,0
744,199,152.8,0.0382,0
745,200,151.7,0.0381,0
746,200,148.9,0.0381,0
747,200,146.2,0.0381,0
748,199,144.3,0.0381,0
749,200,143.3,0.0380,0
750,198,142.1,0.0381,0
751,200,142.8,0.0379,0
752,200,140.1,0.0379,0
753,199,138.2,0.0378,0
754,200,137.3,0.0376,0
755,197,136.8,0.0378,0
756,199,140.0,0.0383,0
757,197,141.1,0.0386,0
758,198,145.0,0.0386,0
759,199,146.3,0.0388,0
760,199,146.0,0.0387,0
761,199,145.7,0.0385,0
762,197,146.9,0.0382,0
763,200,149.1,0.0379,0
764,199,147.2,0.0380,0
765,196,149.2,0.0384,0
766,200,152.9,0.0383,0
767,199,151.0,0.0383,0
768,200,149.9,0.0382,0
769,199,148.0,0.0383,0
770,198,148.4,0.0389,0
771,200,149.0,0.0389,0
772,197,148.6,0.0385,0
773,199,151.5,0.0383,0
774,198,152.0,0.0384,0
775,200,152.4,0.0386,0
776,200,149.7,0.0386,0
777,199,147.7,0.0387,0
778,198,148.2,0.0394,0
779,196,151.8,0.0398,0
780,197,157.9,0.0395,0
781,200,159.8,0.0397,0
782,197,159.4,0.0399,0
783,198,162.9,0.0394,0
784,198,164.8,0.0389,0
785,197,167.6,0.0390,0
786,196,172.7,0.0395,0
787,199,176.6,0.0394,0
788,198,176.9,0.0392,0
789,198,178.7,0.0398,0
790,199,179.6,0.0397,0
791,199,179.0,0.0396,0
792,198,179.3,0.0395,0
793,197,182.0,0.0397,0
794,199,184.3,0.0395,0
795,195,187.4,0.0397,0
796,198,193.4,0.0399,0
797,198,195.0,0.0397,0
798,200,194.7,0.0399,0
799,198,193.5,0.0398,0
800,199,194.2,0.0397,0
801,198,194.4,0.0397,0
802,198,196.1,0.0397,0
803,196,199.7,0.0394,0
804,197,205.2,0.0395,0
805,198,208.1,0.0404,0
806,199,208.7,0.0402,0
807,197,210.0,0.0401,0
808,199,211.8,0.0393,0
809,199,210.9,0.0387,0
810,199,210.1,0.0387,0
811,199,209.2,0.0391,0
812,198,209.4,0.0390,0
813,198,211.0,0.0400,0
814,200,210.4,0.0402,0
815,197,210.3,0.0396,0
816,196,215.4,0.0393,0
817,199,218.3,0.0392,0
818,199,217.4,0.0392,0
819,199,216.5,0.0391,0
820,198,216.7,0.0391,0
821,197,219.3,0.0393,0
822,199,221.0,0.0394,0
823,197,222.3,0.0387,0
824,197,226.2,0.0378,0
825,199,227.8,0.0382,0
826,199,226.8,0.0383,0
827,197,228.2,0.0387,0
828,199,229.7,0.0384,0
829,200,227.5,0.0383,0
830,199,225.4,0.0383,0
831,198,225.6,0.0382,0
832,199,225.9,0.0389,0
833,199,224.9,0.0388,0
834,198,225.1,0.0386,0
835,198,226.5,0.0387,0
836,199,226.8,0.0386,0
837,200,224.7,0.0385,0
838,199,222.5,0.0386,0
839,199,221.6,0.0386,0
840,199,220.7,0.0389,0
841,199,219.8,0.0389,0
842,199,218.9,0.0387,0
843,199,218.0,0.0387,0
844,195,221.5,0.0382,0
845,198,226.7,0.0387,0
846,200,225.9,0.0386,0
847,196,227.1,0.0388,0
848,199,229.7,0.0388,0
849,200,227.5,0.0386,0
850,199,225.2,0.0388,0
851,200,223.0,0.0386,0
852,195,225.2,0.0388,0
853,198,230.3,0.0381,0
854,198,231.6,0.0382,0
855,200,230.5,0.0381,0
856,200,227.1,0.0381,0
857,199,224.8,0.0381,0
858,200,222.6,0.0381,0
859,200,219.2,0.0381,0
860,197,219.2,0.0383,0
861,200,219.6,0.0382,0
862,200,216.3,0.0382,0
863,200,213.0,0.0382,0
864,196,214.0,0.0375,0
865,199,217.0,0.0384,0
866,197,218.2,0.0385,0
867,200,218.6,0.0381,0
868,199,216.3,0.0381,0
869,200,214.3,0.0380,0
870,197,214.2,0.0376,0
871,198,216.9,0.0377,0
872,199,217.1,0.0384,0
873,199,216.1,0.0386,0
874,200,214.0,0.0384,0
875,200,210.6,0.0384,0
876,198,209.3,0.0386,0
877,200,208.5,0.0389,0
878,200,205.2,0.0389,0
879,200,201.8,0.0389,0
880,200,198.5,0.0389,0
881,200,195.3,0.0389,0
882,199,193.1,0.0390,0
883,200,191.3,0.0390,0
884,199,189.1,0.0389,0
885,199,188.3,0.0394,0
886,200,186.5,0.0392,0
887,200,183.4,0.0392,0
888,200,180.3,0.0392,0
889,200,177.2,0.0392,0
890,200,174.2,0.0392,0
891,199,172.0,0.0394,0
892,199,171.4,0.0393,0
893,200,169.9,0.0391,0
894,200,166.9,0.0391,0
895,199,164.7,0.0392,0
896,200,163.3,0.0391,0
897,200,160.4,0.0391,0
898,200,157.5,0.0391,0
899,200,154.7,0.0391,0
900,200,151.8,0.0391,0
901,199,149.8,0.0392,0
902,198,150.1,0.0395,0
903,200,150.5,0.0392,0
904,199,148.5,0.0394,0
905,199,148.0,0.0393,0
906,199,147.6,0.0398,0
907,200,146.5,0.0398,0
908,200,143.8,0.0398,0
909,200,141.1,0.0398,0
910,198,139.8,0.0401,0
911,199,141.2,0.0399,0
912,198,141.6,0.0401,0
913,196,145.2,0.0407,0
914,200,149.1,0.0405,0
915,200,146.4,0.0405,0
916,200,143.7,0.0405,0
917,200,141.0,0.0405,0
918,198,139.8,0.0408,0
919,197,142.6,0.0406,0
920,199,145.6,0.0398,0
921,199,145.3,0.0397,0
922,199,145.0,0.0397,0
923,199,144.7,0.0398,0
924,199,144.4,0.0399,0
925,199,144.1,0.0407,0
926,198,144.6,0.0408,0
927,197,147.4,0.0412,0
928,200,149.7,0.0412,0
929,197,149.2,0.0412,0
930,199,152.1,0.0416,0
931,198,152.5,0.0410,0
932,198,154.6,0.0418,0
933,196,158.2,0.0417,0
934,198,163.4,0.0408,0
935,200,163.7,0.0407,0
936,198,162.5,0.0403,0
937,200,162.8,0.0403,0
938,199,160.9,0.0405,0
939,199,160.5,0.0404,0
940,197,161.7,0.0406,0
941,199,164.4,0.0408,0
942,199,164.0,0.0410,0
943,197,165.3,0.0414,0
944,198,168.8,0.0417,0
945,196,172.5,0.0413,0
946,199,176.6,0.0414,0
947,197,177.9,0.0412,0
948,199,180.3,0.0415,0
949,198,180.7,0.0417,0
950,200,180.8,0.0417,0
951,198,179.7,0.0415,0
952,198,181.6,0.0414,0
953,196,185.4,0.0419,0
954,199,189.2,0.0415,0
955,200,187.7,0.0415,0
956,198,186.7,0.0409,0
957,198,188.5,0.0402,0
958,196,192.3,0.0397,0
959,198,197.0,0.0396,0
960,200,196.7,0.0395,0
961,198,195.7,0.0396,0
962,198,197.5,0.0388,0
963,191,206.6,0.0393,0
964,200,215.5,0.0401,0
965,198,214.5,0.0404,0
966,199,215.1,0.0404,0
967,199,214.3,0.0406,0
968,199,213.6,0.0407,0
969,200,211.8,0.0405,0
970,197,211.9,0.0405,0
971,200,212.7,0.0416,0
972,198,211.8,0.0414,0
973,199,212.4,0.0411,0
974,198,212.7,0.0413,0
975,197,215.5,0.0413,0
976,198,218.4,0.0415,0
977,199,218.9,0.0413,0
978,198,219.2,0.0409,0
979,200,218.6,0.0406,0
980,199,216.6,0.0405,0
981,200,214.8,0.0403,0
982,198,213.8,0.0404,0
983,195,218.8,0.0404,0
984,196,226.6,0.0421,0
985,199,229.5,0.0422,0
986,200,227.6,0.0420,0
987,199,225.6,0.0413,0
988,199,224.8,0.0412,0
989,196,227.5,0.0411,0
990,198,231.7,0.0421,0
991,199,232.1,0.0418,0
992,198,232.4,0.0418,0
993,198,233.9,0.0427,0
994,197,236.7,0.0432,0
995,197,240.6,0.0431,0
996,198,243.2,0.0436,0
997,199,243.5,0.0439,0
998,199,242.5,0.0435,0
999,199,241.5,0.0435,0
1000,199,240.6,0.0433,0
1001,199,239.6,0.0433,0
1002,200,237.5,0.0431,0
1003,199,235.4,0.0433,0
1004,200,233.3,0.0431,0
1005,197,233.6,0.0431,0
1006,196,238.7,0.0433,0
1007,198,242.4,0.0431,0
1008,200,241.4,0.0431,0
1009,200,238.0,0.0431,0
1010,200,234.7,0.0431,0
1011,197,234.9,0.0431,0
1012,196,240.0,0.0431,0
1013,199,242.5,0.0432,0
1014,199,241.5,0.0433,0
1015,200,239.3,0.0432,0
1016,200,235.9,0.0432,0
1017,200,232.5,0.0432,0
1018,200,229.2,0.0432,0
1019,199,227.0,0.0433,0
1020,200,225.0,0.0434,0
1021,199,222.8,0.0435,0
1022,199,221.9,0.0435,0
1023,200,219.9,0.0435,0
1024,199,217.8,0.0436,0
1025,199,216.9,0.0435,0
1026,198,217.1,0.0432,0
1027,200,216.4,0.0439,0
1028,200,213.2,0.0439,0
1029,199,211.1,0.0441,0
1030,199,210.2,0.0441,0
1031,199,209.4,0.0440,0
1032,200,207.6,0.0440,0
1033,200,204.4,0.0440,0
1034,199,202.3,0.0440,0
1035,199,201.5,0.0434,0
1036,200,199.7,0.0435,0
1037,200,196.6,0.0435,0
1038,200,193.5,0.0435,0
1039,200,190.5,0.0435,0
1040,200,187.5,0.0435,0
1041,200,184.4,0.0435,0
1042,198,183.3,0.0438,0
1043,200,183.2,0.0442,0
1044,200,180.2,0.0442,0
1045,200,177.3,0.0442,0
1046,199,175.2,0.0442,0
1047,200,173.8,0.0444,0
1048,200,170.9,0.0444,0
1049,200,168.0,0.0444,0
1050,199,166.0,0.0444,0
1051,200,164.7,0.0443,0
1052,199,162.6,0.0445,0
1053,200,161.4,0.0444,0
1054,200,158.6,0.0444,0
1055,199,156.6,0.0439,0
1056,199,156.2,0.0439,0
1057,200,155.0,0.0440,0
