tick,tax_rate,subsidy,treasury,pop_rich,pop_poor,avg_nrg_poor
1783,0.080,32.1,0.0,0,185,3.8
1784,0.080,32.1,-0.0,1,184,4.0
1785,0.080,32.1,0.0,1,183,4.1
1786,0.080,32.1,-0.0,1,183,4.9
1787,0.080,32.1,-0.0,1,182,5.2
1788,0.080,32.1,-0.0,1,182,5.6
1789,0.080,32.1,0.0,1,183,6.1
1790,0.080,32.1,-0.0,1,184,6.1
1791,0.080,32.1,-0.0,1,183,5.5
1792,0.080,32.1,-0.0,1,182,5.0
1793,0.080,32.1,-0.0,1,185,6.0
1794,0.080,32.1,-0.0,1,185,5.8
1795,0.080,32.1,0.0,1,184,5.4
1796,0.080,32.1,-0.0,1,183,4.8
1797,0.080,32.1,-0.0,1,183,5.0
1798,0.080,32.1,0.0,1,184,5.1
1799,0.080,32.1,-0.0,1,185,4.6
1800,0.080,32.1,0.0,1,184,4.5
1801,0.080,32.1,-0.0,1,183,4.1
1802,0.080,32.1,-0.0,1,184,4.7
1803,0.080,32.1,-0.0,1,184,4.8
1804,0.080,32.1,-0.0,1,184,5.2
1805,0.080,32.1,-0.0,1,184,4.8
1806,0.080,32.1,0.0,0,184,4.5
1807,0.080,32.1,-0.0,0,185,4.4
1808,0.080,32.1,-0.0,1,185,4.5
1809,0.080,32.1,0.0,1,184,4.1
1810,0.080,32.1,-0.0,0,186,4.5
1811,0.080,32.1,-0.0,1,185,4.1
1812,0.080,32.1,0.0,1,184,3.9
1813,0.080,32.1,0.0,1,184,4.3
1814,0.080,32.1,0.0,1,186,4.9
1815,0.080,32.1,-0.0,1,186,4.7
1816,0.080,32.1,-0.0,1,186,4.4
1817,0.080,32.1,0.0,1,186,4.5
1818,0.080,32.1,-0.0,1,185,4.2
1819,0.080,32.1,0.0,1,185,3.9
1820,0.080,32.1,0.0,1,186,4.3
1821,0.080,32.1,0.0,0,186,3.8
1822,0.080,32.1,-0.0,0,187,4.1
1823,0.080,32.1,-0.0,0,186,3.5
1824,0.080,32.1,0.0,0,187,3.6
1825,0.080,32.1,-0.0,0,187,3.0
1826,0.080,32.1,0.0,0,187,3.3
1827,0.080,32.1,0.0,1,186,3.2
1828,0.080,32.1,0.0,0,186,2.9
1829,0.080,32.1,0.0,0,187,3.4
1830,0.080,32.1,0.0,0,188,3.6
1831,0.080,32.1,0.0,0,188,3.2
1832,0.080,32.1,-0.0,0,189,3.1
1833,0.080,32.1,-0.0,0,188,2.7
1834,0.080,32.1,0.0,0,187,2.7
1835,0.080,32.1,0.0,0,187,2.9
1836,0.080,32.1,0.0,0,186,2.9
1837,0.080,32.1,-0.0,1,186,3.5
1838,0.080,32.1,0.0,1,186,3.6
1839,0.080,32.1,-0.0,1,186,3.5
1840,0.080,32.1,-0.0,1,185,3.2
1841,0.080,32.1,-0.0,1,186,3.8
1842,0.080,32.1,0.0,0,187,3.9
1843,0.080,32.1,0.0,0,188,4.2
1844,0.080,32.1,-0.0,1,188,3.6
1845,0.080,32.1,0.0,1,187,3.3
1846,0.080,32.1,-0.0,1,186,3.3
1847,0.080,32.1,0.0,1,185,3.2
1848,0.080,32.1,-0.0,1,186,3.8
1849,0.080,32.1,-0.0,1,186,4.0
1850,0.080,32.1,0.0,0,186,3.6
1851,0.080,32.1,0.0,1,185,3.6
1852,0.080,32.1,-0.0,0,186,4.2
1853,0.080,32.1,0.0,0,185,3.8
1854,0.080,32.1,-0.0,1,184,3.6
1855,0.080,32.1,0.0,1,183,3.4
1856,0.080,32.1,-0.0,1,184,4.7
1857,0.080,32.1,-0.0,0,185,4.7
1858,0.080,32.1,0.0,1,184,4.1
1859,0.080,32.1,-0.0,0,185,4.6
1860,0.080,32.1,-0.0,0,185,4.1
1861,0.080,32.1,0.0,1,185,4.0
1862,0.080,32.1,0.0,1,185,4.2
1863,0.080,32.1,0.0,1,186,3.9
1864,0.080,32.1,-0.0,1,185,3.8
1865,0.080,32.1,0.0,1,187,4.5
1866,0.080,32.1,0.0,1,186,4.1
1867,0.080,32.1,-0.0,0,186,3.7
1868,0.080,32.1,-0.0,1,186,3.6
1869,0.080,32.1,-0.0,1,187,4.2
1870,0.080,32.1,-0.0,1,187,3.6
1871,0.080,32.1,0.0,1,187,3.8
1872,0.080,32.1,-0.0,1,186,3.6
1873,0.080,32.1,-0.0,1,185,3.6
1874,0.080,32.1,0.0,1,185,3.8
1875,0.080,32.1,-0.0,1,184,4.2
1876,0.080,32.1,0.0,1,183,4.7
1877,0.080,32.1,-0.0,1,183,4.8
1878,0.080,32.1,0.0,1,183,5.3
1879,0.080,32.1,0.0,1,184,5.2
1880,0.080,32.1,-0.0,1,184,5.1
1881,0.080,32.1,-0.0,1,183,5.1
1882,0.080,32.1,-0.0,1,182,5.0
1883,0.080,32.1,0.0,1,182,5.0
1884,0.080,32.1,0.0,1,184,6.0
1885,0.080,32.1,0.0,1,183,5.2
1886,0.080,32.1,-0.0,1,182,5.0
1887,0.080,32.1,0.0,1,182,5.2
1888,0.080,32.1,-0.0,1,181,5.2
1889,0.080,32.1,-0.0,1,181,5.5
1890,0.080,32.1,0.0,0,183,5.6
1891,0.080,32.1,-0.0,0,184,5.7
1892,0.080,32.1,0.0,1,184,5.5
1893,0.080,32.1,0.0,1,183,4.8
1894,0.080,32.1,-0.0,1,183,5.3
1895,0.080,32.1,-0.0,1,183,4.9
1896,0.080,32.1,-0.0,1,184,4.9
1897,0.080,32.1,-0.0,1,183,4.5
1898,0.080,32.1,0.0,1,183,4.7
1899,0.080,32.1,-0.0,1,182,4.8
1900,0.080,32.1,-0.0,1,184,5.4
1901,0.080,32.1,-0.0,1,184,5.2
1902,0.080,32.1,-0.0,1,184,5.2
1903,0.080,32.1,-0.0,1,184,4.8
1904,0.080,32.1,-0.0,1,183,4.4
1905,0.080,32.1,-0.0,1,183,4.2
1906,0.080,32.1,-0.0,1,184,4.8
1907,0.080,32.1,0.0,1,184,5.3
1908,0.080,32.1,0.0,1,183,4.9
1909,0.080,32.1,-0.0,0,184,4.8
1910,0.080,32.1,-0.0,1,185,5.2
1911,0.080,32.1,0.0,1,184,4.7
1912,0.080,32.1,0.0,1,183,4.7
1913,0.080,32.1,-0.0,0,183,4.4
1914,0.080,32.1,0.0,1,182,4.3
1915,0.080,32.1,0.0,1,183,4.7
1916,0.080,32.1,0.0,0,184,4.6
1917,0.080,32.1,-0.0,0,184,4.8
1918,0.080,32.1,0.0,1,184,4.6
1919,0.080,32.1,0.0,1,183,4.4
1920,0.080,32.1,-0.0,1,183,4.7
1921,0.080,32.1,0.0,1,182,4.4
1922,0.080,32.1,-0.0,1,182,4.7
1923,0.080,32.1,-0.0,1,182,4.9
1924,0.080,32.1,0.0,1,181,5.3
1925,0.080,32.1,-0.0,1,180,5.2
1926,0.080,32.1,0.0,1,179,5.2
1927,0.080,32.1,0.0,1,180,5.9
1928,0.080,32.1,-0.0,1,181,6.5
1929,0.080,32.1,0.0,0,183,6.6
1930,0.080,32.1,0.0,0,184,5.6
1931,0.080,32.1,-0.0,0,184,4.9
1932,0.080,32.1,-0.0,0,185,4.9
1933,0.080,32.1,0.0,1,184,4.0
1934,0.080,32.1,0.0,1,183,4.1
1935,0.080,32.1,-0.0,1,183,4.5
1936,0.080,32.1,-0.0,1,182,4.5
1937,0.080,32.1,0.0,0,182,4.6
1938,0.080,32.1,-0.0,1,185,5.4
1939,0.080,32.1,0.0,1,185,5.0
1940,0.080,32.1,-0.0,0,185,4.2
1941,0.080,32.1,0.0,0,186,4.1
1942,0.080,32.1,-0.0,0,187,3.9
1943,0.080,32.1,0.0,0,187,3.3
1944,0.080,32.1,0.0,0,186,3.1
1945,0.080,32.1,0.0,1,186,3.3
1946,0.080,32.1,0.0,1,187,4.0
1947,0.080,32.1,0.0,1,186,3.4
1948,0.080,32.1,-0.0,0,187,3.3
1949,0.080,32.1,0.0,0,188,3.6
1950,0.080,32.1,0.0,0,187,3.1
1951,0.080,32.1,-0.0,0,186,2.7
1952,0.080,32.1,0.0,0,186,3.2
1953,0.080,32.1,-0.0,0,187,3.3
1954,0.080,32.1,0.0,0,186,2.9
1955,0.080,32.1,-0.0,0,186,3.0
1956,0.080,32.1,-0.0,1,186,3.1
1957,0.080,32.1,0.0,1,186,3.4
1958,0.080,32.1,-0.0,0,186,3.3
1959,0.080,32.1,-0.0,0,187,3.5
1960,0.080,32.1,0.0,0,188,3.5
1961,0.080,32.1,-0.0,0,189,3.4
1962,0.080,32.1,0.0,0,188,2.8
1963,0.080,32.1,-0.0,1,187,2.6
1964,0.080,32.1,-0.0,0,188,2.9
1965,0.080,32.1,0.0,0,187,3.0
1966,0.080,32.1,-0.0,0,187,2.8
1967,0.080,32.1,0.0,1,186,2.9
1968,0.080,32.1,-0.0,1,186,3.3
1969,0.080,32.1,-0.0,1,185,3.2
1970,0.080,32.1,0.0,1,185,3.4
1971,0.080,32.1,0.0,0,187,4.1
1972,0.080,32.1,0.0,1,186,3.2
1973,0.080,32.1,-0.0,0,187,3.4
1974,0.080,32.1,0.0,0,187,3.2
1975,0.080,32.1,-0.0,0,188,3.1
1976,0.080,32.1,-0.0,0,189,2.8
1977,0.080,32.1,0.0,0,189,2.3
1978,0.080,32.1,0.0,0,189,2.4
1979,0.080,32.1,-0.0,0,188,2.2
1980,0.080,32.1,-0.0,1,187,2.2
1981,0.080,32.1,0.0,1,186,2.6
1982,0.080,32.1,-0.0,1,186,3.0
1983,0.080,32.1,-0.0,1,185,3.1
1984,0.080,32.1,0.0,1,185,3.7
1985,0.080,32.1,-0.0,1,185,3.9
1986,0.080,32.1,-0.0,1,185,4.1
1987,0.080,32.1,-0.0,1,185,4.1
1988,0.080,32.1,0.0,1,187,4.4
1989,0.080,32.1,0.0,1,187,4.0
1990,0.080,32.1,0.0,1,188,3.6
1991,0.080,32.1,-0.0,1,187,2.9
1992,0.080,32.1,-0.0,1,187,2.7
1993,0.080,32.1,0.0,1,187,3.0
1994,0.080,32.1,-0.0,0,187,2.6
1995,0.080,32.1,0.0,1,186,2.5
1996,0.080,32.1,0.0,0,186,3.1
1997,0.080,32.1,0.0,0,186,3.0
1998,0.080,32.1,-0.0,0,185,3.0
1999,0.080,32.1,-0.0,1,185,3.3
2000,0.080,32.1,0.0,0,185,3.2
