tick,tax_rate,subsidy,treasury,pop_rich,pop_poor,avg_nrg_poor
1189,0.046,18.3,-0.0,0,147,33.9
1190,0.046,18.3,0.0,0,147,33.7
1191,0.046,18.3,-0.0,0,147,33.7
1192,0.046,18.3,0.0,0,147,33.5
1193,0.046,18.3,-0.0,0,147,33.9
1194,0.046,18.3,0.0,0,147,33.6
1195,0.046,18.3,-0.0,0,147,32.8
1196,0.046,18.3,0.0,0,147,33.3
1197,0.046,18.3,0.0,0,147,33.9
1198,0.046,18.3,0.0,0,147,34.2
1199,0.046,18.3,0.0,0,147,34.2
1200,0.046,18.3,-0.0,0,147,34.4
1201,0.046,18.3,-0.0,0,147,34.7
1202,0.046,18.3,-0.0,0,147,35.2
1203,0.046,18.3,-0.0,0,147,35.0
1204,0.046,18.3,0.0,0,147,35.0
1205,0.046,18.3,-0.0,0,147,34.8
1206,0.046,18.3,0.0,0,147,34.6
1207,0.046,18.3,0.0,0,147,34.4
1208,0.046,18.3,-0.0,0,147,33.4
1209,0.046,18.3,0.0,0,147,33.4
1210,0.046,18.3,-0.0,0,147,33.1
1211,0.046,18.3,-0.0,0,147,32.7
1212,0.046,18.3,0.0,0,147,32.9
1213,0.046,18.3,-0.0,0,147,32.8
1214,0.046,18.3,-0.0,0,147,33.3
1215,0.046,18.3,-0.0,0,147,32.8
1216,0.046,18.3,0.0,0,147,32.4
1217,0.046,18.3,0.0,0,147,32.6
1218,0.046,18.3,0.0,0,147,32.1
1219,0.046,18.3,0.0,0,147,32.5
1220,0.046,18.3,0.0,0,147,32.3
1221,0.046,18.3,0.0,0,147,32.7
1222,0.046,18.3,-0.0,0,147,32.4
1223,0.046,18.3,0.0,0,147,32.1
1224,0.046,18.3,-0.0,0,147,32.5
1225,0.046,18.3,0.0,0,147,32.1
1226,0.046,18.3,0.0,0,147,32.5
1227,0.046,18.3,-0.0,0,147,32.3
1228,0.046,18.3,0.0,0,147,31.4
1229,0.046,18.3,0.0,0,147,32.1
1230,0.046,18.3,0.0,0,147,31.5
1231,0.046,18.3,-0.0,0,147,31.1
1232,0.046,18.3,-0.0,0,147,31.7
1233,0.046,18.3,-0.0,0,147,32.0
1234,0.046,18.3,-0.0,0,147,32.4
1235,0.046,18.3,-0.0,0,147,32.4
1236,0.046,18.3,0.0,0,147,32.7
1237,0.046,18.3,0.0,0,147,32.2
1238,0.046,18.3,0.0,0,147,31.9
1239,0.046,18.3,-0.0,0,147,32.0
1240,0.046,18.3,-0.0,0,147,32.0
1241,0.046,18.3,0.0,0,147,32.6
1242,0.046,18.3,0.0,0,147,31.6
1243,0.046,18.3,0.0,0,147,30.1
1244,0.046,18.3,-0.0,0,147,30.6
1245,0.046,18.3,0.0,0,147,31.4
1246,0.046,18.3,0.0,0,147,31.4
1247,0.046,18.3,0.0,0,147,31.6
1248,0.046,18.3,-0.0,0,147,31.6
1249,0.046,18.3,0.0,0,147,31.5
1250,0.046,18.3,-0.0,0,147,32.0
1251,0.046,18.3,0.0,0,147,31.7
1252,0.046,18.3,0.0,0,147,32.0
1253,0.046,18.3,-0.0,0,147,31.8
1254,0.046,18.3,-0.0,0,147,31.7
1255,0.046,18.3,-0.0,0,147,31.7
1256,0.046,18.3,0.0,0,147,31.9
1257,0.046,18.3,0.0,0,147,31.8
1258,0.046,18.3,0.0,0,147,31.4
1259,0.046,18.3,0.0,0,147,31.4
1260,0.046,18.3,0.0,0,147,31.7
1261,0.046,18.3,0.0,0,147,31.5
1262,0.046,18.3,0.0,0,147,32.0
1263,0.046,18.3,-0.0,0,147,31.4
1264,0.046,18.3,0.0,0,147,31.1
1265,0.046,18.3,-0.0,0,147,30.9
1266,0.046,18.3,-0.0,0,147,30.5
1267,0.046,18.3,-0.0,0,147,30.8
1268,0.046,18.3,0.0,0,147,31.6
1269,0.046,18.3,0.0,0,147,31.0
1270,0.046,18.3,0.0,0,147,29.9
1271,0.046,18.3,-0.0,0,147,29.6
1272,0.046,18.3,0.0,0,147,29.8
1273,0.046,18.3,0.0,0,147,30.2
1274,0.046,18.3,0.0,0,147,31.0
1275,0.046,18.3,0.0,0,147,30.4
1276,0.046,18.3,-0.0,0,147,29.9
1277,0.046,18.3,-0.0,0,147,30.2
1278,0.046,18.3,-0.0,0,147,30.3
1279,0.046,18.3,-0.0,0,147,30.7
1280,0.046,18.3,0.0,0,147,30.9
1281,0.046,18.3,0.0,0,147,30.6
1282,0.046,18.3,0.0,0,147,31.1
1283,0.046,18.3,0.0,0,147,31.0
1284,0.046,18.3,0.0,0,147,31.5
1285,0.046,18.3,0.0,0,147,30.6
1286,0.046,18.3,0.0,0,147,28.7
1287,0.046,18.3,-0.0,0,147,27.9
1288,0.046,18.3,0.0,0,147,28.4
1289,0.046,18.3,0.0,0,147,29.2
1290,0.046,18.3,-0.0,0,147,29.3
1291,0.046,18.3,0.0,0,147,29.3
1292,0.046,18.3,0.0,0,147,29.7
1293,0.046,18.3,0.0,0,147,30.0
1294,0.046,18.3,-0.0,0,147,30.7
1295,0.046,18.3,-0.0,0,147,30.3
1296,0.046,18.3,0.0,0,147,29.7
1297,0.046,18.3,-0.0,0,147,29.6
1298,0.046,18.3,-0.0,0,147,29.5
1299,0.046,18.3,0.0,0,147,29.3
1300,0.046,18.3,0.0,0,147,30.0
1301,0.046,18.3,0.0,0,147,29.3
1302,0.046,18.3,0.0,0,147,28.4
1303,0.046,18.3,-0.0,0,147,28.8
1304,0.046,18.3,0.0,0,147,29.0
1305,0.046,18.3,0.0,0,147,29.2
1306,0.046,18.3,-0.0,0,147,30.0
1307,0.046,18.3,0.0,0,147,29.8
1308,0.046,18.3,-0.0,0,147,29.4
1309,0.046,18.3,-0.0,0,147,29.5
1310,0.046,18.3,-0.0,0,147,29.7
1311,0.046,18.3,-0.0,0,147,29.7
1312,0.046,18.3,-0.0,0,147,30.3
1313,0.046,18.3,0.0,0,147,30.3
1314,0.046,18.3,0.0,0,147,30.6
1315,0.046,18.3,-0.0,0,147,30.0
1316,0.046,18.3,0.0,0,147,29.7
1317,0.046,18.3,-0.0,0,147,29.5
1318,0.046,18.3,-0.0,0,147,29.8
1319,0.046,18.3,-0.0,0,147,29.4
1320,0.046,18.3,0.0,0,147,29.6
1321,0.046,18.3,0.0,0,147,29.0
1322,0.046,18.3,0.0,0,147,28.4
1323,0.046,18.3,0.0,0,147,28.8
1324,0.046,18.3,0.0,0,147,29.0
1325,0.046,18.3,-0.0,0,147,28.8
1326,0.046,18.3,-0.0,0,147,29.5
1327,0.046,18.3,0.0,0,147,28.8
1328,0.046,18.3,-0.0,0,147,27.6
1329,0.046,18.3,-0.0,0,147,28.4
1330,0.046,18.3,-0.0,0,147,28.5
1331,0.046,18.3,0.0,0,147,28.6
1332,0.046,18.3,-0.0,0,147,28.0
1333,0.046,18.3,-0.0,0,147,28.1
1334,0.046,18.3,0.0,0,147,28.2
1335,0.046,18.3,-0.0,0,147,28.5
1336,0.046,18.3,-0.0,0,147,28.6
1337,0.046,18.3,-0.0,0,147,28.3
1338,0.046,18.3,-0.0,0,147,28.2
1339,0.046,18.3,0.0,0,147,28.7
1340,0.046,18.3,-0.0,0,147,28.5
1341,0.046,18.3,-0.0,0,147,28.0
1342,0.046,18.3,-0.0,0,147,28.2
1343,0.046,18.3,-0.0,0,147,28.5
1344,0.046,18.3,0.0,0,147,28.4
1345,0.046,18.3,0.0,0,147,28.7
1346,0.046,18.3,-0.0,0,147,28.4
1347,0.046,18.3,-0.0,0,147,28.2
1348,0.046,18.3,-0.0,0,147,28.6
1349,0.046,18.3,-0.0,0,147,29.1
1350,0.046,18.3,-0.0,0,147,28.4
1351,0.046,18.3,0.0,0,147,28.4
1352,0.046,18.3,0.0,0,147,27.9
1353,0.046,18.3,-0.0,0,147,27.7
1354,0.046,18.3,0.0,0,147,27.4
1355,0.046,18.3,-0.0,0,147,27.0
1356,0.046,18.3,0.0,0,147,27.0
1357,0.046,18.3,0.0,0,147,27.4
1358,0.046,18.3,-0.0,0,147,27.9
1359,0.046,18.3,-0.0,0,147,28.0
1360,0.046,18.3,-0.0,0,147,27.4
1361,0.046,18.3,-0.0,0,147,27.3
1362,0.046,18.3,-0.0,0,147,27.4
1363,0.046,18.3,-0.0,0,147,28.0
1364,0.046,18.3,0.0,0,147,27.8
1365,0.046,18.3,-0.0,0,147,28.0
1366,0.046,18.3,-0.0,0,147,27.9
1367,0.046,18.3,-0.0,0,147,28.2
1368,0.046,18.3,0.0,0,147,27.8
1369,0.046,18.3,0.0,0,147,27.9
1370,0.046,18.3,0.0,0,147,27.5
1371,0.046,18.3,0.0,0,147,27.5
1372,0.046,18.3,-0.0,0,147,27.1
1373,0.046,18.3,-0.0,0,147,27.5
1374,0.046,18.3,0.0,0,147,27.1
1375,0.046,18.3,0.0,0,147,26.5
1376,0.046,18.3,0.0,0,147,26.7
1377,0.046,18.3,-0.0,0,147,27.4
1378,0.046,18.3,-0.0,0,147,27.1
1379,0.046,18.3,-0.0,0,147,27.9
1380,0.046,18.3,-0.0,0,147,27.7
1381,0.046,18.3,0.0,0,147,27.8
1382,0.046,18.3,0.0,0,147,27.2
1383,0.046,18.3,-0.0,0,147,26.8
1384,0.046,18.3,0.0,0,147,26.8
1385,0.046,18.3,0.0,0,147,26.7
1386,0.046,18.3,-0.0,0,147,26.9
1387,0.046,18.3,-0.0,0,147,26.5
1388,0.046,18.3,-0.0,0,147,26.3
1389,0.046,18.3,0.0,0,147,26.8
1390,0.046,18.3,-0.0,0,147,27.0
1391,0.046,18.3,-0.0,0,147,27.4
1392,0.046,18.3,0.0,0,147,27.6
1393,0.046,18.3,-0.0,0,147,27.0
1394,0.046,18.3,0.0,0,147,27.4
1395,0.046,18.3,-0.0,0,147,27.1
1396,0.046,18.3,-0.0,0,147,27.0
1397,0.046,18.3,0.0,0,147,27.5
1398,0.046,18.3,0.0,0,147,27.3
1399,0.046,18.3,-0.0,0,147,26.7
1400,0.046,18.3,0.0,0,147,26.5
1401,0.046,18.3,-0.0,0,147,26.1
1402,0.046,18.3,0.0,0,147,26.7
1403,0.046,18.3,0.0,0,147,26.6
1404,0.046,18.3,-0.0,0,147,26.4
1405,0.046,18.3,-0.0,0,147,26.7
1406,0.046,18.3,-0.0,0,147,26.8
1407,0.046,18.3,-0.0,0,147,26.6
1408,0.046,18.3,-0.0,0,147,26.9
1409,0.046,18.3,-0.0,0,147,26.8
1410,0.046,18.3,0.0,0,147,26.6
1411,0.046,18.3,0.0,0,147,26.6
1412,0.046,18.3,0.0,0,147,26.4
1413,0.046,18.3,-0.0,0,147,26.0
1414,0.046,18.3,-0.0,0,147,26.5
1415,0.046,18.3,0.0,0,147,25.8
1416,0.046,18.3,-0.0,0,147,26.0
1417,0.046,18.3,0.0,0,147,25.9
1418,0.046,18.3,-0.0,0,147,26.0
1419,0.046,18.3,0.0,0,147,25.6
1420,0.046,18.3,0.0,0,147,26.1
1421,0.046,18.3,0.0,0,147,26.2
1422,0.046,18.3,0.0,0,147,25.9
1423,0.046,18.3,-0.0,0,147,25.6
1424,0.046,18.3,0.0,0,147,26.0
1425,0.046,18.3,-0.0,0,147,26.8
1426,0.046,18.3,-0.0,0,147,27.0
1427,0.046,18.3,-0.0,0,147,27.3
1428,0.046,18.3,-0.0,0,147,26.4
1429,0.046,18.3,0.0,0,147,26.0
1430,0.046,18.3,-0.0,0,147,25.4
1431,0.046,18.3,-0.0,0,147,24.9
1432,0.046,18.3,-0.0,0,147,24.9
1433,0.046,18.3,-0.0,0,147,25.3
1434,0.046,18.3,0.0,0,147,25.8
1435,0.046,18.3,0.0,0,147,26.2
1436,0.046,18.3,-0.0,0,147,26.8
1437,0.046,18.3,0.0,0,147,26.2
1438,0.046,18.3,0.0,0,147,26.5
1439,0.046,18.3,0.0,0,147,25.8
1440,0.046,18.3,0.0,0,147,25.6
1441,0.046,18.3,0.0,0,147,25.6
1442,0.046,18.3,-0.0,0,147,26.1
1443,0.046,18.3,-0.0,0,147,26.2
1444,0.046,18.3,-0.0,0,147,26.2
1445,0.046,18.3,-0.0,0,147,26.6
1446,0.046,18.3,-0.0,0,147,26.1
1447,0.046,18.3,0.0,0,147,26.4
1448,0.046,18.3,-0.0,0,147,25.5
1449,0.046,18.3,0.0,0,147,25.4
1450,0.046,18.3,0.0,0,147,25.5
1451,0.046,18.3,0.0,0,147,25.4
1452,0.046,18.3,-0.0,0,147,25.5
1453,0.046,18.3,-0.0,0,147,25.6
1454,0.046,18.3,0.0,0,147,25.2
1455,0.046,18.3,-0.0,0,147,25.1
1456,0.046,18.3,0.0,0,147,24.6
1457,0.046,18.3,-0.0,0,147,25.1
1458,0.046,18.3,0.0,0,147,24.9
1459,0.046,18.3,0.0,0,147,24.4
1460,0.046,18.3,0.0,0,147,24.9
1461,0.046,18.3,0.0,0,147,24.7
1462,0.046,18.3,-0.0,0,147,25.2
1463,0.046,18.3,0.0,0,147,24.9
1464,0.046,18.3,0.0,0,147,24.9
1465,0.046,18.3,0.0,0,147,24.8
1466,0.046,18.3,0.0,0,147,25.0
1467,0.046,18.3,-0.0,0,147,25.2
1468,0.046,18.3,0.0,0,147,25.3
1469,0.046,18.3,-0.0,0,147,25.4
1470,0.046,18.3,-0.0,0,147,24.7
1471,0.046,18.3,-0.0,0,147,24.1
1472,0.046,18.3,0.0,0,147,24.4
1473,0.046,18.3,0.0,0,147,24.7
1474,0.046,18.3,0.0,0,147,24.6
1475,0.046,18.3,-0.0,0,147,24.3
1476,0.046,18.3,-0.0,0,147,23.7
1477,0.046,18.3,0.0,0,147,23.0
1478,0.046,18.3,0.0,0,148,22.6
1479,0.046,18.3,-0.0,0,147,22.2
1480,0.046,18.3,0.0,0,147,22.8
1481,0.046,18.3,0.0,0,147,23.0
1482,0.046,18.3,0.0,0,147,24.0
1483,0.046,18.3,0.0,0,147,24.7
1484,0.046,18.3,-0.0,0,147,24.8
1485,0.046,18.3,0.0,0,147,25.3
1486,0.046,18.3,0.0,0,147,24.7
1487,0.046,18.3,-0.0,0,147,24.3
1488,0.046,18.3,-0.0,0,147,24.7
1489,0.046,18.3,-0.0,0,147,24.5
1490,0.046,18.3,-0.0,0,147,24.9
1491,0.046,18.3,0.0,0,147,25.2
1492,0.046,18.3,0.0,0,147,24.9
1493,0.046,18.3,0.0,0,147,24.5
1494,0.046,18.3,-0.0,0,147,24.9
1495,0.046,18.3,0.0,0,147,24.4
1496,0.046,18.3,0.0,0,147,23.6
1497,0.046,18.3,0.0,0,147,23.7
1498,0.046,18.3,0.0,0,147,23.8
1499,0.046,18.3,0.0,0,147,24.4
1500,0.046,18.3,0.0,0,147,24.4
1501,0.046,18.3,-0.0,0,147,24.4
1502,0.046,18.3,0.0,0,147,24.6
1503,0.046,18.3,0.0,0,147,24.5
1504,0.046,18.3,-0.0,0,147,24.9
1505,0.046,18.3,0.0,0,147,24.6
1506,0.046,18.3,-0.0,0,147,24.4
1507,0.046,18.3,0.0,0,147,24.5
1508,0.046,18.3,-0.0,0,147,25.0
1509,0.046,18.3,0.0,0,147,24.3
1510,0.046,18.3,-0.0,0,147,24.0
1511,0.046,18.3,0.0,0,147,24.2
1512,0.046,18.3,0.0,0,147,23.9
1513,0.046,18.3,0.0,0,147,23.7
1514,0.046,18.3,0.0,0,147,23.9
1515,0.046,18.3,0.0,0,147,23.6
1516,0.046,18.3,-0.0,0,147,23.7
1517,0.046,18.3,0.0,0,147,23.6
1518,0.046,18.3,0.0,0,147,23.4
1519,0.046,18.3,0.0,0,147,23.4
1520,0.046,18.3,0.0,0,147,23.9
1521,0.046,18.3,0.0,0,147,23.6
1522,0.046,18.3,-0.0,0,147,22.9
1523,0.046,18.3,-0.0,0,147,22.9
1524,0.046,18.3,0.0,0,148,22.3
1525,0.046,18.3,0.0,0,147,21.4
1526,0.046,18.3,0.0,0,147,21.6
1527,0.046,18.3,-0.0,0,147,21.1
1528,0.046,18.3,-0.0,0,147,20.9
1529,0.046,18.3,-0.0,0,147,21.0
1530,0.046,18.3,-0.0,0,147,20.9
1531,0.046,18.3,0.0,0,149,21.7
1532,0.046,18.3,-0.0,0,149,20.9
1533,0.046,18.3,-0.0,0,147,20.1
1534,0.046,18.3,0.0,0,149,21.0
1535,0.046,18.3,0.0,0,148,20.3
1536,0.046,18.3,0.0,0,149,20.6
1537,0.046,18.3,-0.0,0,148,20.0
1538,0.046,18.3,0.0,0,147,20.3
1539,0.046,18.3,-0.0,0,147,20.9
1540,0.046,18.3,0.0,0,148,21.7
1541,0.046,18.3,0.0,0,148,21.2
1542,0.046,18.3,-0.0,0,147,20.8
1543,0.046,18.3,0.0,0,147,20.0
1544,0.046,18.3,0.0,0,148,20.6
1545,0.046,18.3,0.0,0,148,20.0
1546,0.046,18.3,0.0,0,148,19.9
1547,0.046,18.3,0.0,0,149,20.1
1548,0.046,18.3,0.0,0,149,19.8
1549,0.046,18.3,0.0,0,149,19.1
1550,0.046,18.3,0.0,0,151,19.3
1551,0.046,18.3,-0.0,0,152,19.1
1552,0.046,18.3,0.0,0,150,17.0
1553,0.046,18.3,-0.0,0,152,17.2
1554,0.046,18.3,-0.0,0,156,17.4
1555,0.046,18.3,-0.0,0,156,16.3
1556,0.046,18.3,-0.0,0,158,15.5
1557,0.046,18.3,0.0,0,156,14.8
1558,0.046,18.3,0.0,0,155,14.7
1559,0.046,18.3,-0.0,0,155,14.6
1560,0.046,18.3,-0.0,0,156,15.0
1561,0.046,18.3,-0.0,0,158,15.7
1562,0.046,18.3,-0.0,0,159,15.5
1563,0.046,18.3,0.0,0,156,14.2
1564,0.046,18.3,0.0,0,156,14.4
1565,0.046,18.3,0.0,0,157,14.3
1566,0.046,18.3,0.0,0,159,14.1
1567,0.046,18.3,0.0,0,162,15.0
1568,0.046,18.3,-0.0,0,162,13.5
1569,0.046,18.3,0.0,0,159,12.4
1570,0.046,18.3,-0.0,0,160,12.5
1571,0.046,18.3,-0.0,0,160,12.0
1572,0.046,18.3,0.0,0,160,11.5
1573,0.046,18.3,0.0,0,163,12.0
1574,0.046,18.3,0.0,0,167,11.7
1575,0.046,18.3,-0.0,0,168,11.4
1576,0.046,18.3,-0.0,0,168,10.7
1577,0.046,18.3,-0.0,0,167,9.4
1578,0.046,18.3,0.0,0,166,8.8
1579,0.046,18.3,0.0,0,168,9.1
1580,0.046,18.3,-0.0,0,172,9.8
1581,0.046,18.3,-0.0,0,172,8.9
1582,0.046,18.3,0.0,0,172,8.2
1583,0.046,18.3,-0.0,0,171,7.6
1584,0.046,18.3,0.0,0,170,7.7
1585,0.046,18.3,0.0,0,170,8.1
1586,0.046,18.3,-0.0,0,169,7.8
1587,0.046,18.3,-0.0,0,166,7.5
1588,0.046,18.3,0.0,0,167,8.0
1589,0.046,18.3,0.0,0,170,9.5
1590,0.046,18.3,-0.0,0,167,8.0
1591,0.046,18.3,0.0,0,166,8.3
1592,0.046,18.3,-0.0,0,169,9.2
1593,0.046,18.3,-0.0,0,169,7.9
1594,0.046,18.3,0.0,0,172,8.4
1595,0.046,18.3,0.0,0,173,8.0
1596,0.046,18.3,-0.0,0,174,7.7
1597,0.046,18.3,0.0,0,174,7.2
1598,0.046,18.3,0.0,0,173,6.6
1599,0.046,18.3,0.0,0,174,6.3
1600,0.046,18.3,0.0,0,177,6.5
1601,0.046,18.3,0.0,0,179,6.5
1602,0.046,18.3,0.0,0,179,5.9
1603,0.046,18.3,-0.0,0,179,4.9
1604,0.046,18.3,0.0,0,179,4.4
1605,0.046,18.3,-0.0,0,179,3.7
1606,0.046,18.3,0.0,0,180,3.9
1607,0.046,18.3,-0.0,0,178,3.7
1608,0.046,18.3,0.0,0,177,3.8
1609,0.046,18.3,0.0,0,177,3.7
1610,0.046,18.3,0.0,0,177,4.1
1611,0.046,18.3,0.0,0,175,3.9
1612,0.046,18.3,0.0,0,175,4.5
1613,0.046,18.3,0.0,0,174,4.4
1614,0.046,18.3,0.0,0,174,5.0
1615,0.046,18.3,-0.0,0,174,5.6
1616,0.046,18.3,0.0,0,173,5.7
1617,0.046,18.3,-0.0,0,173,5.9
1618,0.046,18.3,0.0,0,173,5.6
1619,0.046,18.3,0.0,0,173,5.1
1620,0.046,18.3,-0.0,0,174,5.8
1621,0.046,18.3,-0.0,0,175,5.7
1622,0.046,18.3,0.0,0,175,5.2
1623,0.046,18.3,-0.0,0,174,4.4
1624,0.046,18.3,0.0,0,178,6.0
1625,0.046,18.3,0.0,0,179,5.0
1626,0.046,18.3,-0.0,0,178,4.5
1627,0.046,18.3,-0.0,0,178,4.4
1628,0.046,18.3,-0.0,0,177,4.1
1629,0.046,18.3,0.0,0,178,4.4
1630,0.046,18.3,0.0,0,177,3.8
1631,0.046,18.3,0.0,0,179,4.3
1632,0.046,18.3,-0.0,0,181,4.6
1633,0.046,18.3,-0.0,0,181,3.8
1634,0.046,18.3,0.0,0,181,3.3
1635,0.046,18.3,0.0,0,181,3.5
1636,0.046,18.3,0.0,0,181,2.9
1637,0.046,18.3,-0.0,0,180,2.6
1638,0.046,18.3,0.0,0,180,2.9
1639,0.046,18.3,-0.0,0,180,3.0
1640,0.046,18.3,0.0,0,180,3.0
1641,0.046,18.3,-0.0,0,180,2.8
1642,0.046,18.3,0.0,0,179,2.6
1643,0.046,18.3,-0.0,0,179,2.7
1644,0.046,18.3,0.0,0,179,2.7
1645,0.046,18.3,-0.0,1,178,2.9
1646,0.080,32.1,-0.0,1,178,4.8
1647,0.080,32.1,0.0,0,179,6.8
1648,0.080,32.1,-0.0,0,178,6.3
1649,0.080,32.1,-0.0,0,177,6.3
1650,0.080,32.1,0.0,1,177,7.9
1651,0.080,32.1,0.0,1,178,8.5
1652,0.080,32.1,-0.0,1,178,8.8
1653,0.080,32.1,-0.0,1,176,8.9
1654,0.080,32.1,-0.0,1,176,9.5
1655,0.080,32.1,0.0,1,177,10.2
1656,0.080,32.1,-0.0,1,176,10.0
1657,0.080,32.1,-0.0,1,175,10.2
1658,0.080,32.1,-0.0,1,174,10.1
1659,0.080,32.1,-0.0,1,175,11.1
1660,0.080,32.1,0.0,1,175,11.0
1661,0.080,32.1,0.0,1,175,10.7
1662,0.080,32.1,0.0,1,175,10.3
1663,0.080,32.1,-0.0,1,177,11.1
1664,0.080,32.1,-0.0,1,176,10.3
1665,0.080,32.1,-0.0,1,176,10.4
1666,0.080,32.1,0.0,1,178,10.6
1667,0.080,32.1,-0.0,1,178,10.4
1668,0.080,32.1,0.0,1,178,10.3
1669,0.080,32.1,-0.0,1,175,9.1
1670,0.080,32.1,-0.0,1,175,9.8
1671,0.080,32.1,0.0,1,175,10.1
1672,0.080,32.1,0.0,1,174,10.0
1673,0.080,32.1,0.0,1,174,10.3
1674,0.080,32.1,0.0,1,174,11.0
1675,0.080,32.1,-0.0,1,175,11.6
1676,0.080,32.1,-0.0,1,175,11.5
1677,0.080,32.1,-0.0,1,174,11.3
1678,0.080,32.1,-0.0,1,176,11.5
1679,0.080,32.1,0.0,1,177,11.2
1680,0.080,32.1,-0.0,1,178,10.9
1681,0.080,32.1,-0.0,1,178,10.6
1682,0.080,32.1,-0.0,1,177,10.1
1683,0.080,32.1,0.0,1,178,10.7
1684,0.080,32.1,0.0,1,179,10.4
1685,0.080,32.1,0.0,1,178,9.6
1686,0.080,32.1,0.0,1,179,9.4
1687,0.080,32.1,0.0,1,179,9.0
1688,0.080,32.1,-0.0,1,178,7.9
1689,0.080,32.1,-0.0,1,181,8.9
1690,0.080,32.1,0.0,1,182,8.6
1691,0.080,32.1,0.0,1,182,7.7
1692,0.080,32.1,-0.0,1,182,7.4
1693,0.080,32.1,-0.0,1,183,7.5
1694,0.080,32.1,-0.0,1,182,7.5
1695,0.080,32.1,-0.0,1,181,7.4
1696,0.080,32.1,-0.0,1,180,7.3
1697,0.080,32.1,-0.0,1,180,6.9
1698,0.080,32.1,-0.0,1,180,7.4
1699,0.080,32.1,0.0,1,182,8.1
1700,0.080,32.1,0.0,1,181,7.8
1701,0.080,32.1,0.0,1,181,7.7
1702,0.080,32.1,0.0,1,180,7.7
1703,0.080,32.1,-0.0,1,180,7.8
1704,0.080,32.1,-0.0,1,179,7.3
1705,0.080,32.1,0.0,1,181,7.9
1706,0.080,32.1,0.0,1,183,7.7
1707,0.080,32.1,0.0,1,183,7.0
1708,0.080,32.1,0.0,1,184,6.7
1709,0.080,32.1,0.0,1,186,6.6
1710,0.080,32.1,-0.0,1,186,5.9
1711,0.080,32.1,-0.0,1,187,5.2
1712,0.080,32.1,0.0,1,187,4.6
1713,0.080,32.1,-0.0,1,186,4.2
1714,0.080,32.1,-0.0,1,186,4.4
1715,0.080,32.1,-0.0,1,185,4.1
1716,0.080,32.1,0.0,1,187,4.9
1717,0.080,32.1,0.0,1,186,4.5
1718,0.080,32.1,-0.0,1,185,4.1
1719,0.080,32.1,-0.0,1,184,4.0
1720,0.080,32.1,0.0,1,185,5.3
1721,0.080,32.1,0.0,1,184,5.0
1722,0.080,32.1,0.0,1,184,5.0
1723,0.080,32.1,0.0,1,183,4.9
1724,0.080,32.1,0.0,1,183,5.5
1725,0.080,32.1,0.0,1,182,5.3
1726,0.080,32.1,0.0,1,183,5.9
1727,0.080,32.1,-0.0,1,184,6.0
1728,0.080,32.1,-0.0,1,184,5.9
1729,0.080,32.1,-0.0,1,183,5.5
1730,0.080,32.1,-0.0,1,182,6.0
1731,0.080,32.1,0.0,1,182,6.1
1732,0.080,32.1,-0.0,1,182,5.9
1733,0.080,32.1,0.0,1,182,6.2
1734,0.080,32.1,-0.0,1,181,6.4
1735,0.080,32.1,-0.0,1,181,6.1
1736,0.080,32.1,-0.0,1,183,7.0
1737,0.080,32.1,-0.0,1,183,5.7
1738,0.080,32.1,0.0,1,184,6.0
1739,0.080,32.1,-0.0,1,183,5.3
1740,0.080,32.1,-0.0,1,182,5.5
1741,0.080,32.1,-0.0,1,183,6.3
1742,0.080,32.1,-0.0,1,185,6.4
1743,0.080,32.1,-0.0,1,185,5.9
1744,0.080,32.1,0.0,1,186,6.2
1745,0.080,32.1,0.0,1,186,5.0
1746,0.080,32.1,-0.0,1,185,4.4
1747,0.080,32.1,-0.0,1,186,4.6
1748,0.080,32.1,0.0,1,185,4.4
1749,0.080,32.1,0.0,1,184,4.5
1750,0.080,32.1,-0.0,1,183,4.8
1751,0.080,32.1,0.0,1,183,4.6
1752,0.080,32.1,-0.0,1,184,5.2
1753,0.080,32.1,0.0,1,184,4.7
1754,0.080,32.1,0.0,1,184,5.0
1755,0.080,32.1,0.0,1,183,4.6
1756,0.080,32.1,-0.0,1,183,4.8
1757,0.080,32.1,0.0,1,182,4.9
1758,0.080,32.1,-0.0,1,182,5.4
1759,0.080,32.1,-0.0,1,182,5.4
1760,0.080,32.1,-0.0,1,182,5.4
1761,0.080,32.1,0.0,1,183,5.8
1762,0.080,32.1,0.0,1,184,6.5
1763,0.080,32.1,-0.0,1,183,6.0
1764,0.080,32.1,-0.0,1,182,5.5
1765,0.080,32.1,-0.0,1,181,5.2
1766,0.080,32.1,0.0,1,181,5.9
1767,0.080,32.1,-0.0,1,182,6.7
1768,0.080,32.1,-0.0,1,181,6.5
1769,0.080,32.1,-0.0,1,180,6.2
1770,0.080,32.1,0.0,1,181,6.6
1771,0.080,32.1,-0.0,1,182,6.5
1772,0.080,32.1,0.0,1,183,6.3
1773,0.080,32.1,-0.0,1,184,6.5
1774,0.080,32.1,-0.0,1,183,5.5
1775,0.080,32.1,0.0,1,182,5.1
1776,0.080,32.1,-0.0,1,181,4.8
1777,0.080,32.1,0.0,1,184,5.6
1778,0.080,32.1,-0.0,1,185,5.2
1779,0.080,32.1,-0.0,1,185,4.8
1780,0.080,32.1,0.0,0,185,4.7
1781,0.080,32.1,-0.0,0,185,3.9
1782,0.080,32.1,0.0,0,185,3.5
