tick,pop,avg_dist,at_food,intent_move_to_food,knowledge_spread
993,49,84.9,0,0,0
994,49,84.9,0,0,0
995,49,84.9,0,0,0
996,49,84.9,0,0,0
997,49,84.9,0,0,0
998,49,84.9,0,0,0
999,49,84.9,0,0,0
1000,49,84.9,0,0,0
1001,49,84.9,0,0,0
1002,49,84.9,0,0,0
1003,49,84.9,0,0,0
1004,49,84.9,0,0,0
1005,49,84.9,0,0,0
1006,49,84.9,0,0,0
1007,49,84.9,0,0,0
1008,49,84.9,0,0,0
1009,49,84.9,0,0,0
1010,49,84.9,0,0,0
1011,49,84.9,0,0,0
1012,49,84.9,0,0,0
1013,49,84.9,0,0,0
1014,49,84.9,0,0,0
1015,49,84.9,0,0,0
1016,49,84.9,0,0,0
1017,49,84.9,0,0,0
1018,49,84.9,0,0,0
1019,49,84.9,0,0,0
1020,49,84.9,0,0,0
1021,49,84.9,0,0,0
1022,49,84.9,0,0,0
1023,49,84.9,0,0,0
1024,49,84.9,0,0,0
1025,49,84.9,0,0,0
1026,49,84.9,0,0,0
1027,49,84.9,0,0,0
1028,49,84.9,0,0,0
1029,49,84.9,0,0,0
1030,49,84.9,0,0,0
1031,49,84.9,0,0,0
1032,49,84.9,0,0,0
1033,49,84.9,0,0,0
1034,49,84.9,0,0,0
1035,49,84.9,0,0,0
1036,49,84.9,0,0,0
1037,49,84.9,0,0,0
1038,49,84.9,0,0,0
1039,49,84.9,0,0,0
1040,49,84.9,0,0,0
1041,49,84.9,0,0,0
1042,49,84.9,0,0,0
1043,49,84.9,0,0,0
1044,49,84.9,0,0,0
1045,49,84.9,0,0,0
1046,49,84.9,0,0,0
1047,49,84.9,0,0,0
1048,49,84.9,0,0,0
1049,49,84.9,0,0,0
1050,49,84.9,0,0,0
1051,49,84.9,0,0,0
1052,49,84.9,0,0,0
1053,49,84.9,0,0,0
1054,49,84.9,0,0,0
1055,49,84.9,0,0,0
1056,49,84.9,0,0,0
1057,49,84.9,0,0,0
1058,49,84.9,0,0,0
1059,49,84.9,0,0,0
1060,49,84.9,0,0,0
1061,49,84.9,0,0,0
1062,49,84.9,0,0,0
1063,49,84.9,0,0,0
1064,49,84.9,0,0,0
1065,49,84.9,0,0,0
1066,49,84.9,0,0,0
1067,49,84.9,0,0,0
1068,49,84.9,0,0,0
1069,49,84.9,0,0,0
1070,49,84.9,0,0,0
1071,49,84.9,0,0,0
1072,49,84.9,0,0,0
1073,49,84.9,0,0,0
1074,49,84.9,0,0,0
1075,49,84.9,0,0,0
1076,49,84.9,0,0,0
1077,49,84.9,0,0,0
1078,49,84.9,0,0,0
1079,49,84.9,0,0,0
1080,49,84.9,0,0,0
1081,49,84.9,0,0,0
1082,49,84.9,0,0,0
1083,49,84.9,0,0,0
1084,49,84.9,0,0,0
1085,49,84.9,0,0,0
1086,49,84.9,0,0,0
1087,49,84.9,0,0,0
1088,49,84.9,0,0,0
1089,49,84.9,0,0,0
1090,49,84.9,0,0,0
1091,49,84.9,0,0,0
1092,49,84.9,0,0,0
1093,49,84.9,0,0,0
1094,49,84.9,0,0,0
1095,49,84.9,0,0,0
1096,49,84.9,0,0,0
1097,49,84.9,0,0,0
1098,49,84.9,0,0,0
1099,49,84.9,0,0,0
1100,49,84.9,0,0,0
1101,49,84.9,0,0,0
1102,49,84.9,0,0,0
1103,49,84.9,0,0,0
1104,49,84.9,0,0,0
1105,49,84.9,0,0,0
1106,49,84.9,0,0,0
1107,49,84.9,0,0,0
1108,49,84.9,0,0,0
1109,49,84.9,0,0,0
1110,49,84.9,0,0,0
1111,49,84.9,0,0,0
1112,49,84.9,0,0,0
1113,49,84.9,0,0,0
1114,49,84.9,0,0,0
1115,49,84.9,0,0,0
1116,49,84.9,0,0,0
1117,49,84.9,0,0,0
1118,49,84.9,0,0,0
1119,49,84.9,0,0,0
1120,49,84.9,0,0,0
1121,49,84.9,0,0,0
1122,49,84.9,0,0,0
1123,49,84.9,0,0,0
1124,49,84.9,0,0,0
1125,49,84.9,0,0,0
1126,49,84.9,0,0,0
1127,49,84.9,0,0,0
1128,49,84.9,0,0,0
1129,49,84.9,0,0,0
1130,49,84.9,0,0,0
1131,49,84.9,0,0,0
1132,49,84.9,0,0,0
1133,49,84.9,0,0,0
1134,49,84.9,0,0,0
1135,49,84.9,0,0,0
1136,49,84.9,0,0,0
1137,49,84.9,0,0,0
1138,49,84.9,0,0,0
1139,49,84.9,0,0,0
1140,49,84.9,0,0,0
1141,49,84.9,0,0,0
1142,49,84.9,0,0,0
1143,49,84.9,0,0,0
1144,49,84.9,0,0,0
1145,49,84.9,0,0,0
1146,49,84.9,0,0,0
1147,49,84.9,0,0,0
1148,49,84.9,0,0,0
1149,49,84.9,0,0,0
1150,49,84.9,0,0,0
1151,49,84.9,0,0,0
1152,49,84.9,0,0,0
1153,49,84.9,0,0,0
1154,49,84.9,0,0,0
1155,49,84.9,0,0,0
1156,49,84.9,0,0,0
1157,49,84.9,0,0,0
1158,49,84.9,0,0,0
1159,49,84.9,0,0,0
1160,49,84.9,0,0,0
1161,49,84.9,0,0,0
1162,49,84.9,0,0,0
1163,49,84.9,0,0,0
1164,49,84.9,0,0,0
1165,49,84.9,0,0,0
1166,49,84.9,0,0,0
1167,49,84.9,0,0,0
1168,49,84.9,0,0,0
1169,49,84.9,0,0,0
1170,49,84.9,0,0,0
1171,49,84.9,0,0,0
1172,49,84.9,0,0,0
1173,49,84.9,0,0,0
1174,49,84.9,0,0,0
1175,49,84.9,0,0,0
1176,49,84.9,0,0,0
1177,49,84.9,0,0,0
1178,49,84.9,0,0,0
1179,49,84.9,0,0,0
1180,49,84.9,0,0,0
1181,49,84.9,0,0,0
1182,49,84.9,0,0,0
1183,49,84.9,0,0,0
1184,49,84.9,0,0,0
1185,49,84.9,0,0,0
1186,49,84.9,0,0,0
1187,49,84.9,0,0,0
1188,49,84.9,0,0,0
1189,49,84.9,0,0,0
1190,49,84.9,0,0,0
1191,49,84.9,0,0,0
1192,49,84.9,0,0,0
1193,49,84.9,0,0,0
1194,49,84.9,0,0,0
1195,49,84.9,0,0,0
1196,49,84.9,0,0,0
1197,49,84.9,0,0,0
1198,49,84.9,0,0,0
1199,49,84.9,0,0,0
1200,49,84.9,0,0,0
1201,49,84.9,0,0,0
1202,49,84.9,0,0,0
1203,49,84.9,0,0,0
1204,49,84.9,0,0,0
1205,49,84.9,0,0,0
1206,49,84.9,0,0,0
1207,49,84.9,0,0,0
1208,49,84.9,0,0,0
1209,49,84.9,0,0,0
1210,49,84.9,0,0,0
1211,49,84.9,0,0,0
1212,49,84.9,0,0,0
1213,49,84.9,0,0,0
1214,49,84.9,0,0,0
1215,49,84.9,0,0,0
1216,49,84.9,0,0,0
1217,49,84.9,0,0,0
1218,49,84.9,0,0,0
1219,49,84.9,0,0,0
1220,49,84.9,0,0,0
1221,49,84.9,0,0,0
1222,49,84.9,0,0,0
1223,49,84.9,0,0,0
1224,49,84.9,0,0,0
1225,49,84.9,0,0,0
1226,49,84.9,0,0,0
1227,49,84.9,0,0,0
1228,49,84.9,0,0,0
1229,49,84.9,0,0,0
1230,49,84.9,0,0,0
1231,49,84.9,0,0,0
1232,49,84.9,0,0,0
1233,49,84.9,0,0,0
1234,49,84.9,0,0,0
1235,49,84.9,0,0,0
1236,49,84.9,0,0,0
1237,49,84.9,0,0,0
1238,49,84.9,0,0,0
1239,49,84.9,0,0,0
1240,49,84.9,0,0,0
1241,49,84.9,0,0,0
1242,49,84.9,0,0,0
1243,49,84.9,0,0,0
1244,49,84.9,0,0,0
1245,49,84.9,0,0,0
1246,49,84.9,0,0,0
1247,49,84.9,0,0,0
1248,49,84.9,0,0,0
1249,49,84.9,0,0,0
1250,49,84.9,0,0,0
1251,49,84.9,0,0,0
1252,49,84.9,0,0,0
1253,49,84.9,0,0,0
1254,49,84.9,0,0,0
1255,49,84.9,0,0,0
1256,49,84.9,0,0,0
1257,49,84.9,0,0,0
1258,49,84.9,0,0,0
1259,49,84.9,0,0,0
1260,49,84.9,0,0,0
1261,49,84.9,0,0,0
1262,49,84.9,0,0,0
1263,49,84.9,0,0,0
1264,49,84.9,0,0,0
1265,49,84.9,0,0,0
1266,49,84.9,0,0,0
1267,49,84.9,0,0,0
1268,49,84.9,0,0,0
1269,49,84.9,0,0,0
1270,49,84.9,0,0,0
1271,49,84.9,0,0,0
1272,49,84.9,0,0,0
1273,49,84.9,0,0,0
1274,49,84.9,0,0,0
1275,49,84.9,0,0,0
1276,49,84.9,0,0,0
1277,49,84.9,0,0,0
1278,49,84.9,0,0,0
1279,49,84.9,0,0,0
1280,49,84.9,0,0,0
1281,49,84.9,0,0,0
1282,49,84.9,0,0,0
1283,49,84.9,0,0,0
1284,49,84.9,0,0,0
1285,49,84.9,0,0,0
1286,49,84.9,0,0,0
1287,49,84.9,0,0,0
1288,49,84.9,0,0,0
1289,49,84.9,0,0,0
1290,49,84.9,0,0,0
1291,49,84.9,0,0,0
1292,49,84.9,0,0,0
1293,49,84.9,0,0,0
1294,49,84.9,0,0,0
1295,49,84.9,0,0,0
1296,49,84.9,0,0,0
1297,49,84.9,0,0,0
1298,49,84.9,0,0,0
1299,49,84.9,0,0,0
1300,49,84.9,0,0,0
1301,49,84.9,0,0,0
1302,49,84.9,0,0,0
1303,49,84.9,0,0,0
1304,49,84.9,0,0,0
1305,49,84.9,0,0,0
1306,49,84.9,0,0,0
1307,49,84.9,0,0,0
1308,49,84.9,0,0,0
1309,49,84.9,0,0,0
1310,49,84.9,0,0,0
1311,49,84.9,0,0,0
1312,49,84.9,0,0,0
1313,49,84.9,0,0,0
1314,49,84.9,0,0,0
1315,49,84.9,0,0,0
1316,49,84.9,0,0,0
1317,49,84.9,0,0,0
1318,49,84.9,0,0,0
1319,49,84.9,0,0,0
1320,49,84.9,0,0,0
1321,49,84.9,0,0,0
1322,49,84.9,0,0,0
1323,49,84.9,0,0,0
1324,49,84.9,0,0,0
1325,49,84.9,0,0,0
1326,49,84.9,0,0,0
1327,49,84.9,0,0,0
1328,49,84.9,0,0,0
1329,49,84.9,0,0,0
1330,49,84.9,0,0,0
1331,49,84.9,0,0,0
1332,49,84.9,0,0,0
1333,49,84.9,0,0,0
1334,49,84.9,0,0,0
1335,49,84.9,0,0,0
1336,49,84.9,0,0,0
1337,49,84.9,0,0,0
1338,49,84.9,0,0,0
1339,49,84.9,0,0,0
1340,49,84.9,0,0,0
1341,49,84.9,0,0,0
1342,49,84.9,0,0,0
1343,49,84.9,0,0,0
1344,49,84.9,0,0,0
1345,49,84.9,0,0,0
1346,49,84.9,0,0,0
1347,49,84.9,0,0,0
1348,49,84.9,0,0,0
1349,49,84.9,0,0,0
1350,49,84.9,0,0,0
1351,49,84.9,0,0,0
1352,49,84.9,0,0,0
1353,49,84.9,0,0,0
1354,49,84.9,0,0,0
1355,49,84.9,0,0,0
1356,49,84.9,0,0,0
1357,49,84.9,0,0,0
1358,49,84.9,0,0,0
1359,49,84.9,0,0,0
1360,49,84.9,0,0,0
1361,49,84.9,0,0,0
1362,49,84.9,0,0,0
1363,49,84.9,0,0,0
1364,49,84.9,0,0,0
1365,49,84.9,0,0,0
1366,49,84.9,0,0,0
1367,49,84.9,0,0,0
1368,49,84.9,0,0,0
1369,49,84.9,0,0,0
1370,49,84.9,0,0,0
1371,49,84.9,0,0,0
1372,49,84.9,0,0,0
1373,49,84.9,0,0,0
1374,49,84.9,0,0,0
1375,49,84.9,0,0,0
1376,49,84.9,0,0,0
1377,49,84.9,0,0,0
1378,49,84.9,0,0,0
1379,49,84.9,0,0,0
1380,49,84.9,0,0,0
1381,49,84.9,0,0,0
1382,49,84.9,0,0,0
1383,49,84.9,0,0,0
1384,49,84.9,0,0,0
1385,49,84.9,0,0,0
1386,49,84.9,0,0,0
1387,49,84.9,0,0,0
1388,49,84.9,0,0,0
1389,49,84.9,0,0,0
1390,49,84.9,0,0,0
1391,49,84.9,0,0,0
1392,49,84.9,0,0,0
1393,49,84.9,0,0,0
1394,49,84.9,0,0,0
1395,49,84.9,0,0,0
1396,49,84.9,0,0,0
1397,49,84.9,0,0,0
1398,49,84.9,0,0,0
1399,49,84.9,0,0,0
1400,49,84.9,0,0,0
1401,49,84.9,0,0,0
1402,49,84.9,0,0,0
1403,49,84.9,0,0,0
1404,49,84.9,0,0,0
1405,49,84.9,0,0,0
1406,49,84.9,0,0,0
1407,49,84.9,0,0,0
1408,49,84.9,0,0,0
1409,49,84.9,0,0,0
1410,49,84.9,0,0,0
1411,49,84.9,0,0,0
1412,49,84.9,0,0,0
1413,49,84.9,0,0,0
1414,49,84.9,0,0,0
1415,49,84.9,0,0,0
1416,49,84.9,0,0,0
1417,49,84.9,0,0,0
1418,49,84.9,0,0,0
1419,49,84.9,0,0,0
1420,49,84.9,0,0,0
1421,49,84.9,0,0,0
1422,49,84.9,0,0,0
1423,49,84.9,0,0,0
1424,49,84.9,0,0,0
1425,49,84.9,0,0,0
1426,49,84.9,0,0,0
1427,49,84.9,0,0,0
1428,49,84.9,0,0,0
1429,49,84.9,0,0,0
1430,49,84.9,0,0,0
1431,49,84.9,0,0,0
1432,49,84.9,0,0,0
1433,49,84.9,0,0,0
1434,49,84.9,0,0,0
1435,49,84.9,0,0,0
1436,49,84.9,0,0,0
1437,49,84.9,0,0,0
1438,49,84.9,0,0,0
1439,49,84.9,0,0,0
1440,49,84.9,0,0,0
1441,49,84.9,0,0,0
1442,49,84.9,0,0,0
1443,49,84.9,0,0,0
1444,49,84.9,0,0,0
1445,49,84.9,0,0,0
1446,49,84.9,0,0,0
1447,49,84.9,0,0,0
1448,49,84.9,0,0,0
1449,49,84.9,0,0,0
1450,49,84.9,0,0,0
1451,49,84.9,0,0,0
1452,49,84.9,0,0,0
1453,49,84.9,0,0,0
1454,49,84.9,0,0,0
1455,49,84.9,0,0,0
1456,49,84.9,0,0,0
1457,49,84.9,0,0,0
1458,49,84.9,0,0,0
1459,49,84.9,0,0,0
1460,49,84.9,0,0,0
1461,49,84.9,0,0,0
1462,49,84.9,0,0,0
1463,49,84.9,0,0,0
1464,49,84.9,0,0,0
1465,49,84.9,0,0,0
1466,49,84.9,0,0,0
1467,49,84.9,0,0,0
1468,49,84.9,0,0,0
1469,49,84.9,0,0,0
1470,49,84.9,0,0,0
1471,49,84.9,0,0,0
1472,49,84.9,0,0,0
1473,49,84.9,0,0,0
1474,49,84.9,0,0,0
1475,49,84.9,0,0,0
1476,49,84.9,0,0,0
1477,49,84.9,0,0,0
1478,49,84.9,0,0,0
1479,49,84.9,0,0,0
1480,49,84.9,0,0,0
1481,49,84.9,0,0,0
1482,49,84.9,0,0,0
1483,49,84.9,0,0,0
1484,49,84.9,0,0,0
1485,49,84.9,0,0,0
1486,49,84.9,0,0,0
1487,49,84.9,0,0,0
1488,49,84.9,0,0,0
1489,49,84.9,0,0,0
1490,49,84.9,0,0,0
1491,49,84.9,0,0,0
1492,49,84.9,0,0,0
1493,49,84.9,0,0,0
1494,49,84.9,0,0,0
1495,49,84.9,0,0,0
1496,49,84.9,0,0,0
1497,49,84.9,0,0,0
1498,49,84.9,0,0,0
1499,49,84.9,0,0,0
1500,49,84.9,0,0,0
1501,49,84.9,0,0,0
1502,49,84.9,0,0,0
1503,49,84.9,0,0,0
1504,49,84.9,0,0,0
1505,49,84.9,0,0,0
1506,49,84.9,0,0,0
1507,49,84.9,0,0,0
1508,49,84.9,0,0,0
1509,49,84.9,0,0,0
1510,49,84.9,0,0,0
1511,49,84.9,0,0,0
1512,49,84.9,0,0,0
1513,49,84.9,0,0,0
1514,49,84.9,0,0,0
1515,49,84.9,0,0,0
1516,49,84.9,0,0,0
1517,49,84.9,0,0,0
1518,49,84.9,0,0,0
1519,49,84.9,0,0,0
1520,49,84.9,0,0,0
1521,49,84.9,0,0,0
1522,49,84.9,0,0,0
1523,49,84.9,0,0,0
1524,49,84.9,0,0,0
1525,49,84.9,0,0,0
1526,49,84.9,0,0,0
1527,49,84.9,0,0,0
1528,49,84.9,0,0,0
1529,49,84.9,0,0,0
1530,49,84.9,0,0,0
1531,49,84.9,0,0,0
1532,49,84.9,0,0,0
1533,49,84.9,0,0,0
1534,49,84.9,0,0,0
1535,49,84.9,0,0,0
1536,49,84.9,0,0,0
1537,49,84.9,0,0,0
1538,49,84.9,0,0,0
1539,49,84.9,0,0,0
1540,49,84.9,0,0,0
1541,49,84.9,0,0,0
1542,49,84.9,0,0,0
1543,49,84.9,0,0,0
1544,49,84.9,0,0,0
1545,49,84.9,0,0,0
1546,49,84.9,0,0,0
1547,49,84.9,0,0,0
1548,49,84.9,0,0,0
1549,49,84.9,0,0,0
1550,49,84.9,0,0,0
1551,49,84.9,0,0,0
1552,49,84.9,0,0,0
1553,49,84.9,0,0,0
1554,49,84.9,0,0,0
1555,49,84.9,0,0,0
1556,49,84.9,0,0,0
1557,49,84.9,0,0,0
1558,49,84.9,0,0,0
1559,49,84.9,0,0,0
1560,49,84.9,0,0,0
1561,49,84.9,0,0,0
1562,49,84.9,0,0,0
1563,49,84.9,0,0,0
1564,49,84.9,0,0,0
1565,49,84.9,0,0,0
1566,49,84.9,0,0,0
1567,49,84.9,0,0,0
1568,49,84.9,0,0,0
1569,49,84.9,0,0,0
1570,49,84.9,0,0,0
1571,49,84.9,0,0,0
1572,49,84.9,0,0,0
1573,49,84.9,0,0,0
1574,49,84.9,0,0,0
1575,49,84.9,0,0,0
1576,49,84.9,0,0,0
1577,49,84.9,0,0,0
1578,49,84.9,0,0,0
1579,49,84.9,0,0,0
1580,49,84.9,0,0,0
1581,49,84.9,0,0,0
1582,49,84.9,0,0,0
1583,49,84.9,0,0,0
1584,49,84.9,0,0,0
1585,49,84.9,0,0,0
1586,49,84.9,0,0,0
1587,49,84.9,0,0,0
1588,49,84.9,0,0,0
1589,49,84.9,0,0,0
1590,49,84.9,0,0,0
1591,49,84.9,0,0,0
1592,49,84.9,0,0,0
1593,49,84.9,0,0,0
1594,49,84.9,0,0,0
1595,49,84.9,0,0,0
1596,49,84.9,0,0,0
1597,49,84.9,0,0,0
1598,49,84.9,0,0,0
1599,49,84.9,0,0,0
1600,49,84.9,0,0,0
1601,49,84.9,0,0,0
1602,49,84.9,0,0,0
1603,49,84.9,0,0,0
1604,49,84.9,0,0,0
1605,49,84.9,0,0,0
1606,49,84.9,0,0,0
1607,49,84.9,0,0,0
1608,49,84.9,0,0,0
1609,49,84.9,0,0,0
1610,49,84.9,0,0,0
1611,49,84.9,0,0,0
1612,49,84.9,0,0,0
1613,49,84.9,0,0,0
1614,49,84.9,0,0,0
1615,49,84.9,0,0,0
1616,49,84.9,0,0,0
1617,49,84.9,0,0,0
1618,49,84.9,0,0,0
1619,49,84.9,0,0,0
1620,49,84.9,0,0,0
1621,49,84.9,0,0,0
1622,49,84.9,0,0,0
1623,49,84.9,0,0,0
1624,49,84.9,0,0,0
1625,49,84.9,0,0,0
1626,49,84.9,0,0,0
1627,49,84.9,0,0,0
1628,49,84.9,0,0,0
1629,49,84.9,0,0,0
1630,49,84.9,0,0,0
1631,49,84.9,0,0,0
1632,49,84.9,0,0,0
1633,49,84.9,0,0,0
1634,49,84.9,0,0,0
1635,49,84.9,0,0,0
1636,49,84.9,0,0,0
1637,49,84.9,0,0,0
1638,49,84.9,0,0,0
1639,49,84.9,0,0,0
1640,49,84.9,0,0,0
1641,49,84.9,0,0,0
1642,49,84.9,0,0,0
1643,49,84.9,0,0,0
1644,49,84.9,0,0,0
1645,49,84.9,0,0,0
1646,49,84.9,0,0,0
1647,49,84.9,0,0,0
1648,49,84.9,0,0,0
1649,49,84.9,0,0,0
1650,49,84.9,0,0,0
1651,49,84.9,0,0,0
1652,49,84.9,0,0,0
1653,49,84.9,0,0,0
1654,49,84.9,0,0,0
1655,49,84.9,0,0,0
1656,49,84.9,0,0,0
1657,49,84.9,0,0,0
1658,49,84.9,0,0,0
1659,49,84.9,0,0,0
1660,49,84.9,0,0,0
1661,49,84.9,0,0,0
1662,49,84.9,0,0,0
1663,49,84.9,0,0,0
1664,49,84.9,0,0,0
1665,49,84.9,0,0,0
1666,49,84.9,0,0,0
1667,49,84.9,0,0,0
1668,49,84.9,0,0,0
1669,49,84.9,0,0,0
1670,49,84.9,0,0,0
1671,49,84.9,0,0,0
1672,49,84.9,0,0,0
1673,49,84.9,0,0,0
1674,49,84.9,0,0,0
1675,49,84.9,0,0,0
1676,49,84.9,0,0,0
1677,49,84.9,0,0,0
1678,49,84.9,0,0,0
1679,49,84.9,0,0,0
1680,49,84.9,0,0,0
1681,49,84.9,0,0,0
1682,49,84.9,0,0,0
1683,49,84.9,0,0,0
1684,49,84.9,0,0,0
1685,49,84.9,0,0,0
1686,49,84.9,0,0,0
1687,49,84.9,0,0,0
1688,49,84.9,0,0,0
1689,49,84.9,0,0,0
1690,49,84.9,0,0,0
1691,49,84.9,0,0,0
1692,49,84.9,0,0,0
1693,49,84.9,0,0,0
1694,49,84.9,0,0,0
1695,49,84.9,0,0,0
1696,49,84.9,0,0,0
1697,49,84.9,0,0,0
1698,49,84.9,0,0,0
1699,49,84.9,0,0,0
1700,49,84.9,0,0,0
1701,49,84.9,0,0,0
1702,49,84.9,0,0,0
1703,49,84.9,0,0,0
1704,49,84.9,0,0,0
1705,49,84.9,0,0,0
1706,49,84.9,0,0,0
1707,49,84.9,0,0,0
1708,49,84.9,0,0,0
1709,49,84.9,0,0,0
1710,49,84.9,0,0,0
1711,49,84.9,0,0,0
1712,49,84.9,0,0,0
1713,49,84.9,0,0,0
1714,49,84.9,0,0,0
1715,49,84.9,0,0,0
1716,49,84.9,0,0,0
1717,49,84.9,0,0,0
1718,49,84.9,0,0,0
1719,49,84.9,0,0,0
1720,49,84.9,0,0,0
1721,49,84.9,0,0,0
1722,49,84.9,0,0,0
1723,49,84.9,0,0,0
1724,49,84.9,0,0,0
1725,49,84.9,0,0,0
1726,49,84.9,0,0,0
1727,49,84.9,0,0,0
1728,49,84.9,0,0,0
1729,49,84.9,0,0,0
1730,49,84.9,0,0,0
1731,49,84.9,0,0,0
1732,49,84.9,0,0,0
1733,49,84.9,0,0,0
1734,49,84.9,0,0,0
1735,49,84.9,0,0,0
1736,49,84.9,0,0,0
1737,49,84.9,0,0,0
1738,49,84.9,0,0,0
1739,49,84.9,0,0,0
1740,49,84.9,0,0,0
1741,49,84.9,0,0,0
1742,49,84.9,0,0,0
1743,49,84.9,0,0,0
1744,49,84.9,0,0,0
1745,49,84.9,0,0,0
1746,49,84.9,0,0,0
1747,49,84.9,0,0,0
1748,49,84.9,0,0,0
1749,49,84.9,0,0,0
1750,49,84.9,0,0,0
1751,49,84.9,0,0,0
1752,49,84.9,0,0,0
1753,49,84.9,0,0,0
1754,49,84.9,0,0,0
1755,49,84.9,0,0,0
1756,49,84.9,0,0,0
1757,49,84.9,0,0,0
1758,49,84.9,0,0,0
1759,49,84.9,0,0,0
1760,49,84.9,0,0,0
1761,49,84.9,0,0,0
1762,49,84.9,0,0,0
1763,49,84.9,0,0,0
1764,49,84.9,0,0,0
1765,49,84.9,0,0,0
1766,49,84.9,0,0,0
1767,49,84.9,0,0,0
1768,49,84.9,0,0,0
1769,49,84.9,0,0,0
1770,49,84.9,0,0,0
1771,49,84.9,0,0,0
1772,49,84.9,0,0,0
1773,49,84.9,0,0,0
1774,49,84.9,0,0,0
1775,49,84.9,0,0,0
1776,49,84.9,0,0,0
1777,49,84.9,0,0,0
1778,49,84.9,0,0,0
1779,49,84.9,0,0,0
1780,49,84.9,0,0,0
1781,49,84.9,0,0,0
1782,49,84.9,0,0,0
1783,49,84.9,0,0,0
1784,49,84.9,0,0,0
1785,49,84.9,0,0,0
1786,49,84.9,0,0,0
1787,49,84.9,0,0,0
1788,49,84.9,0,0,0
1789,49,84.9,0,0,0
1790,49,84.9,0,0,0
1791,49,84.9,0,0,0
1792,49,84.9,0,0,0
1793,49,84.9,0,0,0
1794,49,84.9,0,0,0
1795,49,84.9,0,0,0
1796,49,84.9,0,0,0
1797,49,84.9,0,0,0
1798,49,84.9,0,0,0
1799,49,84.9,0,0,0
1800,49,84.9,0,0,0
1801,49,84.9,0,0,0
1802,49,84.9,0,0,0
1803,49,84.9,0,0,0
1804,49,84.9,0,0,0
1805,49,84.9,0,0,0
1806,49,84.9,0,0,0
1807,49,84.9,0,0,0
1808,49,84.9,0,0,0
1809,49,84.9,0,0,0
1810,49,84.9,0,0,0
1811,49,84.9,0,0,0
1812,49,84.9,0,0,0
1813,49,84.9,0,0,0
1814,49,84.9,0,0,0
1815,49,84.9,0,0,0
1816,49,84.9,0,0,0
1817,49,84.9,0,0,0
1818,49,84.9,0,0,0
1819,49,84.9,0,0,0
1820,49,84.9,0,0,0
1821,49,84.9,0,0,0
1822,49,84.9,0,0,0
1823,49,84.9,0,0,0
1824,49,84.9,0,0,0
1825,49,84.9,0,0,0
1826,49,84.9,0,0,0
1827,49,84.9,0,0,0
1828,49,84.9,0,0,0
1829,49,84.9,0,0,0
1830,49,84.9,0,0,0
1831,49,84.9,0,0,0
1832,49,84.9,0,0,0
1833,49,84.9,0,0,0
1834,49,84.9,0,0,0
1835,49,84.9,0,0,0
1836,49,84.9,0,0,0
1837,49,84.9,0,0,0
1838,49,84.9,0,0,0
1839,49,84.9,0,0,0
1840,49,84.9,0,0,0
1841,49,84.9,0,0,0
1842,49,84.9,0,0,0
1843,49,84.9,0,0,0
1844,49,84.9,0,0,0
1845,49,84.9,0,0,0
1846,49,84.9,0,0,0
1847,49,84.9,0,0,0
1848,49,84.9,0,0,0
1849,49,84.9,0,0,0
1850,49,84.9,0,0,0
1851,49,84.9,0,0,0
1852,49,84.9,0,0,0
1853,49,84.9,0,0,0
1854,49,84.9,0,0,0
1855,49,84.9,0,0,0
1856,49,84.9,0,0,0
1857,49,84.9,0,0,0
1858,49,84.9,0,0,0
1859,49,84.9,0,0,0
1860,49,84.9,0,0,0
1861,49,84.9,0,0,0
1862,49,84.9,0,0,0
1863,49,84.9,0,0,0
1864,49,84.9,0,0,0
1865,49,84.9,0,0,0
1866,49,84.9,0,0,0
1867,49,84.9,0,0,0
1868,49,84.9,0,0,0
1869,49,84.9,0,0,0
1870,49,84.9,0,0,0
1871,49,84.9,0,0,0
1872,49,84.9,0,0,0
1873,49,84.9,0,0,0
1874,49,84.9,0,0,0
1875,49,84.9,0,0,0
1876,49,84.9,0,0,0
1877,49,84.9,0,0,0
1878,49,84.9,0,0,0
1879,49,84.9,0,0,0
1880,49,84.9,0,0,0
1881,49,84.9,0,0,0
1882,49,84.9,0,0,0
1883,49,84.9,0,0,0
1884,49,84.9,0,0,0
1885,49,84.9,0,0,0
1886,49,84.9,0,0,0
1887,49,84.9,0,0,0
1888,49,84.9,0,0,0
1889,49,84.9,0,0,0
1890,49,84.9,0,0,0
1891,49,84.9,0,0,0
1892,49,84.9,0,0,0
1893,49,84.9,0,0,0
1894,49,84.9,0,0,0
1895,49,84.9,0,0,0
1896,49,84.9,0,0,0
1897,49,84.9,0,0,0
1898,49,84.9,0,0,0
1899,49,84.9,0,0,0
1900,49,84.9,0,0,0
1901,49,84.9,0,0,0
1902,49,84.9,0,0,0
1903,49,84.9,0,0,0
1904,49,84.9,0,0,0
1905,49,84.9,0,0,0
1906,49,84.9,0,0,0
1907,49,84.9,0,0,0
1908,49,84.9,0,0,0
1909,49,84.9,0,0,0
1910,49,84.9,0,0,0
1911,49,84.9,0,0,0
1912,49,84.9,0,0,0
1913,49,84.9,0,0,0
1914,49,84.9,0,0,0
1915,49,84.9,0,0,0
1916,49,84.9,0,0,0
1917,49,84.9,0,0,0
1918,49,84.9,0,0,0
1919,49,84.9,0,0,0
1920,49,84.9,0,0,0
1921,49,84.9,0,0,0
1922,49,84.9,0,0,0
1923,49,84.9,0,0,0
