tick,pop_rich,pop_poor,avg_nrg_rich,avg_nrg_poor,trades
859,200,0,111.2,0.0,128
860,200,0,111.0,0.0,135
861,200,0,110.8,0.0,135
862,200,0,110.7,0.0,132
863,200,0,110.5,0.0,131
864,200,0,110.4,0.0,134
865,200,0,110.2,0.0,140
866,200,0,110.1,0.0,133
867,200,0,109.9,0.0,133
868,200,0,109.8,0.0,136
869,200,0,109.6,0.0,136
870,200,0,109.5,0.0,135
871,200,0,109.3,0.0,138
872,200,0,109.1,0.0,137
873,200,0,109.0,0.0,139
874,200,0,108.8,0.0,135
875,200,0,108.7,0.0,132
876,200,0,108.5,0.0,135
877,200,0,108.4,0.0,127
878,200,0,108.2,0.0,135
879,200,0,108.1,0.0,133
880,200,0,107.9,0.0,139
881,200,0,107.8,0.0,137
882,200,0,107.6,0.0,136
883,200,0,107.5,0.0,137
884,200,0,107.3,0.0,137
885,200,0,107.2,0.0,140
886,200,0,107.0,0.0,140
887,200,0,106.9,0.0,142
888,200,0,106.7,0.0,136
889,200,0,106.6,0.0,138
890,200,0,106.5,0.0,142
891,200,0,106.3,0.0,139
892,200,0,106.2,0.0,142
893,200,0,106.0,0.0,131
894,200,0,105.9,0.0,141
895,200,0,105.7,0.0,133
896,200,0,105.6,0.0,138
897,200,0,105.4,0.0,140
898,200,0,105.3,0.0,139
899,200,0,105.1,0.0,136
900,200,0,105.0,0.0,139
901,200,0,104.8,0.0,138
902,200,0,104.7,0.0,140
903,200,0,104.6,0.0,137
904,200,0,104.4,0.0,133
905,200,0,104.3,0.0,142
906,200,0,104.1,0.0,146
907,200,0,104.0,0.0,141
908,200,0,103.8,0.0,143
909,200,0,103.7,0.0,141
910,200,0,103.5,0.0,143
911,200,0,103.4,0.0,140
912,200,0,103.2,0.0,145
913,200,0,103.1,0.0,143
914,200,0,103.0,0.0,145
915,200,0,102.8,0.0,148
916,200,0,102.7,0.0,147
917,200,0,102.5,0.0,146
918,200,0,102.4,0.0,149
919,200,0,102.3,0.0,148
920,200,0,102.1,0.0,145
921,200,0,102.0,0.0,152
922,200,0,101.8,0.0,149
923,200,0,101.7,0.0,149
924,200,0,101.6,0.0,150
925,200,0,101.4,0.0,151
926,200,0,101.3,0.0,145
927,200,0,101.2,0.0,146
928,200,0,101.0,0.0,151
929,200,0,100.9,0.0,150
930,200,0,100.8,0.0,153
931,200,0,100.6,0.0,150
932,200,0,100.5,0.0,151
933,200,0,100.4,0.0,149
934,200,0,100.3,0.0,148
935,200,0,100.1,0.0,150
936,200,0,100.0,0.0,150
937,200,0,99.9,0.0,147
938,200,0,99.7,0.0,146
939,200,0,99.6,0.0,145
940,200,0,99.5,0.0,146
941,200,0,99.4,0.0,150
942,200,0,99.2,0.0,150
943,200,0,99.1,0.0,149
944,200,0,99.0,0.0,146
945,200,0,98.8,0.0,150
946,200,0,98.7,0.0,154
947,200,0,98.6,0.0,148
948,200,0,98.5,0.0,152
949,200,0,98.3,0.0,156
950,200,0,98.2,0.0,152
951,200,0,98.1,0.0,146
952,200,0,97.9,0.0,145
953,200,0,97.8,0.0,150
954,200,0,97.7,0.0,149
955,200,0,97.6,0.0,154
956,200,0,97.4,0.0,146
957,200,0,97.3,0.0,151
958,200,0,97.2,0.0,149
959,200,0,97.1,0.0,150
960,200,0,96.9,0.0,149
961,200,0,96.8,0.0,147
962,200,0,96.7,0.0,152
963,200,0,96.5,0.0,154
964,200,0,96.4,0.0,147
965,200,0,96.3,0.0,153
966,200,0,96.2,0.0,151
967,200,0,96.1,0.0,155
968,200,0,96.0,0.0,154
969,200,0,95.8,0.0,152
970,200,0,95.7,0.0,157
971,200,0,95.6,0.0,159
972,200,0,95.5,0.0,153
973,200,0,95.4,0.0,151
974,200,0,95.2,0.0,155
975,200,0,95.1,0.0,154
976,200,0,95.0,0.0,158
977,200,0,94.9,0.0,156
978,200,0,94.8,0.0,152
979,200,0,94.6,0.0,153
980,200,0,94.5,0.0,151
981,200,0,94.4,0.0,155
982,200,0,94.3,0.0,143
983,200,0,94.1,0.0,155
984,200,0,94.0,0.0,155
985,200,0,93.9,0.0,152
986,200,0,93.8,0.0,155
987,200,0,93.7,0.0,151
988,200,0,93.5,0.0,158
989,200,0,93.4,0.0,153
990,200,0,93.3,0.0,156
991,200,0,93.2,0.0,160
992,200,0,93.1,0.0,150
993,200,0,93.0,0.0,160
994,200,0,92.9,0.0,157
995,200,0,92.8,0.0,154
996,200,0,92.7,0.0,156
997,200,0,92.5,0.0,160
998,200,0,92.4,0.0,155
999,200,0,92.3,0.0,154
1000,200,0,92.2,0.0,159
1001,200,0,92.1,0.0,162
1002,200,0,92.0,0.0,163
1003,200,0,91.9,0.0,159
1004,200,0,91.8,0.0,159
1005,200,0,91.7,0.0,160
1006,200,0,91.5,0.0,157
1007,200,0,91.4,0.0,160
1008,200,0,91.3,0.0,163
1009,200,0,91.2,0.0,160
1010,200,0,91.1,0.0,162
1011,200,0,91.0,0.0,162
1012,200,0,90.9,0.0,162
1013,200,0,90.8,0.0,167
1014,200,0,90.7,0.0,161
1015,200,0,90.5,0.0,163
1016,200,0,90.4,0.0,163
1017,200,0,90.3,0.0,170
1018,200,0,90.2,0.0,162
1019,200,0,90.1,0.0,163
1020,200,0,90.0,0.0,166
1021,200,0,89.9,0.0,162
1022,200,0,89.8,0.0,165
1023,200,0,89.7,0.0,160
1024,200,0,89.6,0.0,162
1025,200,0,89.5,0.0,159
1026,200,0,89.4,0.0,166
1027,200,0,89.2,0.0,162
1028,200,0,89.1,0.0,162
1029,200,0,89.0,0.0,162
1030,200,0,88.9,0.0,162
1031,200,0,88.8,0.0,161
1032,200,0,88.7,0.0,162
1033,200,0,88.6,0.0,163
1034,200,0,88.5,0.0,163
1035,200,0,88.4,0.0,161
1036,200,0,88.3,0.0,163
1037,200,0,88.2,0.0,166
1038,200,0,88.1,0.0,166
1039,200,0,88.0,0.0,165
1040,200,0,87.8,0.0,165
1041,200,0,87.7,0.0,168
1042,200,0,87.6,0.0,165
1043,200,0,87.5,0.0,167
1044,200,0,87.4,0.0,166
1045,200,0,87.3,0.0,169
1046,200,0,87.2,0.0,169
1047,200,0,87.1,0.0,168
1048,200,0,87.0,0.0,168
1049,200,0,86.9,0.0,168
1050,200,0,86.8,0.0,167
1051,200,0,86.7,0.0,173
1052,200,0,86.6,0.0,169
1053,200,0,86.5,0.0,171
1054,200,0,86.4,0.0,172
1055,200,0,86.3,0.0,172
1056,200,0,86.2,0.0,168
1057,200,0,86.1,0.0,173
1058,200,0,86.0,0.0,172
1059,200,0,85.9,0.0,172
1060,200,0,85.8,0.0,171
1061,200,0,85.7,0.0,169
1062,200,0,85.6,0.0,173
1063,200,0,85.5,0.0,173
1064,200,0,85.4,0.0,171
1065,200,0,85.3,0.0,173
1066,200,0,85.2,0.0,172
1067,200,0,85.1,0.0,172
1068,200,0,85.0,0.0,174
1069,200,0,84.9,0.0,173
1070,200,0,84.8,0.0,173
1071,200,0,84.7,0.0,173
1072,200,0,84.6,0.0,171
1073,200,0,84.5,0.0,174
1074,200,0,84.4,0.0,170
1075,200,0,84.4,0.0,175
1076,200,0,84.3,0.0,171
1077,200,0,84.2,0.0,171
1078,200,0,84.1,0.0,177
1079,200,0,84.0,0.0,175
1080,200,0,83.9,0.0,172
1081,200,0,83.8,0.0,174
1082,200,0,83.7,0.0,172
1083,200,0,83.6,0.0,176
1084,200,0,83.5,0.0,177
1085,200,0,83.4,0.0,174
1086,200,0,83.3,0.0,174
1087,200,0,83.2,0.0,171
1088,200,0,83.1,0.0,176
1089,200,0,83.0,0.0,172
1090,200,0,83.0,0.0,178
1091,200,0,82.9,0.0,175
1092,200,0,82.8,0.0,175
1093,200,0,82.7,0.0,176
1094,200,0,82.6,0.0,173
1095,200,0,82.5,0.0,174
1096,200,0,82.4,0.0,175
1097,200,0,82.3,0.0,174
1098,200,0,82.2,0.0,171
1099,200,0,82.1,0.0,177
1100,200,0,82.1,0.0,175
1101,200,0,82.0,0.0,174
1102,200,0,81.9,0.0,173
1103,200,0,81.8,0.0,174
1104,200,0,81.7,0.0,175
1105,200,0,81.6,0.0,171
1106,200,0,81.5,0.0,177
1107,200,0,81.4,0.0,178
1108,200,0,81.3,0.0,176
1109,200,0,81.2,0.0,178
1110,200,0,81.1,0.0,178
1111,200,0,81.0,0.0,176
1112,200,0,81.0,0.0,174
1113,200,0,80.9,0.0,179
1114,200,0,80.8,0.0,178
1115,200,0,80.7,0.0,177
1116,200,0,80.6,0.0,180
1117,200,0,80.5,0.0,179
1118,200,0,80.4,0.0,180
1119,200,0,80.3,0.0,179
1120,200,0,80.2,0.0,180
1121,200,0,80.1,0.0,179
1122,200,0,80.0,0.0,178
1123,200,0,79.9,0.0,179
1124,200,0,79.9,0.0,181
1125,200,0,79.8,0.0,178
1126,200,0,79.7,0.0,180
1127,200,0,79.6,0.0,180
1128,200,0,79.5,0.0,179
1129,200,0,79.4,0.0,182
1130,200,0,79.3,0.0,179
1131,200,0,79.2,0.0,179
1132,200,0,79.1,0.0,178
1133,200,0,79.1,0.0,181
1134,200,0,79.0,0.0,180
1135,200,0,78.9,0.0,183
1136,200,0,78.8,0.0,183
1137,200,0,78.7,0.0,182
1138,200,0,78.6,0.0,184
1139,200,0,78.5,0.0,183
1140,200,0,78.5,0.0,181
1141,200,0,78.4,0.0,180
1142,200,0,78.3,0.0,182
1143,200,0,78.2,0.0,180
1144,200,0,78.1,0.0,183
1145,200,0,78.0,0.0,183
1146,200,0,78.0,0.0,184
1147,200,0,77.9,0.0,182
1148,200,0,77.8,0.0,183
1149,200,0,77.7,0.0,182
1150,200,0,77.6,0.0,180
1151,200,0,77.6,0.0,180
1152,200,0,77.5,0.0,182
1153,200,0,77.4,0.0,180
1154,200,0,77.3,0.0,183
1155,200,0,77.2,0.0,180
1156,200,0,77.1,0.0,179
1157,200,0,77.1,0.0,182
1158,200,0,77.0,0.0,184
1159,200,0,76.9,0.0,181
1160,200,0,76.8,0.0,183
1161,200,0,76.7,0.0,181
1162,200,0,76.7,0.0,181
1163,200,0,76.6,0.0,181
1164,200,0,76.5,0.0,183
1165,200,0,76.4,0.0,183
1166,200,0,76.3,0.0,181
1167,200,0,76.3,0.0,184
1168,200,0,76.2,0.0,183
1169,200,0,76.1,0.0,187
1170,200,0,76.0,0.0,185
1171,200,0,75.9,0.0,187
1172,200,0,75.9,0.0,186
1173,200,0,75.8,0.0,185
1174,200,0,75.7,0.0,185
1175,200,0,75.6,0.0,186
1176,200,0,75.5,0.0,185
1177,200,0,75.5,0.0,187
1178,200,0,75.4,0.0,187
1179,200,0,75.3,0.0,188
1180,200,0,75.2,0.0,187
1181,200,0,75.1,0.0,187
1182,200,0,75.1,0.0,187
1183,200,0,75.0,0.0,188
1184,200,0,74.9,0.0,188
1185,200,0,74.8,0.0,189
1186,200,0,74.8,0.0,190
1187,200,0,74.7,0.0,189
1188,200,0,74.6,0.0,190
1189,200,0,74.5,0.0,189
1190,200,0,74.4,0.0,190
1191,200,0,74.4,0.0,189
1192,200,0,74.3,0.0,189
1193,200,0,74.2,0.0,188
1194,200,0,74.1,0.0,188
1195,200,0,74.1,0.0,190
1196,200,0,74.0,0.0,190
1197,200,0,73.9,0.0,188
1198,200,0,73.8,0.0,189
1199,200,0,73.8,0.0,190
1200,200,0,73.7,0.0,189
1201,200,0,73.6,0.0,187
1202,200,0,73.5,0.0,189
1203,200,0,73.5,0.0,186
1204,200,0,73.4,0.0,188
1205,200,0,73.3,0.0,188
1206,200,0,73.2,0.0,189
1207,200,0,73.2,0.0,189
1208,200,0,73.1,0.0,190
1209,200,0,73.0,0.0,190
1210,200,0,73.0,0.0,189
1211,200,0,72.9,0.0,189
1212,200,0,72.8,0.0,190
1213,200,0,72.7,0.0,192
1214,200,0,72.7,0.0,191
1215,200,0,72.6,0.0,191
1216,200,0,72.5,0.0,191
1217,200,0,72.4,0.0,191
1218,200,0,72.4,0.0,192
1219,200,0,72.3,0.0,192
1220,200,0,72.2,0.0,191
1221,200,0,72.2,0.0,191
1222,200,0,72.1,0.0,191
1223,200,0,72.0,0.0,191
1224,200,0,71.9,0.0,192
1225,200,0,71.9,0.0,189
1226,200,0,71.8,0.0,192
1227,200,0,71.7,0.0,191
1228,200,0,71.6,0.0,190
1229,200,0,71.6,0.0,192
1230,200,0,71.5,0.0,191
1231,200,0,71.4,0.0,191
1232,200,0,71.4,0.0,191
1233,200,0,71.3,0.0,190
1234,200,0,71.2,0.0,190
1235,200,0,71.1,0.0,190
1236,200,0,71.1,0.0,192
1237,200,0,71.0,0.0,191
1238,200,0,70.9,0.0,192
1239,200,0,70.9,0.0,192
1240,200,0,70.8,0.0,190
1241,200,0,70.7,0.0,192
1242,200,0,70.7,0.0,190
1243,200,0,70.6,0.0,192
1244,200,0,70.5,0.0,191
1245,200,0,70.4,0.0,188
1246,200,0,70.4,0.0,191
1247,200,0,70.3,0.0,190
1248,200,0,70.2,0.0,192
1249,200,0,70.2,0.0,191
1250,200,0,70.1,0.0,192
1251,200,0,70.0,0.0,193
1252,200,0,69.9,0.0,191
1253,200,0,69.9,0.0,193
1254,200,0,69.8,0.0,193
1255,200,0,69.7,0.0,192
1256,200,0,69.6,0.0,193
1257,200,0,69.6,0.0,193
1258,200,0,69.5,0.0,191
1259,200,0,69.4,0.0,192
1260,200,0,69.4,0.0,194
1261,200,0,69.3,0.0,195
1262,200,0,69.2,0.0,195
1263,200,0,69.2,0.0,195
1264,200,0,69.1,0.0,194
1265,200,0,69.0,0.0,195
1266,200,0,69.0,0.0,195
1267,200,0,68.9,0.0,195
1268,200,0,68.8,0.0,195
1269,200,0,68.8,0.0,195
1270,200,0,68.7,0.0,194
1271,200,0,68.6,0.0,195
1272,200,0,68.6,0.0,195
1273,200,0,68.5,0.0,194
1274,200,0,68.4,0.0,195
1275,200,0,68.4,0.0,195
1276,200,0,68.3,0.0,195
1277,200,0,68.2,0.0,195
1278,200,0,68.2,0.0,195
1279,200,0,68.1,0.0,194
1280,200,0,68.0,0.0,195
1281,200,0,68.0,0.0,195
1282,200,0,67.9,0.0,193
1283,200,0,67.8,0.0,194
1284,200,0,67.8,0.0,195
1285,200,0,67.7,0.0,194
1286,200,0,67.7,0.0,195
1287,200,0,67.6,0.0,194
1288,200,0,67.5,0.0,194
1289,200,0,67.5,0.0,194
1290,200,0,67.4,0.0,194
1291,200,0,67.3,0.0,195
1292,200,0,67.3,0.0,195
1293,200,0,67.2,0.0,195
1294,200,0,67.1,0.0,195
1295,200,0,67.1,0.0,194
1296,200,0,67.0,0.0,195
1297,200,0,66.9,0.0,194
1298,200,0,66.9,0.0,195
1299,200,0,66.8,0.0,194
1300,200,0,66.8,0.0,195
1301,200,0,66.7,0.0,195
1302,200,0,66.6,0.0,195
1303,200,0,66.6,0.0,195
1304,200,0,66.5,0.0,193
1305,200,0,66.4,0.0,194
1306,200,0,66.4,0.0,195
1307,200,0,66.3,0.0,195
1308,200,0,66.3,0.0,195
1309,200,0,66.2,0.0,192
1310,200,0,66.1,0.0,195
1311,200,0,66.1,0.0,195
1312,200,0,66.0,0.0,195
1313,200,0,65.9,0.0,194
1314,200,0,65.9,0.0,193
1315,200,0,65.8,0.0,195
1316,200,0,65.7,0.0,195
1317,200,0,65.7,0.0,195
1318,200,0,65.6,0.0,195
1319,200,0,65.6,0.0,195
1320,200,0,65.5,0.0,195
1321,200,0,65.4,0.0,195
1322,200,0,65.4,0.0,195
1323,200,0,65.3,0.0,192
1324,200,0,65.2,0.0,194
1325,200,0,65.2,0.0,193
1326,200,0,65.1,0.0,195
1327,200,0,65.1,0.0,195
1328,200,0,65.0,0.0,195
1329,200,0,64.9,0.0,195
1330,200,0,64.9,0.0,195
1331,200,0,64.8,0.0,194
1332,200,0,64.8,0.0,194
1333,200,0,64.7,0.0,195
1334,200,0,64.6,0.0,193
1335,200,0,64.6,0.0,194
1336,200,0,64.5,0.0,193
1337,200,0,64.5,0.0,194
1338,200,0,64.4,0.0,195
1339,200,0,64.3,0.0,194
1340,200,0,64.3,0.0,195
1341,200,0,64.2,0.0,194
1342,200,0,64.2,0.0,195
1343,200,0,64.1,0.0,193
1344,200,0,64.0,0.0,193
1345,200,0,64.0,0.0,192
1346,200,0,63.9,0.0,195
1347,200,0,63.9,0.0,195
1348,200,0,63.8,0.0,195
1349,200,0,63.7,0.0,195
1350,200,0,63.7,0.0,195
1351,200,0,63.6,0.0,195
1352,200,0,63.6,0.0,194
1353,200,0,63.5,0.0,194
1354,200,0,63.5,0.0,195
1355,200,0,63.4,0.0,194
1356,200,0,63.3,0.0,194
1357,200,0,63.3,0.0,193
1358,200,0,63.2,0.0,195
1359,200,0,63.2,0.0,195
1360,200,0,63.1,0.0,194
1361,200,0,63.1,0.0,194
1362,200,0,63.0,0.0,194
1363,200,0,62.9,0.0,195
1364,200,0,62.9,0.0,193
1365,200,0,62.8,0.0,195
1366,200,0,62.8,0.0,195
1367,200,0,62.7,0.0,193
1368,200,0,62.7,0.0,195
1369,200,0,62.6,0.0,195
1370,200,0,62.5,0.0,193
1371,200,0,62.5,0.0,194
1372,200,0,62.4,0.0,195
1373,200,0,62.4,0.0,195
1374,200,0,62.3,0.0,192
1375,200,0,62.2,0.0,194
1376,200,0,62.2,0.0,193
1377,200,0,62.1,0.0,195
1378,200,0,62.1,0.0,196
1379,200,0,62.0,0.0,195
1380,200,0,61.9,0.0,194
1381,200,0,61.9,0.0,196
1382,200,0,61.8,0.0,195
1383,200,0,61.8,0.0,195
1384,200,0,61.7,0.0,195
1385,200,0,61.6,0.0,196
1386,200,0,61.6,0.0,196
1387,200,0,61.5,0.0,195
1388,200,0,61.5,0.0,195
1389,200,0,61.4,0.0,195
1390,200,0,61.3,0.0,196
1391,200,0,61.3,0.0,193
1392,200,0,61.2,0.0,194
1393,200,0,61.2,0.0,196
1394,200,0,61.1,0.0,195
1395,200,0,61.1,0.0,196
1396,200,0,61.0,0.0,196
1397,200,0,60.9,0.0,194
1398,200,0,60.9,0.0,196
1399,200,0,60.8,0.0,194
1400,200,0,60.8,0.0,196
1401,200,0,60.7,0.0,196
1402,200,0,60.7,0.0,194
1403,200,0,60.6,0.0,196
1404,200,0,60.6,0.0,196
1405,200,0,60.5,0.0,195
1406,200,0,60.4,0.0,195
1407,200,0,60.4,0.0,195
1408,200,0,60.3,0.0,195
1409,200,0,60.3,0.0,196
1410,200,0,60.2,0.0,193
1411,200,0,60.2,0.0,195
1412,200,0,60.1,0.0,194
1413,200,0,60.1,0.0,195
1414,200,0,60.0,0.0,195
1415,200,0,60.0,0.0,195
1416,200,0,59.9,0.0,195
1417,200,0,59.9,0.0,195
1418,200,0,59.8,0.0,194
1419,200,0,59.8,0.0,196
1420,200,0,59.7,0.0,195
1421,200,0,59.7,0.0,195
1422,200,0,59.6,0.0,194
1423,200,0,59.5,0.0,194
1424,200,0,59.5,0.0,196
1425,200,0,59.4,0.0,196
1426,200,0,59.4,0.0,193
1427,200,0,59.3,0.0,193
1428,200,0,59.3,0.0,194
1429,200,0,59.2,0.0,194
1430,200,0,59.2,0.0,194
1431,200,0,59.1,0.0,195
1432,200,0,59.1,0.0,195
1433,200,0,59.0,0.0,195
1434,200,0,59.0,0.0,192
1435,200,0,58.9,0.0,193
1436,200,0,58.9,0.0,196
1437,200,0,58.8,0.0,197
1438,200,0,58.8,0.0,197
1439,200,0,58.7,0.0,197
1440,200,0,58.6,0.0,196
1441,200,0,58.6,0.0,196
1442,200,0,58.5,0.0,197
1443,200,0,58.5,0.0,194
1444,200,0,58.4,0.0,196
1445,200,0,58.4,0.0,197
1446,200,0,58.3,0.0,196
1447,200,0,58.3,0.0,195
1448,200,0,58.2,0.0,197
1449,200,0,58.1,0.0,196
1450,200,0,58.1,0.0,196
1451,200,0,58.0,0.0,197
1452,200,0,58.0,0.0,195
1453,200,0,57.9,0.0,196
1454,200,0,57.9,0.0,196
1455,200,0,57.8,0.0,195
1456,200,0,57.8,0.0,195
1457,200,0,57.7,0.0,197
1458,200,0,57.7,0.0,194
1459,200,0,57.6,0.0,195
1460,200,0,57.6,0.0,197
1461,200,0,57.5,0.0,196
1462,200,0,57.4,0.0,197
1463,200,0,57.4,0.0,196
1464,200,0,57.3,0.0,195
1465,200,0,57.3,0.0,194
1466,200,0,57.2,0.0,195
1467,200,0,57.2,0.0,196
1468,200,0,57.1,0.0,198
1469,200,0,57.1,0.0,198
1470,200,0,57.0,0.0,198
1471,200,0,57.0,0.0,198
1472,200,0,56.9,0.0,197
1473,200,0,56.9,0.0,196
1474,200,0,56.8,0.0,195
1475,200,0,56.8,0.0,196
1476,200,0,56.7,0.0,195
1477,200,0,56.7,0.0,194
1478,200,0,56.6,0.0,195
1479,200,0,56.6,0.0,196
1480,200,0,56.5,0.0,197
1481,200,0,56.5,0.0,197
1482,200,0,56.4,0.0,198
1483,200,0,56.4,0.0,197
1484,200,0,56.3,0.0,196
1485,200,0,56.3,0.0,195
1486,200,0,56.2,0.0,197
1487,200,0,56.2,0.0,196
1488,200,0,56.1,0.0,195
1489,200,0,56.1,0.0,194
1490,200,0,56.0,0.0,195
1491,200,0,56.0,0.0,197
1492,200,0,55.9,0.0,198
1493,200,0,55.9,0.0,196
1494,200,0,55.8,0.0,196
1495,200,0,55.8,0.0,195
1496,200,0,55.7,0.0,195
1497,200,0,55.7,0.0,199
1498,200,0,55.6,0.0,198
1499,200,0,55.6,0.0,199
1500,200,0,55.5,0.0,198
1501,200,0,55.5,0.0,199
1502,200,0,55.4,0.0,198
1503,200,0,55.4,0.0,199
1504,200,0,55.3,0.0,198
1505,200,0,55.3,0.0,198
1506,200,0,55.2,0.0,198
1507,200,0,55.2,0.0,197
1508,200,0,55.1,0.0,199
1509,200,0,55.1,0.0,197
1510,200,0,55.0,0.0,197
1511,200,0,55.0,0.0,200
1512,200,0,54.9,0.0,200
1513,200,0,54.9,0.0,200
1514,200,0,54.8,0.0,200
1515,200,0,54.8,0.0,200
1516,200,0,54.7,0.0,200
1517,200,0,54.7,0.0,200
1518,200,0,54.6,0.0,200
1519,200,0,54.6,0.0,200
1520,200,0,54.5,0.0,200
1521,200,0,54.5,0.0,200
1522,200,0,54.4,0.0,200
1523,200,0,54.4,0.0,200
1524,200,0,54.3,0.0,200
1525,200,0,54.3,0.0,200
1526,200,0,54.2,0.0,200
1527,200,0,54.2,0.0,200
1528,200,0,54.1,0.0,200
1529,200,0,54.1,0.0,200
1530,200,0,54.0,0.0,200
1531,200,0,54.0,0.0,200
1532,200,0,53.9,0.0,200
1533,200,0,53.9,0.0,200
1534,200,0,53.9,0.0,200
1535,200,0,53.8,0.0,200
1536,200,0,53.8,0.0,200
1537,200,0,53.7,0.0,200
1538,200,0,53.7,0.0,200
1539,200,0,53.6,0.0,200
1540,200,0,53.6,0.0,200
1541,200,0,53.5,0.0,200
1542,200,0,53.5,0.0,200
1543,200,0,53.5,0.0,200
1544,200,0,53.4,0.0,200
1545,200,0,53.4,0.0,200
1546,200,0,53.3,0.0,200
1547,200,0,53.3,0.0,200
1548,200,0,53.2,0.0,200
1549,200,0,53.2,0.0,200
1550,200,0,53.2,0.0,200
1551,200,0,53.1,0.0,200
1552,200,0,53.1,0.0,200
1553,200,0,53.0,0.0,200
1554,200,0,53.0,0.0,200
1555,200,0,52.9,0.0,200
1556,200,0,52.9,0.0,200
1557,200,0,52.9,0.0,200
1558,200,0,52.8,0.0,200
1559,200,0,52.8,0.0,200
1560,200,0,52.7,0.0,200
1561,200,0,52.7,0.0,200
1562,200,0,52.6,0.0,200
1563,200,0,52.6,0.0,200
1564,200,0,52.6,0.0,200
1565,200,0,52.5,0.0,200
1566,200,0,52.5,0.0,200
1567,200,0,52.4,0.0,200
1568,200,0,52.4,0.0,200
1569,200,0,52.3,0.0,200
1570,200,0,52.3,0.0,200
1571,200,0,52.3,0.0,200
1572,200,0,52.2,0.0,200
1573,200,0,52.2,0.0,200
1574,200,0,52.1,0.0,200
1575,200,0,52.1,0.0,200
1576,200,0,52.1,0.0,200
1577,200,0,52.0,0.0,200
1578,200,0,52.0,0.0,200
1579,200,0,51.9,0.0,200
1580,200,0,51.9,0.0,200
1581,200,0,51.8,0.0,200
1582,200,0,51.8,0.0,200
1583,200,0,51.8,0.0,200
1584,200,0,51.7,0.0,200
1585,200,0,51.7,0.0,200
1586,200,0,51.6,0.0,200
1587,200,0,51.6,0.0,200
1588,200,0,51.6,0.0,200
1589,200,0,51.5,0.0,200
1590,200,0,51.5,0.0,200
1591,200,0,51.4,0.0,200
1592,200,0,51.4,0.0,200
1593,200,0,51.4,0.0,200
1594,200,0,51.3,0.0,200
1595,200,0,51.3,0.0,200
1596,200,0,51.2,0.0,200
1597,200,0,51.2,0.0,200
1598,200,0,51.2,0.0,200
1599,200,0,51.1,0.0,200
1600,200,0,51.1,0.0,200
1601,200,0,51.0,0.0,200
1602,200,0,51.0,0.0,200
1603,200,0,51.0,0.0,200
1604,200,0,50.9,0.0,200
1605,200,0,50.9,0.0,200
1606,200,0,50.8,0.0,200
1607,200,0,50.8,0.0,200
1608,200,0,50.8,0.0,200
1609,200,0,50.7,0.0,200
1610,200,0,50.7,0.0,200
1611,200,0,50.6,0.0,200
1612,200,0,50.6,0.0,200
1613,200,0,50.6,0.0,200
1614,200,0,50.5,0.0,200
1615,200,0,50.5,0.0,200
1616,200,0,50.4,0.0,200
1617,200,0,50.4,0.0,200
1618,200,0,50.4,0.0,200
1619,200,0,50.3,0.0,200
1620,200,0,50.3,0.0,200
1621,200,0,50.2,0.0,200
1622,200,0,50.2,0.0,200
1623,200,0,50.2,0.0,200
1624,200,0,50.1,0.0,200
1625,200,0,50.1,0.0,200
1626,200,0,50.0,0.0,200
1627,200,0,50.0,0.0,200
1628,200,0,50.0,0.0,200
1629,200,0,49.9,0.0,200
1630,200,0,49.9,0.0,200
1631,200,0,49.9,0.0,200
1632,200,0,49.8,0.0,200
1633,200,0,49.8,0.0,200
1634,200,0,49.7,0.0,200
1635,200,0,49.7,0.0,200
1636,200,0,49.7,0.0,200
1637,200,0,49.6,0.0,200
1638,200,0,49.6,0.0,200
1639,200,0,49.5,0.0,200
1640,200,0,49.5,0.0,200
1641,200,0,49.5,0.0,200
1642,200,0,49.4,0.0,200
1643,200,0,49.4,0.0,200
1644,200,0,49.4,0.0,200
1645,200,0,49.3,0.0,200
1646,200,0,49.3,0.0,200
1647,200,0,49.2,0.0,200
1648,200,0,49.2,0.0,200
1649,200,0,49.2,0.0,200
1650,200,0,49.1,0.0,200
1651,200,0,49.1,0.0,200
1652,200,0,49.1,0.0,200
1653,200,0,49.0,0.0,200
1654,200,0,49.0,0.0,200
1655,200,0,48.9,0.0,200
1656,200,0,48.9,0.0,200
1657,200,0,48.9,0.0,200
1658,200,0,48.8,0.0,200
1659,200,0,48.8,0.0,200
1660,200,0,48.8,0.0,200
1661,200,0,48.7,0.0,200
1662,200,0,48.7,0.0,200
1663,200,0,48.6,0.0,200
1664,200,0,48.6,0.0,200
1665,200,0,48.6,0.0,200
1666,200,0,48.5,0.0,200
1667,200,0,48.5,0.0,200
1668,200,0,48.5,0.0,200
1669,200,0,48.4,0.0,200
1670,200,0,48.4,0.0,200
1671,200,0,48.3,0.0,200
1672,200,0,48.3,0.0,200
1673,200,0,48.3,0.0,200
1674,200,0,48.2,0.0,200
1675,200,0,48.2,0.0,200
1676,200,0,48.2,0.0,200
1677,200,0,48.1,0.0,200
1678,200,0,48.1,0.0,200
1679,200,0,48.1,0.0,200
1680,200,0,48.0,0.0,200
1681,200,0,48.0,0.0,200
1682,200,0,47.9,0.0,200
1683,200,0,47.9,0.0,200
1684,200,0,47.9,0.0,200
1685,200,0,47.8,0.0,200
1686,200,0,47.8,0.0,200
1687,200,0,47.8,0.0,200
