tick,pop_rich,pop_poor,avg_nrg_rich,avg_nrg_poor,trades
721,200,0,138.0,0.0,97
722,200,0,137.8,0.0,85
723,200,0,137.6,0.0,94
724,200,0,137.3,0.0,90
725,200,0,137.1,0.0,95
726,200,0,136.9,0.0,95
727,200,0,136.6,0.0,90
728,200,0,136.4,0.0,98
729,200,0,136.2,0.0,97
730,200,0,135.9,0.0,95
731,200,0,135.7,0.0,104
732,200,0,135.5,0.0,102
733,200,0,135.3,0.0,101
734,200,0,135.0,0.0,102
735,200,0,134.8,0.0,106
736,200,0,134.6,0.0,96
737,200,0,134.3,0.0,95
738,200,0,134.1,0.0,104
739,200,0,133.9,0.0,107
740,200,0,133.7,0.0,94
741,200,0,133.4,0.0,99
742,200,0,133.2,0.0,102
743,200,0,133.0,0.0,99
744,200,0,132.8,0.0,104
745,200,0,132.5,0.0,106
746,200,0,132.3,0.0,104
747,200,0,132.1,0.0,106
748,200,0,131.9,0.0,113
749,200,0,131.7,0.0,108
750,200,0,131.4,0.0,106
751,200,0,131.2,0.0,108
752,200,0,131.0,0.0,110
753,200,0,130.8,0.0,107
754,200,0,130.6,0.0,104
755,200,0,130.4,0.0,109
756,200,0,130.1,0.0,104
757,200,0,129.9,0.0,105
758,200,0,129.7,0.0,107
759,200,0,129.5,0.0,102
760,200,0,129.3,0.0,102
761,200,0,129.1,0.0,107
762,200,0,128.9,0.0,102
763,200,0,128.7,0.0,101
764,200,0,128.5,0.0,109
765,200,0,128.3,0.0,105
766,200,0,128.1,0.0,110
767,200,0,127.9,0.0,103
768,200,0,127.7,0.0,104
769,200,0,127.5,0.0,104
770,200,0,127.3,0.0,98
771,200,0,127.1,0.0,99
772,200,0,126.9,0.0,98
773,200,0,126.7,0.0,105
774,200,0,126.5,0.0,110
775,200,0,126.3,0.0,99
776,200,0,126.1,0.0,113
777,200,0,125.9,0.0,109
778,200,0,125.7,0.0,101
779,200,0,125.5,0.0,97
780,200,0,125.3,0.0,112
781,200,0,125.1,0.0,103
782,200,0,124.9,0.0,104
783,200,0,124.7,0.0,111
784,200,0,124.5,0.0,111
785,200,0,124.3,0.0,112
786,200,0,124.1,0.0,110
787,200,0,123.9,0.0,123
788,200,0,123.7,0.0,113
789,200,0,123.5,0.0,119
790,200,0,123.3,0.0,121
791,200,0,123.1,0.0,125
792,200,0,123.0,0.0,127
793,200,0,122.8,0.0,128
794,200,0,122.6,0.0,124
795,200,0,122.4,0.0,111
796,200,0,122.2,0.0,117
797,200,0,122.0,0.0,109
798,200,0,121.8,0.0,119
799,200,0,121.6,0.0,129
800,200,0,121.4,0.0,122
801,200,0,121.2,0.0,129
802,200,0,121.0,0.0,119
803,200,0,120.8,0.0,121
804,200,0,120.7,0.0,122
805,200,0,120.5,0.0,117
806,200,0,120.3,0.0,122
807,200,0,120.1,0.0,125
808,200,0,119.9,0.0,115
809,200,0,119.7,0.0,120
810,200,0,119.5,0.0,125
811,200,0,119.4,0.0,113
812,200,0,119.2,0.0,116
813,200,0,119.0,0.0,118
814,200,0,118.8,0.0,119
815,200,0,118.6,0.0,116
816,200,0,118.4,0.0,118
817,200,0,118.3,0.0,119
818,200,0,118.1,0.0,118
819,200,0,117.9,0.0,109
820,200,0,117.7,0.0,122
821,200,0,117.5,0.0,125
822,200,0,117.4,0.0,124
823,200,0,117.2,0.0,123
824,200,0,117.0,0.0,124
825,200,0,116.9,0.0,125
826,200,0,116.7,0.0,123
827,200,0,116.5,0.0,118
828,200,0,116.3,0.0,122
829,200,0,116.2,0.0,122
830,200,0,116.0,0.0,113
831,200,0,115.8,0.0,121
832,200,0,115.7,0.0,118
833,200,0,115.5,0.0,119
834,200,0,115.3,0.0,126
835,200,0,115.2,0.0,130
836,200,0,115.0,0.0,128
837,200,0,114.8,0.0,128
838,200,0,114.6,0.0,130
839,200,0,114.5,0.0,134
840,200,0,114.3,0.0,131
841,200,0,114.1,0.0,131
842,200,0,113.9,0.0,127
843,200,0,113.8,0.0,123
844,200,0,113.6,0.0,132
845,200,0,113.4,0.0,129
846,200,0,113.3,0.0,127
847,200,0,113.1,0.0,124
848,200,0,112.9,0.0,124
849,200,0,112.8,0.0,123
850,200,0,112.6,0.0,127
851,200,0,112.5,0.0,133
852,200,0,112.3,0.0,126
853,200,0,112.1,0.0,129
854,200,0,112.0,0.0,131
855,200,0,111.8,0.0,129
856,200,0,111.7,0.0,129
857,200,0,111.5,0.0,129
858,200,0,111.3,0.0,131
