tick,prey_pop,pred_pop,avg_prey_evade,avg_pred_hunt,avg_pred_age
690,198,50,0.5858,0.6504,684.5
691,197,50,0.5861,0.6504,685.5
692,198,50,0.5865,0.6504,686.5
693,199,50,0.5870,0.6504,687.5
694,196,50,0.5875,0.6504,688.5
695,197,50,0.5866,0.6504,689.5
696,195,50,0.5855,0.6504,690.5
697,198,50,0.5851,0.6504,691.5
698,196,50,0.5854,0.6504,692.5
699,196,50,0.5851,0.6504,693.5
700,198,50,0.5861,0.6504,694.5
701,199,50,0.5857,0.6504,695.5
702,197,50,0.5860,0.6504,696.5
703,197,50,0.5858,0.6504,697.5
704,198,50,0.5852,0.6504,698.5
705,197,50,0.5840,0.6504,699.5
706,195,50,0.5851,0.6504,700.5
707,200,50,0.5846,0.6504,701.5
708,195,50,0.5841,0.6504,702.5
709,199,50,0.5839,0.6504,703.5
710,198,50,0.5837,0.6504,704.5
711,197,50,0.5840,0.6504,705.5
712,196,50,0.5845,0.6504,706.5
713,199,50,0.5839,0.6504,707.5
714,200,50,0.5843,0.6504,708.5
715,197,50,0.5839,0.6504,709.5
716,199,50,0.5855,0.6504,710.5
717,199,50,0.5859,0.6504,711.5
718,196,50,0.5856,0.6504,712.5
719,197,50,0.5871,0.6504,713.5
720,197,50,0.5877,0.6504,714.5
721,198,50,0.5887,0.6504,715.5
722,197,50,0.5889,0.6504,716.5
723,197,50,0.5889,0.6504,717.5
724,197,50,0.5895,0.6504,718.5
725,198,50,0.5893,0.6504,719.5
726,197,50,0.5911,0.6504,720.5
727,198,50,0.5919,0.6504,721.5
728,197,50,0.5914,0.6504,722.5
729,196,50,0.5881,0.6504,723.5
730,199,50,0.5888,0.6504,724.5
731,197,50,0.5890,0.6504,725.5
732,194,50,0.5892,0.6504,726.5
733,196,50,0.5917,0.6504,727.5
734,197,50,0.5895,0.6504,728.5
735,197,50,0.5898,0.6504,729.5
736,196,50,0.5899,0.6504,730.5
737,200,50,0.5907,0.6504,731.5
738,200,50,0.5907,0.6504,732.5
739,197,50,0.5906,0.6504,733.5
740,198,50,0.5907,0.6504,734.5
741,197,50,0.5908,0.6504,735.5
742,196,50,0.5899,0.6504,736.5
743,198,50,0.5899,0.6504,737.5
744,197,50,0.5879,0.6504,738.5
745,195,50,0.5876,0.6504,739.5
746,197,50,0.5868,0.6504,740.5
747,196,50,0.5870,0.6504,741.5
748,199,50,0.5860,0.6504,742.5
749,199,50,0.5861,0.6504,743.5
750,198,50,0.5861,0.6504,744.5
751,196,50,0.5861,0.6504,745.5
752,198,50,0.5862,0.6504,746.5
753,198,50,0.5872,0.6504,747.5
754,194,50,0.5864,0.6504,748.5
755,198,50,0.5863,0.6504,749.5
756,196,50,0.5858,0.6504,750.5
757,196,50,0.5842,0.6504,751.5
758,198,50,0.5839,0.6504,752.5
759,197,50,0.5834,0.6504,753.5
760,197,50,0.5831,0.6504,754.5
761,199,50,0.5830,0.6504,755.5
762,196,50,0.5838,0.6504,756.5
763,199,50,0.5857,0.6504,757.5
764,193,50,0.5851,0.6504,758.5
765,198,50,0.5889,0.6504,759.5
766,199,50,0.5880,0.6504,760.5
767,199,50,0.5883,0.6504,761.5
768,200,50,0.5883,0.6504,762.5
769,197,50,0.5887,0.6504,763.5
770,194,50,0.5886,0.6504,764.5
771,200,50,0.5882,0.6504,765.5
772,197,50,0.5880,0.6504,766.5
773,198,50,0.5885,0.6504,767.5
774,197,50,0.5876,0.6504,768.5
775,199,50,0.5873,0.6504,769.5
776,197,50,0.5870,0.6504,770.5
777,199,50,0.5842,0.6504,771.5
778,197,50,0.5836,0.6504,772.5
779,199,50,0.5831,0.6504,773.5
780,197,50,0.5824,0.6504,774.5
781,196,50,0.5805,0.6504,775.5
782,196,50,0.5812,0.6504,776.5
783,197,50,0.5834,0.6504,777.5
784,195,50,0.5834,0.6504,778.5
785,198,50,0.5837,0.6504,779.5
786,198,50,0.5834,0.6504,780.5
787,195,50,0.5820,0.6504,781.5
788,196,50,0.5808,0.6504,782.5
789,195,50,0.5813,0.6504,783.5
790,198,50,0.5791,0.6504,784.5
791,197,50,0.5792,0.6504,785.5
792,199,50,0.5804,0.6504,786.5
793,197,50,0.5801,0.6504,787.5
794,199,50,0.5818,0.6504,788.5
795,197,50,0.5824,0.6504,789.5
796,197,50,0.5830,0.6504,790.5
797,195,50,0.5818,0.6504,791.5
798,197,50,0.5812,0.6504,792.5
799,198,50,0.5806,0.6504,793.5
800,195,50,0.5793,0.6504,794.5
801,199,50,0.5823,0.6504,795.5
802,200,50,0.5824,0.6504,796.5
803,197,50,0.5824,0.6504,797.5
804,197,50,0.5834,0.6504,798.5
805,200,50,0.5836,0.6504,799.5
806,200,50,0.5836,0.6504,800.5
807,197,50,0.5826,0.6504,801.5
808,197,50,0.5825,0.6504,802.5
809,198,50,0.5815,0.6504,803.5
810,196,50,0.5807,0.6504,804.5
811,198,50,0.5808,0.6504,805.5
812,199,50,0.5810,0.6504,806.5
813,198,50,0.5812,0.6504,807.5
814,199,50,0.5810,0.6504,808.5
815,198,50,0.5811,0.6504,809.5
816,196,50,0.5812,0.6504,810.5
817,198,50,0.5805,0.6504,811.5
818,195,50,0.5797,0.6504,812.5
819,198,50,0.5789,0.6504,813.5
820,194,50,0.5785,0.6504,814.5
821,199,50,0.5798,0.6504,815.5
822,195,50,0.5811,0.6504,816.5
823,199,50,0.5825,0.6504,817.5
824,197,50,0.5830,0.6504,818.5
825,198,50,0.5829,0.6504,819.5
826,195,50,0.5867,0.6504,820.5
827,198,50,0.5884,0.6504,821.5
828,197,50,0.5890,0.6504,822.5
829,196,50,0.5882,0.6504,823.5
830,197,50,0.5872,0.6504,824.5
831,195,50,0.5875,0.6504,825.5
832,195,50,0.5869,0.6504,826.5
833,198,50,0.5864,0.6504,827.5
834,198,50,0.5860,0.6504,828.5
835,198,50,0.5856,0.6504,829.5
836,197,50,0.5860,0.6504,830.5
837,198,50,0.5855,0.6504,831.5
838,197,50,0.5831,0.6504,832.5
839,196,50,0.5825,0.6504,833.5
840,197,50,0.5837,0.6504,834.5
841,199,50,0.5838,0.6504,835.5
842,199,50,0.5836,0.6504,836.5
843,196,50,0.5836,0.6504,837.5
844,197,50,0.5834,0.6504,838.5
845,196,50,0.5845,0.6504,839.5
846,196,50,0.5828,0.6504,840.5
847,199,50,0.5828,0.6504,841.5
848,200,50,0.5825,0.6504,842.5
849,199,50,0.5830,0.6504,843.5
850,199,50,0.5841,0.6504,844.5
851,196,50,0.5846,0.6504,845.5
852,196,50,0.5847,0.6504,846.5
853,198,50,0.5833,0.6504,847.5
854,199,50,0.5837,0.6504,848.5
855,194,50,0.5848,0.6504,849.5
856,199,50,0.5852,0.6504,850.5
857,198,50,0.5852,0.6504,851.5
858,196,50,0.5842,0.6504,852.5
859,198,50,0.5833,0.6504,853.5
860,197,50,0.5831,0.6504,854.5
861,194,50,0.5848,0.6504,855.5
862,198,50,0.5845,0.6504,856.5
863,199,50,0.5847,0.6504,857.5
864,195,50,0.5839,0.6504,858.5
865,195,50,0.5846,0.6504,859.5
866,196,50,0.5864,0.6504,860.5
867,199,50,0.5874,0.6504,861.5
868,198,50,0.5867,0.6504,862.5
869,200,50,0.5865,0.6504,863.5
870,200,50,0.5865,0.6504,864.5
871,197,50,0.5864,0.6504,865.5
872,195,50,0.5845,0.6504,866.5
873,199,50,0.5840,0.6504,867.5
874,196,50,0.5856,0.6504,868.5
875,198,50,0.5860,0.6504,869.5
876,199,50,0.5857,0.6504,870.5
877,198,50,0.5863,0.6504,871.5
878,197,50,0.5863,0.6504,872.5
879,199,50,0.5852,0.6504,873.5
880,200,50,0.5850,0.6504,874.5
881,200,50,0.5850,0.6504,875.5
882,199,50,0.5850,0.6504,876.5
883,198,50,0.5855,0.6504,877.5
884,198,50,0.5863,0.6504,878.5
885,199,50,0.5863,0.6504,879.5
886,197,50,0.5860,0.6504,880.5
887,195,50,0.5865,0.6504,881.5
888,197,50,0.5885,0.6504,882.5
889,196,50,0.5892,0.6504,883.5
890,197,50,0.5877,0.6504,884.5
891,197,50,0.5881,0.6504,885.5
892,198,50,0.5878,0.6504,886.5
893,196,50,0.5881,0.6504,887.5
894,197,50,0.5891,0.6504,888.5
895,195,50,0.5905,0.6504,889.5
896,198,50,0.5914,0.6504,890.5
897,198,50,0.5911,0.6504,891.5
898,198,50,0.5918,0.6504,892.5
899,196,50,0.5919,0.6504,893.5
900,196,50,0.5940,0.6504,894.5
901,198,50,0.5943,0.6504,895.5
902,195,50,0.5954,0.6504,896.5
903,199,49,0.5974,0.6161,897.6
904,196,49,0.5970,0.6161,898.6
905,197,49,0.5985,0.6161,899.6
906,199,49,0.5985,0.6161,900.6
907,197,49,0.5987,0.6161,901.6
908,197,49,0.5981,0.6161,902.6
909,199,49,0.5971,0.6161,903.6
910,198,49,0.5975,0.6161,904.6
911,199,49,0.5981,0.6161,905.6
912,197,49,0.5984,0.6161,906.6
913,194,49,0.5994,0.6161,907.6
914,199,49,0.5996,0.6161,908.6
915,198,49,0.6001,0.6161,909.6
916,200,49,0.6000,0.6161,910.6
917,197,49,0.5999,0.6161,911.6
918,199,49,0.6001,0.6161,912.6
919,196,49,0.6007,0.6161,913.6
920,198,49,0.6011,0.6161,914.6
921,198,49,0.6021,0.6161,915.6
922,195,49,0.6029,0.6161,916.6
923,197,49,0.6020,0.6161,917.6
924,198,49,0.6009,0.6161,918.6
925,200,49,0.6007,0.6161,919.6
926,200,49,0.6007,0.6161,920.6
927,196,49,0.6006,0.6161,921.6
928,193,49,0.6016,0.6161,922.6
929,200,49,0.6009,0.6161,923.6
930,198,49,0.6000,0.6161,924.6
931,195,49,0.5991,0.6161,925.6
932,196,49,0.5988,0.6161,926.6
933,199,49,0.5987,0.6161,927.6
934,196,49,0.5986,0.6161,928.6
935,197,49,0.5986,0.6161,929.6
936,199,49,0.5976,0.6161,930.6
937,196,49,0.5986,0.6161,931.6
938,197,49,0.5976,0.6161,932.6
939,198,49,0.5978,0.6161,933.6
940,197,49,0.5986,0.6161,934.6
941,198,49,0.5996,0.6161,935.6
942,196,49,0.5987,0.6161,936.6
943,198,49,0.5994,0.6161,937.6
944,194,49,0.6006,0.6161,938.6
945,196,49,0.6000,0.6161,939.6
946,196,49,0.6001,0.6161,940.6
947,194,49,0.6013,0.6161,941.6
948,198,49,0.6031,0.6161,942.6
949,200,49,0.6033,0.6161,943.6
950,196,49,0.6041,0.6161,944.6
951,199,49,0.6048,0.6161,945.6
952,200,49,0.6047,0.6161,946.6
953,200,49,0.6047,0.6161,947.6
954,198,49,0.6052,0.6161,948.6
955,200,49,0.6044,0.6161,949.6
956,197,49,0.6049,0.6161,950.6
957,200,49,0.6053,0.6161,951.6
958,200,49,0.6053,0.6161,952.6
959,199,49,0.6050,0.6161,953.6
960,199,49,0.6057,0.6161,954.6
961,197,49,0.6054,0.6161,955.6
962,200,49,0.6054,0.6161,956.6
963,200,49,0.6054,0.6161,957.6
964,199,49,0.6057,0.6161,958.6
965,199,49,0.6059,0.6161,959.6
966,197,49,0.6053,0.6161,960.6
967,196,49,0.6046,0.6161,961.6
968,198,49,0.6022,0.6161,962.6
969,195,49,0.6015,0.6161,963.6
970,198,49,0.6014,0.6161,964.6
971,198,49,0.6018,0.6161,965.6
972,198,49,0.6024,0.6161,966.6
973,197,49,0.6033,0.6161,967.6
974,197,49,0.6030,0.6161,968.6
975,198,49,0.6024,0.6161,969.6
976,196,49,0.6021,0.6161,970.6
977,197,49,0.6006,0.6161,971.6
978,194,49,0.6018,0.6161,972.6
979,196,49,0.6034,0.6161,973.6
980,198,49,0.6061,0.6161,974.6
981,200,49,0.6059,0.6161,975.6
982,196,49,0.6051,0.6161,976.6
983,197,49,0.6030,0.6161,977.6
984,199,49,0.6019,0.6161,978.6
985,198,49,0.6019,0.6161,979.6
986,196,49,0.6019,0.6161,980.6
987,198,49,0.6026,0.6161,981.6
988,197,49,0.6018,0.6161,982.6
989,197,49,0.6021,0.6161,983.6
990,196,49,0.6008,0.6161,984.6
991,199,49,0.5995,0.6161,985.6
992,198,49,0.5994,0.6161,986.6
993,199,49,0.6003,0.6161,987.6
994,194,49,0.6015,0.6161,988.6
995,194,49,0.6030,0.6161,989.6
996,196,49,0.6014,0.6161,990.6
997,199,49,0.6021,0.6161,991.6
998,197,49,0.6027,0.6161,992.6
999,200,49,0.6028,0.6161,993.6
1000,198,49,0.6030,0.6161,994.6
1001,195,49,0.6026,0.6161,995.6
1002,196,49,0.6040,0.6161,996.6
1003,195,49,0.6057,0.6161,997.6
1004,200,49,0.6046,0.6161,998.6
1005,197,49,0.6051,0.6161,999.6
1006,199,49,0.6047,0.6161,1000.6
1007,196,49,0.6083,0.6161,1001.6
1008,199,49,0.6086,0.6161,1002.6
1009,200,49,0.6080,0.6161,1003.6
1010,197,49,0.6086,0.6161,1004.6
1011,198,49,0.6093,0.6161,1005.6
1012,198,49,0.6090,0.6161,1006.6
1013,200,49,0.6109,0.6161,1007.6
1014,196,49,0.6101,0.6161,1008.6
1015,196,49,0.6132,0.6161,1009.6
1016,197,49,0.6163,0.6161,1010.6
1017,197,49,0.6186,0.6161,1011.6
1018,198,49,0.6198,0.6161,1012.6
1019,198,49,0.6203,0.6161,1013.6
1020,198,49,0.6221,0.6161,1014.6
1021,199,49,0.6241,0.6161,1015.6
1022,200,49,0.6237,0.6161,1016.6
1023,196,49,0.6239,0.6161,1017.6
1024,196,49,0.6213,0.6161,1018.6
1025,198,49,0.6213,0.6161,1019.6
1026,195,49,0.6209,0.6161,1020.6
1027,198,49,0.6225,0.6161,1021.6
1028,199,49,0.6269,0.6161,1022.6
1029,198,49,0.6278,0.6161,1023.6
1030,198,49,0.6275,0.6161,1024.6
1031,197,49,0.6286,0.6161,1025.6
1032,200,49,0.6298,0.6161,1026.6
1033,200,49,0.6298,0.6161,1027.6
1034,200,49,0.6298,0.6161,1028.6
1035,198,49,0.6294,0.6161,1029.6
1036,198,49,0.6288,0.6161,1030.6
1037,196,49,0.6296,0.6161,1031.6
1038,197,49,0.6293,0.6161,1032.6
1039,196,49,0.6306,0.6161,1033.6
1040,199,49,0.6305,0.6161,1034.6
1041,199,49,0.6305,0.6161,1035.6
1042,199,49,0.6305,0.6161,1036.6
1043,198,49,0.6292,0.6161,1037.6
1044,199,49,0.6303,0.6161,1038.6
1045,198,49,0.6313,0.6161,1039.6
1046,195,49,0.6323,0.6161,1040.6
1047,193,49,0.6358,0.6161,1041.6
1048,199,49,0.6348,0.6161,1042.6
1049,199,49,0.6341,0.6161,1043.6
1050,199,49,0.6367,0.6161,1044.6
1051,197,49,0.6377,0.6161,1045.6
1052,197,49,0.6383,0.6161,1046.6
1053,197,49,0.6373,0.6161,1047.6
1054,196,49,0.6386,0.6161,1048.6
1055,197,49,0.6373,0.6161,1049.6
1056,198,49,0.6386,0.6161,1050.6
1057,199,49,0.6406,0.6161,1051.6
1058,198,49,0.6408,0.6161,1052.6
1059,197,49,0.6413,0.6161,1053.6
1060,199,49,0.6449,0.6161,1054.6
1061,197,49,0.6451,0.6161,1055.6
1062,199,49,0.6470,0.6161,1056.6
1063,196,49,0.6491,0.6161,1057.6
1064,196,49,0.6503,0.6161,1058.6
1065,197,49,0.6526,0.6161,1059.6
1066,200,49,0.6562,0.6161,1060.6
1067,198,49,0.6565,0.6161,1061.6
1068,196,49,0.6566,0.6161,1062.6
1069,196,49,0.6538,0.6161,1063.6
1070,199,49,0.6534,0.6161,1064.6
1071,200,49,0.6557,0.6161,1065.6
1072,197,49,0.6553,0.6161,1066.6
1073,197,49,0.6580,0.6161,1067.6
1074,197,49,0.6594,0.6161,1068.6
1075,197,49,0.6612,0.6161,1069.6
1076,196,49,0.6608,0.6161,1070.6
1077,193,49,0.6617,0.6161,1071.6
1078,197,49,0.6596,0.6161,1072.6
1079,198,49,0.6599,0.6161,1073.6
1080,198,49,0.6589,0.6161,1074.6
1081,195,49,0.6584,0.6161,1075.6
1082,198,49,0.6594,0.6161,1076.6
1083,198,49,0.6612,0.6161,1077.6
1084,199,49,0.6604,0.6161,1078.6
1085,199,49,0.6610,0.6161,1079.6
1086,198,49,0.6673,0.6161,1080.6
1087,199,49,0.6685,0.6161,1081.6
1088,196,49,0.6707,0.6161,1082.6
1089,199,49,0.6701,0.6161,1083.6
1090,200,49,0.6698,0.6161,1084.6
1091,199,49,0.6697,0.6161,1085.6
1092,199,49,0.6706,0.6161,1086.6
1093,196,49,0.6668,0.6161,1087.6
1094,199,49,0.6678,0.6161,1088.6
1095,198,49,0.6667,0.6161,1089.6
1096,199,49,0.6711,0.6161,1090.6
1097,199,49,0.6711,0.6161,1091.6
1098,193,49,0.6730,0.6161,1092.6
1099,197,49,0.6733,0.6161,1093.6
1100,198,49,0.6724,0.6161,1094.6
1101,193,49,0.6688,0.6161,1095.6
1102,199,49,0.6687,0.6161,1096.6
1103,199,49,0.6691,0.6161,1097.6
1104,198,49,0.6699,0.6161,1098.6
1105,197,49,0.6651,0.6161,1099.6
1106,198,49,0.6654,0.6161,1100.6
1107,198,49,0.6666,0.6161,1101.6
1108,195,49,0.6678,0.6161,1102.6
1109,199,49,0.6675,0.6161,1103.6
1110,199,49,0.6677,0.6161,1104.6
1111,197,49,0.6675,0.6161,1105.6
1112,198,49,0.6677,0.6161,1106.6
1113,195,49,0.6697,0.6161,1107.6
1114,196,49,0.6702,0.6161,1108.6
1115,199,49,0.6699,0.6161,1109.6
1116,197,49,0.6702,0.6161,1110.6
1117,197,49,0.6703,0.6161,1111.6
1118,199,49,0.6705,0.6161,1112.6
1119,196,49,0.6712,0.6161,1113.6
1120,198,49,0.6689,0.6161,1114.6
1121,195,49,0.6658,0.6161,1115.6
1122,199,49,0.6648,0.6161,1116.6
1123,198,49,0.6649,0.6161,1117.6
1124,198,49,0.6622,0.6161,1118.6
1125,198,49,0.6623,0.6161,1119.6
1126,198,49,0.6619,0.6161,1120.6
1127,199,49,0.6620,0.6161,1121.6
1128,199,49,0.6615,0.6161,1122.6
1129,198,49,0.6626,0.6161,1123.6
1130,197,49,0.6617,0.6161,1124.6
1131,197,49,0.6615,0.6161,1125.6
1132,198,49,0.6617,0.6161,1126.6
1133,198,49,0.6616,0.6161,1127.6
1134,199,49,0.6611,0.6161,1128.6
1135,198,48,0.6586,0.5811,1129.7
1136,197,48,0.6590,0.5811,1130.7
1137,196,48,0.6574,0.5811,1131.7
1138,198,48,0.6521,0.5811,1132.7
1139,199,48,0.6516,0.5811,1133.7
1140,198,48,0.6525,0.5811,1134.7
1141,199,48,0.6521,0.5811,1135.7
1142,198,48,0.6516,0.5811,1136.7
1143,199,48,0.6519,0.5811,1137.7
1144,198,48,0.6516,0.5811,1138.7
1145,197,48,0.6525,0.5811,1139.7
1146,199,48,0.6513,0.5811,1140.7
1147,198,48,0.6509,0.5811,1141.7
1148,198,48,0.6513,0.5811,1142.7
1149,199,48,0.6508,0.5811,1143.7
1150,196,48,0.6520,0.5811,1144.7
1151,198,48,0.6523,0.5811,1145.7
1152,195,48,0.6515,0.5811,1146.7
1153,199,48,0.6508,0.5811,1147.7
1154,197,48,0.6516,0.5811,1148.7
1155,198,48,0.6520,0.5811,1149.7
1156,196,48,0.6499,0.5811,1150.7
1157,199,48,0.6494,0.5811,1151.7
1158,196,48,0.6498,0.5811,1152.7
1159,198,48,0.6497,0.5811,1153.7
1160,198,48,0.6489,0.5811,1154.7
1161,198,48,0.6481,0.5811,1155.7
1162,196,48,0.6477,0.5811,1156.7
1163,196,48,0.6391,0.5811,1157.7
1164,200,48,0.6381,0.5811,1158.7
1165,198,48,0.6360,0.5811,1159.7
1166,200,48,0.6361,0.5811,1160.7
1167,197,48,0.6369,0.5811,1161.7
1168,199,48,0.6373,0.5811,1162.7
1169,199,48,0.6371,0.5811,1163.7
1170,198,48,0.6375,0.5811,1164.7
1171,197,48,0.6389,0.5811,1165.7
1172,198,48,0.6391,0.5811,1166.7
1173,199,48,0.6383,0.5811,1167.7
1174,200,48,0.6380,0.5811,1168.7
1175,200,48,0.6380,0.5811,1169.7
1176,195,48,0.6397,0.5811,1170.7
1177,197,48,0.6408,0.5811,1171.7
1178,198,48,0.6412,0.5811,1172.7
1179,198,48,0.6393,0.5811,1173.7
1180,197,48,0.6384,0.5811,1174.7
1181,197,48,0.6389,0.5811,1175.7
1182,198,48,0.6376,0.5811,1176.7
1183,198,48,0.6378,0.5811,1177.7
1184,200,48,0.6370,0.5811,1178.7
1185,197,48,0.6324,0.5811,1179.7
1186,198,48,0.6318,0.5811,1180.7
1187,197,48,0.6318,0.5811,1181.7
1188,197,48,0.6320,0.5811,1182.7
1189,197,48,0.6330,0.5811,1183.7
1190,197,48,0.6319,0.5811,1184.7
1191,197,48,0.6330,0.5811,1185.7
1192,194,48,0.6327,0.5811,1186.7
1193,197,48,0.6316,0.5811,1187.7
1194,197,48,0.6315,0.5811,1188.7
1195,198,48,0.6320,0.5811,1189.7
1196,199,48,0.6314,0.5811,1190.7
1197,198,48,0.6311,0.5811,1191.7
1198,197,48,0.6307,0.5811,1192.7
1199,199,48,0.6313,0.5811,1193.7
1200,198,48,0.6309,0.5811,1194.7
1201,198,48,0.6310,0.5811,1195.7
1202,197,48,0.6312,0.5811,1196.7
1203,198,48,0.6304,0.5811,1197.7
1204,197,48,0.6292,0.5811,1198.7
1205,199,48,0.6292,0.5811,1199.7
1206,197,48,0.6290,0.5811,1200.7
1207,198,48,0.6314,0.5811,1201.7
1208,200,48,0.6308,0.5811,1202.7
1209,200,48,0.6308,0.5811,1203.7
1210,198,48,0.6297,0.5811,1204.7
1211,197,48,0.6277,0.5811,1205.7
1212,198,48,0.6275,0.5811,1206.7
1213,197,48,0.6269,0.5811,1207.7
1214,196,48,0.6280,0.5811,1208.7
1215,198,48,0.6286,0.5811,1209.7
1216,197,48,0.6282,0.5811,1210.7
1217,196,48,0.6282,0.5811,1211.7
1218,196,48,0.6286,0.5811,1212.7
1219,197,48,0.6267,0.5811,1213.7
1220,196,48,0.6275,0.5811,1214.7
1221,198,48,0.6259,0.5811,1215.7
1222,200,48,0.6263,0.5811,1216.7
1223,200,48,0.6263,0.5811,1217.7
1224,200,48,0.6263,0.5811,1218.7
1225,198,48,0.6259,0.5811,1219.7
1226,198,48,0.6271,0.5811,1220.7
1227,198,48,0.6276,0.5811,1221.7
1228,196,48,0.6275,0.5811,1222.7
1229,196,48,0.6280,0.5811,1223.7
1230,199,48,0.6266,0.5811,1224.7
1231,199,48,0.6269,0.5811,1225.7
1232,197,48,0.6278,0.5811,1226.7
1233,198,48,0.6264,0.5811,1227.7
1234,200,48,0.6266,0.5811,1228.7
1235,200,48,0.6266,0.5811,1229.7
1236,199,48,0.6263,0.5811,1230.7
1237,198,48,0.6262,0.5811,1231.7
1238,196,48,0.6262,0.5811,1232.7
1239,195,48,0.6275,0.5811,1233.7
1240,198,48,0.6286,0.5811,1234.7
1241,198,48,0.6283,0.5811,1235.7
1242,199,48,0.6285,0.5811,1236.7
1243,200,48,0.6290,0.5811,1237.7
1244,198,48,0.6294,0.5811,1238.7
1245,198,48,0.6298,0.5811,1239.7
1246,198,48,0.6285,0.5811,1240.7
1247,198,48,0.6276,0.5811,1241.7
1248,197,48,0.6279,0.5811,1242.7
1249,200,48,0.6283,0.5811,1243.7
1250,198,48,0.6282,0.5811,1244.7
1251,200,48,0.6278,0.5811,1245.7
1252,199,48,0.6281,0.5811,1246.7
1253,197,48,0.6294,0.5811,1247.7
1254,198,48,0.6314,0.5811,1248.7
1255,200,48,0.6315,0.5811,1249.7
1256,194,48,0.6328,0.5811,1250.7
1257,199,48,0.6323,0.5811,1251.7
1258,197,48,0.6314,0.5811,1252.7
1259,195,48,0.6314,0.5811,1253.7
1260,197,48,0.6312,0.5811,1254.7
1261,200,48,0.6316,0.5811,1255.7
1262,199,48,0.6323,0.5811,1256.7
1263,197,48,0.6328,0.5811,1257.7
1264,199,48,0.6331,0.5811,1258.7
1265,194,48,0.6318,0.5811,1259.7
1266,195,48,0.6320,0.5811,1260.7
1267,199,48,0.6307,0.5811,1261.7
1268,197,48,0.6290,0.5811,1262.7
1269,196,48,0.6296,0.5811,1263.7
1270,199,48,0.6301,0.5811,1264.7
1271,197,48,0.6291,0.5811,1265.7
1272,198,48,0.6282,0.5811,1266.7
1273,196,48,0.6282,0.5811,1267.7
1274,197,48,0.6295,0.5811,1268.7
1275,196,48,0.6309,0.5811,1269.7
1276,199,48,0.6296,0.5811,1270.7
1277,197,48,0.6288,0.5811,1271.7
1278,200,48,0.6290,0.5811,1272.7
1279,196,48,0.6294,0.5811,1273.7
1280,198,48,0.6293,0.5811,1274.7
1281,197,48,0.6287,0.5811,1275.7
1282,198,48,0.6285,0.5811,1276.7
1283,198,48,0.6281,0.5811,1277.7
1284,197,48,0.6271,0.5811,1278.7
1285,196,48,0.6274,0.5811,1279.7
1286,199,48,0.6282,0.5811,1280.7
1287,198,48,0.6282,0.5811,1281.7
1288,199,48,0.6278,0.5811,1282.7
1289,197,48,0.6279,0.5811,1283.7
1290,200,48,0.6275,0.5811,1284.7
1291,198,48,0.6271,0.5811,1285.7
1292,199,48,0.6272,0.5811,1286.7
1293,199,48,0.6264,0.5811,1287.7
1294,198,48,0.6265,0.5811,1288.7
1295,197,48,0.6259,0.5811,1289.7
1296,200,48,0.6263,0.5811,1290.7
1297,196,48,0.6269,0.5811,1291.7
1298,198,48,0.6291,0.5811,1292.7
1299,195,48,0.6285,0.5811,1293.7
1300,198,48,0.6261,0.5811,1294.7
1301,198,48,0.6243,0.5811,1295.7
1302,199,48,0.6238,0.5811,1296.7
1303,196,48,0.6238,0.5811,1297.7
1304,195,48,0.6241,0.5811,1298.7
1305,199,48,0.6218,0.5811,1299.7
1306,199,48,0.6219,0.5811,1300.7
1307,198,48,0.6228,0.5811,1301.7
1308,196,48,0.6236,0.5811,1302.7
1309,199,48,0.6228,0.5811,1303.7
1310,197,48,0.6217,0.5811,1304.7
1311,197,48,0.6207,0.5811,1305.7
1312,199,48,0.6202,0.5811,1306.7
1313,200,48,0.6202,0.5811,1307.7
1314,199,48,0.6208,0.5811,1308.7
1315,197,48,0.6204,0.5811,1309.7
1316,200,48,0.6205,0.5811,1310.7
1317,198,48,0.6210,0.5811,1311.7
1318,198,48,0.6207,0.5811,1312.7
1319,198,48,0.6214,0.5811,1313.7
1320,197,48,0.6203,0.5811,1314.7
1321,197,48,0.6212,0.5811,1315.7
1322,200,48,0.6215,0.5811,1316.7
1323,199,48,0.6210,0.5811,1317.7
1324,196,48,0.6196,0.5811,1318.7
1325,199,48,0.6191,0.5811,1319.7
1326,198,48,0.6184,0.5811,1320.7
1327,199,48,0.6187,0.5811,1321.7
1328,197,48,0.6183,0.5811,1322.7
1329,198,48,0.6195,0.5811,1323.7
1330,198,48,0.6196,0.5811,1324.7
1331,198,48,0.6185,0.5811,1325.7
1332,199,48,0.6183,0.5811,1326.7
1333,197,48,0.6174,0.5811,1327.7
1334,198,48,0.6175,0.5811,1328.7
1335,200,48,0.6177,0.5811,1329.7
1336,199,48,0.6177,0.5811,1330.7
1337,197,48,0.6181,0.5811,1331.7
1338,193,48,0.6177,0.5811,1332.7
1339,198,48,0.6178,0.5811,1333.7
1340,197,48,0.6180,0.5811,1334.7
1341,200,48,0.6190,0.5811,1335.7
1342,198,48,0.6190,0.5811,1336.7
1343,199,48,0.6185,0.5811,1337.7
1344,197,48,0.6182,0.5811,1338.7
1345,197,48,0.6181,0.5811,1339.7
1346,199,48,0.6189,0.5811,1340.7
1347,200,48,0.6188,0.5811,1341.7
1348,195,48,0.6196,0.5811,1342.7
1349,199,48,0.6194,0.5811,1343.7
1350,198,48,0.6203,0.5811,1344.7
1351,194,48,0.6204,0.5811,1345.7
