tick,pop,avg_dist,at_food,knowledge_spread
494,50,77.9,0,0
495,50,77.9,0,0
496,50,77.9,0,0
497,50,77.9,0,0
498,50,77.8,0,0
499,50,77.8,0,0
500,50,77.8,0,0
501,50,77.8,0,0
502,50,77.8,0,0
503,50,77.8,0,0
504,50,77.8,0,0
505,50,77.7,0,0
506,50,77.7,0,0
507,50,77.7,0,0
508,50,77.7,0,0
509,50,77.7,0,0
510,50,77.7,0,0
511,50,77.7,0,0
512,50,77.7,0,0
513,50,77.6,0,0
514,50,77.6,0,0
515,50,77.6,0,0
516,50,77.6,0,0
517,50,77.6,0,0
518,50,77.6,0,0
519,50,77.6,0,0
520,50,77.5,0,0
521,50,77.5,0,0
522,50,77.5,0,0
523,50,77.5,0,0
524,50,77.5,0,0
525,50,77.5,0,0
526,50,77.5,0,0
527,50,77.4,0,0
528,50,77.4,0,0
529,50,77.4,0,0
530,50,77.4,0,0
531,50,77.4,0,0
532,50,77.4,0,0
533,50,77.4,0,0
534,50,77.3,0,0
535,50,77.3,0,0
536,50,77.3,0,0
537,50,77.3,0,0
538,50,77.3,0,0
539,50,77.3,0,0
540,50,77.3,0,0
541,50,77.2,0,0
542,50,77.2,0,0
543,50,77.2,0,0
544,50,77.2,0,0
545,50,77.2,0,0
546,50,77.2,0,0
547,50,77.2,0,0
548,50,77.1,0,0
549,50,77.1,0,0
550,50,77.1,0,0
551,50,77.1,0,0
552,50,77.1,0,0
553,50,77.1,0,0
554,50,77.1,0,0
555,50,77.0,0,0
556,50,77.0,0,0
557,50,77.0,0,0
558,50,77.0,0,0
559,50,77.0,0,0
560,50,77.0,0,0
561,50,77.0,0,0
562,50,76.9,0,0
563,50,76.9,0,0
564,50,76.9,0,0
565,50,76.9,0,0
566,50,76.9,0,0
567,50,76.9,0,0
568,50,76.9,0,0
569,50,76.9,0,0
570,50,76.8,0,0
571,50,76.8,0,0
572,50,76.8,0,0
573,50,76.8,0,0
574,50,76.8,0,0
575,50,76.8,0,0
576,50,76.8,0,0
577,50,76.7,0,0
578,50,76.7,0,0
579,50,76.7,0,0
580,50,76.7,0,0
581,50,76.7,0,0
582,50,76.7,0,0
583,50,76.7,0,0
584,50,76.6,0,0
585,50,76.6,0,0
586,50,76.6,0,0
587,50,76.6,0,0
588,50,76.6,0,0
589,50,76.6,0,0
590,50,76.6,0,0
591,50,76.5,0,0
592,50,76.5,0,0
593,50,76.5,0,0
594,50,76.5,0,0
595,50,76.5,0,0
596,50,76.5,0,0
597,50,76.5,0,0
598,50,76.4,0,0
599,50,76.4,0,0
600,50,76.4,0,0
601,50,76.4,0,0
602,50,76.4,0,0
603,50,76.4,0,0
604,50,76.4,0,0
605,50,76.3,0,0
606,50,76.3,0,0
607,50,76.3,0,0
608,50,76.3,0,0
609,50,76.3,0,0
610,50,76.3,0,0
611,50,76.3,0,0
612,50,76.2,0,0
613,50,76.2,0,0
614,50,76.2,0,0
615,50,76.2,0,0
616,50,76.2,0,0
617,50,76.2,0,0
618,50,76.2,0,0
619,50,76.2,0,0
620,50,76.1,0,0
621,50,76.1,0,0
622,50,76.1,0,0
623,50,76.1,0,0
624,50,76.1,0,0
625,50,76.1,0,0
626,50,76.1,0,0
627,50,76.0,0,0
628,50,76.0,0,0
629,50,76.0,0,0
630,50,76.0,0,0
631,50,76.0,0,0
632,50,76.0,0,0
633,50,76.0,0,0
634,50,75.9,0,0
635,50,75.9,0,0
636,50,75.9,0,0
637,50,75.9,0,0
638,50,75.9,0,0
639,50,75.9,0,0
640,50,75.9,0,0
641,50,75.8,0,0
642,50,75.8,0,0
643,50,75.8,0,0
644,50,75.8,0,0
645,50,75.8,0,0
646,50,75.8,0,0
647,50,75.8,0,0
648,50,75.7,0,0
649,50,75.7,0,0
650,50,75.7,0,0
651,50,75.7,0,0
652,50,75.7,0,0
653,50,75.7,0,0
654,50,75.7,0,0
655,50,75.6,0,0
656,50,75.6,0,0
657,50,75.6,0,0
658,50,75.6,0,0
659,50,75.6,0,0
660,50,75.6,0,0
661,50,75.6,0,0
662,50,75.5,0,0
663,50,75.5,0,0
664,50,75.5,0,0
665,50,75.5,0,0
666,50,75.5,0,0
667,50,75.5,0,0
668,50,75.5,0,0
669,50,75.4,0,0
670,50,75.4,0,0
671,50,75.4,0,0
672,50,75.4,0,0
673,50,75.4,0,0
674,50,75.4,0,0
675,50,75.4,0,0
676,50,75.3,0,0
677,50,75.3,0,0
678,50,75.3,0,0
679,50,75.3,0,0
680,50,75.3,0,0
681,50,75.3,0,0
682,50,75.3,0,0
683,50,75.2,0,0
684,50,75.2,0,0
685,50,75.2,0,0
686,50,75.2,0,0
687,50,75.2,0,0
688,50,75.2,0,0
689,50,75.2,0,0
690,50,75.1,0,0
691,50,75.1,0,0
692,50,75.1,0,0
693,50,75.1,0,0
694,50,75.1,0,0
695,50,75.1,0,0
696,50,75.1,0,0
697,50,75.0,0,0
698,50,75.0,0,0
699,50,75.0,0,0
700,50,75.0,0,0
701,50,75.0,0,0
702,50,75.0,0,0
703,50,75.0,0,0
704,50,75.0,0,0
705,50,74.9,0,0
706,50,74.9,0,0
707,50,74.9,0,0
708,50,74.9,0,0
709,50,74.9,0,0
710,50,74.9,0,0
711,50,74.9,0,0
712,50,74.8,0,0
713,50,74.8,0,0
714,50,74.8,0,0
715,50,74.8,0,0
716,50,74.8,0,0
717,50,74.8,0,0
718,50,74.8,0,0
719,50,74.7,0,0
720,50,74.7,0,0
721,50,74.7,0,0
722,50,74.7,0,0
723,50,74.7,0,0
724,50,74.7,0,0
725,50,74.7,0,0
726,50,74.6,0,0
727,50,74.6,0,0
728,50,74.6,0,0
729,50,74.6,0,0
730,50,74.6,0,0
731,50,74.6,0,0
732,50,74.6,0,0
733,50,74.5,0,0
734,50,74.5,0,0
735,50,74.5,0,0
736,50,74.5,0,0
737,50,74.5,0,0
738,50,74.5,0,0
739,50,74.5,0,0
740,50,74.4,0,0
741,50,74.4,0,0
742,50,74.4,0,0
743,50,74.4,0,0
744,50,74.4,0,0
745,50,74.4,0,0
746,50,74.4,0,0
747,50,74.3,0,0
748,50,74.3,0,0
749,50,74.3,0,0
750,50,74.3,0,0
751,50,74.3,0,0
752,50,74.3,0,0
753,50,74.3,0,0
754,50,74.2,0,0
755,50,74.2,0,0
756,50,74.2,0,0
757,50,74.2,0,0
758,50,74.2,0,0
759,50,74.2,0,0
760,50,74.2,0,0
761,50,74.1,0,0
762,50,74.1,0,0
763,50,74.1,0,0
764,50,74.1,0,0
765,50,74.1,0,0
766,50,74.1,0,0
767,50,74.1,0,0
768,50,74.0,0,0
769,50,74.0,0,0
770,50,74.0,0,0
771,50,74.0,0,0
772,50,74.0,0,0
773,50,74.0,0,0
774,50,74.0,0,0
775,50,73.9,0,0
776,50,73.9,0,0
777,50,73.9,0,0
778,50,73.9,0,0
779,50,73.9,0,0
780,50,73.9,0,0
781,50,73.9,0,0
782,50,73.8,0,0
783,50,73.8,0,0
784,50,73.8,0,0
785,50,73.8,0,0
786,50,73.8,0,0
787,50,73.8,0,0
788,50,73.8,0,0
789,50,73.8,0,0
790,50,73.7,0,0
791,50,73.7,0,0
792,50,73.7,0,0
793,50,73.7,0,0
794,50,73.7,0,0
795,50,73.7,0,0
796,50,73.7,0,0
797,50,73.6,0,0
798,50,73.6,0,0
799,50,73.6,0,0
800,50,73.6,0,0
801,50,73.6,0,0
802,50,73.6,0,0
803,50,73.5,0,0
804,50,73.5,0,0
805,50,73.5,0,0
806,50,73.5,0,0
807,50,73.5,0,0
808,50,73.5,0,0
809,50,73.5,0,0
810,50,73.5,0,0
811,50,73.4,0,0
812,50,73.4,0,0
813,50,73.4,0,0
814,50,73.4,0,0
815,50,73.4,0,0
816,50,73.4,0,0
817,50,73.4,0,0
818,50,73.3,0,0
819,50,73.3,0,0
820,50,73.3,0,0
821,50,73.3,0,0
822,50,73.3,0,0
823,50,73.3,0,0
824,50,73.3,0,0
825,50,73.2,0,0
826,50,73.2,0,0
827,50,73.2,0,0
828,50,73.2,0,0
829,50,73.2,0,0
830,50,73.2,0,0
831,50,73.2,0,0
832,50,73.1,0,0
833,50,73.1,0,0
834,50,73.1,0,0
835,50,73.1,0,0
836,50,73.1,0,0
837,50,73.1,0,0
838,50,73.1,0,0
839,50,73.0,0,0
840,50,73.0,0,0
841,50,73.0,0,0
842,50,73.0,0,0
843,50,73.0,0,0
844,50,73.0,0,0
845,50,73.0,0,0
846,50,72.9,0,0
847,50,72.9,0,0
848,50,72.9,0,0
849,50,72.9,0,0
850,50,72.9,0,0
851,50,72.9,0,0
852,50,72.9,0,0
853,50,72.8,0,0
854,50,72.8,0,0
855,50,72.8,0,0
856,50,72.8,0,0
857,50,72.8,0,0
858,50,72.8,0,0
859,50,72.8,0,0
860,50,72.7,0,0
861,50,72.7,0,0
862,50,72.7,0,0
863,50,72.7,0,0
864,50,72.7,0,0
865,50,72.7,0,0
866,50,72.7,0,0
867,50,72.6,0,0
868,50,72.6,0,0
869,50,72.6,0,0
870,50,72.6,0,0
871,50,72.6,0,0
872,50,72.6,0,0
873,50,72.6,0,0
874,50,72.5,0,0
875,50,72.5,0,0
876,50,72.5,0,0
877,50,72.5,0,0
878,50,72.5,0,0
879,50,72.5,0,0
880,50,72.5,0,0
881,50,72.5,0,0
882,50,72.4,0,0
883,50,72.4,0,0
884,50,72.4,0,0
885,50,72.4,0,0
886,50,72.4,0,0
887,50,72.4,0,0
888,50,72.4,0,0
889,50,72.3,0,0
890,50,72.3,0,0
891,50,72.3,0,0
892,50,72.3,0,0
893,50,72.3,0,0
894,50,72.3,0,0
895,50,72.3,0,0
896,50,72.2,0,0
897,50,72.2,0,0
898,50,72.2,0,0
899,50,72.2,0,0
900,50,72.2,0,0
901,50,72.2,0,0
902,50,72.2,0,0
903,50,72.1,0,0
904,50,72.1,0,0
905,50,72.1,0,0
906,50,72.1,0,0
907,50,72.1,0,0
908,50,72.1,0,0
909,50,72.1,0,0
910,50,72.1,0,0
911,50,72.0,0,0
912,50,72.0,0,0
913,50,72.0,0,0
914,50,72.0,0,0
915,50,72.0,0,0
916,50,72.0,0,0
917,50,72.0,0,0
918,50,71.9,0,0
919,50,71.9,0,0
920,50,71.9,0,0
921,50,71.9,0,0
922,50,71.9,0,0
923,50,71.9,0,0
924,50,71.9,0,0
925,50,71.8,0,0
926,50,71.8,0,0
927,50,71.8,0,0
928,50,71.8,0,0
929,50,71.8,0,0
930,50,71.8,0,0
931,50,71.8,0,0
932,50,71.7,0,0
933,50,71.7,0,0
934,50,71.7,0,0
935,50,71.7,0,0
936,50,71.7,0,0
937,50,71.7,0,0
938,50,71.7,0,0
939,50,71.6,0,0
940,50,71.6,0,0
941,50,71.6,0,0
942,50,71.6,0,0
943,50,71.6,0,0
944,50,71.6,0,0
945,50,71.6,0,0
946,50,71.5,0,0
947,50,71.5,0,0
948,50,71.5,0,0
949,50,71.5,0,0
950,50,71.5,0,0
951,50,71.5,0,0
952,50,71.5,0,0
953,50,71.4,0,0
954,50,71.4,0,0
955,50,71.4,0,0
956,50,71.4,0,0
957,50,71.4,0,0
958,50,71.4,0,0
959,50,71.4,0,0
960,50,71.3,0,0
961,50,71.3,0,0
962,50,71.3,0,0
963,50,71.3,0,0
964,50,71.3,0,0
965,50,71.3,0,0
966,50,71.3,0,0
967,50,71.2,0,0
968,50,71.2,0,0
969,50,71.2,0,0
970,50,71.2,0,0
971,50,71.2,0,0
972,50,71.2,0,0
973,50,71.2,0,0
974,50,71.1,0,0
975,50,71.1,0,0
976,50,71.1,0,0
977,50,71.1,0,0
978,50,71.1,0,0
979,50,71.1,0,0
980,50,71.1,0,0
981,50,71.1,0,0
982,50,71.0,0,0
983,50,71.0,0,0
984,50,71.0,0,0
985,50,71.0,0,0
986,50,71.0,0,0
987,50,71.0,0,0
988,50,71.0,0,0
989,50,70.9,0,0
990,50,70.9,0,0
991,50,70.9,0,0
992,50,70.9,0,0
993,50,70.9,0,0
994,50,70.9,0,0
995,50,70.9,0,0
996,50,70.8,0,0
997,50,70.8,0,0
998,50,70.8,0,0
999,50,70.8,0,0
1000,50,70.8,0,0
1001,50,70.8,0,0
1002,50,70.8,0,0
1003,50,70.7,0,0
1004,50,70.7,0,0
1005,50,70.7,0,0
1006,50,70.7,0,0
1007,50,70.7,0,0
1008,50,70.7,0,0
1009,50,70.7,0,0
1010,50,70.6,0,0
1011,50,70.6,0,0
1012,50,70.6,0,0
1013,50,70.6,0,0
1014,50,70.6,0,0
1015,50,70.6,0,0
1016,50,70.6,0,0
1017,50,70.5,0,0
1018,50,70.5,0,0
1019,50,70.5,0,0
1020,50,70.5,0,0
1021,50,70.5,0,0
1022,50,70.5,0,0
1023,50,70.5,0,0
1024,50,70.4,0,0
1025,50,70.4,0,0
1026,50,70.4,0,0
1027,50,70.4,0,0
1028,50,70.4,0,0
1029,50,70.4,0,0
1030,50,70.4,0,0
1031,50,70.4,0,0
1032,50,70.3,0,0
1033,50,70.3,0,0
1034,50,70.3,0,0
1035,50,70.3,0,0
1036,50,70.3,0,0
1037,50,70.3,0,0
1038,50,70.3,0,0
1039,50,70.2,0,0
1040,50,70.2,0,0
1041,50,70.2,0,0
1042,50,70.2,0,0
1043,50,70.2,0,0
1044,50,70.2,0,0
1045,50,70.2,0,0
1046,50,70.1,0,0
1047,50,70.1,0,0
1048,50,70.1,0,0
1049,50,70.1,0,0
1050,50,70.1,0,0
1051,50,70.1,0,0
1052,50,70.1,0,0
1053,50,70.0,0,0
1054,50,70.0,0,0
1055,50,70.0,0,0
1056,50,70.0,0,0
1057,50,70.0,0,0
1058,50,70.0,0,0
1059,50,70.0,0,0
1060,50,69.9,0,0
1061,50,69.9,0,0
1062,50,69.9,0,0
1063,50,69.9,0,0
1064,50,69.9,0,0
1065,50,69.9,0,0
1066,50,69.9,0,0
1067,50,69.8,0,0
1068,50,69.8,0,0
1069,50,69.8,0,0
1070,50,69.8,0,0
1071,50,69.8,0,0
1072,50,69.8,0,0
1073,50,69.8,0,0
1074,50,69.7,0,0
1075,50,69.7,0,0
1076,50,69.7,0,0
1077,50,69.7,0,0
1078,50,69.7,0,0
1079,50,69.7,0,0
1080,50,69.7,0,0
1081,50,69.6,0,0
1082,50,69.6,0,0
1083,50,69.6,0,0
1084,50,69.6,0,0
1085,50,69.6,0,0
1086,50,69.6,0,0
1087,50,69.6,0,0
1088,50,69.5,0,0
1089,50,69.5,0,0
1090,50,69.5,0,0
1091,50,69.5,0,0
1092,50,69.5,0,0
1093,50,69.5,0,0
1094,50,69.5,0,0
1095,50,69.4,0,0
1096,50,69.4,0,0
1097,50,69.4,0,0
1098,50,69.4,0,0
1099,50,69.4,0,0
1100,50,69.4,0,0
1101,50,69.4,0,0
1102,50,69.4,0,0
1103,50,69.3,0,0
1104,50,69.3,0,0
1105,50,69.3,0,0
1106,50,69.3,0,0
1107,50,69.3,0,0
1108,50,69.3,0,0
1109,50,69.3,0,0
1110,50,69.2,0,0
1111,50,69.2,0,0
1112,50,69.2,0,0
1113,50,69.2,0,0
1114,50,69.2,0,0
1115,50,69.2,0,0
1116,50,69.2,0,0
1117,50,69.1,0,0
1118,50,69.1,0,0
1119,50,69.1,0,0
1120,50,69.1,0,0
1121,50,69.1,0,0
1122,50,69.1,0,0
1123,50,69.1,0,0
1124,50,69.0,0,0
1125,50,69.0,0,0
1126,50,69.0,0,0
1127,50,69.0,0,0
1128,50,69.0,0,0
1129,50,69.0,0,0
1130,50,69.0,0,0
1131,50,68.9,0,0
1132,50,68.9,0,0
1133,50,68.9,0,0
1134,50,68.9,0,0
1135,50,68.9,0,0
1136,50,68.9,0,0
1137,50,68.9,0,0
1138,50,68.8,0,0
1139,50,68.8,0,0
1140,50,68.8,0,0
1141,50,68.8,0,0
1142,50,68.8,0,0
1143,50,68.8,0,0
1144,50,68.8,0,0
