tick,pop,avg_dist,at_food,knowledge_spread
1145,50,68.8,0,0
1146,50,68.7,0,0
1147,50,68.7,0,0
1148,50,68.7,0,0
1149,50,68.7,0,0
1150,50,68.7,0,0
1151,50,68.7,0,0
1152,50,68.7,0,0
1153,50,68.6,0,0
1154,50,68.6,0,0
1155,50,68.6,0,0
1156,50,68.6,0,0
1157,50,68.6,0,0
1158,50,68.6,0,0
1159,50,68.6,0,0
1160,50,68.5,0,0
1161,50,68.5,0,0
1162,50,68.5,0,0
1163,50,68.5,0,0
1164,50,68.5,0,0
1165,50,68.5,0,0
1166,50,68.5,0,0
1167,50,68.4,0,0
1168,50,68.4,0,0
1169,50,68.4,0,0
1170,50,68.4,0,0
1171,50,68.4,0,0
1172,50,68.4,0,0
1173,50,68.4,0,0
1174,50,68.3,0,0
1175,50,68.3,0,0
1176,50,68.3,0,0
1177,50,68.3,0,0
1178,50,68.3,0,0
1179,50,68.3,0,0
1180,50,68.3,0,0
1181,50,68.2,0,0
1182,50,68.2,0,0
1183,50,68.2,0,0
1184,50,68.2,0,0
1185,50,68.2,0,0
1186,50,68.2,0,0
1187,50,68.2,0,0
1188,50,68.2,0,0
1189,50,68.1,0,0
1190,50,68.1,0,0
1191,50,68.1,0,0
1192,50,68.1,0,0
1193,50,68.1,0,0
1194,50,68.1,0,0
1195,50,68.1,0,0
1196,50,68.0,0,0
1197,50,68.0,0,0
1198,50,68.0,0,0
1199,50,68.0,0,0
1200,50,68.0,0,0
1201,50,68.0,0,0
1202,50,68.0,0,0
1203,50,67.9,0,0
1204,50,67.9,0,0
1205,50,67.9,0,0
1206,50,67.9,0,0
1207,50,67.9,0,0
1208,50,67.9,0,0
1209,50,67.9,0,0
1210,50,67.8,0,0
1211,50,67.8,0,0
1212,50,67.8,0,0
1213,50,67.8,0,0
1214,50,67.8,0,0
1215,50,67.8,0,0
1216,50,67.8,0,0
1217,50,67.7,0,0
1218,50,67.7,0,0
1219,50,67.7,0,0
1220,50,67.7,0,0
1221,50,67.7,0,0
1222,50,67.7,0,0
1223,50,67.7,0,0
1224,50,67.6,0,0
1225,50,67.6,0,0
1226,50,67.6,0,0
1227,50,67.6,0,0
1228,50,67.6,0,0
1229,50,67.6,0,0
1230,50,67.6,0,0
1231,50,67.5,0,0
1232,50,67.5,0,0
1233,50,67.5,0,0
1234,50,67.5,0,0
1235,50,67.5,0,0
1236,50,67.5,0,0
1237,50,67.5,0,0
1238,50,67.4,0,0
1239,50,67.4,0,0
1240,50,67.4,0,0
1241,50,67.4,0,0
1242,50,67.4,0,0
1243,50,67.4,0,0
1244,50,67.4,0,0
1245,50,67.3,0,0
1246,50,67.3,0,0
1247,50,67.3,0,0
1248,50,67.3,0,0
1249,50,67.3,0,0
1250,50,67.3,0,0
1251,50,67.3,0,0
1252,50,67.2,0,0
1253,50,67.2,0,0
1254,50,67.2,0,0
1255,50,67.2,0,0
1256,50,67.2,0,0
1257,50,67.2,0,0
1258,50,67.2,0,0
1259,50,67.1,0,0
1260,50,67.1,0,0
1261,50,67.1,0,0
1262,50,67.1,0,0
1263,50,67.1,0,0
1264,50,67.1,0,0
1265,50,67.1,0,0
1266,50,67.1,0,0
1267,50,67.0,0,0
1268,50,67.0,0,0
1269,50,67.0,0,0
1270,50,67.0,0,0
1271,50,67.0,0,0
1272,50,67.0,0,0
1273,50,66.9,0,0
1274,50,66.9,0,0
1275,50,66.9,0,0
1276,50,66.9,0,0
1277,50,66.9,0,0
1278,50,66.9,0,0
1279,50,66.9,0,0
1280,50,66.9,0,0
1281,50,66.8,0,0
1282,50,66.8,0,0
1283,50,66.8,0,0
1284,50,66.8,0,0
1285,50,66.8,0,0
1286,50,66.8,0,0
1287,50,66.8,0,0
1288,50,66.7,0,0
1289,50,66.7,0,0
1290,50,66.7,0,0
1291,50,66.7,0,0
1292,50,66.7,0,0
1293,50,66.7,0,0
1294,50,66.7,0,0
1295,50,66.6,0,0
1296,50,66.6,0,0
1297,50,66.6,0,0
1298,50,66.6,0,0
1299,50,66.6,0,0
1300,50,66.6,0,0
1301,50,66.6,0,0
1302,50,66.5,0,0
1303,50,66.5,0,0
1304,50,66.5,0,0
1305,50,66.5,0,0
1306,50,66.5,0,0
1307,50,66.5,0,0
1308,50,66.5,0,0
1309,50,66.4,0,0
1310,50,66.4,0,0
1311,50,66.4,0,0
1312,50,66.4,0,0
1313,50,66.4,0,0
1314,50,66.4,0,0
1315,50,66.4,0,0
1316,50,66.3,0,0
1317,50,66.3,0,0
1318,50,66.3,0,0
1319,50,66.3,0,0
1320,50,66.3,0,0
1321,50,66.3,0,0
1322,50,66.3,0,0
1323,50,66.2,0,0
1324,50,66.2,0,0
1325,50,66.2,0,0
1326,50,66.2,0,0
1327,50,66.2,0,0
1328,50,66.2,0,0
1329,50,66.2,0,0
1330,50,66.1,0,0
1331,50,66.1,0,0
1332,50,66.1,0,0
1333,50,66.1,0,0
1334,50,66.1,0,0
1335,50,66.1,0,0
1336,50,66.1,0,0
1337,50,66.0,0,0
1338,50,66.0,0,0
1339,50,66.0,0,0
1340,50,66.0,0,0
1341,50,66.0,0,0
1342,50,66.0,0,0
1343,50,66.0,0,0
1344,50,65.9,0,0
1345,50,65.9,0,0
1346,50,65.9,0,0
1347,50,65.9,0,0
1348,50,65.9,0,0
1349,50,65.9,0,0
1350,50,65.9,0,0
1351,50,65.9,0,0
1352,50,65.8,0,0
1353,50,65.8,0,0
1354,50,65.8,0,0
1355,50,65.8,0,0
1356,50,65.8,0,0
1357,50,65.8,0,0
1358,50,65.8,0,0
1359,50,65.7,0,0
1360,50,65.7,0,0
1361,50,65.7,0,0
1362,50,65.7,0,0
1363,50,65.7,0,0
1364,50,65.7,0,0
1365,50,65.7,0,0
1366,50,65.6,0,0
1367,50,65.6,0,0
1368,50,65.6,0,0
1369,50,65.6,0,0
1370,50,65.6,0,0
1371,50,65.6,0,0
1372,50,65.6,0,0
1373,50,65.5,0,0
1374,50,65.5,0,0
1375,50,65.5,0,0
1376,50,65.5,0,0
1377,50,65.5,0,0
1378,50,65.5,0,0
1379,50,65.5,0,0
1380,50,65.4,0,0
1381,50,65.4,0,0
1382,50,65.4,0,0
1383,50,65.4,0,0
1384,50,65.4,0,0
1385,50,65.4,0,0
1386,50,65.4,0,0
1387,50,65.3,0,0
1388,50,65.3,0,0
1389,50,65.3,0,0
1390,50,65.3,0,0
1391,50,65.3,0,0
1392,50,65.3,0,0
1393,50,65.3,0,0
1394,50,65.2,0,0
1395,50,65.2,0,0
1396,50,65.2,0,0
1397,50,65.2,0,0
1398,50,65.2,0,0
1399,50,65.2,0,0
1400,50,65.2,0,0
1401,50,65.2,0,0
1402,50,65.1,0,0
1403,50,65.1,0,0
1404,50,65.1,0,0
1405,50,65.1,0,0
1406,50,65.1,0,0
1407,50,65.1,0,0
1408,50,65.1,0,0
1409,50,65.0,0,0
1410,50,65.0,0,0
1411,50,65.0,0,0
1412,50,65.0,0,0
1413,50,65.0,0,0
1414,50,65.0,0,0
1415,50,65.0,0,0
1416,50,64.9,0,0
1417,50,64.9,0,0
1418,50,64.9,0,0
1419,50,64.9,0,0
1420,50,64.9,0,0
1421,50,64.9,0,0
1422,50,64.9,0,0
1423,50,64.8,0,0
1424,50,64.8,0,0
1425,50,64.8,0,0
1426,50,64.8,0,0
1427,50,64.8,0,0
1428,50,64.8,0,0
1429,50,64.8,0,0
1430,50,64.7,0,0
1431,50,64.7,0,0
1432,50,64.7,0,0
1433,50,64.7,0,0
1434,50,64.7,0,0
1435,50,64.7,0,0
1436,50,64.7,0,0
1437,50,64.6,0,0
1438,50,64.6,0,0
1439,50,64.6,0,0
1440,50,64.6,0,0
1441,50,64.6,0,0
1442,50,64.6,0,0
1443,50,64.6,0,0
1444,50,64.5,0,0
1445,50,64.5,0,0
1446,50,64.5,0,0
1447,50,64.5,0,0
1448,50,64.5,0,0
1449,50,64.5,0,0
1450,50,64.5,0,0
1451,50,64.4,0,0
1452,50,64.4,0,0
1453,50,64.4,0,0
1454,50,64.4,0,0
1455,50,64.4,0,0
1456,50,64.4,0,0
1457,50,64.4,0,0
1458,50,64.3,0,0
1459,50,64.3,0,0
1460,50,64.3,0,0
1461,50,64.3,0,0
1462,50,64.3,0,0
1463,50,64.3,0,0
1464,50,64.3,0,0
1465,50,64.2,0,0
1466,50,64.2,0,0
1467,50,64.2,0,0
1468,50,64.2,0,0
1469,50,64.2,0,0
1470,50,64.2,0,0
1471,50,64.2,0,0
1472,50,64.1,0,0
1473,50,64.1,0,0
1474,50,64.1,0,0
1475,50,64.1,0,0
1476,50,64.1,0,0
1477,50,64.1,0,0
1478,50,64.1,0,0
1479,50,64.1,0,0
1480,50,64.0,0,0
1481,50,64.0,0,0
1482,50,64.0,0,0
1483,50,64.0,0,0
1484,50,64.0,0,0
1485,50,64.0,0,0
1486,50,63.9,0,0
1487,50,63.9,0,0
1488,50,63.9,0,0
1489,50,63.9,0,0
1490,50,63.9,0,0
1491,50,63.9,0,0
1492,50,63.9,0,0
1493,50,63.8,0,0
1494,50,63.8,0,0
1495,50,63.8,0,0
1496,50,63.8,0,0
1497,50,63.8,0,0
1498,50,63.8,0,0
1499,50,63.8,0,0
1500,50,63.8,0,0
1501,50,63.7,0,0
1502,50,63.7,0,0
1503,50,63.7,0,0
1504,50,63.7,0,0
1505,50,63.7,0,0
1506,50,63.7,0,0
1507,50,63.7,0,0
1508,50,63.6,0,0
1509,50,63.6,0,0
1510,50,63.6,0,0
1511,50,63.6,0,0
1512,50,63.6,0,0
1513,50,63.6,0,0
1514,50,63.6,0,0
1515,50,63.5,0,0
1516,50,63.5,0,0
1517,50,63.5,0,0
1518,50,63.5,0,0
1519,50,63.5,0,0
1520,50,63.5,0,0
1521,50,63.5,0,0
1522,50,63.4,0,0
1523,50,63.4,0,0
1524,50,63.4,0,0
1525,50,63.4,0,0
1526,50,63.4,0,0
1527,50,63.4,0,0
1528,50,63.4,0,0
1529,50,63.3,0,0
1530,50,63.3,0,0
1531,50,63.3,0,0
1532,50,63.3,0,0
1533,50,63.3,0,0
1534,50,63.3,0,0
1535,50,63.3,0,0
1536,50,63.3,0,0
1537,50,63.2,0,0
1538,50,63.2,0,0
1539,50,63.2,0,0
1540,50,63.2,0,0
1541,50,63.2,0,0
1542,50,63.2,0,0
1543,50,63.2,0,0
1544,50,63.1,0,0
1545,50,63.1,0,0
1546,50,63.1,0,0
1547,50,63.1,0,0
1548,50,63.1,0,0
1549,50,63.1,0,0
1550,50,63.1,0,0
1551,50,63.0,0,0
1552,50,63.0,0,0
1553,50,63.0,0,0
1554,50,63.0,0,0
1555,50,63.0,0,0
1556,50,63.0,0,0
1557,50,63.0,0,0
1558,50,63.0,0,0
1559,50,62.9,0,0
1560,50,62.9,0,0
1561,50,62.9,0,0
1562,50,62.9,0,0
1563,50,62.9,0,0
1564,50,62.9,0,0
1565,50,62.9,0,0
1566,50,62.8,0,0
1567,50,62.8,0,0
1568,50,62.8,0,0
1569,50,62.8,0,0
1570,50,62.8,0,0
1571,50,62.8,0,0
1572,50,62.8,0,0
1573,50,62.7,0,0
1574,50,62.7,0,0
1575,50,62.7,0,0
1576,50,62.7,0,0
1577,50,62.7,0,0
1578,50,62.7,0,0
1579,50,62.7,0,0
1580,50,62.6,0,0
1581,50,62.6,0,0
1582,50,62.6,0,0
1583,50,62.6,0,0
1584,50,62.6,0,0
1585,50,62.6,0,0
1586,50,62.6,0,0
1587,50,62.5,0,0
1588,50,62.5,0,0
1589,50,62.5,0,0
1590,50,62.5,0,0
1591,50,62.5,0,0
1592,50,62.5,0,0
1593,50,62.5,0,0
1594,50,62.4,0,0
1595,50,62.4,0,0
1596,50,62.4,0,0
1597,50,62.4,0,0
1598,50,62.4,0,0
1599,50,62.4,0,0
1600,50,62.4,0,0
1601,50,62.3,0,0
1602,50,62.3,0,0
1603,50,62.3,0,0
1604,50,62.3,0,0
1605,50,62.3,0,0
1606,50,62.3,0,0
1607,50,62.3,0,0
1608,50,62.2,0,0
1609,50,62.2,0,0
1610,50,62.2,0,0
1611,50,62.2,0,0
1612,50,62.2,0,0
1613,50,62.2,0,0
1614,50,62.2,0,0
1615,50,62.1,0,0
1616,50,62.1,0,0
1617,50,62.1,0,0
1618,50,62.1,0,0
1619,50,62.1,0,0
1620,50,62.1,0,0
1621,50,62.1,0,0
1622,50,62.0,0,0
1623,50,62.0,0,0
1624,50,62.0,0,0
1625,50,62.0,0,0
1626,50,62.0,0,0
1627,50,62.0,0,0
1628,50,62.0,0,0
1629,50,61.9,0,0
1630,50,61.9,0,0
1631,50,61.9,0,0
1632,50,61.9,0,0
1633,50,61.9,0,0
1634,50,61.9,0,0
1635,50,61.9,0,0
1636,50,61.8,0,0
1637,50,61.8,0,0
1638,50,61.8,0,0
1639,50,61.8,0,0
1640,50,61.8,0,0
1641,50,61.8,0,0
1642,50,61.8,0,0
1643,50,61.8,0,0
1644,50,61.7,0,0
1645,50,61.7,0,0
1646,50,61.7,0,0
1647,50,61.7,0,0
1648,50,61.7,0,0
1649,50,61.7,0,0
1650,50,61.6,0,0
1651,50,61.6,0,0
1652,50,61.6,0,0
1653,50,61.6,0,0
1654,50,61.6,0,0
1655,50,61.6,0,0
1656,50,61.6,0,0
1657,50,61.6,0,0
1658,50,61.5,0,0
1659,50,61.5,0,0
1660,50,61.5,0,0
1661,50,61.5,0,0
1662,50,61.5,0,0
1663,50,61.5,0,0
1664,50,61.5,0,0
1665,50,61.4,0,0
1666,50,61.4,0,0
1667,50,61.4,0,0
1668,50,61.4,0,0
1669,50,61.4,0,0
1670,50,61.4,0,0
1671,50,61.4,0,0
1672,50,61.3,0,0
1673,50,61.3,0,0
1674,50,61.3,0,0
1675,50,61.3,0,0
1676,50,61.3,0,0
1677,50,61.3,0,0
1678,50,61.3,0,0
1679,50,61.2,0,0
1680,50,61.2,0,0
1681,50,61.2,0,0
1682,50,61.2,0,0
1683,50,61.2,0,0
1684,50,61.2,0,0
1685,50,61.2,0,0
1686,50,61.1,0,0
1687,50,61.1,0,0
1688,50,61.1,0,0
1689,50,61.1,0,0
1690,50,61.1,0,0
1691,50,61.1,0,0
1692,50,61.1,0,0
1693,50,61.0,0,0
1694,50,61.0,0,0
1695,50,61.0,0,0
1696,50,61.0,0,0
1697,50,61.0,0,0
1698,50,61.0,0,0
1699,50,61.0,0,0
1700,50,60.9,0,0
1701,50,60.9,0,0
1702,50,60.9,0,0
1703,50,60.9,0,0
1704,50,60.9,0,0
1705,50,60.9,0,0
1706,50,60.9,0,0
1707,50,60.8,0,0
1708,50,60.8,0,0
1709,50,60.8,0,0
1710,50,60.8,0,0
1711,50,60.8,0,0
1712,50,60.8,0,0
1713,50,60.8,0,0
1714,50,60.7,0,0
1715,50,60.7,0,0
1716,50,60.7,0,0
1717,50,60.7,0,0
1718,50,60.7,0,0
1719,50,60.7,0,0
1720,50,60.7,0,0
1721,50,60.6,0,0
1722,50,60.6,0,0
1723,50,60.6,0,0
1724,50,60.6,0,0
1725,50,60.6,0,0
1726,50,60.6,0,0
1727,50,60.6,0,0
1728,50,60.5,0,0
1729,50,60.5,0,0
1730,50,60.5,0,0
1731,50,60.5,0,0
1732,50,60.5,0,0
1733,50,60.5,0,0
1734,50,60.5,0,0
1735,50,60.4,0,0
1736,50,60.4,0,0
1737,50,60.4,0,0
1738,50,60.4,0,0
1739,50,60.4,0,0
1740,50,60.4,0,0
1741,50,60.4,0,0
1742,50,60.3,0,0
1743,50,60.3,0,0
1744,50,60.3,0,0
1745,50,60.3,0,0
1746,50,60.3,0,0
1747,50,60.3,0,0
1748,50,60.3,0,0
1749,50,60.3,0,0
1750,50,60.2,0,0
1751,50,60.2,0,0
1752,50,60.2,0,0
1753,50,60.2,0,0
1754,50,60.2,0,0
1755,50,60.2,0,0
1756,50,60.2,0,0
1757,50,60.1,0,0
1758,50,60.1,0,0
1759,50,60.1,0,0
1760,50,60.1,0,0
1761,50,60.1,0,0
1762,50,60.1,0,0
1763,50,60.1,0,0
1764,50,60.0,0,0
1765,50,60.0,0,0
1766,50,60.0,0,0
1767,50,60.0,0,0
1768,50,60.0,0,0
1769,50,60.0,0,0
1770,50,60.0,0,0
1771,50,59.9,0,0
1772,50,59.9,0,0
1773,50,59.9,0,0
1774,50,59.9,0,0
1775,50,59.9,0,0
1776,50,59.9,0,0
1777,50,59.9,0,0
1778,50,59.8,0,0
1779,50,59.8,0,0
1780,50,59.8,0,0
1781,50,59.8,0,0
1782,50,59.8,0,0
1783,50,59.8,0,0
1784,50,59.8,0,0
1785,50,59.8,0,0
1786,50,59.7,0,0
1787,50,59.7,0,0
1788,50,59.7,0,0
1789,50,59.7,0,0
1790,50,59.7,0,0
1791,50,59.7,0,0
1792,50,59.7,0,0
1793,50,59.6,0,0
1794,50,59.6,0,0
1795,50,59.6,0,0
1796,50,59.6,0,0
1797,50,59.6,0,0
1798,50,59.6,0,0
1799,50,59.6,0,0
1800,50,59.5,0,0
1801,50,59.5,0,0
1802,50,59.5,0,0
1803,50,59.5,0,0
1804,50,59.5,0,0
1805,50,59.5,0,0
1806,50,59.5,0,0
1807,50,59.4,0,0
1808,50,59.4,0,0
1809,50,59.4,0,0
1810,50,59.4,0,0
1811,50,59.4,0,0
1812,50,59.4,0,0
1813,50,59.4,0,0
1814,50,59.3,0,0
1815,50,59.3,0,0
1816,50,59.3,0,0
1817,50,59.3,0,0
1818,50,59.3,0,0
1819,50,59.3,0,0
1820,50,59.3,0,0
1821,50,59.2,0,0
1822,50,59.2,0,0
1823,50,59.2,0,0
1824,50,59.2,0,0
1825,50,59.2,0,0
1826,50,59.2,0,0
1827,50,59.2,0,0
1828,50,59.1,0,0
1829,50,59.1,0,0
1830,50,59.1,0,0
1831,50,59.1,0,0
1832,50,59.1,0,0
1833,50,59.1,0,0
1834,50,59.1,0,0
1835,50,59.1,0,0
1836,50,59.0,0,0
1837,50,59.0,0,0
1838,50,59.0,0,0
1839,50,59.0,0,0
1840,50,59.0,0,0
1841,50,59.0,0,0
1842,50,59.0,0,0
1843,50,58.9,0,0
1844,50,58.9,0,0
1845,50,58.9,0,0
1846,50,58.9,0,0
1847,50,58.9,0,0
1848,50,58.9,0,0
1849,50,58.9,0,0
1850,50,58.8,0,0
1851,50,58.8,0,0
1852,50,58.8,0,0
1853,50,58.8,0,0
1854,50,58.8,0,0
1855,50,58.8,0,0
1856,50,58.8,0,0
1857,50,58.7,0,0
1858,50,58.7,0,0
1859,50,58.7,0,0
1860,50,58.7,0,0
1861,50,58.7,0,0
1862,50,58.7,0,0
1863,50,58.7,0,0
1864,50,58.6,0,0
1865,50,58.6,0,0
1866,50,58.6,0,0
1867,50,58.6,0,0
1868,50,58.6,0,0
1869,50,58.6,0,0
1870,50,58.6,0,0
1871,50,58.5,0,0
1872,50,58.5,0,0
1873,50,58.5,0,0
1874,50,58.5,0,0
1875,50,58.5,0,0
1876,50,58.5,0,0
1877,50,58.5,0,0
1878,50,58.4,0,0
1879,50,58.4,0,0
1880,50,58.4,0,0
1881,50,58.4,0,0
1882,50,58.4,0,0
1883,50,58.4,0,0
1884,50,58.4,0,0
1885,50,58.3,0,0
1886,50,58.3,0,0
1887,50,58.3,0,0
1888,50,58.3,0,0
1889,50,58.3,0,0
1890,50,58.3,0,0
1891,50,58.3,0,0
1892,50,58.3,0,0
1893,50,58.2,0,0
1894,50,58.2,0,0
1895,50,58.2,0,0
1896,50,58.2,0,0
1897,50,58.2,0,0
1898,50,58.2,0,0
1899,50,58.1,0,0
1900,50,58.1,0,0
1901,50,58.1,0,0
1902,50,58.1,0,0
1903,50,58.1,0,0
1904,50,58.1,0,0
1905,50,58.1,0,0
1906,50,58.0,0,0
1907,50,58.0,0,0
1908,50,58.0,0,0
1909,50,58.0,0,0
1910,50,58.0,0,0
1911,50,58.0,0,0
1912,50,58.0,0,0
1913,50,57.9,0,0
1914,50,57.9,0,0
1915,50,57.9,0,0
1916,50,57.9,0,0
1917,50,57.9,0,0
1918,50,57.9,0,0
1919,50,57.9,0,0
1920,50,57.9,0,0
1921,50,57.8,0,0
1922,50,57.8,0,0
1923,50,57.8,0,0
1924,50,57.8,0,0
1925,50,57.8,0,0
1926,50,57.8,0,0
1927,50,57.7,0,0
1928,50,57.7,0,0
1929,50,57.7,0,0
1930,50,57.7,0,0
1931,50,57.7,0,0
1932,50,57.7,0,0
1933,50,57.7,0,0
1934,50,57.7,0,0
1935,50,57.6,0,0
1936,50,57.6,0,0
1937,50,57.6,0,0
1938,50,57.6,0,0
1939,50,57.6,0,0
1940,50,57.6,0,0
1941,50,57.6,0,0
1942,50,57.5,0,0
1943,50,57.5,0,0
1944,50,57.5,0,0
1945,50,57.5,0,0
1946,50,57.5,0,0
1947,50,57.5,0,0
1948,50,57.5,0,0
1949,50,57.4,0,0
1950,50,57.4,0,0
1951,50,57.4,0,0
1952,50,57.4,0,0
1953,50,57.4,0,0
1954,50,57.4,0,0
1955,50,57.4,0,0
1956,50,57.3,0,0
1957,50,57.3,0,0
1958,50,57.3,0,0
1959,50,57.3,0,0
1960,50,57.3,0,0
1961,50,57.3,0,0
1962,50,57.3,0,0
1963,50,57.2,0,0
1964,50,57.2,0,0
1965,50,57.2,0,0
1966,50,57.2,0,0
1967,50,57.2,0,0
1968,50,57.2,0,0
1969,50,57.2,0,0
1970,50,57.2,0,0
1971,50,57.1,0,0
1972,50,57.1,0,0
1973,50,57.1,0,0
1974,50,57.1,0,0
1975,50,57.1,0,0
1976,50,57.1,0,0
1977,50,57.1,0,0
1978,50,57.0,0,0
1979,50,57.0,0,0
1980,50,57.0,0,0
1981,50,57.0,0,0
1982,50,57.0,0,0
1983,50,57.0,0,0
1984,50,57.0,0,0
1985,50,56.9,0,0
1986,50,56.9,0,0
1987,50,56.9,0,0
1988,50,56.9,0,0
1989,50,56.9,0,0
1990,50,56.9,0,0
1991,50,56.9,0,0
1992,50,56.8,0,0
1993,50,56.8,0,0
1994,50,56.8,0,0
1995,50,56.8,0,0
1996,50,56.8,0,0
1997,50,56.8,0,0
1998,50,56.8,0,0
1999,50,56.7,0,0
2000,50,56.7,0,0
