tick,pop_capital,pop_labor,nouveaux_riches,avg_nrg_capital,avg_nrg_labor,contracts
1818,198,0,0,146.0,0.0,92
1819,198,0,0,144.2,0.0,85
1820,198,0,0,141.9,0.0,81
1821,198,0,0,141.7,0.0,91
1822,198,0,0,140.9,0.0,88
1823,198,0,0,139.7,0.0,85
1824,198,0,0,140.1,0.0,93
1825,198,0,0,140.3,0.0,93
1826,198,0,0,138.1,0.0,79
1827,198,0,0,138.3,0.0,92
1828,198,0,0,137.8,0.0,88
1829,198,0,0,138.4,0.0,94
1830,198,0,0,139.7,0.0,99
1831,198,0,0,137.2,0.0,78
1832,198,0,0,138.4,0.0,98
1833,198,0,0,137.4,0.0,86
1834,198,0,0,135.8,0.0,82
1835,198,0,0,136.4,0.0,94
1836,198,0,0,136.2,0.0,90
1837,198,0,0,138.8,0.0,106
1838,198,0,0,140.2,0.0,102
1839,198,0,0,136.8,0.0,75
1840,198,0,0,138.7,0.0,103
1841,198,0,0,137.6,0.0,88
1842,198,0,0,137.8,0.0,94
1843,198,0,0,137.7,0.0,93
1844,198,0,0,138.1,0.0,96
1845,198,0,0,139.2,0.0,101
1846,198,0,0,139.7,0.0,98
1847,198,0,0,138.7,0.0,90
1848,198,0,0,138.7,0.0,95
1849,198,0,0,137.1,0.0,86
1850,198,0,0,139.2,0.0,106
1851,198,0,0,138.2,0.0,90
1852,198,0,0,138.0,0.0,94
1853,198,0,0,136.1,0.0,84
1854,198,0,0,137.0,0.0,99
1855,198,0,0,138.5,0.0,103
1856,198,0,0,137.3,0.0,89
1857,198,0,0,136.1,0.0,88
1858,198,0,0,136.4,0.0,96
1859,198,0,0,132.7,0.0,73
1860,198,0,0,132.9,0.0,93
1861,198,0,0,132.3,0.0,88
1862,198,0,0,133.0,0.0,96
1863,198,0,0,131.7,0.0,85
1864,198,0,0,132.3,0.0,95
1865,198,0,0,131.7,0.0,89
1866,198,0,0,130.0,0.0,82
1867,198,0,0,129.4,0.0,87
1868,198,0,0,128.2,0.0,83
1869,198,0,0,128.3,0.0,90
1870,198,0,0,128.3,0.0,90
1871,198,0,0,130.0,0.0,100
1872,198,0,0,128.7,0.0,84
1873,198,0,0,128.7,0.0,91
1874,198,0,0,130.4,0.0,101
1875,198,0,0,129.9,0.0,90
1876,198,0,0,129.4,0.0,89
1877,198,0,0,126.3,0.0,74
1878,198,0,0,128.1,0.0,100
1879,198,0,0,126.3,0.0,81
1880,198,0,0,128.5,0.0,103
1881,198,0,0,129.3,0.0,97
1882,198,0,0,128.8,0.0,90
1883,198,0,0,128.0,0.0,88
1884,198,0,0,129.5,0.0,101
1885,198,0,0,129.6,0.0,94
1886,198,0,0,128.9,0.0,90
1887,198,0,0,129.2,0.0,95
1888,198,0,0,128.9,0.0,92
1889,198,0,0,127.6,0.0,86
1890,198,0,0,128.8,0.0,100
1891,198,0,0,128.9,0.0,94
1892,198,0,0,130.0,0.0,101
1893,198,0,0,128.3,0.0,85
1894,198,0,0,129.9,0.0,103
1895,198,0,0,129.5,0.0,93
1896,198,0,0,129.6,0.0,96
1897,198,0,0,128.4,0.0,88
1898,198,0,0,129.4,0.0,100
1899,198,0,0,128.7,0.0,91
1900,198,0,0,128.4,0.0,93
1901,198,0,0,128.4,0.0,95
1902,198,0,0,129.7,0.0,102
1903,198,0,0,128.3,0.0,88
1904,198,0,0,126.8,0.0,86
1905,198,0,0,125.5,0.0,86
1906,198,0,0,126.6,0.0,99
1907,198,0,0,126.4,0.0,93
1908,198,0,0,125.1,0.0,86
1909,198,0,0,125.1,0.0,93
1910,198,0,0,123.9,0.0,86
1911,198,0,0,121.5,0.0,78
1912,198,0,0,120.7,0.0,85
1913,198,0,0,120.7,0.0,90
1914,198,0,0,121.8,0.0,96
1915,198,0,0,122.1,0.0,93
1916,198,0,0,121.7,0.0,89
1917,198,0,0,120.4,0.0,84
1918,198,0,0,121.6,0.0,97
1919,198,0,0,122.7,0.0,98
1920,198,0,0,121.0,0.0,83
1921,198,0,0,119.1,0.0,80
1922,198,0,0,119.6,0.0,93
1923,198,0,0,118.9,0.0,86
1924,198,0,0,120.6,0.0,100
1925,198,0,0,120.3,0.0,90
1926,198,0,0,120.0,0.0,90
1927,198,0,0,119.6,0.0,89
1928,198,0,0,121.2,0.0,101
1929,198,0,0,121.9,0.0,97
1930,198,0,0,124.0,0.0,106
1931,198,0,0,124.9,0.0,101
1932,198,0,0,123.0,0.0,86
1933,198,0,0,122.7,0.0,93
1934,198,0,0,122.5,0.0,94
1935,198,0,0,120.0,0.0,80
1936,198,0,0,118.8,0.0,85
1937,198,0,0,118.8,0.0,92
1938,198,0,0,117.4,0.0,83
1939,198,0,0,118.6,0.0,98
1940,198,0,0,118.3,0.0,90
1941,198,0,0,117.0,0.0,84
1942,198,0,0,117.0,0.0,91
1943,198,0,0,117.6,0.0,94
1944,198,0,0,117.7,0.0,92
1945,198,0,0,119.2,0.0,101
1946,198,0,0,118.0,0.0,86
1947,198,0,0,116.1,0.0,81
1948,198,0,0,116.0,0.0,90
1949,198,0,0,115.9,0.0,90
1950,198,0,0,116.2,0.0,93
1951,198,0,0,117.4,0.0,98
1952,198,0,0,117.6,0.0,94
1953,198,0,0,119.2,0.0,102
1954,198,0,0,119.4,0.0,96
1955,198,0,0,119.7,0.0,96
1956,198,0,0,118.0,0.0,85
1957,198,0,0,118.0,0.0,94
1958,198,0,0,118.6,0.0,97
1959,198,0,0,118.2,0.0,92
1960,198,0,0,117.5,0.0,90
1961,198,0,0,116.6,0.0,88
1962,198,0,0,118.8,0.0,106
1963,198,0,0,118.6,0.0,94
1964,198,0,0,117.9,0.0,91
1965,198,0,0,118.2,0.0,96
1966,198,0,0,119.4,0.0,102
1967,198,0,0,118.6,0.0,91
1968,198,0,0,118.2,0.0,93
1969,198,0,0,118.5,0.0,97
1970,198,0,0,118.3,0.0,94
1971,198,0,0,117.2,0.0,89
1972,198,0,0,115.8,0.0,86
1973,198,0,0,117.0,0.0,100
1974,198,0,0,118.2,0.0,102
1975,198,0,0,116.7,0.0,87
1976,198,0,0,118.0,0.0,102
1977,198,0,0,116.5,0.0,87
1978,198,0,0,115.6,0.0,89
1979,198,0,0,115.0,0.0,90
1980,198,0,0,113.4,0.0,84
1981,198,0,0,114.6,0.0,99
1982,198,0,0,115.0,0.0,96
1983,198,0,0,115.7,0.0,98
1984,198,0,0,116.8,0.0,101
1985,198,0,0,116.1,0.0,92
1986,198,0,0,118.4,0.0,109
1987,198,0,0,113.9,0.0,71
1988,198,0,0,113.8,0.0,93
1989,198,0,0,116.3,0.0,108
1990,198,0,0,116.6,0.0,98
1991,198,0,0,115.8,0.0,92
1992,198,0,0,115.2,0.0,92
1993,198,0,0,114.9,0.0,94
1994,198,0,0,115.2,0.0,97
1995,198,0,0,116.3,0.0,102
1996,198,0,0,116.0,0.0,95
1997,198,0,0,116.0,0.0,97
1998,198,0,0,115.1,0.0,91
1999,198,0,0,112.6,0.0,81
2000,198,0,0,110.1,0.0,79
