tick,pop_capital,pop_labor,nouveaux_riches,avg_nrg_capital,avg_nrg_labor,contracts
1,20,180,0,1131.7,54.2,92
2,20,180,0,1256.7,58.1,88
3,20,180,0,1382.6,62.1,89
4,20,180,0,1484.0,65.2,73
5,20,180,0,1605.7,69.0,87
6,20,180,0,1720.9,72.6,83
7,20,180,0,1860.9,77.1,100
8,20,180,0,1971.8,80.5,81
9,20,180,0,2101.6,84.7,94
10,20,180,0,2215.8,88.2,84
11,20,180,0,2344.4,92.3,94
12,20,180,0,2463.3,96.1,88
13,20,180,0,2580.2,99.7,87
14,20,180,0,2702.5,103.6,91
15,20,180,0,2827.1,107.6,93
16,20,180,0,2970.5,112.2,106
17,20,180,0,3086.4,115.9,88
18,20,180,0,3213.6,120.0,96
19,20,180,0,3331.2,123.7,90
20,20,180,0,3443.7,127.2,87
21,20,180,0,3548.2,130.5,82
22,20,180,0,3664.1,134.1,90
23,20,180,0,3775.0,137.6,87
24,20,180,0,3880.8,140.9,84
25,20,180,0,4004.1,144.8,96
26,20,180,0,4126.7,148.8,96
27,20,180,0,4254.6,152.9,100
28,20,180,0,4358.1,156.1,84
29,20,180,0,4465.5,159.5,87
30,20,180,0,4569.3,162.7,85
31,20,180,0,4678.7,166.2,89
32,20,180,0,4765.1,168.8,74
33,20,180,0,4870.4,172.1,87
34,20,180,0,4961.8,174.9,78
35,20,180,0,5046.8,177.5,74
36,20,180,0,5120.9,179.6,67
37,20,180,0,5196.2,181.8,68
38,20,180,0,5278.5,184.3,73
39,20,180,0,5349.9,186.4,66
40,20,180,0,5427.0,188.6,70
41,20,180,0,5490.2,190.4,61
42,20,180,0,5550.2,192.1,59
43,20,180,0,5597.9,193.3,51
44,20,180,0,5637.9,194.2,46
45,20,180,0,5686.7,195.4,52
46,20,180,0,5739.7,196.8,55
47,20,180,0,5776.0,197.6,44
48,20,180,0,5798.7,197.9,35
49,20,180,0,5821.3,198.2,35
50,20,180,0,5861.7,199.2,47
51,20,180,0,5887.8,199.6,38
52,20,180,0,5914.7,200.1,39
53,20,180,0,5942.4,200.5,40
54,20,180,0,5964.9,200.9,37
55,20,180,0,5970.2,200.5,26
56,20,180,0,5983.8,200.5,32
57,20,180,0,5993.8,200.4,30
58,20,180,0,6024.0,201.0,44
59,20,180,0,6029.6,200.7,28
60,20,180,0,6039.0,200.5,31
61,20,180,0,6040.2,200.1,26
62,20,180,0,6069.2,200.7,45
63,20,180,0,6084.0,200.8,36
64,20,180,0,6083.1,200.2,26
65,20,180,0,6102.5,200.5,40
66,20,180,0,6103.3,200.1,28
67,20,180,0,6121.4,200.3,40
68,20,180,0,6140.2,200.5,41
69,20,180,0,6168.7,201.1,48
70,20,180,0,6172.5,200.8,32
71,20,180,0,6180.1,200.7,35
72,20,180,0,6194.5,200.8,40
73,20,180,0,6206.7,200.8,39
74,20,180,0,6218.2,200.8,39
75,20,180,0,6226.0,200.7,37
76,20,180,0,6231.6,200.5,36
77,20,180,0,6236.6,200.3,36
78,20,180,0,6252.8,200.5,44
79,20,180,0,6259.3,200.3,38
80,20,180,0,6263.6,200.1,37
81,20,180,0,6276.2,200.2,43
82,20,180,0,6302.9,200.8,53
83,20,180,0,6303.5,200.5,36
84,20,180,0,6309.4,200.4,40
85,20,180,0,6319.0,200.4,43
86,20,180,0,6329.5,200.4,44
87,20,180,0,6318.4,199.7,30
88,20,180,0,6320.1,199.4,39
89,20,180,0,6331.6,199.5,46
90,20,180,0,6355.7,200.1,55
91,20,180,0,6353.7,199.7,38
92,20,180,0,6361.4,199.7,45
93,20,180,0,6362.5,199.4,41
94,20,180,0,6371.9,199.5,47
95,20,180,0,6376.1,199.3,44
96,20,180,0,6361.8,198.5,32
97,20,180,0,6369.2,198.5,47
98,20,180,0,6390.8,199.1,57
99,20,180,0,6389.3,198.8,42
100,20,180,0,6381.1,198.2,38
101,20,180,0,6402.2,198.7,58
102,20,180,0,6431.2,199.6,64
103,20,180,0,6431.1,199.3,45
104,20,180,0,6433.4,199.2,47
105,20,180,0,6448.3,199.5,56
106,20,180,0,6459.4,199.7,54
107,20,180,0,6443.0,198.9,36
108,20,180,0,6445.5,198.8,49
109,20,180,0,6451.8,198.8,52
110,20,180,0,6455.8,198.8,51
111,20,180,0,6450.2,198.4,45
112,20,180,0,6463.3,198.7,58
113,20,180,0,6466.8,198.7,52
114,20,180,0,6450.2,197.9,39
115,20,180,0,6452.5,197.8,52
116,20,180,0,6464.5,198.1,59
117,20,180,0,6460.8,197.8,49
118,20,180,0,6465.4,197.8,55
119,20,180,0,6478.3,198.2,61
120,20,180,0,6478.4,198.0,53
121,20,180,0,6479.4,198.0,54
122,20,180,0,6491.5,198.3,62
123,20,180,0,6494.0,198.3,56
124,20,180,0,6475.1,197.5,42
125,20,180,0,6479.4,197.5,58
126,20,180,0,6487.4,197.7,61
127,20,180,0,6459.2,196.6,37
128,20,180,0,6473.6,197.0,66
129,20,180,0,6481.2,197.2,62
130,20,180,0,6479.2,197.1,56
131,20,180,0,6482.5,197.1,60
132,20,180,0,6488.0,197.3,62
133,20,180,0,6495.8,197.5,64
134,20,180,0,6489.5,197.2,55
135,20,180,0,6493.0,197.3,62
136,20,180,0,6483.9,196.9,54
137,20,180,0,6486.2,197.0,62
138,20,180,0,6498.1,197.4,69
139,20,180,0,6489.9,197.0,56
140,20,180,0,6491.6,197.1,63
141,20,180,0,6482.2,196.7,56
142,20,180,0,6467.9,196.1,53
143,20,180,0,6469.4,196.2,64
144,20,180,0,6448.0,195.4,49
145,20,180,0,6451.4,195.5,66
146,20,180,0,6455.6,195.7,67
147,20,180,0,6456.1,195.7,65
148,20,180,0,6450.0,195.5,61
149,20,180,0,6468.5,196.2,78
150,20,180,0,6452.1,195.6,55
151,20,180,0,6456.0,195.8,69
152,20,180,0,6451.7,195.6,64
153,20,180,0,6442.4,195.3,61
154,20,180,0,6451.9,195.7,74
155,20,180,0,6451.6,195.7,68
156,20,180,0,6436.0,195.2,58
157,20,180,0,6448.0,195.7,77
158,20,180,0,6442.9,195.5,66
159,20,180,0,6425.4,194.9,58
160,20,180,0,6431.1,195.2,74
161,20,180,0,6417.0,194.8,61
162,20,180,0,6399.4,194.2,59
163,20,180,0,6385.9,193.7,62
164,20,180,0,6391.2,194.0,75
165,20,180,0,6389.8,194.0,71
166,20,180,0,6359.8,193.0,52
167,20,180,0,6369.5,193.4,79
168,20,180,0,6350.3,192.8,60
169,20,180,0,6358.8,193.2,79
170,20,180,0,6351.8,193.0,69
171,20,180,0,6342.8,192.8,68
172,20,180,0,6328.9,192.4,65
173,20,180,0,6320.4,192.1,69
174,20,180,0,6299.7,191.5,61
175,20,180,0,6303.7,191.7,78
176,20,180,0,6310.0,192.1,80
177,20,180,0,6312.6,192.3,78
178,20,180,0,6317.5,192.5,80
179,20,180,0,6299.5,192.0,65
180,20,180,0,6315.1,192.7,88
181,20,180,0,6300.3,192.2,68
182,20,180,0,6279.2,191.6,64
183,20,180,0,6256.4,190.8,63
184,20,180,0,6248.1,190.7,73
185,20,180,0,6229.0,190.1,66
186,20,180,0,6220.0,189.9,73
187,20,180,0,6216.3,189.9,77
188,20,180,0,6228.3,190.4,88
189,20,180,0,6217.4,190.2,73
190,20,180,0,6214.9,190.2,79
191,20,180,0,6216.1,190.4,82
192,20,180,0,6212.4,190.4,79
193,20,180,0,6200.7,190.1,74
194,20,180,0,6198.9,190.1,81
195,20,180,0,6196.5,190.2,81
196,20,180,0,6167.0,189.2,63
197,20,180,0,6144.8,188.5,68
198,20,180,0,6150.4,188.9,87
199,20,180,0,6136.2,188.5,74
200,20,180,0,6127.5,188.3,78
201,20,180,0,6108.0,187.8,71
202,20,180,0,6116.2,188.2,90
203,20,180,0,6110.4,188.1,81
204,20,180,0,6085.1,187.3,68
205,20,180,0,6083.1,187.4,84
206,20,180,0,6086.4,187.7,88
207,20,180,0,6081.7,187.7,83
208,20,180,0,6076.4,187.6,83
209,20,180,0,6060.4,187.2,76
210,20,180,0,6061.7,187.4,88
211,20,180,0,6053.5,187.2,82
212,20,180,0,6047.9,187.2,84
213,20,180,0,6038.8,187.0,82
214,20,180,0,6029.3,186.8,82
215,20,180,0,6031.1,187.0,90
216,20,180,0,6010.2,186.4,75
217,20,180,0,5992.1,185.9,77
218,20,180,0,5966.5,185.1,72
219,20,180,0,5955.5,184.8,82
220,20,180,0,5950.0,184.8,86
221,20,180,0,5935.2,184.4,80
222,20,180,0,5946.5,184.9,98
223,20,180,0,5915.9,184.0,70
224,20,180,0,5905.9,183.8,84
225,20,180,0,5888.2,183.3,79
226,20,180,0,5867.3,182.6,77
227,20,180,0,5871.3,182.9,94
228,20,180,0,5858.4,182.6,83
229,20,180,0,5852.6,182.6,88
230,20,180,0,5831.6,181.9,78
231,20,180,0,5828.1,182.0,90
232,20,180,0,5812.4,181.5,82
233,20,180,0,5812.6,181.7,93
234,20,180,0,5781.4,180.7,72
235,20,180,0,5760.6,180.1,79
236,20,180,0,5752.9,179.9,88
237,20,180,0,5762.3,180.4,100
238,20,180,0,5747.5,180.0,84
239,20,180,0,5739.8,179.9,89
240,20,180,0,5715.6,179.2,78
241,20,180,0,5711.9,179.2,92
242,20,180,0,5707.6,179.2,92
243,20,180,0,5670.7,178.0,70
244,20,180,0,5667.8,178.0,93
245,20,180,0,5665.8,178.1,94
246,20,180,0,5670.6,178.4,99
247,20,180,0,5647.0,177.7,80
248,20,180,0,5643.8,177.7,94
249,20,180,0,5635.7,177.6,91
250,20,180,0,5628.7,177.4,92
251,20,180,0,5611.0,176.9,85
252,20,180,0,5603.5,176.8,92
253,20,180,0,5601.4,176.9,96
254,20,180,0,5576.9,176.1,81
255,20,180,0,5540.8,174.9,73
256,20,180,0,5509.3,173.9,76
257,20,180,0,5504.5,173.9,94
258,20,180,0,5483.1,173.2,83
259,20,180,0,5458.8,172.5,81
260,20,180,0,5441.8,172.0,86
261,20,180,0,5433.5,171.8,92
262,20,180,0,5427.8,171.7,94
263,20,180,0,5420.3,171.6,93
264,20,180,0,5405.0,171.2,88
265,20,180,0,5382.3,170.5,83
266,20,180,0,5372.8,170.2,92
267,20,180,0,5358.7,169.9,89
268,20,180,0,5331.2,169.0,80
269,20,180,0,5328.7,169.0,97
270,20,180,0,5327.2,169.1,98
271,20,180,0,5310.6,168.6,88
272,20,180,0,5286.6,167.8,83
273,20,180,0,5264.2,167.1,84
274,20,180,0,5249.1,166.7,89
275,20,180,0,5248.5,166.8,99
276,20,180,0,5234.3,166.4,90
277,20,180,0,5209.7,165.6,83
278,20,180,0,5199.8,165.4,93
279,20,180,0,5178.1,164.7,85
280,20,180,0,5165.1,164.4,91
281,20,180,0,5150.5,164.0,90
282,20,180,0,5138.7,163.6,92
283,20,180,0,5107.8,162.6,79
284,20,180,0,5084.5,161.9,84
285,20,180,0,5078.8,161.8,96
286,20,180,0,5055.3,161.0,84
287,20,180,0,5030.5,160.2,83
288,20,180,0,5013.1,159.7,88
289,20,180,0,4997.2,159.2,89
290,20,180,0,4966.7,158.2,79
291,20,180,0,4954.1,157.9,91
292,20,180,0,4954.4,158.0,100
293,20,180,0,4954.2,158.1,100
294,20,180,0,4936.0,157.6,88
295,20,180,0,4912.0,156.8,84
296,20,180,0,4902.8,156.6,94
297,20,180,0,4887.5,156.1,90
298,20,180,0,4870.7,155.6,89
299,20,180,0,4856.8,155.2,91
300,20,180,0,4842.9,154.8,91
301,20,180,0,4809.9,153.7,78
302,20,180,0,4783.3,152.8,82
303,20,180,0,4767.2,152.3,89
304,20,180,0,4753.9,151.9,91
305,20,180,0,4749.3,151.8,97
306,20,180,0,4743.0,151.7,96
307,20,180,0,4729.0,151.3,91
308,20,180,0,4719.3,151.0,94
309,20,180,0,4684.8,149.9,77
310,20,180,0,4666.8,149.3,88
311,20,180,0,4657.6,149.1,94
312,20,180,0,4645.4,148.7,92
313,20,180,0,4612.6,147.6,78
314,20,180,0,4590.6,146.9,85
315,20,180,0,4574.7,146.4,89
316,20,180,0,4579.1,146.6,103
317,20,180,0,4561.1,146.1,88
318,20,180,0,4546.1,145.6,90
319,20,180,0,4538.4,145.4,95
320,20,180,0,4523.2,144.9,90
321,20,180,0,4505.1,144.4,88
322,20,180,0,4472.6,143.3,78
323,20,180,0,4469.7,143.2,98
324,20,180,0,4444.7,142.4,83
325,20,180,0,4421.5,141.6,84
326,20,180,0,4408.8,141.3,91
327,20,180,0,4391.6,140.7,88
328,20,180,0,4402.2,141.2,107
329,20,180,0,4384.3,140.6,88
330,20,180,0,4369.5,140.2,90
331,20,180,0,4357.7,139.8,92
332,20,180,0,4335.6,139.1,85
333,20,180,0,4326.9,138.8,94
334,20,180,0,4310.7,138.3,89
335,20,180,0,4299.1,138.0,92
336,20,180,0,4274.3,137.1,83
337,20,180,0,4264.4,136.8,93
338,20,180,0,4245.7,136.2,87
339,20,180,0,4222.8,135.5,84
340,20,180,0,4209.0,135.0,90
341,20,180,0,4192.3,134.5,88
342,20,180,0,4175.8,134.0,88
343,20,180,0,4176.7,134.1,100
344,20,180,0,4175.8,134.1,99
345,20,180,0,4160.0,133.6,89
346,20,180,0,4144.2,133.1,89
347,20,180,0,4133.0,132.8,92
348,20,180,0,4111.6,132.0,85
349,20,180,0,4093.4,131.4,87
350,20,180,0,4075.4,130.8,87
351,20,180,0,4086.5,131.3,107
352,20,180,0,4062.2,130.5,83
353,20,180,0,4032.4,129.5,79
354,20,180,0,4014.9,128.9,87
355,20,180,0,3999.0,128.4,88
356,20,180,0,3981.9,127.8,87
357,20,180,0,3963.4,127.2,86
358,20,180,0,3961.2,127.2,97
359,20,180,0,3951.4,126.9,92
360,20,180,0,3927.0,126.1,82
361,20,180,0,3916.2,125.7,91
362,20,180,0,3902.4,125.3,89
363,20,180,0,3878.7,124.5,82
364,20,180,0,3864.0,124.0,88
365,20,180,0,3848.1,123.5,87
366,20,180,0,3848.2,123.5,98
367,20,180,0,3833.5,123.1,88
368,20,180,0,3820.3,122.6,89
369,20,180,0,3811.6,122.4,92
370,20,180,0,3791.2,121.7,84
371,20,180,0,3784.3,121.5,93
372,20,180,0,3767.0,120.9,86
373,20,180,0,3739.9,120.0,79
374,20,180,0,3738.0,120.0,96
375,20,180,0,3719.9,119.4,85
376,20,180,0,3712.2,119.1,92
377,20,180,0,3710.2,119.1,96
378,20,180,0,3706.4,119.0,95
379,20,180,0,3693.7,118.6,89
380,20,180,0,3694.1,118.7,98
381,20,180,0,3681.1,118.3,89
382,20,180,0,3676.9,118.2,95
383,20,180,0,3676.8,118.2,98
384,20,180,0,3660.4,117.7,87
385,20,180,0,3654.4,117.5,94
386,20,180,0,3649.7,117.4,95
387,20,180,0,3633.2,116.8,87
388,20,180,0,3628.6,116.7,95
389,20,180,0,3632.4,116.9,101
390,20,180,0,3621.2,116.6,91
391,20,180,0,3601.5,115.9,85
392,20,180,0,3599.5,115.9,97
393,20,180,0,3585.6,115.4,89
394,20,180,0,3564.7,114.7,84
395,20,180,0,3565.9,114.8,99
396,20,180,0,3566.6,114.9,99
397,20,180,0,3546.8,114.2,85
398,20,180,0,3539.0,113.9,93
399,20,180,0,3518.1,113.2,84
400,20,180,0,3517.8,113.3,98
401,20,180,0,3512.9,113.1,95
402,20,180,0,3494.8,112.5,86
403,20,180,0,3475.7,111.9,85
404,20,180,0,3454.1,111.1,83
405,20,180,0,3440.2,110.6,88
406,20,180,0,3416.4,109.8,81
407,20,180,0,3401.9,109.3,87
408,20,180,0,3397.7,109.2,94
409,20,180,0,3370.3,108.2,78
410,20,180,0,3350.8,107.6,83
411,20,180,0,3333.3,107.0,84
412,20,180,0,3329.1,106.9,93
413,20,180,0,3316.0,106.4,87
414,20,180,0,3321.9,106.7,100
415,20,180,0,3312.8,106.4,90
416,20,180,0,3309.4,106.3,94
417,20,180,0,3314.5,106.6,100
418,20,180,0,3296.0,105.9,84
419,20,180,0,3298.1,106.0,98
420,20,180,0,3291.1,105.8,92
421,20,180,0,3285.6,105.7,93
422,20,180,0,3272.7,105.2,88
423,20,180,0,3268.6,105.1,94
424,20,180,0,3264.4,105.0,94
425,20,180,0,3227.0,103.7,71
426,20,180,0,3212.4,103.2,86
427,20,180,0,3198.0,102.7,86
428,20,180,0,3171.1,101.7,77
429,20,180,0,3156.4,101.2,85
430,20,180,0,3152.1,101.1,92
431,20,180,0,3124.7,100.1,76
432,20,180,0,3119.6,100.0,91
433,20,180,0,3105.9,99.5,85
434,20,180,0,3089.5,99.0,83
435,20,180,0,3072.1,98.4,82
436,20,180,0,3073.8,98.5,95
437,20,180,0,3077.9,98.6,97
438,20,180,0,3057.2,97.9,80
439,20,180,0,3057.2,98.0,94
440,20,180,0,3045.3,97.6,86
441,20,180,0,3042.3,97.5,92
442,20,180,0,3034.8,97.2,89
443,20,180,0,3035.8,97.3,95
444,20,180,0,3025.1,97.0,87
445,20,180,0,3023.1,96.9,93
446,20,180,0,3006.6,96.4,83
447,20,180,0,3003.4,96.3,92
448,20,180,0,2997.1,96.1,90
449,20,180,0,2988.0,95.8,88
450,20,180,0,2981.8,95.6,90
451,20,180,0,2975.5,95.4,90
452,20,180,0,2965.0,95.0,87
453,20,180,0,2931.7,93.8,71
454,20,180,0,2915.4,93.3,82
455,20,180,0,2899.5,92.7,82
456,20,180,0,2886.8,92.3,84
457,20,180,0,2881.7,92.1,89
458,20,180,0,2869.2,91.7,84
459,20,180,0,2867.1,91.7,91
460,20,180,0,2850.5,91.1,81
461,20,180,0,2862.9,91.6,101
462,20,180,0,2838.8,90.7,76
463,20,180,0,2848.3,91.1,99
464,20,180,0,2842.8,91.0,89
465,20,180,0,2827.2,90.4,82
466,20,180,0,2832.1,90.6,96
467,20,180,0,2817.9,90.1,83
468,20,180,0,2789.7,89.1,73
469,20,180,0,2801.2,89.6,100
470,20,180,0,2794.7,89.4,88
471,20,180,0,2783.9,89.0,85
472,20,180,0,2764.7,88.3,79
473,20,180,0,2767.6,88.5,94
474,20,180,0,2770.1,88.6,94
475,20,180,0,2779.3,89.0,99
476,20,180,0,2774.9,88.8,90
477,20,180,0,2773.3,88.8,92
478,20,180,0,2770.1,88.7,91
479,20,180,0,2768.1,88.7,92
480,20,180,0,2760.3,88.4,88
481,20,180,0,2738.2,87.6,78
482,20,180,0,2738.4,87.7,93
483,20,180,0,2739.6,87.8,94
484,20,180,0,2714.9,86.9,76
485,20,180,0,2722.4,87.2,98
486,20,180,0,2713.6,86.9,87
487,20,180,0,2703.5,86.5,86
488,20,180,0,2713.6,87.0,100
489,20,180,0,2715.8,87.1,95
490,20,180,0,2717.6,87.2,95
491,20,180,0,2721.8,87.3,97
492,20,180,0,2721.3,87.4,94
493,20,180,0,2717.7,87.3,92
494,20,180,0,2714.0,87.1,92
495,20,180,0,2707.3,86.9,90
496,20,180,0,2712.1,87.1,98
497,20,180,0,2704.9,86.9,90
498,20,180,0,2695.0,86.6,88
499,20,180,0,2691.0,86.4,92
500,20,180,0,2703.9,87.0,104
501,20,180,0,2676.1,86.0,76
502,20,180,0,2672.2,85.8,92
503,20,180,0,2662.5,85.5,88
504,20,180,0,2664.4,85.6,96
505,20,180,0,2673.0,86.0,101
506,20,180,0,2686.6,86.5,105
507,20,180,0,2683.6,86.4,94
508,20,180,0,2670.5,85.9,87
509,20,180,0,2666.3,85.8,93
510,20,180,0,2660.6,85.6,92
511,20,180,0,2645.0,85.1,85
512,20,180,0,2618.5,84.1,77
513,20,180,0,2605.9,83.7,86
514,20,180,0,2596.5,83.4,88
515,20,180,0,2577.4,82.7,81
516,20,180,0,2577.5,82.7,94
517,20,180,0,2570.2,82.5,89
518,20,180,0,2561.5,82.2,88
519,20,180,0,2560.2,82.2,93
520,20,180,0,2545.9,81.7,84
521,20,180,0,2536.3,81.3,87
522,20,180,0,2521.2,80.8,83
523,20,180,0,2505.3,80.2,82
524,20,180,0,2504.1,80.2,92
525,20,180,0,2502.7,80.2,92
526,20,180,0,2498.3,80.0,90
527,20,180,0,2493.9,79.9,90
528,20,180,0,2496.5,80.0,95
529,20,180,0,2495.9,80.0,93
530,20,180,0,2480.9,79.5,83
531,20,180,0,2466.4,79.0,83
532,20,180,0,2469.4,79.1,95
533,20,180,0,2466.4,79.0,91
534,20,180,0,2474.6,79.4,99
535,20,180,0,2462.2,78.9,85
536,20,180,0,2448.8,78.5,84
537,20,180,0,2433.1,77.9,82
538,20,180,0,2403.7,76.8,72
539,20,180,0,2404.1,76.9,92
540,20,180,0,2392.8,76.5,84
541,20,180,0,2379.0,76.0,82
542,20,180,0,2378.5,76.0,91
543,20,180,0,2357.9,75.3,77
544,20,180,0,2353.8,75.1,88
545,20,180,0,2346.9,74.9,86
546,20,180,0,2337.2,74.6,84
547,20,180,0,2334.9,74.5,89
548,20,180,0,2329.6,74.3,87
549,20,180,0,2351.3,75.2,106
550,20,180,0,2341.9,74.8,85
551,20,180,0,2332.6,74.5,85
552,20,180,0,2339.3,74.8,96
553,20,180,0,2332.5,74.6,87
554,20,180,0,2347.2,75.1,102
555,20,180,0,2325.3,74.3,77
556,20,180,0,2322.9,74.3,90
557,20,180,0,2328.8,74.5,96
558,20,180,0,2334.2,74.7,96
559,20,180,0,2317.8,74.2,81
560,20,180,0,2292.1,73.2,74
561,20,180,0,2294.5,73.3,93
562,20,180,0,2292.3,73.3,90
563,20,180,0,2287.2,73.1,88
564,20,180,0,2289.2,73.2,93
565,20,180,0,2288.0,73.2,91
566,20,180,0,2279.5,72.9,86
567,20,180,0,2279.8,72.9,92
568,20,180,0,2269.9,72.6,85
569,20,180,0,2270.2,72.6,92
570,20,180,0,2267.5,72.5,90
571,20,180,0,2261.8,72.3,88
572,20,180,0,2256.2,72.2,88
573,20,180,0,2256.4,72.2,92
574,20,180,0,2254.9,72.2,91
575,20,180,0,2264.5,72.5,99
576,20,180,0,2245.1,71.8,79
577,20,180,0,2243.5,71.8,91
578,20,180,0,2244.6,71.9,93
579,20,180,0,2249.7,72.1,96
580,20,180,0,2249.9,72.1,93
581,20,180,0,2241.5,71.8,87
582,20,180,0,2231.9,71.5,86
583,20,180,0,2226.8,71.3,89
584,20,180,0,2224.6,71.2,91
585,20,180,0,2230.8,71.5,97
586,20,180,0,2227.9,71.4,91
587,20,180,0,2226.4,71.4,92
588,20,180,0,2219.1,71.1,88
589,20,180,0,2200.6,70.5,80
590,20,180,0,2194.4,70.2,88
591,20,180,0,2205.2,70.7,100
592,20,180,0,2201.0,70.5,90
593,20,180,0,2198.2,70.4,91
594,20,180,0,2210.9,70.9,102
595,20,180,0,2209.9,70.9,93
596,20,180,0,2197.4,70.5,85
597,20,180,0,2195.3,70.4,92
598,20,180,0,2187.5,70.1,88
599,20,180,0,2185.5,70.1,92
600,20,180,0,2173.6,69.7,85
601,20,180,0,2180.5,69.9,98
602,20,180,0,2171.2,69.6,87
603,20,180,0,2189.0,70.3,106
604,20,180,0,2185.8,70.2,92
605,20,180,0,2179.8,70.0,90
606,20,180,0,2165.4,69.5,84
607,20,180,0,2165.7,69.5,94
608,20,180,0,2156.0,69.2,87
609,20,180,0,2150.8,69.0,90
610,20,180,0,2152.7,69.1,95
611,20,180,0,2144.5,68.8,88
612,20,180,0,2130.9,68.3,84
613,20,180,0,2127.7,68.2,91
614,20,180,0,2111.9,67.6,82
615,20,180,0,2115.1,67.8,95
616,20,180,0,2105.2,67.4,86
617,20,180,0,2108.3,67.6,95
618,20,180,0,2099.8,67.3,87
619,20,180,0,2098.6,67.2,92
620,20,180,0,2076.2,66.4,77
621,20,180,0,2055.0,65.7,77
622,20,180,0,2053.1,65.6,90
623,20,180,0,2056.7,65.8,94
624,20,180,0,2050.1,65.5,87
625,20,180,0,2052.1,65.6,93
626,20,180,0,2038.3,65.1,82
627,20,180,0,2042.0,65.3,94
628,20,180,0,2029.8,64.9,83
629,20,180,0,2029.3,64.9,91
630,20,180,0,2038.6,65.2,98
631,20,180,0,2023.1,64.7,81
632,20,180,0,2032.3,65.0,98
633,20,180,0,2025.3,64.8,87
634,20,180,0,2031.1,65.0,96
635,20,180,0,2023.7,64.7,87
636,20,180,0,2017.9,64.6,88
637,20,180,0,2017.9,64.6,92
638,20,180,0,2019.1,64.6,93
639,20,180,0,2007.4,64.2,84
640,20,180,0,1982.1,63.3,74
641,20,180,0,1971.0,62.9,83
642,20,180,0,1971.5,62.9,91
643,20,180,0,1959.2,62.5,82
644,20,180,0,1960.1,62.5,91
645,20,180,0,1964.9,62.7,94
646,20,180,0,1952.3,62.3,82
647,20,180,0,1957.2,62.5,94
648,20,180,0,1960.2,62.6,93
649,20,180,0,1965.6,62.8,95
650,20,180,0,1971.8,63.1,96
651,20,180,0,1969.0,63.0,90
652,20,180,0,1949.3,62.3,78
653,20,180,0,1939.2,61.9,84
654,20,180,0,1937.9,61.9,90
655,20,180,0,1942.0,62.1,94
656,20,180,0,1955.5,62.6,101
657,20,180,0,1938.5,62.0,80
658,20,180,0,1935.0,61.8,89
659,20,180,0,1914.7,61.1,77
660,20,180,0,1901.2,60.6,81
661,20,180,0,1899.5,60.6,89
662,20,180,0,1886.6,60.1,81
663,20,180,0,1874.3,59.7,81
664,20,180,0,1871.0,59.6,87
665,20,180,0,1859.4,59.1,81
666,20,180,0,1866.5,59.4,94
667,20,180,0,1872.9,59.7,94
668,20,180,0,1859.1,59.2,80
669,20,180,0,1868.5,59.5,96
670,20,180,0,1875.6,59.8,95
671,20,180,0,1866.6,59.5,84
672,20,180,0,1867.9,59.6,91
673,20,180,0,1868.8,59.6,91
674,20,180,0,1861.1,59.3,85
675,20,180,0,1857.9,59.2,88
676,20,180,0,1857.5,59.2,90
677,20,180,0,1861.2,59.4,93
678,20,180,0,1878.4,60.0,103
679,20,180,0,1870.4,59.8,86
680,20,180,0,1875.4,60.0,95
681,20,180,0,1871.4,59.8,89
682,20,180,0,1867.5,59.7,89
683,20,180,0,1870.7,59.8,94
684,20,180,0,1846.9,59.0,75
685,20,180,0,1846.9,59.0,91
686,20,180,0,1824.3,58.2,75
687,20,180,0,1828.2,58.3,93
688,20,180,0,1819.1,58.0,84
689,20,180,0,1820.2,58.1,91
690,20,180,0,1832.2,58.5,99
691,20,180,0,1833.4,58.6,92
692,20,180,0,1837.1,58.7,94
693,20,180,0,1839.0,58.8,93
694,20,180,0,1839.1,58.8,92
695,20,180,0,1858.6,59.6,106
696,20,180,0,1841.6,58.9,81
697,20,180,0,1829.8,58.5,84
698,20,180,0,1817.3,58.1,83
699,20,180,0,1799.8,57.4,79
700,20,180,0,1793.1,57.2,86
701,20,180,0,1788.1,57.0,87
702,20,180,0,1800.0,57.5,99
703,20,180,0,1806.7,57.7,96
704,20,180,0,1805.7,57.7,91
705,20,180,0,1801.9,57.6,89
706,20,180,0,1810.6,57.9,98
707,20,180,0,1828.3,58.6,105
708,20,180,0,1825.1,58.5,91
709,20,180,0,1810.7,58.0,83
710,20,180,0,1811.1,58.0,93
711,20,180,0,1807.0,57.9,90
712,20,180,0,1793.4,57.4,83
713,20,180,0,1793.0,57.4,92
714,20,180,0,1800.8,57.7,98
715,20,180,0,1809.3,58.0,99
716,20,180,0,1803.0,57.8,89
717,20,180,0,1785.9,57.2,81
718,20,180,0,1779.5,56.9,88
719,20,180,0,1779.0,56.9,92
720,20,180,0,1799.2,57.7,107
721,20,180,0,1798.3,57.7,93
722,20,180,0,1781.9,57.1,82
723,20,180,0,1769.3,56.6,84
724,20,180,0,1765.8,56.5,90
725,20,180,0,1748.4,55.9,80
726,20,180,0,1737.7,55.5,84
727,20,180,0,1730.3,55.2,86
728,20,180,0,1737.2,55.5,96
729,20,180,0,1726.7,55.1,84
730,20,180,0,1718.2,54.8,85
731,20,180,0,1710.1,54.5,85
732,20,180,0,1703.8,54.3,86
733,20,180,0,1689.5,53.8,80
734,20,180,0,1683.0,53.6,85
