tick,pop_stark,pop_lannister,pop_targ,pop_baratheon,cannibal_acts
1126,0,0,0,0,60
1127,0,0,0,0,60
1128,0,0,0,0,63
1129,0,0,0,0,61
1130,0,0,0,0,56
1131,0,0,0,0,62
1132,0,0,0,0,63
1133,0,0,0,0,64
1134,0,0,0,0,59
1135,0,0,0,0,63
1136,0,0,0,0,60
1137,0,0,0,0,58
1138,0,0,0,0,59
1139,0,0,0,0,51
1140,0,0,0,0,57
1141,0,0,0,0,56
1142,0,0,0,0,56
1143,0,0,0,0,55
1144,0,0,0,0,59
1145,0,0,0,0,53
1146,0,0,0,0,53
1147,0,0,0,0,53
1148,0,0,0,0,49
1149,0,0,0,0,52
1150,0,0,0,0,51
1151,0,0,0,0,54
1152,0,0,0,0,53
1153,0,0,0,0,60
1154,0,0,0,0,61
1155,0,0,0,0,60
1156,0,0,0,0,59
1157,0,0,0,0,55
1158,0,0,0,0,58
1159,0,0,0,0,58
1160,0,0,0,0,57
1161,0,0,0,0,57
1162,0,0,0,0,59
1163,0,0,0,0,57
1164,0,0,0,0,57
1165,0,0,0,0,62
1166,0,0,0,0,58
1167,0,0,0,0,59
1168,0,0,0,0,56
1169,0,0,0,0,58
1170,0,0,0,0,57
1171,0,0,0,0,61
1172,0,0,0,0,62
1173,0,0,0,0,65
1174,0,0,0,0,54
1175,0,0,0,0,51
1176,0,0,0,0,54
1177,0,0,0,0,48
1178,0,0,0,0,52
1179,0,0,0,0,51
1180,0,0,0,0,54
1181,0,0,0,0,55
1182,0,0,0,0,55
1183,0,0,0,0,53
1184,0,0,0,0,59
1185,0,0,0,0,54
1186,0,0,0,0,61
1187,0,0,0,0,63
1188,0,0,0,0,62
1189,0,0,0,0,66
1190,0,0,0,0,56
1191,0,0,0,0,60
1192,0,0,0,0,58
1193,0,0,0,0,64
1194,0,0,0,0,57
1195,0,0,0,0,63
1196,0,0,0,0,61
1197,0,0,0,0,63
1198,0,0,0,0,66
1199,0,0,0,0,68
1200,0,0,0,0,67
1201,0,0,0,0,68
1202,0,0,0,0,67
1203,0,0,0,0,67
1204,0,0,0,0,73
1205,0,0,0,0,76
1206,0,0,0,0,67
1207,0,0,0,0,68
1208,0,0,0,0,65
1209,0,0,0,0,63
1210,0,0,0,0,62
1211,0,0,0,0,57
1212,0,0,0,0,56
1213,0,0,0,0,52
1214,0,0,0,0,52
1215,0,0,0,0,49
1216,0,0,0,0,51
1217,0,0,0,0,55
1218,0,0,0,0,55
1219,0,0,0,0,56
1220,0,0,0,0,56
1221,0,0,0,0,52
1222,0,0,0,0,55
1223,0,0,0,0,55
1224,0,0,0,0,55
1225,0,0,0,0,57
1226,0,0,0,0,57
1227,0,0,0,0,54
1228,0,0,0,0,60
1229,0,0,0,0,52
1230,0,0,0,0,58
1231,0,0,0,0,56
1232,0,0,0,0,55
1233,0,0,0,0,57
1234,0,0,0,0,57
1235,0,0,0,0,57
1236,0,0,0,0,59
1237,0,0,0,0,65
1238,0,0,0,0,72
1239,0,0,0,0,68
1240,0,0,0,0,68
1241,0,0,0,0,66
1242,0,0,0,0,69
1243,0,0,0,0,65
1244,0,0,0,0,61
1245,0,0,0,0,61
1246,0,0,0,0,55
1247,0,0,0,0,56
1248,0,0,0,0,49
1249,0,0,0,0,57
1250,0,0,0,0,55
1251,0,0,0,0,55
1252,0,0,0,0,54
1253,0,0,0,0,51
1254,0,0,0,0,57
1255,0,0,0,0,48
1256,0,0,0,0,52
1257,0,0,0,0,58
1258,0,0,0,0,55
1259,0,0,0,0,56
1260,0,0,0,0,63
1261,0,0,0,0,65
1262,0,0,0,0,62
1263,0,0,0,0,64
1264,0,0,0,0,59
1265,0,0,0,0,65
1266,0,0,0,0,61
1267,0,0,0,0,61
1268,0,0,0,0,58
1269,0,0,0,0,58
1270,0,0,0,0,62
1271,0,0,0,0,61
1272,0,0,0,0,62
1273,0,0,0,0,67
1274,0,0,0,0,63
1275,0,0,0,0,65
1276,0,0,0,0,68
1277,0,0,0,0,71
1278,0,0,0,0,69
1279,0,0,0,0,74
1280,0,0,0,0,75
1281,0,0,0,0,70
1282,0,0,0,0,69
1283,0,0,0,0,65
1284,0,0,0,0,65
1285,0,0,0,0,61
1286,0,0,0,0,63
1287,0,0,0,0,59
1288,0,0,0,0,59
1289,0,0,0,0,61
1290,0,0,0,0,59
1291,0,0,0,0,62
1292,0,0,0,0,61
1293,0,0,0,0,62
1294,0,0,0,0,62
1295,0,0,0,0,66
1296,0,0,0,0,65
1297,0,0,0,0,71
1298,0,0,0,0,67
1299,0,0,0,0,65
1300,0,0,0,0,64
1301,0,0,0,0,69
1302,0,0,0,0,63
1303,0,0,0,0,62
1304,0,0,0,0,64
1305,0,0,0,0,59
1306,0,0,0,0,63
1307,0,0,0,0,60
1308,0,0,0,0,62
1309,0,0,0,0,64
1310,0,0,0,0,62
1311,0,0,0,0,58
1312,0,0,0,0,54
1313,0,0,0,0,58
1314,0,0,0,0,60
1315,0,0,0,0,57
1316,0,0,0,0,62
1317,0,0,0,0,62
1318,0,0,0,0,59
1319,0,0,0,0,62
1320,0,0,0,0,59
1321,0,0,0,0,61
1322,0,0,0,0,61
1323,0,0,0,0,56
1324,0,0,0,0,61
1325,0,0,0,0,59
1326,0,0,0,0,60
1327,0,0,0,0,61
1328,0,0,0,0,61
1329,0,0,0,0,59
1330,0,0,0,0,65
1331,0,0,0,0,61
1332,0,0,0,0,64
1333,0,0,0,0,64
1334,0,0,0,0,63
1335,0,0,0,0,65
1336,0,0,0,0,67
1337,0,0,0,0,61
1338,0,0,0,0,60
1339,0,0,0,0,59
1340,0,0,0,0,57
1341,0,0,0,0,57
1342,0,0,0,0,56
1343,0,0,0,0,57
1344,0,0,0,0,56
1345,0,0,0,0,55
1346,0,0,0,0,57
1347,0,0,0,0,54
1348,0,0,0,0,54
1349,0,0,0,0,52
1350,0,0,0,0,48
1351,0,0,0,0,49
1352,0,0,0,0,56
1353,0,0,0,0,52
1354,0,0,0,0,54
1355,0,0,0,0,54
1356,0,0,0,0,64
1357,0,0,0,0,59
1358,0,0,0,0,62
1359,0,0,0,0,64
1360,0,0,0,0,65
1361,0,0,0,0,67
1362,0,0,0,0,68
1363,0,0,0,0,67
1364,0,0,0,0,67
1365,0,0,0,0,63
1366,0,0,0,0,66
1367,0,0,0,0,62
1368,0,0,0,0,74
1369,0,0,0,0,70
1370,0,0,0,0,72
1371,0,0,0,0,69
1372,0,0,0,0,70
1373,0,0,0,0,66
1374,0,0,0,0,63
1375,0,0,0,0,68
1376,0,0,0,0,60
1377,0,0,0,0,63
1378,0,0,0,0,66
1379,0,0,0,0,59
1380,0,0,0,0,58
1381,0,0,0,0,58
1382,0,0,0,0,60
1383,0,0,0,0,62
1384,0,0,0,0,63
1385,0,0,0,0,62
1386,0,0,0,0,65
1387,0,0,0,0,61
1388,0,0,0,0,62
1389,0,0,0,0,60
1390,0,0,0,0,64
1391,0,0,0,0,63
1392,0,0,0,0,73
1393,0,0,0,0,67
1394,0,0,0,0,73
1395,0,0,0,0,66
1396,0,0,0,0,66
1397,0,0,0,0,72
1398,0,0,0,0,68
1399,0,0,0,0,64
1400,0,0,0,0,65
1401,0,0,0,0,65
1402,0,0,0,0,61
1403,0,0,0,0,60
1404,0,0,0,0,59
1405,0,0,0,0,60
1406,0,0,0,0,58
1407,0,0,0,0,58
1408,0,0,0,0,57
1409,0,0,0,0,57
1410,0,0,0,0,54
1411,0,0,0,0,58
1412,0,0,0,0,55
1413,0,0,0,0,57
1414,0,0,0,0,53
1415,0,0,0,0,49
1416,0,0,0,0,47
1417,0,0,0,0,53
1418,0,0,0,0,48
1419,0,0,0,0,52
1420,0,0,0,0,50
1421,0,0,0,0,51
1422,0,0,0,0,57
1423,0,0,0,0,54
1424,0,0,0,0,60
1425,0,0,0,0,60
1426,0,0,0,0,56
1427,0,0,0,0,63
1428,0,0,0,0,60
1429,0,0,0,0,61
1430,0,0,0,0,63
1431,0,0,0,0,61
1432,0,0,0,0,64
1433,0,0,0,0,63
1434,0,0,0,0,59
1435,0,0,0,0,55
1436,0,0,0,0,55
1437,0,0,0,0,59
1438,0,0,0,0,60
1439,0,0,0,0,55
1440,0,0,0,0,57
1441,0,0,0,0,52
1442,0,0,0,0,55
1443,0,0,0,0,58
1444,0,0,0,0,62
1445,0,0,0,0,62
1446,0,0,0,0,60
1447,0,0,0,0,56
1448,0,0,0,0,52
1449,0,0,0,0,54
1450,0,0,0,0,54
1451,0,0,0,0,54
1452,0,0,0,0,59
1453,0,0,0,0,55
1454,0,0,0,0,59
1455,0,0,0,0,60
1456,0,0,0,0,60
1457,0,0,0,0,61
1458,0,0,0,0,62
1459,0,0,0,0,61
1460,0,0,0,0,56
1461,0,0,0,0,55
1462,0,0,0,0,59
1463,0,0,0,0,53
1464,0,0,0,0,55
1465,0,0,0,0,57
1466,0,0,0,0,55
1467,0,0,0,0,59
1468,0,0,0,0,59
1469,0,0,0,0,61
1470,0,0,0,0,61
1471,0,0,0,0,62
1472,0,0,0,0,53
1473,0,0,0,0,60
1474,0,0,0,0,55
1475,0,0,0,0,61
1476,0,0,0,0,55
1477,0,0,0,0,64
1478,0,0,0,0,52
1479,0,0,0,0,62
1480,0,0,0,0,54
1481,0,0,0,0,57
1482,0,0,0,0,59
1483,0,0,0,0,63
1484,0,0,0,0,61
1485,0,0,0,0,61
1486,0,0,0,0,58
1487,0,0,0,0,67
1488,0,0,0,0,72
1489,0,0,0,0,68
1490,0,0,0,0,66
1491,0,0,0,0,64
1492,0,0,0,0,61
1493,0,0,0,0,63
1494,0,0,0,0,63
1495,0,0,0,0,63
1496,0,0,0,0,62
1497,0,0,0,0,59
1498,0,0,0,0,66
1499,0,0,0,0,61
1500,0,0,0,0,63
1501,0,0,0,0,65
1502,0,0,0,0,58
1503,0,0,0,0,61
1504,0,0,0,0,65
1505,0,0,0,0,59
1506,0,0,0,0,63
1507,0,0,0,0,65
1508,0,0,0,0,65
1509,0,0,0,0,69
1510,0,0,0,0,69
1511,0,0,0,0,71
1512,0,0,0,0,71
1513,0,0,0,0,64
1514,0,0,0,0,65
1515,0,0,0,0,58
1516,0,0,0,0,65
1517,0,0,0,0,55
1518,0,0,0,0,62
1519,0,0,0,0,63
1520,0,0,0,0,61
1521,0,0,0,0,59
1522,0,0,0,0,65
1523,0,0,0,0,62
1524,0,0,0,0,67
1525,0,0,0,0,64
1526,0,0,0,0,63
1527,0,0,0,0,63
1528,0,0,0,0,65
1529,0,0,0,0,63
1530,0,0,0,0,60
1531,0,0,0,0,64
1532,0,0,0,0,59
1533,0,0,0,0,59
1534,0,0,0,0,57
1535,0,0,0,0,55
1536,0,0,0,0,55
1537,0,0,0,0,55
1538,0,0,0,0,57
1539,0,0,0,0,58
1540,0,0,0,0,55
1541,0,0,0,0,54
1542,0,0,0,0,52
1543,0,0,0,0,51
1544,0,0,0,0,56
1545,0,0,0,0,52
1546,0,0,0,0,53
1547,0,0,0,0,53
1548,0,0,0,0,61
1549,0,0,0,0,56
1550,0,0,0,0,58
1551,0,0,0,0,57
1552,0,0,0,0,53
1553,0,0,0,0,55
1554,0,0,0,0,53
1555,0,0,0,0,56
1556,0,0,0,0,53
1557,0,0,0,0,58
1558,0,0,0,0,59
1559,0,0,0,0,57
1560,0,0,0,0,55
1561,0,0,0,0,50
1562,0,0,0,0,54
1563,0,0,0,0,58
1564,0,0,0,0,61
1565,0,0,0,0,60
1566,0,0,0,0,59
1567,0,0,0,0,55
1568,0,0,0,0,58
1569,0,0,0,0,56
1570,0,0,0,0,58
1571,0,0,0,0,58
1572,0,0,0,0,59
1573,0,0,0,0,62
1574,0,0,0,0,59
1575,0,0,0,0,64
1576,0,0,0,0,59
1577,0,0,0,0,65
1578,0,0,0,0,60
1579,0,0,0,0,61
1580,0,0,0,0,58
1581,0,0,0,0,58
1582,0,0,0,0,57
1583,0,0,0,0,63
1584,0,0,0,0,64
1585,0,0,0,0,65
1586,0,0,0,0,66
1587,0,0,0,0,61
1588,0,0,0,0,63
1589,0,0,0,0,62
1590,0,0,0,0,60
1591,0,0,0,0,63
1592,0,0,0,0,64
1593,0,0,0,0,62
1594,0,0,0,0,63
1595,0,0,0,0,58
1596,0,0,0,0,60
1597,0,0,0,0,60
1598,0,0,0,0,56
1599,0,0,0,0,55
1600,0,0,0,0,55
1601,0,0,0,0,53
1602,0,0,0,0,57
1603,0,0,0,0,52
1604,0,0,0,0,57
1605,0,0,0,0,51
1606,0,0,0,0,46
1607,0,0,0,0,50
1608,0,0,0,0,45
1609,0,0,0,0,45
1610,0,0,0,0,45
1611,0,0,0,0,44
1612,0,0,0,0,49
1613,0,0,0,0,47
1614,0,0,0,0,54
1615,0,0,0,0,49
1616,0,0,0,0,50
1617,0,0,0,0,53
1618,0,0,0,0,55
1619,0,0,0,0,55
1620,0,0,0,0,54
1621,0,0,0,0,51
1622,0,0,0,0,56
1623,0,0,0,0,54
1624,0,0,0,0,57
1625,0,0,0,0,56
1626,0,0,0,0,57
1627,0,0,0,0,59
1628,0,0,0,0,61
1629,0,0,0,0,60
1630,0,0,0,0,60
1631,0,0,0,0,61
1632,0,0,0,0,62
1633,0,0,0,0,59
1634,0,0,0,0,63
1635,0,0,0,0,62
1636,0,0,0,0,67
1637,0,0,0,0,64
1638,0,0,0,0,68
1639,0,0,0,0,66
1640,0,0,0,0,69
1641,0,0,0,0,68
1642,0,0,0,0,68
1643,0,0,0,0,75
1644,0,0,0,0,75
1645,0,0,0,0,74
1646,0,0,0,0,75
1647,0,0,0,0,76
1648,0,0,0,0,67
1649,0,0,0,0,67
1650,0,0,0,0,62
1651,0,0,0,0,66
1652,0,0,0,0,60
1653,0,0,0,0,60
1654,0,0,0,0,59
1655,0,0,0,0,63
1656,0,0,0,0,56
1657,0,0,0,0,51
1658,0,0,0,0,60
1659,0,0,0,0,58
1660,0,0,0,0,61
1661,0,0,0,0,64
1662,0,0,0,0,63
1663,0,0,0,0,60
1664,0,0,0,0,63
1665,0,0,0,0,65
1666,0,0,0,0,69
1667,0,0,0,0,64
1668,0,0,0,0,65
1669,0,0,0,0,66
1670,0,0,0,0,62
1671,0,0,0,0,64
1672,0,0,0,0,60
1673,0,0,0,0,56
1674,0,0,0,0,52
1675,0,0,0,0,54
1676,0,0,0,0,51
1677,0,0,0,0,54
1678,0,0,0,0,46
1679,0,0,0,0,47
1680,0,0,0,0,46
1681,0,0,0,0,45
1682,0,0,0,0,47
1683,0,0,0,0,47
1684,0,0,0,0,56
1685,0,0,0,0,58
1686,0,0,0,0,57
1687,0,0,0,0,57
1688,0,0,0,0,55
1689,0,0,0,0,58
1690,0,0,0,0,63
1691,0,0,0,0,62
1692,0,0,0,0,60
1693,0,0,0,0,62
1694,0,0,0,0,60
1695,0,0,0,0,62
1696,0,0,0,0,61
1697,0,0,0,0,62
1698,0,0,0,0,64
1699,0,0,0,0,67
1700,0,0,0,0,72
1701,0,0,0,0,70
1702,0,0,0,0,67
1703,0,0,0,0,62
1704,0,0,0,0,63
1705,0,0,0,0,57
1706,0,0,0,0,65
1707,0,0,0,0,58
1708,0,0,0,0,59
1709,0,0,0,0,59
1710,0,0,0,0,59
1711,0,0,0,0,62
1712,0,0,0,0,57
1713,0,0,0,0,57
1714,0,0,0,0,61
1715,0,0,0,0,60
1716,0,0,0,0,64
1717,0,0,0,0,58
1718,0,0,0,0,64
1719,0,0,0,0,54
1720,0,0,0,0,56
1721,0,0,0,0,60
1722,0,0,0,0,55
1723,0,0,0,0,57
1724,0,0,0,0,46
1725,0,0,0,0,50
1726,0,0,0,0,51
1727,0,0,0,0,51
1728,0,0,0,0,48
1729,0,0,0,0,51
1730,0,0,0,0,50
1731,0,0,0,0,51
1732,0,0,0,0,47
1733,0,0,0,0,50
1734,0,0,0,0,51
1735,0,0,0,0,53
1736,0,0,0,0,53
1737,0,0,0,0,52
1738,0,0,0,0,49
1739,0,0,0,0,48
1740,0,0,0,0,46
1741,0,0,0,0,41
1742,0,0,0,0,44
1743,0,0,0,0,44
1744,0,0,0,0,49
1745,0,0,0,0,48
1746,0,0,0,0,50
1747,0,0,0,0,47
1748,0,0,0,0,48
1749,0,0,0,0,51
1750,0,0,0,0,50
1751,0,0,0,0,52
1752,0,0,0,0,52
1753,0,0,0,0,52
1754,0,0,0,0,47
1755,0,0,0,0,47
1756,0,0,0,0,50
1757,0,0,0,0,51
1758,0,0,0,0,49
1759,0,0,0,0,50
1760,0,0,0,0,49
1761,0,0,0,0,45
1762,0,0,0,0,56
1763,0,0,0,0,51
1764,0,0,0,0,57
1765,0,0,0,0,54
1766,0,0,0,0,57
1767,0,0,0,0,63
1768,0,0,0,0,63
1769,0,0,0,0,65
1770,0,0,0,0,75
1771,0,0,0,0,66
1772,0,0,0,0,64
1773,0,0,0,0,65
1774,0,0,0,0,59
1775,0,0,0,0,62
1776,0,0,0,0,63
1777,0,0,0,0,59
1778,0,0,0,0,62
1779,0,0,0,0,62
1780,0,0,0,0,57
1781,0,0,0,0,59
1782,0,0,0,0,57
1783,0,0,0,0,56
1784,0,0,0,0,56
1785,0,0,0,0,54
1786,0,0,0,0,54
1787,0,0,0,0,55
1788,0,0,0,0,55
1789,0,0,0,0,50
1790,0,0,0,0,55
1791,0,0,0,0,49
1792,0,0,0,0,53
1793,0,0,0,0,53
1794,0,0,0,0,46
1795,0,0,0,0,50
1796,0,0,0,0,49
1797,0,0,0,0,49
1798,0,0,0,0,45
1799,0,0,0,0,52
1800,0,0,0,0,44
1801,0,0,0,0,51
1802,0,0,0,0,55
1803,0,0,0,0,52
1804,0,0,0,0,52
1805,0,0,0,0,55
1806,0,0,0,0,54
1807,0,0,0,0,55
1808,0,0,0,0,53
1809,0,0,0,0,50
1810,0,0,0,0,52
1811,0,0,0,0,50
1812,0,0,0,0,54
1813,0,0,0,0,57
1814,0,0,0,0,54
1815,0,0,0,0,58
1816,0,0,0,0,60
1817,0,0,0,0,54
1818,0,0,0,0,53
1819,0,0,0,0,52
1820,0,0,0,0,52
1821,0,0,0,0,49
1822,0,0,0,0,48
1823,0,0,0,0,48
1824,0,0,0,0,51
1825,0,0,0,0,50
1826,0,0,0,0,54
1827,0,0,0,0,54
1828,0,0,0,0,64
1829,0,0,0,0,64
1830,0,0,0,0,68
1831,0,0,0,0,64
1832,0,0,0,0,65
1833,0,0,0,0,69
1834,0,0,0,0,65
1835,0,0,0,0,64
1836,0,0,0,0,67
1837,0,0,0,0,58
1838,0,0,0,0,65
1839,0,0,0,0,61
1840,0,0,0,0,63
1841,0,0,0,0,60
1842,0,0,0,0,60
1843,0,0,0,0,59
1844,0,0,0,0,60
1845,0,0,0,0,66
1846,0,0,0,0,62
1847,0,0,0,0,70
1848,0,0,0,0,65
1849,0,0,0,0,64
1850,0,0,0,0,63
1851,0,0,0,0,68
1852,0,0,0,0,66
1853,0,0,0,0,72
1854,0,0,0,0,67
1855,0,0,0,0,68
1856,0,0,0,0,65
1857,0,0,0,0,60
1858,0,0,0,0,58
1859,0,0,0,0,58
1860,0,0,0,0,59
1861,0,0,0,0,64
1862,0,0,0,0,61
1863,0,0,0,0,59
1864,0,0,0,0,60
1865,0,0,0,0,59
1866,0,0,0,0,58
1867,0,0,0,0,57
1868,0,0,0,0,51
1869,0,0,0,0,55
1870,0,0,0,0,56
1871,0,0,0,0,51
1872,0,0,0,0,55
1873,0,0,0,0,54
1874,0,0,0,0,52
1875,0,0,0,0,55
1876,0,0,0,0,55
1877,0,0,0,0,55
1878,0,0,0,0,56
1879,0,0,0,0,52
1880,0,0,0,0,54
1881,0,0,0,0,50
1882,0,0,0,0,53
1883,0,0,0,0,52
1884,0,0,0,0,46
1885,0,0,0,0,45
1886,0,0,0,0,48
1887,0,0,0,0,48
1888,0,0,0,0,46
1889,0,0,0,0,48
1890,0,0,0,0,44
1891,0,0,0,0,47
1892,0,0,0,0,45
1893,0,0,0,0,43
1894,0,0,0,0,48
1895,0,0,0,0,43
1896,0,0,0,0,46
1897,0,0,0,0,42
1898,0,0,0,0,47
1899,0,0,0,0,48
1900,0,0,0,0,55
1901,0,0,0,0,56
1902,0,0,0,0,59
1903,0,0,0,0,61
1904,0,0,0,0,68
1905,0,0,0,0,64
1906,0,0,0,0,65
1907,0,0,0,0,62
1908,0,0,0,0,64
1909,0,0,0,0,63
1910,0,0,0,0,62
1911,0,0,0,0,65
1912,0,0,0,0,62
1913,0,0,0,0,65
1914,0,0,0,0,61
1915,0,0,0,0,55
1916,0,0,0,0,64
1917,0,0,0,0,56
1918,0,0,0,0,55
1919,0,0,0,0,56
1920,0,0,0,0,54
1921,0,0,0,0,52
1922,0,0,0,0,61
1923,0,0,0,0,57
1924,0,0,0,0,59
1925,0,0,0,0,55
1926,0,0,0,0,61
1927,0,0,0,0,64
1928,0,0,0,0,60
1929,0,0,0,0,58
1930,0,0,0,0,54
1931,0,0,0,0,53
1932,0,0,0,0,55
1933,0,0,0,0,60
1934,0,0,0,0,56
1935,0,0,0,0,56
1936,0,0,0,0,57
1937,0,0,0,0,61
1938,0,0,0,0,57
1939,0,0,0,0,59
1940,0,0,0,0,58
1941,0,0,0,0,61
1942,0,0,0,0,60
1943,0,0,0,0,65
1944,0,0,0,0,62
1945,0,0,0,0,63
1946,0,0,0,0,63
1947,0,0,0,0,63
1948,0,0,0,0,58
1949,0,0,0,0,63
1950,0,0,0,0,59
1951,0,0,0,0,63
1952,0,0,0,0,55
1953,0,0,0,0,52
1954,0,0,0,0,53
1955,0,0,0,0,50
1956,0,0,0,0,57
1957,0,0,0,0,56
1958,0,0,0,0,54
1959,0,0,0,0,49
1960,0,0,0,0,48
1961,0,0,0,0,52
1962,0,0,0,0,49
1963,0,0,0,0,47
1964,0,0,0,0,51
1965,0,0,0,0,50
1966,0,0,0,0,52
1967,0,0,0,0,47
1968,0,0,0,0,51
1969,0,0,0,0,46
1970,0,0,0,0,55
1971,0,0,0,0,46
1972,0,0,0,0,51
1973,0,0,0,0,50
1974,0,0,0,0,52
1975,0,0,0,0,55
1976,0,0,0,0,53
1977,0,0,0,0,55
1978,0,0,0,0,54
1979,0,0,0,0,60
1980,0,0,0,0,59
1981,0,0,0,0,59
1982,0,0,0,0,53
1983,0,0,0,0,57
1984,0,0,0,0,55
1985,0,0,0,0,58
1986,0,0,0,0,54
1987,0,0,0,0,58
1988,0,0,0,0,58
1989,0,0,0,0,58
1990,0,0,0,0,59
1991,0,0,0,0,61
1992,0,0,0,0,57
1993,0,0,0,0,62
1994,0,0,0,0,64
1995,0,0,0,0,65
1996,0,0,0,0,63
1997,0,0,0,0,62
1998,0,0,0,0,62
1999,0,0,0,0,59
2000,0,0,0,0,59
