tick,pop_borg,pop_loner,phase
1148,49,49,DROUGHT
1149,49,49,DROUGHT
1150,49,49,DROUGHT
1151,49,49,DROUGHT
1152,49,49,DROUGHT
1153,49,49,DROUGHT
1154,49,49,DROUGHT
1155,49,49,DROUGHT
1156,49,49,DROUGHT
1157,49,49,DROUGHT
1158,49,49,DROUGHT
1159,49,49,DROUGHT
1160,49,49,DROUGHT
1161,49,49,DROUGHT
1162,49,49,DROUGHT
1163,49,49,DROUGHT
1164,49,49,DROUGHT
1165,49,49,DROUGHT
1166,49,49,DROUGHT
1167,49,49,DROUGHT
1168,49,49,DROUGHT
1169,49,49,DROUGHT
1170,49,49,DROUGHT
1171,49,49,DROUGHT
1172,49,49,DROUGHT
1173,49,49,DROUGHT
1174,49,49,DROUGHT
1175,49,49,DROUGHT
1176,49,49,DROUGHT
1177,49,49,DROUGHT
1178,49,49,DROUGHT
1179,49,49,DROUGHT
1180,49,49,DROUGHT
1181,49,49,DROUGHT
1182,49,49,DROUGHT
1183,49,49,DROUGHT
1184,49,49,DROUGHT
1185,49,49,DROUGHT
1186,49,49,DROUGHT
1187,49,49,DROUGHT
1188,49,49,DROUGHT
1189,49,49,DROUGHT
1190,49,49,DROUGHT
1191,49,49,DROUGHT
1192,49,49,DROUGHT
1193,49,49,DROUGHT
1194,49,49,DROUGHT
1195,49,49,DROUGHT
1196,49,49,DROUGHT
1197,49,49,DROUGHT
1198,49,49,DROUGHT
1199,49,49,DROUGHT
1200,49,49,DROUGHT
1201,49,49,DROUGHT
1202,49,49,DROUGHT
1203,49,49,DROUGHT
1204,49,49,DROUGHT
1205,49,49,DROUGHT
1206,49,49,DROUGHT
1207,49,49,DROUGHT
1208,49,49,DROUGHT
1209,49,49,DROUGHT
1210,49,49,DROUGHT
1211,49,49,DROUGHT
1212,49,49,DROUGHT
1213,49,49,DROUGHT
1214,49,49,DROUGHT
1215,49,49,DROUGHT
1216,49,49,DROUGHT
1217,49,49,DROUGHT
1218,49,49,DROUGHT
1219,49,49,DROUGHT
1220,49,49,DROUGHT
1221,49,49,DROUGHT
1222,49,49,DROUGHT
1223,49,49,DROUGHT
1224,49,49,DROUGHT
1225,49,49,DROUGHT
1226,49,49,DROUGHT
1227,49,49,DROUGHT
1228,49,49,DROUGHT
1229,49,49,DROUGHT
1230,49,49,DROUGHT
1231,49,49,DROUGHT
1232,49,49,DROUGHT
1233,49,49,DROUGHT
1234,49,49,DROUGHT
1235,49,49,DROUGHT
1236,49,49,DROUGHT
1237,49,49,DROUGHT
1238,49,49,DROUGHT
1239,49,49,DROUGHT
1240,49,49,DROUGHT
1241,49,49,DROUGHT
1242,49,49,DROUGHT
1243,49,49,DROUGHT
1244,49,49,DROUGHT
1245,49,49,DROUGHT
1246,49,49,DROUGHT
1247,49,49,DROUGHT
1248,49,49,DROUGHT
1249,49,49,DROUGHT
1250,49,49,DROUGHT
1251,49,49,DROUGHT
1252,49,49,DROUGHT
1253,49,49,DROUGHT
1254,49,49,DROUGHT
1255,49,49,DROUGHT
1256,49,49,DROUGHT
1257,49,49,DROUGHT
1258,49,49,DROUGHT
1259,49,49,DROUGHT
1260,49,49,DROUGHT
1261,49,49,DROUGHT
1262,49,49,DROUGHT
1263,49,49,DROUGHT
1264,49,49,DROUGHT
1265,49,49,DROUGHT
1266,49,49,DROUGHT
1267,49,49,DROUGHT
1268,49,49,DROUGHT
1269,49,49,DROUGHT
1270,49,49,DROUGHT
1271,49,49,DROUGHT
1272,49,49,DROUGHT
1273,49,49,DROUGHT
1274,49,49,DROUGHT
1275,49,49,DROUGHT
1276,49,49,DROUGHT
1277,49,49,DROUGHT
1278,49,49,DROUGHT
1279,49,49,DROUGHT
1280,49,49,DROUGHT
1281,49,49,DROUGHT
1282,49,49,DROUGHT
1283,49,49,DROUGHT
1284,49,49,DROUGHT
1285,49,49,DROUGHT
1286,49,49,DROUGHT
1287,49,49,DROUGHT
1288,49,49,DROUGHT
1289,49,49,DROUGHT
1290,49,49,DROUGHT
1291,49,49,DROUGHT
1292,49,49,DROUGHT
1293,49,49,DROUGHT
1294,49,49,DROUGHT
1295,49,49,DROUGHT
1296,49,49,DROUGHT
1297,49,49,DROUGHT
1298,49,49,DROUGHT
1299,49,49,DROUGHT
1300,49,49,DROUGHT
1301,49,49,DROUGHT
1302,49,49,DROUGHT
1303,49,49,DROUGHT
1304,49,49,DROUGHT
1305,49,49,DROUGHT
1306,49,49,DROUGHT
1307,49,49,DROUGHT
1308,49,49,DROUGHT
1309,49,49,DROUGHT
1310,49,49,DROUGHT
1311,49,49,DROUGHT
1312,49,49,DROUGHT
1313,49,49,DROUGHT
1314,49,49,DROUGHT
1315,49,49,DROUGHT
1316,49,49,DROUGHT
1317,49,49,DROUGHT
1318,49,49,DROUGHT
1319,49,49,DROUGHT
1320,49,49,DROUGHT
1321,49,49,DROUGHT
1322,49,49,DROUGHT
1323,49,49,DROUGHT
1324,49,49,DROUGHT
1325,49,49,DROUGHT
1326,49,49,DROUGHT
1327,49,49,DROUGHT
1328,49,49,DROUGHT
1329,49,49,DROUGHT
1330,49,49,DROUGHT
1331,49,49,DROUGHT
1332,49,49,DROUGHT
1333,49,49,DROUGHT
1334,49,49,DROUGHT
1335,49,49,DROUGHT
1336,49,49,DROUGHT
1337,49,49,DROUGHT
1338,49,49,DROUGHT
1339,49,49,DROUGHT
1340,49,49,DROUGHT
1341,49,49,DROUGHT
1342,49,49,DROUGHT
1343,49,49,DROUGHT
1344,49,49,DROUGHT
1345,49,49,DROUGHT
1346,49,49,DROUGHT
1347,49,49,DROUGHT
1348,49,49,DROUGHT
1349,49,49,DROUGHT
1350,49,49,DROUGHT
1351,49,49,DROUGHT
1352,49,49,DROUGHT
1353,49,49,DROUGHT
1354,49,49,DROUGHT
1355,49,49,DROUGHT
1356,49,49,DROUGHT
1357,49,49,DROUGHT
1358,49,49,DROUGHT
1359,49,49,DROUGHT
1360,49,49,DROUGHT
1361,49,49,DROUGHT
1362,49,49,DROUGHT
1363,49,49,DROUGHT
1364,49,49,DROUGHT
1365,49,49,DROUGHT
1366,49,49,DROUGHT
1367,49,49,DROUGHT
1368,49,49,DROUGHT
1369,49,49,DROUGHT
1370,49,49,DROUGHT
1371,49,49,DROUGHT
1372,49,49,DROUGHT
1373,49,49,DROUGHT
1374,49,49,DROUGHT
1375,49,49,DROUGHT
1376,49,49,DROUGHT
1377,49,49,DROUGHT
1378,49,49,DROUGHT
1379,49,49,DROUGHT
1380,49,49,DROUGHT
1381,49,49,DROUGHT
1382,49,49,DROUGHT
1383,49,49,DROUGHT
1384,49,49,DROUGHT
1385,49,49,DROUGHT
1386,49,49,DROUGHT
1387,49,49,DROUGHT
1388,49,49,DROUGHT
1389,49,49,DROUGHT
1390,49,49,DROUGHT
1391,49,49,DROUGHT
1392,49,49,DROUGHT
1393,49,49,DROUGHT
1394,49,49,DROUGHT
1395,49,49,DROUGHT
1396,49,49,DROUGHT
1397,49,49,DROUGHT
1398,49,49,DROUGHT
1399,49,49,DROUGHT
1400,49,49,DROUGHT
1401,49,49,DROUGHT
1402,49,49,DROUGHT
1403,49,49,DROUGHT
1404,49,49,DROUGHT
1405,49,49,DROUGHT
1406,49,49,DROUGHT
1407,49,49,DROUGHT
1408,49,49,DROUGHT
1409,49,49,DROUGHT
1410,49,49,DROUGHT
1411,49,49,DROUGHT
1412,49,49,DROUGHT
1413,49,49,DROUGHT
1414,49,49,DROUGHT
1415,49,49,DROUGHT
1416,49,49,DROUGHT
1417,49,49,DROUGHT
1418,49,49,DROUGHT
1419,49,49,DROUGHT
1420,49,49,DROUGHT
1421,49,49,DROUGHT
1422,49,49,DROUGHT
1423,49,49,DROUGHT
1424,49,49,DROUGHT
1425,49,49,DROUGHT
1426,49,49,DROUGHT
1427,49,49,DROUGHT
1428,49,49,DROUGHT
1429,49,49,DROUGHT
1430,49,49,DROUGHT
1431,49,49,DROUGHT
1432,49,49,DROUGHT
1433,49,49,DROUGHT
1434,49,49,DROUGHT
1435,49,49,DROUGHT
1436,49,49,DROUGHT
1437,49,49,DROUGHT
1438,49,49,DROUGHT
1439,49,49,DROUGHT
1440,49,49,DROUGHT
1441,49,49,DROUGHT
1442,49,49,DROUGHT
1443,49,49,DROUGHT
1444,49,49,DROUGHT
1445,49,49,DROUGHT
1446,49,49,DROUGHT
1447,49,49,DROUGHT
1448,49,49,DROUGHT
1449,49,49,DROUGHT
1450,49,49,DROUGHT
1451,49,49,DROUGHT
1452,49,49,DROUGHT
1453,49,49,DROUGHT
1454,49,49,DROUGHT
1455,49,49,DROUGHT
1456,49,49,DROUGHT
1457,49,49,DROUGHT
1458,49,49,DROUGHT
1459,49,49,DROUGHT
1460,49,49,DROUGHT
1461,49,49,DROUGHT
1462,49,49,DROUGHT
1463,49,49,DROUGHT
1464,49,49,DROUGHT
1465,49,49,DROUGHT
1466,49,49,DROUGHT
1467,49,49,DROUGHT
1468,49,49,DROUGHT
1469,49,49,DROUGHT
1470,49,49,DROUGHT
1471,49,49,DROUGHT
1472,49,49,DROUGHT
1473,49,49,DROUGHT
1474,49,49,DROUGHT
1475,49,49,DROUGHT
1476,49,49,DROUGHT
1477,49,49,DROUGHT
1478,49,49,DROUGHT
1479,49,49,DROUGHT
1480,49,49,DROUGHT
1481,49,49,DROUGHT
1482,49,49,DROUGHT
1483,49,49,DROUGHT
1484,49,49,DROUGHT
1485,49,49,DROUGHT
1486,49,49,DROUGHT
1487,49,49,DROUGHT
1488,49,49,DROUGHT
1489,49,49,DROUGHT
1490,49,49,DROUGHT
1491,49,49,DROUGHT
1492,49,49,DROUGHT
1493,49,49,DROUGHT
1494,49,49,DROUGHT
1495,49,49,DROUGHT
1496,49,49,DROUGHT
1497,49,49,DROUGHT
1498,49,49,DROUGHT
1499,49,49,DROUGHT
1500,49,49,DROUGHT
1501,49,49,DROUGHT
1502,49,49,DROUGHT
1503,49,49,DROUGHT
1504,49,49,DROUGHT
1505,49,49,DROUGHT
1506,49,49,DROUGHT
1507,49,49,DROUGHT
1508,49,49,DROUGHT
1509,49,49,DROUGHT
1510,49,49,DROUGHT
1511,49,49,DROUGHT
1512,49,49,DROUGHT
1513,49,49,DROUGHT
1514,49,49,DROUGHT
1515,49,49,DROUGHT
1516,49,49,DROUGHT
1517,49,49,DROUGHT
1518,49,49,DROUGHT
1519,49,49,DROUGHT
1520,49,49,DROUGHT
1521,49,49,DROUGHT
1522,49,49,DROUGHT
1523,49,49,DROUGHT
1524,49,49,DROUGHT
1525,49,49,DROUGHT
1526,49,49,DROUGHT
1527,49,49,DROUGHT
1528,49,49,DROUGHT
1529,49,49,DROUGHT
1530,49,49,DROUGHT
1531,49,49,DROUGHT
1532,49,49,DROUGHT
1533,49,49,DROUGHT
1534,49,49,DROUGHT
1535,49,49,DROUGHT
1536,49,49,DROUGHT
1537,49,49,DROUGHT
1538,49,49,DROUGHT
1539,49,49,DROUGHT
1540,49,49,DROUGHT
1541,49,49,DROUGHT
1542,49,49,DROUGHT
1543,49,49,DROUGHT
1544,49,49,DROUGHT
1545,49,49,DROUGHT
1546,49,49,DROUGHT
1547,49,49,DROUGHT
1548,49,49,DROUGHT
1549,49,49,DROUGHT
1550,49,49,DROUGHT
1551,49,49,DROUGHT
1552,49,49,DROUGHT
1553,49,49,DROUGHT
1554,49,49,DROUGHT
1555,49,49,DROUGHT
1556,49,49,DROUGHT
1557,49,49,DROUGHT
1558,49,49,DROUGHT
1559,49,49,DROUGHT
1560,49,49,DROUGHT
1561,49,49,DROUGHT
1562,49,49,DROUGHT
1563,49,49,DROUGHT
1564,49,49,DROUGHT
1565,49,49,DROUGHT
1566,49,49,DROUGHT
1567,49,49,DROUGHT
1568,49,49,DROUGHT
1569,49,49,DROUGHT
1570,49,49,DROUGHT
1571,49,49,DROUGHT
1572,49,49,DROUGHT
1573,49,49,DROUGHT
1574,49,49,DROUGHT
1575,49,49,DROUGHT
1576,49,49,DROUGHT
1577,49,49,DROUGHT
1578,49,49,DROUGHT
1579,49,49,DROUGHT
1580,49,49,DROUGHT
1581,49,49,DROUGHT
1582,49,49,DROUGHT
1583,49,49,DROUGHT
1584,49,49,DROUGHT
1585,49,49,DROUGHT
1586,49,49,DROUGHT
1587,49,49,DROUGHT
1588,49,49,DROUGHT
1589,49,49,DROUGHT
1590,49,49,DROUGHT
1591,49,49,DROUGHT
1592,49,49,DROUGHT
1593,49,49,DROUGHT
1594,49,49,DROUGHT
1595,49,49,DROUGHT
1596,49,49,DROUGHT
1597,49,49,DROUGHT
1598,49,49,DROUGHT
1599,49,49,DROUGHT
1600,49,49,DROUGHT
1601,49,49,DROUGHT
1602,49,49,DROUGHT
1603,49,49,DROUGHT
1604,49,49,DROUGHT
1605,49,49,DROUGHT
1606,49,49,DROUGHT
1607,49,49,DROUGHT
1608,49,49,DROUGHT
1609,49,49,DROUGHT
1610,49,49,DROUGHT
1611,49,49,DROUGHT
1612,49,49,DROUGHT
1613,49,49,DROUGHT
1614,49,49,DROUGHT
1615,49,49,DROUGHT
1616,49,49,DROUGHT
1617,49,49,DROUGHT
1618,49,49,DROUGHT
1619,49,49,DROUGHT
1620,49,49,DROUGHT
1621,49,49,DROUGHT
1622,49,49,DROUGHT
1623,49,49,DROUGHT
1624,49,49,DROUGHT
1625,49,49,DROUGHT
1626,49,49,DROUGHT
1627,49,49,DROUGHT
1628,49,49,DROUGHT
1629,49,49,DROUGHT
1630,49,49,DROUGHT
1631,49,49,DROUGHT
1632,49,49,DROUGHT
1633,49,49,DROUGHT
1634,49,49,DROUGHT
1635,49,49,DROUGHT
1636,49,49,DROUGHT
1637,49,49,DROUGHT
1638,49,49,DROUGHT
1639,49,49,DROUGHT
1640,49,49,DROUGHT
1641,49,49,DROUGHT
1642,49,49,DROUGHT
1643,49,49,DROUGHT
1644,49,49,DROUGHT
1645,49,49,DROUGHT
1646,49,49,DROUGHT
1647,49,49,DROUGHT
1648,49,49,DROUGHT
1649,49,49,DROUGHT
1650,49,49,DROUGHT
1651,49,49,DROUGHT
1652,49,49,DROUGHT
1653,49,49,DROUGHT
1654,49,49,DROUGHT
1655,49,49,DROUGHT
1656,49,49,DROUGHT
1657,49,49,DROUGHT
1658,49,49,DROUGHT
1659,49,49,DROUGHT
1660,49,49,DROUGHT
1661,49,49,DROUGHT
1662,49,49,DROUGHT
1663,49,49,DROUGHT
1664,49,49,DROUGHT
1665,49,49,DROUGHT
1666,49,49,DROUGHT
1667,49,49,DROUGHT
1668,49,49,DROUGHT
1669,49,49,DROUGHT
1670,49,49,DROUGHT
1671,49,49,DROUGHT
1672,49,49,DROUGHT
1673,49,49,DROUGHT
1674,49,49,DROUGHT
1675,49,49,DROUGHT
1676,49,49,DROUGHT
1677,49,49,DROUGHT
1678,49,49,DROUGHT
1679,49,49,DROUGHT
1680,49,49,DROUGHT
1681,49,49,DROUGHT
1682,49,49,DROUGHT
1683,49,49,DROUGHT
1684,49,49,DROUGHT
1685,49,49,DROUGHT
1686,49,49,DROUGHT
1687,49,49,DROUGHT
1688,49,49,DROUGHT
1689,49,49,DROUGHT
1690,49,49,DROUGHT
1691,49,49,DROUGHT
1692,49,49,DROUGHT
1693,49,49,DROUGHT
1694,49,49,DROUGHT
1695,49,49,DROUGHT
1696,49,49,DROUGHT
1697,49,49,DROUGHT
1698,49,49,DROUGHT
1699,49,49,DROUGHT
1700,49,49,DROUGHT
1701,49,49,DROUGHT
1702,49,49,DROUGHT
1703,49,49,DROUGHT
1704,49,49,DROUGHT
1705,49,49,DROUGHT
1706,49,49,DROUGHT
1707,49,49,DROUGHT
1708,49,49,DROUGHT
1709,49,49,DROUGHT
1710,49,49,DROUGHT
1711,49,49,DROUGHT
1712,49,49,DROUGHT
1713,49,49,DROUGHT
1714,49,49,DROUGHT
1715,49,49,DROUGHT
1716,49,49,DROUGHT
1717,49,49,DROUGHT
1718,49,49,DROUGHT
1719,49,49,DROUGHT
1720,49,49,DROUGHT
1721,49,49,DROUGHT
1722,49,49,DROUGHT
1723,49,49,DROUGHT
1724,49,49,DROUGHT
1725,49,49,DROUGHT
1726,49,49,DROUGHT
1727,49,49,DROUGHT
1728,49,49,DROUGHT
1729,49,49,DROUGHT
1730,49,49,DROUGHT
1731,49,49,DROUGHT
1732,49,49,DROUGHT
1733,49,49,DROUGHT
1734,49,49,DROUGHT
1735,49,49,DROUGHT
1736,49,49,DROUGHT
1737,49,49,DROUGHT
1738,49,49,DROUGHT
1739,49,49,DROUGHT
1740,49,49,DROUGHT
1741,49,49,DROUGHT
1742,49,49,DROUGHT
1743,49,49,DROUGHT
1744,49,49,DROUGHT
1745,49,49,DROUGHT
1746,49,49,DROUGHT
1747,49,49,DROUGHT
1748,49,49,DROUGHT
1749,49,49,DROUGHT
1750,49,49,DROUGHT
1751,49,49,DROUGHT
1752,49,49,DROUGHT
1753,49,49,DROUGHT
1754,49,49,DROUGHT
1755,49,49,DROUGHT
1756,49,49,DROUGHT
1757,49,49,DROUGHT
1758,49,49,DROUGHT
1759,49,49,DROUGHT
1760,49,49,DROUGHT
1761,49,49,DROUGHT
1762,49,49,DROUGHT
1763,49,49,DROUGHT
1764,49,49,DROUGHT
1765,49,49,DROUGHT
1766,49,49,DROUGHT
1767,49,49,DROUGHT
1768,49,49,DROUGHT
1769,49,49,DROUGHT
1770,49,49,DROUGHT
1771,49,49,DROUGHT
1772,49,49,DROUGHT
1773,49,49,DROUGHT
1774,49,49,DROUGHT
1775,49,49,DROUGHT
1776,49,49,DROUGHT
1777,49,49,DROUGHT
1778,49,49,DROUGHT
1779,49,49,DROUGHT
1780,49,49,DROUGHT
1781,49,49,DROUGHT
1782,49,49,DROUGHT
1783,49,49,DROUGHT
1784,49,49,DROUGHT
1785,49,49,DROUGHT
1786,49,49,DROUGHT
1787,49,49,DROUGHT
1788,49,49,DROUGHT
1789,49,49,DROUGHT
1790,49,49,DROUGHT
1791,49,49,DROUGHT
1792,49,49,DROUGHT
1793,49,49,DROUGHT
1794,49,49,DROUGHT
1795,49,49,DROUGHT
1796,49,49,DROUGHT
1797,49,49,DROUGHT
1798,49,49,DROUGHT
1799,49,49,DROUGHT
1800,49,49,DROUGHT
1801,49,49,DROUGHT
1802,49,49,DROUGHT
1803,49,49,DROUGHT
1804,49,49,DROUGHT
1805,49,49,DROUGHT
1806,49,49,DROUGHT
1807,49,49,DROUGHT
1808,49,49,DROUGHT
1809,49,49,DROUGHT
1810,49,49,DROUGHT
1811,49,49,DROUGHT
1812,49,49,DROUGHT
1813,49,49,DROUGHT
1814,49,49,DROUGHT
1815,49,49,DROUGHT
1816,49,49,DROUGHT
1817,49,49,DROUGHT
1818,49,49,DROUGHT
1819,49,49,DROUGHT
1820,49,49,DROUGHT
1821,49,49,DROUGHT
1822,49,49,DROUGHT
1823,49,49,DROUGHT
1824,49,49,DROUGHT
1825,49,49,DROUGHT
1826,49,49,DROUGHT
1827,49,49,DROUGHT
1828,49,49,DROUGHT
1829,49,49,DROUGHT
1830,49,49,DROUGHT
1831,49,49,DROUGHT
1832,49,49,DROUGHT
1833,49,49,DROUGHT
1834,49,49,DROUGHT
1835,49,49,DROUGHT
1836,49,49,DROUGHT
1837,49,49,DROUGHT
1838,49,49,DROUGHT
1839,49,49,DROUGHT
1840,49,49,DROUGHT
1841,49,49,DROUGHT
1842,49,49,DROUGHT
1843,49,49,DROUGHT
1844,49,49,DROUGHT
1845,49,49,DROUGHT
1846,49,49,DROUGHT
1847,49,49,DROUGHT
1848,49,49,DROUGHT
1849,49,49,DROUGHT
1850,49,49,DROUGHT
1851,49,49,DROUGHT
1852,49,49,DROUGHT
1853,49,49,DROUGHT
1854,49,49,DROUGHT
1855,49,49,DROUGHT
1856,49,49,DROUGHT
1857,49,49,DROUGHT
1858,49,49,DROUGHT
1859,49,49,DROUGHT
1860,49,49,DROUGHT
1861,49,49,DROUGHT
1862,49,49,DROUGHT
1863,49,49,DROUGHT
1864,49,49,DROUGHT
1865,49,49,DROUGHT
1866,49,49,DROUGHT
1867,49,49,DROUGHT
1868,49,49,DROUGHT
1869,49,49,DROUGHT
1870,49,49,DROUGHT
1871,49,49,DROUGHT
1872,49,49,DROUGHT
1873,49,49,DROUGHT
1874,49,49,DROUGHT
1875,49,49,DROUGHT
1876,49,49,DROUGHT
1877,49,49,DROUGHT
1878,49,49,DROUGHT
1879,49,49,DROUGHT
1880,49,49,DROUGHT
1881,49,49,DROUGHT
1882,49,49,DROUGHT
1883,49,49,DROUGHT
1884,49,49,DROUGHT
1885,49,49,DROUGHT
1886,49,49,DROUGHT
1887,49,49,DROUGHT
1888,49,49,DROUGHT
1889,49,49,DROUGHT
1890,49,49,DROUGHT
1891,49,49,DROUGHT
1892,49,49,DROUGHT
1893,49,49,DROUGHT
1894,49,49,DROUGHT
1895,49,49,DROUGHT
1896,49,49,DROUGHT
1897,49,49,DROUGHT
1898,49,49,DROUGHT
1899,49,49,DROUGHT
1900,49,49,DROUGHT
1901,49,49,DROUGHT
1902,49,49,DROUGHT
1903,49,49,DROUGHT
1904,49,49,DROUGHT
1905,49,49,DROUGHT
1906,49,49,DROUGHT
1907,49,49,DROUGHT
1908,49,49,DROUGHT
1909,49,49,DROUGHT
1910,49,49,DROUGHT
1911,49,49,DROUGHT
1912,49,49,DROUGHT
1913,49,49,DROUGHT
1914,49,49,DROUGHT
1915,49,49,DROUGHT
1916,49,49,DROUGHT
1917,49,49,DROUGHT
1918,49,49,DROUGHT
1919,49,49,DROUGHT
1920,49,49,DROUGHT
1921,49,49,DROUGHT
1922,49,49,DROUGHT
1923,49,49,DROUGHT
1924,49,49,DROUGHT
1925,49,49,DROUGHT
1926,49,49,DROUGHT
1927,49,49,DROUGHT
1928,49,49,DROUGHT
1929,49,49,DROUGHT
1930,49,49,DROUGHT
1931,49,49,DROUGHT
1932,49,49,DROUGHT
1933,49,49,DROUGHT
1934,49,49,DROUGHT
1935,49,49,DROUGHT
1936,49,49,DROUGHT
1937,49,49,DROUGHT
1938,49,49,DROUGHT
1939,49,49,DROUGHT
1940,49,49,DROUGHT
1941,49,49,DROUGHT
1942,49,49,DROUGHT
1943,49,49,DROUGHT
1944,49,49,DROUGHT
1945,49,49,DROUGHT
1946,49,49,DROUGHT
1947,49,49,DROUGHT
1948,49,49,DROUGHT
1949,49,49,DROUGHT
1950,49,49,DROUGHT
1951,49,49,DROUGHT
1952,49,49,DROUGHT
1953,49,49,DROUGHT
1954,49,49,DROUGHT
1955,49,49,DROUGHT
1956,49,49,DROUGHT
1957,49,49,DROUGHT
1958,49,49,DROUGHT
1959,49,49,DROUGHT
1960,49,49,DROUGHT
1961,49,49,DROUGHT
1962,49,49,DROUGHT
1963,49,49,DROUGHT
1964,49,49,DROUGHT
1965,49,49,DROUGHT
1966,49,49,DROUGHT
1967,49,49,DROUGHT
1968,49,49,DROUGHT
1969,49,49,DROUGHT
1970,49,49,DROUGHT
1971,49,49,DROUGHT
1972,49,49,DROUGHT
1973,49,49,DROUGHT
1974,49,49,DROUGHT
1975,49,49,DROUGHT
1976,49,49,DROUGHT
1977,49,49,DROUGHT
1978,49,49,DROUGHT
1979,49,49,DROUGHT
1980,49,49,DROUGHT
1981,49,49,DROUGHT
1982,49,49,DROUGHT
1983,49,49,DROUGHT
1984,49,49,DROUGHT
1985,49,49,DROUGHT
1986,49,49,DROUGHT
1987,49,49,DROUGHT
1988,49,49,DROUGHT
1989,49,49,DROUGHT
1990,49,49,DROUGHT
1991,49,49,DROUGHT
1992,49,49,DROUGHT
1993,49,49,DROUGHT
1994,49,49,DROUGHT
1995,49,49,DROUGHT
1996,49,49,DROUGHT
1997,49,49,DROUGHT
1998,49,49,DROUGHT
1999,49,49,DROUGHT
2000,49,49,DROUGHT
