tick,prey_pop,pred_pop,avg_prey_evade,avg_pred_hunt,avg_prey_eff
657,198,50,0.8427,0.5021,0.7374
658,196,50,0.8447,0.5021,0.7337
659,197,50,0.8478,0.5021,0.7324
660,193,50,0.8457,0.5021,0.7311
661,196,50,0.8475,0.5021,0.7351
662,195,50,0.8498,0.5021,0.7317
663,196,50,0.8484,0.5021,0.7297
664,197,50,0.8470,0.5021,0.7271
665,199,50,0.8465,0.5021,0.7297
666,195,50,0.8479,0.5021,0.7289
667,195,50,0.8488,0.5021,0.7281
668,197,50,0.8460,0.5021,0.7282
669,198,50,0.8433,0.5021,0.7284
670,199,50,0.8428,0.5021,0.7280
671,197,50,0.8445,0.5021,0.7282
672,198,50,0.8419,0.5021,0.7263
673,194,50,0.8409,0.5021,0.7264
674,197,50,0.8445,0.5021,0.7263
675,196,50,0.8464,0.5021,0.7246
676,198,50,0.8483,0.5021,0.7229
677,198,50,0.8505,0.5021,0.7247
678,194,50,0.8513,0.5021,0.7175
679,197,50,0.8501,0.5021,0.7173
680,195,50,0.8533,0.5021,0.7184
681,196,50,0.8522,0.5021,0.7157
682,195,50,0.8511,0.5021,0.7151
683,198,50,0.8516,0.5021,0.7135
684,196,50,0.8529,0.5021,0.7154
685,195,50,0.8559,0.5021,0.7139
686,197,50,0.8566,0.5021,0.7135
687,195,50,0.8573,0.5021,0.7141
688,197,50,0.8597,0.5021,0.7134
689,196,50,0.8571,0.5021,0.7166
690,197,50,0.8577,0.5021,0.7162
691,199,50,0.8579,0.5021,0.7190
692,198,50,0.8573,0.5021,0.7183
693,197,50,0.8576,0.5021,0.7205
694,194,50,0.8600,0.5021,0.7196
695,198,50,0.8627,0.5021,0.7190
696,195,50,0.8625,0.5021,0.7186
697,193,50,0.8580,0.5021,0.7212
698,195,50,0.8582,0.5021,0.7245
699,196,50,0.8560,0.5021,0.7178
700,196,50,0.8585,0.5021,0.7201
701,196,50,0.8561,0.5021,0.7209
702,195,50,0.8545,0.5021,0.7197
703,196,50,0.8569,0.5021,0.7217
704,197,50,0.8541,0.5021,0.7210
705,197,50,0.8542,0.5021,0.7186
706,198,50,0.8514,0.5021,0.7195
707,196,50,0.8508,0.5021,0.7188
708,199,50,0.8500,0.5021,0.7173
709,197,50,0.8539,0.5021,0.7157
710,194,50,0.8516,0.5021,0.7155
711,195,50,0.8527,0.5021,0.7154
712,197,50,0.8529,0.5021,0.7135
713,197,50,0.8521,0.5021,0.7104
714,192,50,0.8504,0.5021,0.7121
715,196,50,0.8467,0.5021,0.7134
716,196,50,0.8490,0.5021,0.7108
717,197,50,0.8510,0.5021,0.7098
718,198,50,0.8510,0.5021,0.7133
719,196,50,0.8509,0.5021,0.7105
720,195,50,0.8517,0.5021,0.7089
721,195,50,0.8499,0.5021,0.7047
722,199,50,0.8525,0.5021,0.6999
723,200,50,0.8502,0.5021,0.7004
724,196,50,0.8513,0.5021,0.7008
725,198,50,0.8506,0.5021,0.7010
726,196,50,0.8500,0.5021,0.7016
727,195,50,0.8478,0.5021,0.7012
728,194,50,0.8500,0.5021,0.7004
729,198,50,0.8495,0.5021,0.7018
730,198,50,0.8518,0.5021,0.7039
731,199,50,0.8523,0.5021,0.7028
732,192,50,0.8554,0.5021,0.7046
733,197,50,0.8488,0.5021,0.7021
734,196,50,0.8463,0.5021,0.7050
735,199,50,0.8484,0.5021,0.7020
736,196,50,0.8495,0.5021,0.7046
737,195,50,0.8489,0.5021,0.7017
738,197,50,0.8505,0.5021,0.7029
739,193,50,0.8512,0.5021,0.7001
740,195,50,0.8511,0.5021,0.6968
741,196,50,0.8506,0.5021,0.7000
742,196,50,0.8494,0.5021,0.7013
743,194,50,0.8482,0.5021,0.7024
744,198,50,0.8500,0.5021,0.7031
745,196,50,0.8503,0.5021,0.7037
746,196,50,0.8531,0.5021,0.7028
747,197,50,0.8527,0.5021,0.7028
748,198,50,0.8536,0.5021,0.7028
749,199,50,0.8542,0.5021,0.7028
750,195,50,0.8521,0.5021,0.7040
751,198,50,0.8554,0.5021,0.7033
752,195,50,0.8570,0.5021,0.7028
753,194,50,0.8612,0.5021,0.6966
754,194,50,0.8581,0.5021,0.6994
755,198,50,0.8610,0.5021,0.7008
756,196,50,0.8635,0.5021,0.7020
757,198,50,0.8656,0.5021,0.7009
758,192,50,0.8655,0.5021,0.6987
759,195,50,0.8542,0.5021,0.6986
760,197,50,0.8579,0.5021,0.6998
761,198,50,0.8587,0.5021,0.6988
762,197,50,0.8578,0.5021,0.6973
763,197,50,0.8568,0.5021,0.6949
764,195,50,0.8575,0.5021,0.6946
765,195,50,0.8570,0.5021,0.6997
766,195,50,0.8596,0.5021,0.7015
767,196,50,0.8606,0.5021,0.7031
768,197,50,0.8633,0.5021,0.7054
769,194,50,0.8616,0.5021,0.7039
770,195,50,0.8633,0.5021,0.7017
771,196,50,0.8690,0.5021,0.7035
772,200,50,0.8673,0.5021,0.7055
773,197,50,0.8680,0.5021,0.7075
774,199,50,0.8682,0.5021,0.7075
775,196,50,0.8695,0.5021,0.7115
776,199,50,0.8704,0.5021,0.7103
777,196,50,0.8687,0.5021,0.7117
778,193,50,0.8708,0.5021,0.7068
779,198,50,0.8715,0.5021,0.7028
780,198,50,0.8736,0.5021,0.7019
781,198,50,0.8775,0.5021,0.7024
782,197,50,0.8812,0.5021,0.7029
783,193,50,0.8829,0.5021,0.7029
784,190,50,0.8818,0.5021,0.7006
785,197,50,0.8859,0.5021,0.6958
786,200,50,0.8873,0.5021,0.6927
787,197,50,0.8905,0.5021,0.6919
788,198,50,0.8911,0.5021,0.6929
789,198,50,0.8912,0.5021,0.6921
790,196,50,0.8919,0.5021,0.6920
791,197,50,0.8952,0.5021,0.6910
792,197,50,0.8971,0.5021,0.6899
793,196,50,0.8970,0.5021,0.6854
794,196,50,0.8988,0.5021,0.6859
795,193,50,0.9038,0.5021,0.6884
796,197,50,0.9055,0.5021,0.6855
797,198,50,0.9097,0.5021,0.6835
798,194,50,0.9114,0.5021,0.6862
799,197,50,0.9142,0.5021,0.6833
800,194,50,0.9189,0.5021,0.6853
801,197,50,0.9218,0.5021,0.6809
802,198,50,0.9243,0.5021,0.6802
803,196,50,0.9261,0.5021,0.6783
804,196,50,0.9276,0.5021,0.6750
805,196,50,0.9247,0.5021,0.6774
806,195,50,0.9258,0.5021,0.6739
807,194,50,0.9262,0.5021,0.6778
808,195,50,0.9248,0.5021,0.6720
809,198,50,0.9263,0.5021,0.6698
810,195,50,0.9277,0.5021,0.6709
811,196,50,0.9261,0.5021,0.6713
812,198,50,0.9269,0.5021,0.6683
813,197,50,0.9279,0.5021,0.6681
814,199,50,0.9275,0.5021,0.6683
815,197,50,0.9296,0.5021,0.6669
816,198,50,0.9299,0.5021,0.6636
817,196,50,0.9347,0.5021,0.6576
818,195,50,0.9369,0.5021,0.6570
819,199,50,0.9343,0.5021,0.6563
820,195,50,0.9346,0.5021,0.6502
821,197,50,0.9384,0.5021,0.6484
822,197,50,0.9402,0.5021,0.6477
823,200,50,0.9412,0.5021,0.6457
824,193,50,0.9449,0.5021,0.6454
825,196,50,0.9479,0.5021,0.6479
826,196,50,0.9492,0.5021,0.6456
827,194,50,0.9500,0.5021,0.6442
828,196,50,0.9489,0.5021,0.6466
829,199,50,0.9467,0.5021,0.6421
830,196,50,0.9497,0.5021,0.6359
831,196,50,0.9499,0.5021,0.6322
832,198,50,0.9518,0.5021,0.6307
833,197,50,0.9518,0.5021,0.6307
834,198,50,0.9523,0.5021,0.6281
835,199,50,0.9522,0.5021,0.6287
836,194,50,0.9543,0.5021,0.6245
837,198,50,0.9547,0.5021,0.6259
838,195,50,0.9541,0.5021,0.6217
839,197,50,0.9480,0.5021,0.6177
840,199,50,0.9476,0.5021,0.6172
841,193,50,0.9495,0.5021,0.6065
842,199,50,0.9479,0.5021,0.6091
843,196,50,0.9509,0.5021,0.6062
844,197,50,0.9472,0.5021,0.6067
845,193,50,0.9452,0.5021,0.6076
846,197,50,0.9444,0.5021,0.6089
847,200,50,0.9462,0.5021,0.6102
848,195,50,0.9454,0.5021,0.6108
849,193,50,0.9463,0.5021,0.5986
850,199,50,0.9490,0.5021,0.6010
851,197,50,0.9483,0.5021,0.6021
852,199,50,0.9489,0.5021,0.6021
853,197,50,0.9495,0.5021,0.6010
854,195,50,0.9479,0.5021,0.6006
855,196,50,0.9453,0.5021,0.5979
856,196,50,0.9458,0.5021,0.5947
857,196,50,0.9433,0.5021,0.5960
858,194,50,0.9444,0.5021,0.5956
859,196,50,0.9453,0.5021,0.5975
860,197,50,0.9450,0.5021,0.5943
861,196,50,0.9474,0.5021,0.5958
862,197,50,0.9468,0.5021,0.6000
863,193,50,0.9481,0.5021,0.6024
864,195,50,0.9521,0.5021,0.6044
865,196,50,0.9529,0.5021,0.6094
866,197,50,0.9527,0.5021,0.6068
867,197,50,0.9540,0.5021,0.6073
868,195,50,0.9510,0.5021,0.6002
869,197,50,0.9539,0.5021,0.5988
870,197,50,0.9494,0.5021,0.5958
871,200,50,0.9496,0.5021,0.5965
872,197,50,0.9496,0.5021,0.5937
873,196,50,0.9474,0.5021,0.5981
874,199,50,0.9478,0.5021,0.5935
875,198,50,0.9474,0.5021,0.5923
876,196,50,0.9479,0.5021,0.5894
877,195,50,0.9502,0.5021,0.5866
878,197,50,0.9515,0.5021,0.5898
879,196,50,0.9477,0.5021,0.5875
880,198,50,0.9474,0.5021,0.5844
881,195,50,0.9459,0.5021,0.5850
882,195,50,0.9434,0.5021,0.5827
883,196,50,0.9403,0.5021,0.5818
884,195,50,0.9359,0.5021,0.5830
885,199,50,0.9336,0.5021,0.5806
886,197,50,0.9349,0.5021,0.5791
887,195,50,0.9344,0.5021,0.5837
888,196,50,0.9330,0.5021,0.5806
889,196,50,0.9330,0.5021,0.5821
890,200,50,0.9304,0.5021,0.5809
891,196,50,0.9329,0.5021,0.5804
892,197,50,0.9312,0.5021,0.5824
893,196,50,0.9311,0.5021,0.5811
894,197,50,0.9341,0.5021,0.5778
895,194,50,0.9360,0.5021,0.5789
896,195,50,0.9341,0.5021,0.5770
897,198,50,0.9355,0.5021,0.5735
898,196,50,0.9349,0.5021,0.5716
899,193,50,0.9334,0.5021,0.5731
900,198,50,0.9371,0.5021,0.5691
901,198,50,0.9349,0.5021,0.5641
902,193,50,0.9354,0.5021,0.5603
903,196,50,0.9347,0.5021,0.5527
904,197,50,0.9348,0.5021,0.5517
905,199,50,0.9358,0.5021,0.5501
906,197,50,0.9362,0.5021,0.5473
907,196,50,0.9382,0.5021,0.5515
908,196,50,0.9352,0.5021,0.5496
909,196,50,0.9377,0.5021,0.5490
910,198,50,0.9403,0.5021,0.5475
911,198,50,0.9417,0.5021,0.5430
912,197,50,0.9441,0.5021,0.5412
913,196,50,0.9465,0.5021,0.5400
914,195,50,0.9479,0.5021,0.5378
915,198,50,0.9464,0.5021,0.5399
916,199,50,0.9428,0.5021,0.5409
917,196,50,0.9431,0.5021,0.5385
918,198,50,0.9409,0.5021,0.5333
919,194,50,0.9453,0.5021,0.5310
920,196,50,0.9464,0.5021,0.5348
921,198,50,0.9435,0.5021,0.5269
922,196,50,0.9450,0.5021,0.5276
923,196,50,0.9469,0.5021,0.5265
924,199,50,0.9480,0.5021,0.5286
925,193,50,0.9476,0.5021,0.5329
926,195,50,0.9508,0.5021,0.5371
927,195,50,0.9543,0.5021,0.5399
928,198,50,0.9552,0.5021,0.5354
929,195,50,0.9585,0.5021,0.5328
930,197,50,0.9613,0.5021,0.5334
931,199,50,0.9599,0.5021,0.5304
932,199,50,0.9635,0.5021,0.5309
933,194,50,0.9630,0.5021,0.5304
934,196,50,0.9617,0.5021,0.5251
935,196,50,0.9612,0.5021,0.5270
936,196,50,0.9643,0.5021,0.5297
937,198,50,0.9657,0.5021,0.5303
938,196,50,0.9679,0.5021,0.5262
939,197,50,0.9666,0.5021,0.5231
940,199,50,0.9702,0.5021,0.5276
941,195,50,0.9784,0.5021,0.5237
942,195,50,0.9809,0.5021,0.5172
943,197,50,0.9795,0.5021,0.5176
944,196,50,0.9754,0.5021,0.5202
945,197,50,0.9765,0.5021,0.5182
946,198,50,0.9760,0.5021,0.5164
947,199,50,0.9756,0.5021,0.5154
948,197,50,0.9771,0.5021,0.5182
949,198,50,0.9731,0.5021,0.5226
950,193,50,0.9781,0.5021,0.5232
951,197,50,0.9797,0.5021,0.5249
952,197,50,0.9789,0.5021,0.5235
953,198,50,0.9817,0.5021,0.5286
954,196,50,0.9816,0.5021,0.5238
955,197,50,0.9812,0.5021,0.5263
956,196,50,0.9848,0.5021,0.5265
957,197,50,0.9840,0.5021,0.5309
958,195,50,0.9852,0.5021,0.5385
959,197,50,0.9851,0.5021,0.5411
960,198,50,0.9878,0.5021,0.5360
961,197,50,0.9905,0.5021,0.5361
962,196,50,0.9937,0.5021,0.5347
963,198,50,0.9967,0.5021,0.5261
964,196,50,0.9955,0.5021,0.5241
965,196,50,0.9986,0.5021,0.5265
966,199,50,0.9995,0.5021,0.5232
967,198,50,1.0010,0.5021,0.5254
968,196,50,1.0031,0.5021,0.5263
969,195,50,1.0054,0.5021,0.5239
970,197,50,1.0053,0.5021,0.5211
971,194,50,1.0107,0.5021,0.5180
972,198,50,1.0149,0.5021,0.5192
973,195,50,1.0196,0.5021,0.5231
974,198,50,1.0258,0.5021,0.5316
975,196,50,1.0271,0.5021,0.5343
976,198,50,1.0252,0.5021,0.5341
977,195,50,1.0259,0.5021,0.5396
978,197,50,1.0285,0.5021,0.5374
979,199,50,1.0296,0.5021,0.5350
980,196,50,1.0271,0.5021,0.5297
981,195,50,1.0305,0.5021,0.5241
982,195,50,1.0350,0.5021,0.5229
983,198,50,1.0380,0.5021,0.5175
984,200,50,1.0363,0.5021,0.5204
985,196,50,1.0410,0.5021,0.5191
986,197,50,1.0398,0.5021,0.5192
987,194,50,1.0398,0.5021,0.5158
988,198,50,1.0364,0.5021,0.5218
989,195,50,1.0417,0.5021,0.5201
990,197,50,1.0441,0.5021,0.5268
991,200,50,1.0445,0.5021,0.5267
992,195,50,1.0444,0.5021,0.5224
993,196,50,1.0479,0.5021,0.5236
994,195,50,1.0487,0.5021,0.5205
995,197,50,1.0485,0.5021,0.5262
996,194,50,1.0513,0.5021,0.5280
997,198,50,1.0531,0.5021,0.5265
998,199,50,1.0550,0.5021,0.5223
999,196,50,1.0518,0.5021,0.5199
1000,197,50,1.0524,0.5021,0.5158
1001,194,50,1.0520,0.5021,0.5245
1002,198,50,1.0627,0.5021,0.5310
1003,197,50,1.0647,0.5021,0.5319
1004,197,50,1.0661,0.5021,0.5326
1005,195,50,1.0666,0.5021,0.5296
1006,197,50,1.0691,0.5021,0.5276
1007,193,50,1.0701,0.5021,0.5361
1008,198,50,1.0702,0.5021,0.5318
1009,196,50,1.0701,0.5021,0.5294
1010,197,50,1.0750,0.5021,0.5323
1011,195,50,1.0799,0.5021,0.5339
1012,197,50,1.0771,0.5021,0.5388
1013,199,50,1.0809,0.5021,0.5393
1014,197,50,1.0814,0.5021,0.5428
1015,200,50,1.0789,0.5021,0.5382
1016,194,50,1.0790,0.5021,0.5394
1017,197,50,1.0847,0.5021,0.5410
1018,197,50,1.0869,0.5021,0.5376
1019,197,50,1.0915,0.5021,0.5357
1020,197,50,1.0959,0.5021,0.5406
1021,195,50,1.0974,0.5021,0.5459
1022,198,50,1.0979,0.5021,0.5497
1023,194,50,1.0956,0.5021,0.5527
1024,199,50,1.0982,0.5021,0.5508
1025,197,50,1.0995,0.5021,0.5480
1026,196,50,1.1005,0.5021,0.5515
1027,197,50,1.1064,0.5021,0.5574
1028,199,50,1.1080,0.5021,0.5576
1029,198,50,1.1096,0.5021,0.5585
1030,197,50,1.1107,0.5021,0.5552
1031,194,50,1.1158,0.5021,0.5626
1032,196,50,1.1157,0.5021,0.5579
1033,199,50,1.1181,0.5021,0.5566
1034,197,50,1.1201,0.5021,0.5543
1035,198,50,1.1250,0.5021,0.5592
1036,195,50,1.1265,0.5021,0.5624
1037,195,50,1.1332,0.5021,0.5623
1038,195,50,1.1329,0.5021,0.5742
1039,195,50,1.1355,0.5021,0.5819
1040,196,50,1.1368,0.5021,0.5888
1041,198,50,1.1347,0.5021,0.5886
1042,197,50,1.1381,0.5021,0.5932
1043,197,50,1.1398,0.5021,0.5927
1044,194,50,1.1406,0.5021,0.5855
1045,199,50,1.1361,0.5021,0.5830
1046,199,50,1.1357,0.5021,0.5793
1047,197,50,1.1414,0.5021,0.5838
1048,197,50,1.1436,0.5021,0.5863
1049,198,50,1.1467,0.5021,0.5860
1050,196,50,1.1515,0.5021,0.5904
1051,196,50,1.1558,0.5021,0.5929
1052,198,50,1.1605,0.5021,0.5895
1053,199,50,1.1586,0.5021,0.5935
1054,197,50,1.1641,0.5021,0.5961
1055,199,50,1.1632,0.5021,0.5951
1056,194,50,1.1670,0.5021,0.5900
1057,198,50,1.1683,0.5021,0.5941
1058,198,50,1.1715,0.5021,0.6000
1059,198,50,1.1684,0.5021,0.6033
1060,195,50,1.1697,0.5021,0.6092
1061,197,50,1.1672,0.5021,0.5997
1062,199,50,1.1694,0.5021,0.6071
1063,198,50,1.1685,0.5021,0.6063
1064,190,50,1.1711,0.5021,0.6119
1065,198,50,1.1703,0.5021,0.6073
1066,195,50,1.1716,0.5021,0.6066
1067,196,50,1.1761,0.5021,0.6087
1068,197,50,1.1803,0.5021,0.6065
1069,196,50,1.1797,0.5021,0.6113
1070,198,50,1.1831,0.5021,0.6139
1071,195,50,1.1824,0.5021,0.6150
1072,198,50,1.1874,0.5021,0.6169
1073,196,50,1.1902,0.5021,0.6265
1074,197,50,1.1940,0.5021,0.6266
1075,198,50,1.1882,0.5021,0.6259
1076,200,50,1.1849,0.5021,0.6262
1077,199,50,1.1860,0.5021,0.6283
1078,198,50,1.1857,0.5021,0.6288
1079,198,50,1.1857,0.5021,0.6259
1080,194,50,1.1853,0.5021,0.6087
1081,196,50,1.1880,0.5021,0.6036
1082,197,50,1.1848,0.5021,0.6040
1083,198,50,1.1811,0.5021,0.6021
1084,195,50,1.1752,0.5021,0.6022
1085,197,50,1.1651,0.5021,0.5994
1086,200,50,1.1622,0.5021,0.6060
1087,198,50,1.1620,0.5021,0.6072
1088,194,50,1.1622,0.5021,0.6094
1089,200,50,1.1567,0.5021,0.6205
1090,194,50,1.1600,0.5021,0.6220
1091,197,50,1.1621,0.5021,0.6181
1092,196,50,1.1670,0.5021,0.6149
1093,193,50,1.1681,0.5021,0.6149
1094,199,50,1.1678,0.5021,0.6190
1095,197,50,1.1720,0.5021,0.6236
1096,193,50,1.1736,0.5021,0.6245
1097,198,50,1.1751,0.5021,0.6319
1098,199,50,1.1724,0.5021,0.6327
1099,195,50,1.1707,0.5021,0.6394
1100,197,50,1.1741,0.5021,0.6433
1101,197,50,1.1766,0.5021,0.6410
1102,198,50,1.1784,0.5021,0.6433
1103,200,50,1.1763,0.5021,0.6422
1104,200,50,1.1763,0.5021,0.6422
1105,195,50,1.1774,0.5021,0.6464
1106,196,50,1.1814,0.5021,0.6519
1107,198,50,1.1738,0.5021,0.6580
1108,195,50,1.1715,0.5021,0.6627
1109,191,50,1.1776,0.5021,0.6679
1110,196,50,1.1694,0.5021,0.6707
1111,198,50,1.1683,0.5021,0.6689
1112,196,50,1.1684,0.5021,0.6659
1113,199,50,1.1609,0.5021,0.6639
1114,200,50,1.1597,0.5021,0.6611
1115,197,50,1.1597,0.5021,0.6614
1116,198,50,1.1622,0.5021,0.6675
1117,197,50,1.1653,0.5021,0.6712
1118,195,50,1.1656,0.5021,0.6692
1119,199,50,1.1671,0.5021,0.6763
1120,196,50,1.1659,0.5021,0.6777
1121,196,50,1.1731,0.5021,0.6782
1122,199,50,1.1782,0.5021,0.6822
1123,196,50,1.1792,0.5021,0.6873
1124,199,50,1.1816,0.5021,0.6856
1125,198,50,1.1819,0.5021,0.6918
1126,196,50,1.1788,0.5021,0.6920
1127,198,50,1.1868,0.5021,0.6906
1128,197,50,1.1801,0.5021,0.6917
1129,197,50,1.1850,0.5021,0.6973
1130,198,50,1.1853,0.5021,0.6926
1131,195,50,1.1833,0.5021,0.6861
1132,197,50,1.1831,0.5021,0.6915
1133,198,50,1.1833,0.5021,0.6908
1134,190,50,1.1938,0.5021,0.7023
1135,200,50,1.1938,0.5021,0.6958
1136,196,50,1.1935,0.5021,0.7019
1137,198,50,1.1899,0.5021,0.6965
1138,199,50,1.1871,0.5021,0.6961
1139,194,50,1.1818,0.5021,0.6984
1140,198,50,1.1880,0.5021,0.6967
1141,199,50,1.1903,0.5021,0.7046
1142,198,50,1.1880,0.5021,0.7030
1143,197,50,1.1860,0.5021,0.7044
1144,198,50,1.1851,0.5021,0.7042
1145,198,50,1.1884,0.5021,0.7063
1146,192,50,1.1902,0.5021,0.7141
1147,199,50,1.1926,0.5021,0.7175
1148,195,50,1.1967,0.5021,0.7137
1149,196,50,1.1974,0.5021,0.7173
1150,194,50,1.1978,0.5021,0.7092
1151,196,50,1.2041,0.5021,0.7149
1152,197,50,1.2021,0.5021,0.7151
1153,196,50,1.2058,0.5021,0.7142
1154,200,50,1.2049,0.5021,0.7149
1155,196,50,1.2004,0.5021,0.7128
1156,196,50,1.1996,0.5021,0.7118
1157,197,50,1.2010,0.5021,0.7055
1158,198,50,1.2017,0.5021,0.7039
1159,197,50,1.2039,0.5021,0.7019
1160,199,50,1.1984,0.5021,0.7022
1161,199,50,1.1974,0.5021,0.7044
1162,198,50,1.2008,0.5021,0.7024
1163,199,50,1.2009,0.5021,0.7035
1164,196,50,1.2059,0.5021,0.7059
1165,196,50,1.2041,0.5021,0.7128
1166,197,50,1.2087,0.5021,0.7116
1167,199,50,1.2098,0.5021,0.7090
1168,195,50,1.2137,0.5021,0.7074
1169,200,50,1.2163,0.5021,0.7061
1170,193,50,1.2229,0.5021,0.6995
1171,196,50,1.2281,0.5021,0.7070
1172,195,50,1.2373,0.5021,0.7165
1173,198,50,1.2405,0.5021,0.7228
1174,199,50,1.2428,0.5021,0.7242
1175,199,50,1.2466,0.5021,0.7272
1176,197,50,1.2503,0.5021,0.7325
1177,199,50,1.2545,0.5021,0.7325
1178,198,50,1.2557,0.5021,0.7337
1179,195,50,1.2630,0.5021,0.7401
1180,196,50,1.2716,0.5021,0.7385
1181,200,50,1.2707,0.5021,0.7393
1182,197,50,1.2712,0.5021,0.7326
1183,194,50,1.2831,0.5021,0.7339
1184,199,50,1.2786,0.5021,0.7375
1185,193,50,1.2767,0.5021,0.7356
1186,200,50,1.2850,0.5021,0.7338
1187,194,50,1.2850,0.5021,0.7359
1188,199,50,1.2894,0.5021,0.7380
1189,198,50,1.2961,0.5021,0.7389
1190,195,50,1.2986,0.5021,0.7424
1191,197,50,1.2970,0.5021,0.7461
1192,198,50,1.3030,0.5021,0.7514
1193,198,50,1.3088,0.5021,0.7471
1194,195,50,1.3148,0.5021,0.7492
1195,197,50,1.3224,0.5021,0.7564
1196,199,50,1.3186,0.5021,0.7551
1197,195,50,1.3252,0.5021,0.7624
1198,198,50,1.3280,0.5021,0.7624
1199,198,50,1.3267,0.5021,0.7611
1200,200,50,1.3282,0.5021,0.7597
1201,194,50,1.3399,0.5021,0.7588
1202,199,50,1.3425,0.5021,0.7553
1203,197,50,1.3491,0.5021,0.7561
1204,198,50,1.3522,0.5021,0.7573
1205,197,50,1.3549,0.5021,0.7591
1206,196,50,1.3585,0.5021,0.7511
1207,197,50,1.3627,0.5021,0.7522
1208,197,50,1.3592,0.5021,0.7534
1209,198,50,1.3620,0.5021,0.7545
1210,194,50,1.3639,0.5021,0.7571
1211,199,50,1.3626,0.5021,0.7576
1212,194,50,1.3711,0.5021,0.7582
1213,199,50,1.3756,0.5021,0.7593
1214,198,50,1.3758,0.5021,0.7616
1215,197,50,1.3818,0.5021,0.7605
1216,197,50,1.3821,0.5021,0.7639
1217,199,50,1.3850,0.5021,0.7648
1218,193,50,1.3893,0.5021,0.7702
1219,199,50,1.3874,0.5021,0.7692
1220,197,50,1.3867,0.5021,0.7733
1221,199,50,1.3897,0.5021,0.7733
1222,198,50,1.3911,0.5021,0.7723
1223,197,50,1.3884,0.5021,0.7701
1224,197,50,1.3857,0.5021,0.7674
1225,199,50,1.3900,0.5021,0.7662
1226,197,50,1.3920,0.5021,0.7639
1227,199,50,1.3926,0.5021,0.7674
1228,196,50,1.3968,0.5021,0.7694
1229,196,50,1.3951,0.5021,0.7696
1230,196,50,1.4038,0.5021,0.7715
1231,199,50,1.4038,0.5021,0.7703
1232,197,50,1.4068,0.5021,0.7737
1233,196,50,1.4134,0.5021,0.7793
1234,197,50,1.4161,0.5021,0.7787
1235,194,50,1.4150,0.5021,0.7752
1236,197,50,1.4212,0.5021,0.7736
1237,196,50,1.4297,0.5021,0.7773
1238,195,50,1.4288,0.5021,0.7790
1239,198,50,1.4285,0.5021,0.7768
1240,198,50,1.4284,0.5021,0.7749
1241,199,50,1.4343,0.5021,0.7738
1242,198,50,1.4370,0.5021,0.7737
1243,198,50,1.4372,0.5021,0.7732
1244,199,50,1.4376,0.5021,0.7733
1245,197,50,1.4330,0.5021,0.7740
1246,196,50,1.4366,0.5021,0.7743
1247,198,50,1.4422,0.5021,0.7729
1248,196,50,1.4423,0.5021,0.7727
1249,200,50,1.4442,0.5021,0.7692
1250,197,50,1.4513,0.5021,0.7720
1251,199,50,1.4512,0.5021,0.7679
1252,199,50,1.4508,0.5021,0.7696
1253,198,50,1.4564,0.5021,0.7665
1254,197,50,1.4532,0.5021,0.7710
1255,197,50,1.4611,0.5021,0.7770
1256,199,50,1.4628,0.5021,0.7785
1257,196,50,1.4733,0.5021,0.7817
1258,198,50,1.4793,0.5021,0.7806
1259,198,50,1.4796,0.5021,0.7820
1260,198,50,1.4842,0.5021,0.7814
1261,198,50,1.4828,0.5021,0.7838
1262,197,50,1.4897,0.5021,0.7775
1263,196,50,1.4871,0.5021,0.7737
1264,199,50,1.4843,0.5021,0.7748
1265,195,50,1.4869,0.5021,0.7761
1266,196,50,1.4832,0.5021,0.7751
1267,194,50,1.4812,0.5021,0.7718
1268,198,50,1.4835,0.5021,0.7771
1269,199,50,1.4854,0.5021,0.7752
1270,199,50,1.4841,0.5021,0.7795
1271,200,50,1.4844,0.5021,0.7800
1272,193,50,1.4862,0.5021,0.7853
1273,197,50,1.4797,0.5021,0.7845
1274,198,50,1.4755,0.5021,0.7849
1275,196,50,1.4747,0.5021,0.7870
1276,195,50,1.4663,0.5021,0.7899
1277,197,50,1.4732,0.5021,0.7885
1278,196,50,1.4753,0.5021,0.7890
1279,195,50,1.4820,0.5021,0.7880
1280,194,50,1.4803,0.5021,0.7880
1281,197,50,1.4781,0.5021,0.7828
1282,195,50,1.4782,0.5021,0.7870
1283,198,50,1.4768,0.5021,0.7862
1284,199,50,1.4792,0.5021,0.7870
1285,198,50,1.4838,0.5021,0.7869
1286,198,50,1.4829,0.5021,0.7883
1287,200,50,1.4843,0.5021,0.7871
1288,199,50,1.4861,0.5021,0.7905
1289,198,50,1.4845,0.5021,0.7882
1290,197,50,1.4905,0.5021,0.7893
1291,199,50,1.4972,0.5021,0.7897
1292,199,50,1.4961,0.5021,0.7899
1293,198,50,1.4966,0.5021,0.7895
1294,198,50,1.4995,0.5021,0.7913
1295,198,50,1.5007,0.5021,0.7950
1296,195,50,1.5000,0.5021,0.7963
1297,194,50,1.5041,0.5021,0.8014
1298,200,50,1.5062,0.5021,0.8030
1299,196,50,1.5081,0.5021,0.8049
1300,198,50,1.5089,0.5021,0.8076
1301,197,50,1.5110,0.5021,0.8079
1302,198,50,1.5100,0.5021,0.8078
1303,199,50,1.5139,0.5021,0.8063
1304,198,50,1.5176,0.5021,0.8040
1305,198,50,1.5195,0.5021,0.8032
1306,196,50,1.5268,0.5021,0.7953
