tick,prey_pop,pred_pop,avg_prey_evade,avg_pred_hunt,avg_prey_eff
1307,198,50,1.5277,0.5021,0.7957
1308,198,50,1.5282,0.5021,0.7932
1309,197,50,1.5294,0.5021,0.7900
1310,198,50,1.5231,0.5021,0.7890
1311,198,50,1.5236,0.5021,0.7865
1312,198,50,1.5247,0.5021,0.7868
1313,199,50,1.5274,0.5021,0.7845
1314,198,50,1.5266,0.5021,0.7843
1315,199,50,1.5300,0.5021,0.7852
1316,200,50,1.5316,0.5021,0.7856
1317,194,50,1.5366,0.5021,0.7870
1318,196,50,1.5420,0.5021,0.7807
1319,198,50,1.5449,0.5021,0.7816
1320,197,50,1.5451,0.5021,0.7858
1321,196,50,1.5493,0.5021,0.7845
1322,200,50,1.5491,0.5021,0.7830
1323,198,50,1.5476,0.5021,0.7838
1324,197,50,1.5552,0.5021,0.7844
1325,196,50,1.5579,0.5021,0.7841
1326,199,50,1.5632,0.5021,0.7839
1327,198,50,1.5623,0.5021,0.7845
1328,199,50,1.5613,0.5021,0.7838
1329,195,50,1.5595,0.5021,0.7878
1330,194,50,1.5753,0.5021,0.7792
1331,198,50,1.5795,0.5021,0.7818
1332,198,50,1.5773,0.5021,0.7823
1333,197,50,1.5785,0.5021,0.7823
1334,194,50,1.5836,0.5021,0.7810
1335,197,50,1.5848,0.5021,0.7839
1336,198,50,1.5858,0.5021,0.7878
1337,196,50,1.5876,0.5021,0.7906
1338,194,50,1.5949,0.5021,0.7921
1339,196,50,1.5985,0.5021,0.7862
1340,198,50,1.6055,0.5021,0.7803
1341,197,50,1.6085,0.5021,0.7831
1342,199,50,1.6121,0.5021,0.7852
1343,198,50,1.6166,0.5021,0.7863
1344,196,50,1.6195,0.5021,0.7853
1345,198,50,1.6194,0.5021,0.7883
1346,198,50,1.6210,0.5021,0.7893
1347,198,50,1.6249,0.5021,0.7914
1348,196,50,1.6257,0.5021,0.7877
1349,198,50,1.6249,0.5021,0.7890
1350,195,50,1.6267,0.5021,0.7872
1351,196,50,1.6330,0.5021,0.7928
1352,199,50,1.6319,0.5021,0.7958
1353,199,50,1.6311,0.5021,0.7964
1354,198,50,1.6309,0.5021,0.7965
1355,198,50,1.6263,0.5021,0.7978
1356,198,50,1.6301,0.5021,0.7945
1357,199,50,1.6308,0.5021,0.7951
1358,198,50,1.6330,0.5021,0.7958
1359,197,50,1.6372,0.5021,0.7923
1360,199,50,1.6391,0.5021,0.7923
1361,198,50,1.6413,0.5021,0.7924
1362,197,50,1.6412,0.5021,0.7931
1363,199,50,1.6431,0.5021,0.7890
1364,198,50,1.6438,0.5021,0.7877
1365,198,50,1.6457,0.5021,0.7891
1366,199,50,1.6422,0.5021,0.7906
1367,198,50,1.6434,0.5021,0.7923
1368,196,50,1.6426,0.5021,0.7898
1369,198,50,1.6442,0.5021,0.7914
1370,198,50,1.6387,0.5021,0.7924
1371,199,50,1.6395,0.5021,0.7924
1372,198,50,1.6423,0.5021,0.7929
1373,194,50,1.6491,0.5021,0.7951
1374,197,50,1.6510,0.5021,0.7951
1375,198,50,1.6512,0.5021,0.7947
1376,199,50,1.6523,0.5021,0.7968
1377,197,50,1.6585,0.5021,0.7986
1378,198,50,1.6570,0.5021,0.8039
1379,198,50,1.6587,0.5021,0.8038
1380,198,50,1.6545,0.5021,0.8089
1381,195,50,1.6572,0.5021,0.8043
1382,198,50,1.6663,0.5021,0.7993
1383,197,50,1.6680,0.5021,0.7994
1384,195,50,1.6602,0.5021,0.8009
1385,200,50,1.6579,0.5021,0.8053
1386,198,50,1.6559,0.5021,0.8071
1387,200,50,1.6554,0.5021,0.8069
1388,200,50,1.6554,0.5021,0.8069
1389,198,50,1.6549,0.5021,0.8064
1390,196,50,1.6549,0.5021,0.8119
1391,197,50,1.6604,0.5021,0.8078
1392,197,50,1.6611,0.5021,0.8131
1393,199,50,1.6639,0.5021,0.8098
1394,200,50,1.6657,0.5021,0.8104
1395,199,50,1.6644,0.5021,0.8126
1396,197,50,1.6643,0.5021,0.8126
1397,200,50,1.6606,0.5021,0.8149
1398,197,50,1.6626,0.5021,0.8116
1399,198,50,1.6612,0.5021,0.8115
1400,198,50,1.6610,0.5021,0.8121
1401,198,50,1.6599,0.5021,0.8138
1402,197,50,1.6591,0.5021,0.8154
1403,196,50,1.6561,0.5021,0.8221
1404,194,50,1.6555,0.5021,0.8314
1405,199,50,1.6532,0.5021,0.8283
1406,198,50,1.6552,0.5021,0.8312
1407,199,50,1.6568,0.5021,0.8310
1408,197,50,1.6544,0.5021,0.8302
1409,194,50,1.6495,0.5021,0.8330
1410,198,50,1.6495,0.5021,0.8399
1411,198,50,1.6470,0.5021,0.8413
1412,197,50,1.6518,0.5021,0.8410
1413,197,50,1.6445,0.5021,0.8465
1414,197,50,1.6440,0.5021,0.8460
1415,199,50,1.6406,0.5021,0.8498
1416,196,50,1.6428,0.5021,0.8476
1417,196,50,1.6424,0.5021,0.8492
1418,198,50,1.6407,0.5021,0.8523
1419,196,50,1.6434,0.5021,0.8557
1420,195,50,1.6488,0.5021,0.8502
1421,200,50,1.6502,0.5021,0.8536
1422,200,50,1.6502,0.5021,0.8536
1423,195,50,1.6476,0.5021,0.8553
1424,200,50,1.6421,0.5021,0.8613
1425,199,50,1.6398,0.5021,0.8613
1426,198,50,1.6419,0.5021,0.8581
1427,196,50,1.6411,0.5021,0.8588
1428,197,50,1.6422,0.5021,0.8566
1429,199,50,1.6435,0.5021,0.8554
1430,199,50,1.6445,0.5021,0.8563
1431,197,50,1.6409,0.5021,0.8546
1432,196,50,1.6428,0.5021,0.8537
1433,197,50,1.6450,0.5021,0.8557
1434,197,50,1.6435,0.5021,0.8566
1435,197,50,1.6461,0.5021,0.8548
1436,198,50,1.6511,0.5021,0.8577
1437,198,50,1.6552,0.5021,0.8575
1438,196,50,1.6540,0.5021,0.8582
1439,199,50,1.6522,0.5021,0.8558
1440,200,50,1.6533,0.5021,0.8540
1441,197,50,1.6524,0.5021,0.8557
1442,196,50,1.6528,0.5021,0.8559
1443,199,50,1.6506,0.5021,0.8567
1444,200,50,1.6510,0.5021,0.8577
1445,197,50,1.6544,0.5021,0.8546
1446,197,50,1.6557,0.5021,0.8556
1447,199,50,1.6524,0.5021,0.8556
1448,197,50,1.6463,0.5021,0.8643
1449,194,50,1.6441,0.5021,0.8667
1450,199,50,1.6497,0.5021,0.8649
1451,200,50,1.6494,0.5021,0.8642
1452,198,50,1.6468,0.5021,0.8659
1453,200,50,1.6472,0.5021,0.8639
1454,198,50,1.6504,0.5021,0.8621
1455,199,50,1.6559,0.5021,0.8561
1456,196,50,1.6531,0.5021,0.8542
1457,199,50,1.6516,0.5021,0.8549
1458,197,50,1.6488,0.5021,0.8561
1459,198,50,1.6487,0.5021,0.8588
1460,199,50,1.6464,0.5021,0.8612
1461,199,50,1.6474,0.5021,0.8592
1462,198,50,1.6488,0.5021,0.8548
1463,196,50,1.6457,0.5021,0.8530
1464,196,50,1.6451,0.5021,0.8494
1465,197,50,1.6471,0.5021,0.8500
1466,196,50,1.6500,0.5021,0.8480
1467,199,50,1.6513,0.5021,0.8460
1468,197,50,1.6508,0.5021,0.8437
1469,200,50,1.6498,0.5021,0.8473
1470,196,50,1.6509,0.5021,0.8444
1471,196,50,1.6519,0.5021,0.8398
1472,196,50,1.6507,0.5021,0.8456
1473,200,50,1.6460,0.5021,0.8408
1474,199,50,1.6447,0.5021,0.8431
1475,194,50,1.6442,0.5021,0.8456
1476,196,50,1.6496,0.5021,0.8388
1477,200,50,1.6462,0.5021,0.8402
1478,199,50,1.6469,0.5021,0.8406
1479,197,50,1.6464,0.5021,0.8413
1480,198,50,1.6534,0.5021,0.8375
1481,197,50,1.6587,0.5021,0.8333
1482,197,50,1.6542,0.5021,0.8361
1483,196,50,1.6569,0.5021,0.8282
1484,199,50,1.6597,0.5021,0.8286
1485,199,50,1.6597,0.5021,0.8297
1486,198,50,1.6604,0.5021,0.8256
1487,198,50,1.6611,0.5021,0.8249
1488,199,50,1.6581,0.5021,0.8216
1489,197,50,1.6581,0.5021,0.8254
1490,197,50,1.6579,0.5021,0.8264
1491,196,50,1.6578,0.5021,0.8270
1492,195,50,1.6532,0.5021,0.8239
1493,197,50,1.6561,0.5021,0.8201
1494,195,50,1.6562,0.5021,0.8191
1495,200,50,1.6595,0.5021,0.8184
1496,199,50,1.6624,0.5021,0.8150
1497,198,50,1.6610,0.5021,0.8171
1498,197,50,1.6618,0.5021,0.8125
1499,195,50,1.6583,0.5021,0.8118
1500,199,50,1.6581,0.5021,0.8144
1501,199,50,1.6574,0.5021,0.8115
1502,199,50,1.6573,0.5021,0.8094
1503,197,50,1.6581,0.5021,0.8095
1504,197,50,1.6582,0.5021,0.8118
1505,197,50,1.6576,0.5021,0.8125
1506,199,50,1.6587,0.5021,0.8080
1507,198,50,1.6578,0.5021,0.8108
1508,197,50,1.6592,0.5021,0.8107
1509,197,50,1.6566,0.5021,0.8133
1510,199,50,1.6605,0.5021,0.8102
1511,200,50,1.6619,0.5021,0.8114
1512,197,50,1.6651,0.5021,0.8068
1513,195,50,1.6625,0.5021,0.8019
1514,197,50,1.6652,0.5021,0.7974
1515,197,50,1.6661,0.5021,0.8034
1516,198,50,1.6631,0.5021,0.8112
1517,198,50,1.6628,0.5021,0.8118
1518,195,50,1.6639,0.5021,0.8122
1519,198,50,1.6709,0.5021,0.8083
1520,200,50,1.6689,0.5021,0.8115
1521,198,50,1.6703,0.5021,0.8096
1522,197,50,1.6694,0.5021,0.8059
1523,195,50,1.6671,0.5021,0.8053
1524,199,50,1.6678,0.5021,0.8026
1525,200,50,1.6699,0.5021,0.8020
1526,196,50,1.6663,0.5021,0.8046
1527,198,50,1.6683,0.5021,0.8051
1528,199,50,1.6686,0.5021,0.8029
1529,198,50,1.6686,0.5021,0.8043
1530,194,50,1.6665,0.5021,0.8075
1531,200,50,1.6730,0.5021,0.8045
1532,198,50,1.6688,0.5021,0.8040
1533,199,50,1.6680,0.5021,0.8047
1534,197,50,1.6633,0.5021,0.8074
1535,200,50,1.6619,0.5021,0.8073
1536,194,50,1.6606,0.5021,0.8062
1537,198,50,1.6608,0.5021,0.8064
1538,197,50,1.6619,0.5021,0.8080
1539,196,50,1.6660,0.5021,0.8049
1540,198,50,1.6663,0.5021,0.8072
1541,198,50,1.6682,0.5021,0.8084
1542,195,50,1.6721,0.5021,0.8001
1543,196,50,1.6733,0.5021,0.7983
1544,199,50,1.6747,0.5021,0.7919
1545,199,50,1.6727,0.5021,0.7947
1546,199,50,1.6737,0.5021,0.7964
1547,199,50,1.6769,0.5021,0.7919
1548,196,50,1.6776,0.5021,0.7969
1549,198,50,1.6759,0.5021,0.7961
1550,198,50,1.6765,0.5021,0.7942
1551,199,50,1.6757,0.5021,0.7947
1552,195,50,1.6794,0.5021,0.7905
1553,199,50,1.6842,0.5021,0.7886
1554,198,50,1.6862,0.5021,0.7904
1555,197,50,1.6904,0.5021,0.7854
1556,198,50,1.6855,0.5021,0.7865
1557,197,50,1.6880,0.5021,0.7866
1558,199,50,1.6875,0.5021,0.7874
1559,200,50,1.6887,0.5021,0.7865
1560,197,50,1.6880,0.5021,0.7836
1561,196,50,1.6977,0.5021,0.7796
1562,199,50,1.7036,0.5021,0.7737
1563,196,50,1.7083,0.5021,0.7730
1564,199,50,1.7098,0.5021,0.7717
1565,198,50,1.7139,0.5021,0.7704
1566,196,50,1.7098,0.5021,0.7750
1567,199,50,1.7112,0.5021,0.7772
1568,197,50,1.7100,0.5021,0.7770
1569,199,50,1.7105,0.5021,0.7780
1570,200,50,1.7109,0.5021,0.7763
1571,199,50,1.7130,0.5021,0.7761
1572,199,50,1.7135,0.5021,0.7741
1573,197,50,1.7102,0.5021,0.7776
1574,198,50,1.7113,0.5021,0.7760
1575,197,50,1.7057,0.5021,0.7776
1576,198,50,1.7042,0.5021,0.7806
1577,195,50,1.7071,0.5021,0.7779
1578,197,50,1.7019,0.5021,0.7828
1579,197,50,1.7027,0.5021,0.7809
1580,198,50,1.7017,0.5021,0.7837
1581,200,50,1.6996,0.5021,0.7888
1582,198,50,1.7033,0.5021,0.7840
1583,198,50,1.7034,0.5021,0.7819
1584,197,50,1.7040,0.5021,0.7774
1585,195,50,1.7079,0.5021,0.7776
1586,198,50,1.7066,0.5021,0.7720
1587,195,50,1.7035,0.5021,0.7773
1588,198,50,1.7114,0.5021,0.7724
1589,196,50,1.7155,0.5021,0.7680
1590,198,50,1.7153,0.5021,0.7671
1591,198,50,1.7132,0.5021,0.7632
1592,198,50,1.7152,0.5021,0.7554
1593,198,50,1.7179,0.5021,0.7503
1594,200,50,1.7173,0.5021,0.7518
1595,198,50,1.7196,0.5021,0.7489
1596,197,50,1.7238,0.5021,0.7453
1597,200,50,1.7197,0.5021,0.7463
1598,198,50,1.7224,0.5021,0.7469
1599,198,50,1.7255,0.5021,0.7430
1600,199,50,1.7241,0.5021,0.7442
1601,198,50,1.7263,0.5021,0.7412
1602,198,50,1.7245,0.5021,0.7437
1603,199,50,1.7236,0.5021,0.7413
1604,195,50,1.7188,0.5021,0.7416
1605,198,50,1.7193,0.5021,0.7410
1606,196,50,1.7243,0.5021,0.7342
1607,198,50,1.7276,0.5021,0.7326
1608,200,50,1.7250,0.5021,0.7346
1609,199,50,1.7253,0.5021,0.7356
1610,199,50,1.7219,0.5021,0.7369
1611,198,50,1.7237,0.5021,0.7348
1612,198,50,1.7291,0.5021,0.7274
1613,200,50,1.7266,0.5021,0.7259
1614,199,50,1.7248,0.5021,0.7276
1615,197,50,1.7272,0.5021,0.7217
1616,198,50,1.7256,0.5021,0.7211
1617,198,50,1.7295,0.5021,0.7208
1618,196,50,1.7332,0.5021,0.7147
1619,200,50,1.7372,0.5021,0.7140
1620,197,50,1.7430,0.5021,0.7110
1621,197,50,1.7443,0.5021,0.7104
1622,197,50,1.7429,0.5021,0.7132
1623,199,50,1.7420,0.5021,0.7154
1624,199,50,1.7420,0.5021,0.7174
1625,194,50,1.7467,0.5021,0.7161
1626,199,50,1.7471,0.5021,0.7137
1627,196,50,1.7469,0.5021,0.7123
1628,198,50,1.7523,0.5021,0.7057
1629,198,50,1.7505,0.5021,0.7048
1630,199,50,1.7549,0.5021,0.7042
1631,200,50,1.7551,0.5021,0.7028
1632,198,50,1.7553,0.5021,0.7028
1633,198,50,1.7589,0.5021,0.7051
1634,196,50,1.7593,0.5021,0.7046
1635,199,50,1.7556,0.5021,0.7035
1636,199,50,1.7524,0.5021,0.7062
1637,198,50,1.7527,0.5021,0.7075
1638,196,50,1.7545,0.5021,0.7006
1639,199,50,1.7565,0.5021,0.6975
1640,198,50,1.7576,0.5021,0.6970
1641,198,50,1.7520,0.5021,0.7010
1642,200,50,1.7508,0.5021,0.7038
1643,199,50,1.7500,0.5021,0.7052
1644,196,50,1.7531,0.5021,0.7025
1645,198,50,1.7535,0.5021,0.6975
1646,198,50,1.7541,0.5021,0.6956
1647,195,50,1.7559,0.5021,0.6935
1648,197,50,1.7553,0.5021,0.6902
1649,197,50,1.7502,0.5021,0.6921
1650,197,50,1.7558,0.5021,0.6842
1651,197,50,1.7554,0.5021,0.6836
1652,197,50,1.7549,0.5021,0.6869
1653,197,50,1.7611,0.5021,0.6824
1654,199,50,1.7604,0.5021,0.6792
1655,199,50,1.7584,0.5021,0.6794
1656,196,50,1.7552,0.5021,0.6817
1657,198,50,1.7548,0.5021,0.6813
1658,198,50,1.7512,0.5021,0.6837
1659,195,50,1.7541,0.5021,0.6859
1660,197,50,1.7496,0.5021,0.6886
1661,198,50,1.7480,0.5021,0.6898
1662,194,50,1.7468,0.5021,0.6884
1663,198,50,1.7475,0.5021,0.6865
1664,199,50,1.7508,0.5021,0.6866
1665,199,50,1.7540,0.5021,0.6856
1666,199,50,1.7533,0.5021,0.6897
1667,198,50,1.7557,0.5021,0.6868
1668,196,50,1.7588,0.5021,0.6833
1669,199,50,1.7598,0.5021,0.6821
1670,196,50,1.7628,0.5021,0.6816
1671,199,50,1.7621,0.5021,0.6819
1672,196,50,1.7594,0.5021,0.6849
1673,198,50,1.7650,0.5021,0.6825
1674,196,50,1.7614,0.5021,0.6840
1675,196,50,1.7630,0.5021,0.6824
1676,200,50,1.7623,0.5021,0.6822
1677,196,50,1.7609,0.5021,0.6839
1678,197,50,1.7607,0.5021,0.6770
1679,200,50,1.7628,0.5021,0.6749
1680,197,50,1.7655,0.5021,0.6726
1681,200,50,1.7669,0.5021,0.6739
1682,198,50,1.7653,0.5021,0.6730
1683,197,50,1.7668,0.5021,0.6704
1684,197,50,1.7699,0.5021,0.6687
1685,197,50,1.7671,0.5021,0.6678
1686,199,50,1.7677,0.5021,0.6650
1687,198,50,1.7682,0.5021,0.6650
1688,197,50,1.7694,0.5021,0.6646
1689,199,50,1.7727,0.5021,0.6623
1690,197,50,1.7739,0.5021,0.6623
1691,199,50,1.7783,0.5021,0.6558
1692,198,50,1.7776,0.5021,0.6564
1693,197,50,1.7795,0.5021,0.6537
1694,196,50,1.7837,0.5021,0.6476
1695,199,50,1.7831,0.5021,0.6452
1696,200,50,1.7823,0.5021,0.6445
1697,197,50,1.7792,0.5021,0.6463
1698,200,50,1.7777,0.5021,0.6495
1699,199,50,1.7759,0.5021,0.6484
1700,199,50,1.7748,0.5021,0.6484
1701,196,50,1.7768,0.5021,0.6412
1702,199,50,1.7775,0.5021,0.6413
1703,199,50,1.7790,0.5021,0.6412
1704,199,50,1.7817,0.5021,0.6396
1705,198,50,1.7832,0.5021,0.6406
1706,195,50,1.7838,0.5021,0.6412
1707,196,50,1.7837,0.5021,0.6327
1708,199,50,1.7823,0.5021,0.6344
1709,199,50,1.7794,0.5021,0.6343
1710,199,50,1.7798,0.5021,0.6355
1711,196,50,1.7765,0.5021,0.6362
1712,197,50,1.7826,0.5021,0.6263
1713,196,50,1.7873,0.5021,0.6244
1714,199,50,1.7882,0.5021,0.6235
1715,198,50,1.7894,0.5021,0.6236
1716,196,50,1.7872,0.5021,0.6258
1717,198,50,1.7883,0.5021,0.6257
1718,199,50,1.7882,0.5021,0.6253
1719,198,50,1.7907,0.5021,0.6214
1720,199,50,1.7920,0.5021,0.6233
1721,198,50,1.7911,0.5021,0.6233
1722,199,50,1.7912,0.5021,0.6234
1723,198,50,1.7944,0.5021,0.6215
1724,198,50,1.7967,0.5021,0.6223
1725,199,50,1.8008,0.5021,0.6233
1726,199,50,1.8006,0.5021,0.6214
1727,198,50,1.8041,0.5021,0.6161
1728,198,50,1.8070,0.5021,0.6150
1729,200,50,1.8072,0.5021,0.6151
1730,196,50,1.8078,0.5021,0.6189
1731,197,50,1.8117,0.5021,0.6172
1732,199,50,1.8131,0.5021,0.6174
1733,194,50,1.8104,0.5021,0.6190
1734,199,50,1.8110,0.5021,0.6200
1735,197,50,1.8130,0.5021,0.6175
1736,198,50,1.8167,0.5021,0.6155
1737,199,50,1.8184,0.5021,0.6167
1738,199,50,1.8185,0.5021,0.6163
1739,197,50,1.8184,0.5021,0.6188
1740,196,50,1.8169,0.5021,0.6193
1741,197,50,1.8164,0.5021,0.6215
1742,199,50,1.8160,0.5021,0.6213
1743,195,50,1.8159,0.5021,0.6182
1744,196,50,1.8197,0.5021,0.6176
1745,198,50,1.8256,0.5021,0.6143
1746,200,50,1.8249,0.5021,0.6159
1747,199,50,1.8242,0.5021,0.6161
1748,200,50,1.8236,0.5021,0.6163
1749,199,50,1.8246,0.5021,0.6153
1750,196,50,1.8269,0.5021,0.6101
1751,200,50,1.8287,0.5021,0.6092
1752,197,50,1.8258,0.5021,0.6101
1753,199,50,1.8229,0.5021,0.6116
1754,198,50,1.8267,0.5021,0.6100
1755,196,50,1.8263,0.5021,0.6091
1756,197,50,1.8302,0.5021,0.6045
1757,197,50,1.8319,0.5021,0.6021
1758,198,50,1.8334,0.5021,0.6022
1759,197,50,1.8363,0.5021,0.6021
1760,199,50,1.8376,0.5021,0.6018
1761,199,50,1.8382,0.5021,0.6011
1762,200,50,1.8368,0.5021,0.6009
1763,198,50,1.8348,0.5021,0.6006
1764,198,50,1.8361,0.5021,0.5994
1765,199,50,1.8378,0.5021,0.5974
1766,197,50,1.8377,0.5021,0.5960
1767,198,50,1.8360,0.5021,0.5970
1768,195,50,1.8321,0.5021,0.6002
1769,198,50,1.8329,0.5021,0.5975
1770,197,50,1.8345,0.5021,0.6012
1771,199,50,1.8338,0.5021,0.6044
1772,200,50,1.8350,0.5021,0.6043
1773,198,50,1.8355,0.5021,0.6061
1774,197,50,1.8370,0.5021,0.6074
1775,199,50,1.8387,0.5021,0.6064
1776,198,50,1.8389,0.5021,0.6060
1777,199,50,1.8375,0.5021,0.6064
1778,199,50,1.8361,0.5021,0.6062
1779,198,50,1.8375,0.5021,0.6052
1780,198,50,1.8364,0.5021,0.6040
1781,196,50,1.8404,0.5021,0.6002
1782,200,50,1.8412,0.5021,0.5993
1783,199,50,1.8423,0.5021,0.5986
1784,199,50,1.8416,0.5021,0.5971
1785,198,50,1.8441,0.5021,0.5971
1786,198,50,1.8427,0.5021,0.5988
1787,196,50,1.8434,0.5021,0.5987
1788,198,50,1.8438,0.5021,0.5984
1789,200,50,1.8443,0.5021,0.5986
1790,197,50,1.8456,0.5021,0.5979
1791,197,50,1.8437,0.5021,0.5960
1792,200,50,1.8470,0.5021,0.5943
1793,197,50,1.8485,0.5021,0.5940
1794,197,50,1.8451,0.5021,0.5958
1795,197,50,1.8433,0.5021,0.5955
1796,196,50,1.8478,0.5021,0.5899
1797,198,50,1.8493,0.5021,0.5885
1798,200,50,1.8471,0.5021,0.5899
1799,198,50,1.8481,0.5021,0.5902
1800,195,50,1.8497,0.5021,0.5884
1801,196,50,1.8502,0.5021,0.5878
1802,199,50,1.8486,0.5021,0.5869
1803,197,50,1.8475,0.5021,0.5880
1804,200,50,1.8487,0.5021,0.5869
1805,197,50,1.8498,0.5021,0.5829
1806,199,50,1.8521,0.5021,0.5822
1807,199,50,1.8525,0.5021,0.5815
1808,196,50,1.8563,0.5021,0.5788
1809,199,50,1.8599,0.5021,0.5756
1810,199,50,1.8583,0.5021,0.5761
1811,200,50,1.8583,0.5021,0.5764
1812,197,50,1.8593,0.5021,0.5767
1813,199,50,1.8616,0.5021,0.5750
1814,196,50,1.8637,0.5021,0.5783
1815,198,50,1.8624,0.5021,0.5791
1816,199,50,1.8605,0.5021,0.5780
1817,199,50,1.8600,0.5021,0.5773
1818,200,50,1.8595,0.5021,0.5769
1819,200,50,1.8595,0.5021,0.5769
1820,198,50,1.8579,0.5021,0.5760
1821,198,50,1.8623,0.5021,0.5755
1822,196,50,1.8617,0.5021,0.5769
1823,198,50,1.8608,0.5021,0.5767
1824,199,50,1.8600,0.5021,0.5776
1825,198,50,1.8601,0.5021,0.5783
1826,197,50,1.8629,0.5021,0.5778
1827,200,50,1.8632,0.5021,0.5777
1828,200,50,1.8632,0.5021,0.5777
1829,200,50,1.8632,0.5021,0.5777
1830,199,50,1.8630,0.5021,0.5774
1831,197,50,1.8636,0.5021,0.5772
1832,198,50,1.8615,0.5021,0.5780
1833,199,50,1.8574,0.5021,0.5780
1834,197,50,1.8585,0.5021,0.5768
1835,196,50,1.8591,0.5021,0.5731
1836,197,50,1.8594,0.5021,0.5761
1837,199,50,1.8591,0.5021,0.5778
1838,199,50,1.8590,0.5021,0.5761
1839,199,50,1.8579,0.5021,0.5759
1840,198,50,1.8595,0.5021,0.5727
1841,198,50,1.8564,0.5021,0.5726
1842,198,50,1.8552,0.5021,0.5742
1843,198,50,1.8535,0.5021,0.5744
1844,199,50,1.8526,0.5021,0.5760
1845,198,50,1.8511,0.5021,0.5748
1846,200,50,1.8504,0.5021,0.5745
1847,198,50,1.8493,0.5021,0.5744
1848,197,50,1.8502,0.5021,0.5727
1849,200,50,1.8484,0.5021,0.5713
1850,198,50,1.8492,0.5021,0.5723
1851,196,50,1.8499,0.5021,0.5697
1852,199,50,1.8499,0.5021,0.5678
1853,200,50,1.8479,0.5021,0.5687
1854,196,50,1.8518,0.5021,0.5622
1855,198,50,1.8523,0.5021,0.5630
1856,199,50,1.8496,0.5021,0.5642
1857,197,50,1.8519,0.5021,0.5645
1858,199,50,1.8509,0.5021,0.5638
1859,198,50,1.8521,0.5021,0.5630
1860,198,50,1.8525,0.5021,0.5626
1861,198,50,1.8487,0.5021,0.5639
1862,199,50,1.8496,0.5021,0.5654
1863,198,50,1.8478,0.5021,0.5676
1864,196,50,1.8489,0.5021,0.5680
1865,198,50,1.8510,0.5021,0.5704
1866,196,50,1.8494,0.5021,0.5697
1867,197,50,1.8497,0.5021,0.5724
1868,195,50,1.8485,0.5021,0.5738
1869,198,50,1.8488,0.5021,0.5730
1870,197,50,1.8439,0.5021,0.5746
1871,197,50,1.8415,0.5021,0.5744
1872,199,50,1.8425,0.5021,0.5744
1873,196,50,1.8451,0.5021,0.5756
1874,199,50,1.8447,0.5021,0.5751
1875,196,50,1.8424,0.5021,0.5761
1876,199,50,1.8443,0.5021,0.5797
1877,200,50,1.8448,0.5021,0.5801
1878,200,50,1.8448,0.5021,0.5801
1879,197,50,1.8454,0.5021,0.5797
1880,199,50,1.8446,0.5021,0.5782
1881,200,50,1.8451,0.5021,0.5767
1882,200,50,1.8451,0.5021,0.5767
1883,197,50,1.8438,0.5021,0.5777
1884,195,50,1.8455,0.5021,0.5759
1885,198,50,1.8465,0.5021,0.5766
1886,199,50,1.8471,0.5021,0.5759
1887,194,50,1.8441,0.5021,0.5731
1888,199,50,1.8443,0.5021,0.5748
1889,199,50,1.8427,0.5021,0.5756
1890,198,50,1.8449,0.5021,0.5716
1891,199,50,1.8435,0.5021,0.5702
1892,198,50,1.8399,0.5021,0.5700
1893,198,50,1.8399,0.5021,0.5670
1894,199,50,1.8422,0.5021,0.5674
1895,199,50,1.8413,0.5021,0.5698
1896,199,50,1.8401,0.5021,0.5704
1897,198,50,1.8400,0.5021,0.5705
1898,199,50,1.8378,0.5021,0.5700
1899,198,50,1.8388,0.5021,0.5701
1900,199,50,1.8378,0.5021,0.5696
1901,194,50,1.8385,0.5021,0.5701
1902,200,50,1.8423,0.5021,0.5728
1903,196,50,1.8407,0.5021,0.5737
1904,197,50,1.8381,0.5021,0.5739
1905,198,50,1.8367,0.5021,0.5701
1906,197,50,1.8306,0.5021,0.5746
1907,196,50,1.8293,0.5021,0.5771
1908,199,50,1.8308,0.5021,0.5776
1909,200,50,1.8322,0.5021,0.5775
1910,198,50,1.8311,0.5021,0.5792
1911,198,50,1.8326,0.5021,0.5774
1912,200,50,1.8341,0.5021,0.5766
1913,198,50,1.8349,0.5021,0.5761
1914,200,50,1.8356,0.5021,0.5748
1915,199,50,1.8370,0.5021,0.5751
1916,197,50,1.8334,0.5021,0.5764
1917,197,50,1.8347,0.5021,0.5778
1918,198,50,1.8361,0.5021,0.5791
1919,199,50,1.8367,0.5021,0.5789
1920,199,50,1.8362,0.5021,0.5789
1921,196,50,1.8358,0.5021,0.5794
1922,197,50,1.8358,0.5021,0.5772
1923,199,50,1.8364,0.5021,0.5746
1924,197,50,1.8346,0.5021,0.5746
1925,196,50,1.8326,0.5021,0.5762
1926,199,50,1.8299,0.5021,0.5760
1927,198,50,1.8299,0.5021,0.5749
1928,198,50,1.8307,0.5021,0.5766
1929,196,50,1.8369,0.5021,0.5741
1930,200,50,1.8374,0.5021,0.5716
1931,198,50,1.8377,0.5021,0.5710
1932,200,50,1.8360,0.5021,0.5718
1933,197,50,1.8377,0.5021,0.5714
1934,198,50,1.8385,0.5021,0.5712
1935,199,50,1.8364,0.5021,0.5718
1936,198,50,1.8351,0.5021,0.5707
1937,198,50,1.8360,0.5021,0.5730
1938,199,50,1.8371,0.5021,0.5710
1939,197,50,1.8377,0.5021,0.5728
1940,197,50,1.8358,0.5021,0.5732
