tick,prey_pop,pred_pop,avg_prey_eff,avg_prey_fert,avg_pred_hunt,avg_pred_eff
442,190,10,0.8778,0.5084,0.8584,0.4937
443,190,10,0.8778,0.5084,0.8584,0.4937
444,190,10,0.8778,0.5084,0.8584,0.4937
445,190,10,0.8778,0.5084,0.8584,0.4937
446,190,10,0.8778,0.5084,0.8584,0.4937
447,190,10,0.8778,0.5084,0.8584,0.4937
448,190,10,0.8778,0.5084,0.8584,0.4937
449,190,10,0.8778,0.5084,0.8584,0.4937
450,190,10,0.8778,0.5084,0.8584,0.4937
451,190,10,0.8778,0.5084,0.8584,0.4937
452,190,10,0.8778,0.5084,0.8584,0.4937
453,190,10,0.8778,0.5084,0.8584,0.4937
454,190,10,0.8778,0.5084,0.8584,0.4937
455,190,10,0.8778,0.5084,0.8584,0.4937
456,190,10,0.8778,0.5084,0.8584,0.4937
457,190,10,0.8778,0.5084,0.8584,0.4937
458,190,10,0.8778,0.5084,0.8584,0.4937
459,190,10,0.8778,0.5084,0.8584,0.4937
460,190,10,0.8778,0.5084,0.8584,0.4937
461,190,10,0.8778,0.5084,0.8584,0.4937
462,190,10,0.8778,0.5084,0.8584,0.4937
463,190,10,0.8778,0.5084,0.8584,0.4937
464,190,10,0.8778,0.5084,0.8584,0.4937
465,190,10,0.8778,0.5084,0.8584,0.4937
466,190,10,0.8778,0.5084,0.8584,0.4937
467,190,10,0.8778,0.5084,0.8584,0.4937
468,190,10,0.8778,0.5084,0.8584,0.4937
469,190,10,0.8778,0.5084,0.8584,0.4937
470,190,10,0.8778,0.5084,0.8584,0.4937
471,190,10,0.8778,0.5084,0.8584,0.4937
472,190,10,0.8778,0.5084,0.8584,0.4937
473,190,10,0.8778,0.5084,0.8584,0.4937
474,190,10,0.8778,0.5084,0.8584,0.4937
475,190,10,0.8778,0.5084,0.8584,0.4937
476,190,10,0.8778,0.5084,0.8584,0.4937
477,190,10,0.8778,0.5084,0.8584,0.4937
478,190,10,0.8778,0.5084,0.8584,0.4937
479,190,10,0.8778,0.5084,0.8584,0.4937
480,190,10,0.8778,0.5084,0.8584,0.4937
481,190,10,0.8778,0.5084,0.8584,0.4937
482,190,10,0.8778,0.5084,0.8584,0.4937
483,190,10,0.8778,0.5084,0.8584,0.4937
484,190,10,0.8778,0.5084,0.8584,0.4937
485,190,10,0.8778,0.5084,0.8584,0.4937
486,190,10,0.8778,0.5084,0.8584,0.4937
487,190,10,0.8778,0.5084,0.8584,0.4937
488,190,10,0.8778,0.5084,0.8584,0.4937
489,190,10,0.8778,0.5084,0.8584,0.4937
490,190,10,0.8778,0.5084,0.8584,0.4937
491,190,10,0.8778,0.5084,0.8584,0.4937
492,190,10,0.8778,0.5084,0.8584,0.4937
493,190,10,0.8778,0.5084,0.8584,0.4937
494,190,10,0.8778,0.5084,0.8584,0.4937
495,190,10,0.8778,0.5084,0.8584,0.4937
496,190,10,0.8778,0.5084,0.8584,0.4937
497,190,10,0.8778,0.5084,0.8584,0.4937
498,190,10,0.8778,0.5084,0.8584,0.4937
499,190,10,0.8778,0.5084,0.8584,0.4937
500,190,10,0.8778,0.5084,0.8584,0.4937
501,190,10,0.8778,0.5084,0.8584,0.4937
502,190,10,0.8778,0.5084,0.8584,0.4937
503,190,10,0.8778,0.5084,0.8584,0.4937
504,190,10,0.8778,0.5084,0.8584,0.4937
505,190,10,0.8778,0.5084,0.8584,0.4937
506,190,10,0.8778,0.5084,0.8584,0.4937
507,190,10,0.8778,0.5084,0.8584,0.4937
508,190,10,0.8778,0.5084,0.8584,0.4937
509,190,10,0.8778,0.5084,0.8584,0.4937
510,190,10,0.8778,0.5084,0.8584,0.4937
511,190,10,0.8778,0.5084,0.8584,0.4937
512,190,10,0.8778,0.5084,0.8584,0.4937
513,190,10,0.8778,0.5084,0.8584,0.4937
514,190,10,0.8778,0.5084,0.8584,0.4937
515,190,10,0.8778,0.5084,0.8584,0.4937
516,190,10,0.8778,0.5084,0.8584,0.4937
517,190,10,0.8778,0.5084,0.8584,0.4937
518,190,10,0.8778,0.5084,0.8584,0.4937
519,190,10,0.8778,0.5084,0.8584,0.4937
520,190,10,0.8778,0.5084,0.8584,0.4937
521,190,10,0.8778,0.5084,0.8584,0.4937
522,190,10,0.8778,0.5084,0.8584,0.4937
523,190,10,0.8778,0.5084,0.8584,0.4937
524,190,10,0.8778,0.5084,0.8584,0.4937
525,190,10,0.8778,0.5084,0.8584,0.4937
526,190,10,0.8778,0.5084,0.8584,0.4937
527,190,10,0.8778,0.5084,0.8584,0.4937
528,190,10,0.8778,0.5084,0.8584,0.4937
