tick,smart_bosses,dumb_bosses,avg_smart_energy,avg_dumb_energy
235,22,23,379.8522835442883,389.0598910118988
236,22,23,379.99865326616316,389.1156388545651
237,22,23,379.2924254153625,387.04346869255903
238,22,23,380.0800284984903,386.6411691803621
239,22,23,379.3865277212565,388.8467069050605
240,22,23,379.4283865299564,389.37351871946885
241,22,23,381.196122273825,387.4757970726325
242,22,23,379.8821927888083,388.23234938163694
243,22,23,380.7097685697835,387.3670908968013
244,22,23,379.75257866162184,387.50988472099476
245,22,23,379.20720430117746,387.49903751910267
246,22,23,379.11253660746354,386.4337356385181
247,22,23,379.9047433108337,389.33262932652457
248,22,23,380.8521345274839,388.4105675103805
249,22,23,379.9449854825167,388.0646963944159
250,22,23,380.13322873730385,386.874582315793
251,22,23,378.4954103313261,387.4835112790694
252,22,23,380.00323074082434,388.52282555499784
253,22,23,379.27973054965366,387.8068114558405
254,22,23,381.4047292699577,387.57355132097354
255,22,23,380.94360580988456,388.49597354075075
256,22,23,379.57276729689806,387.95452856743276
257,22,23,379.812916205874,388.25488321543276
258,22,23,379.5215286598668,388.67809755025564
259,22,23,380.89257775194454,387.60164988459314
260,22,23,380.05039939740675,386.5280730388386
261,22,23,379.91176408904914,387.81496499649427
262,22,23,378.8297996469985,388.72833889165827
263,22,23,379.9538529513867,388.7716493949241
264,22,23,377.9919543267176,388.9241040709186
265,22,23,378.29334295972905,387.8040094962939
266,22,23,377.6210481325167,387.3964913101281
267,22,23,377.5120978395409,386.51516805812776
268,22,23,378.65566448412505,387.87195893656246
269,22,23,379.192391882944,388.3113600108639
270,22,23,379.11547520671786,387.3550168740402
271,22,23,378.3663535142065,388.07073895044795
272,22,23,380.5754147360797,389.1006284838962
273,22,23,378.8005502009186,388.0640917343631
274,22,23,378.64335891728257,387.8692598894349
275,22,23,379.6536865961858,387.17454472229423
276,22,23,380.0723752054899,388.35559834138235
277,22,23,378.85986748136355,387.512430328265
278,22,23,378.23849426434066,386.74815477378
279,22,23,379.35305443598503,389.3105977995791
280,22,23,378.98589479962027,389.2210452447711
281,22,23,379.9404714697478,388.5912031920446
282,22,23,380.44807063913436,387.12270781110993
283,22,23,379.47914374056717,386.7343282574885
284,22,23,378.9055584020305,387.5481657265123
285,22,23,378.87446868804034,389.20810001494635
286,22,23,379.15133474625634,387.764670374966
287,22,23,379.95135138449945,387.6199865734781
288,22,23,380.22637465511605,388.3955037774202
289,22,23,378.56773259777754,387.7148535266906
290,22,23,378.1231763648059,388.16499397660164
291,22,23,378.433511756222,388.7498903599925
292,22,23,380.9108395141768,389.1169202779544
293,22,23,380.9411371235865,387.12752933594385
294,22,23,380.10998274827307,388.5026189700769
295,22,23,379.3168780458621,389.2428495591961
296,22,23,379.0800882631554,388.40944390552505
297,22,23,378.15950388076226,388.51124737607665
298,22,23,378.126102851943,387.42129293363325
299,22,23,377.25479975541043,388.1075926639979
300,22,23,377.4619339615284,389.394038093886
301,22,23,379.11841712648794,389.3157441320708
302,22,23,379.4613416197635,389.2139391136702
303,22,23,378.70667724676434,389.18306037181173
304,22,23,379.8506597549935,387.37431603105836
305,22,23,378.3131682602211,388.55358862830434
306,21,23,378.2027801041992,387.7371894965789
307,21,23,378.7372630137637,389.12637479209536
308,21,23,379.8089647502077,388.15953662783136
309,21,23,378.7905324458472,387.20978378712294
310,21,23,377.96059122886066,387.1858284453665
311,21,23,377.0850646804538,388.450308223369
312,21,23,379.0105356454149,388.67307330650914
313,21,23,378.8852806916869,386.51229012223564
314,21,23,377.03618624657247,386.6832805079357
315,21,23,377.6172090962896,388.9797998846944
316,21,23,378.71934424740203,387.4270187106487
317,21,23,377.51641990208543,386.18629653917344
318,21,23,379.33292685890075,385.6144692059815
319,21,23,378.17716598246267,386.1616020378358
320,21,23,378.66001208445016,387.2857204272289
321,21,23,377.99579484071756,386.4104969778389
322,21,23,377.95233588609676,387.34865929865754
323,21,23,377.2679495667737,387.35103073604836
324,21,23,379.1611372297687,386.9333044033734
325,21,23,378.32389777523105,388.2020607788689
326,21,23,377.7376387495732,387.882783467287
327,21,23,379.61858884680163,387.34712053704425
328,21,23,378.0865899265005,386.045643402994
329,21,23,378.5328154116878,388.4578634397187
330,21,23,378.3321220374252,388.7093966497933
331,21,23,377.755900384496,387.5214417775493
332,21,23,377.78873427999986,388.0544345983648
333,21,23,378.29483642489333,387.102927725068
334,21,23,377.5218755236616,388.7364306822741
335,21,23,377.2887815762273,390.1055094922436
336,21,23,377.3899436470347,388.68852594175445
337,21,23,376.70297709120194,387.95100587448474
338,21,23,377.513099573143,387.9450438533794
339,21,23,376.9525946468955,387.62168398082537
