tick,pop_boss,pop_worker,avg_nrg_boss,avg_nrg_worker,contracts
813,20,180,3091.2,101.8,180
814,20,180,3087.0,101.7,180
815,20,180,3082.7,101.6,180
816,20,180,3078.5,101.4,180
817,20,180,3074.2,101.3,180
818,20,180,3070.0,101.1,180
819,20,180,3065.8,101.0,180
820,20,180,3061.6,100.9,180
821,20,180,3057.4,100.7,180
822,20,180,3053.3,100.6,180
823,20,180,3049.1,100.4,180
824,20,180,3045.0,100.3,180
825,20,180,3040.8,100.2,180
826,20,180,3036.7,100.0,180
827,20,180,3032.6,99.9,180
828,20,180,3028.5,99.8,180
829,20,180,3024.4,99.6,180
830,20,180,3020.3,99.5,180
831,20,180,3016.2,99.3,180
832,20,180,3012.1,99.2,180
833,20,180,3008.1,99.1,180
834,20,180,3004.0,98.9,180
835,20,180,3000.0,98.8,180
836,20,180,2996.0,98.7,180
837,20,180,2991.9,98.5,180
838,20,180,2987.9,98.4,180
839,20,180,2983.9,98.3,180
840,20,180,2980.0,98.1,180
841,20,180,2976.0,98.0,180
842,20,180,2972.0,97.9,180
843,20,180,2968.0,97.7,180
844,20,180,2964.1,97.6,180
845,20,180,2960.2,97.5,180
846,20,180,2956.2,97.4,180
847,20,180,2952.3,97.2,180
848,20,180,2948.4,97.1,180
849,20,180,2944.5,97.0,180
850,20,180,2940.6,96.8,180
851,20,180,2936.7,96.7,180
852,20,180,2932.9,96.6,180
853,20,180,2929.0,96.4,180
854,20,180,2925.2,96.3,180
855,20,180,2921.3,96.2,180
856,20,180,2917.5,96.1,180
857,20,180,2913.7,95.9,180
858,20,180,2909.8,95.8,180
859,20,180,2906.0,95.7,180
860,20,180,2902.2,95.6,180
861,20,180,2898.5,95.4,180
862,20,180,2894.7,95.3,180
863,20,180,2890.9,95.2,180
864,20,180,2887.2,95.1,180
865,20,180,2883.4,94.9,180
866,20,180,2879.7,94.8,180
867,20,180,2875.9,94.7,180
868,20,180,2872.2,94.6,180
869,20,180,2868.5,94.4,180
870,20,180,2864.8,94.3,180
871,20,180,2861.1,94.2,180
872,20,180,2857.4,94.1,180
873,20,180,2853.7,93.9,180
874,20,180,2850.1,93.8,180
875,20,180,2846.4,93.7,180
876,20,180,2842.7,93.6,180
877,20,180,2839.1,93.5,180
878,20,180,2835.5,93.3,180
879,20,180,2831.8,93.2,180
880,20,180,2828.2,93.1,180
881,20,180,2824.6,93.0,180
882,20,180,2821.0,92.9,180
883,20,180,2817.4,92.7,180
884,20,180,2813.8,92.6,180
885,20,180,2810.3,92.5,180
886,20,180,2806.7,92.4,180
887,20,180,2803.1,92.3,180
888,20,180,2799.6,92.1,180
889,20,180,2796.0,92.0,180
890,20,180,2792.5,91.9,180
891,20,180,2789.0,91.8,180
892,20,180,2785.5,91.7,180
893,20,180,2782.0,91.6,180
894,20,180,2778.5,91.4,180
895,20,180,2775.0,91.3,180
896,20,180,2771.5,91.2,180
897,20,180,2768.0,91.1,180
898,20,180,2764.5,91.0,180
899,20,180,2761.1,90.9,180
900,20,180,2757.6,90.7,180
901,20,180,2754.2,90.6,180
902,20,180,2750.7,90.5,180
903,20,180,2747.3,90.4,180
904,20,180,2743.9,90.3,180
905,20,180,2740.5,90.2,180
906,20,180,2737.1,90.1,180
907,20,180,2733.7,89.9,180
908,20,180,2730.3,89.8,180
909,20,180,2726.9,89.7,180
910,20,180,2723.5,89.6,180
911,20,180,2720.2,89.5,180
912,20,180,2716.8,89.4,180
913,20,180,2713.4,89.3,180
914,20,180,2710.1,89.2,180
915,20,180,2706.8,89.1,180
916,20,180,2703.4,88.9,180
917,20,180,2700.1,88.8,180
918,20,180,2696.8,88.7,180
919,20,180,2693.5,88.6,180
920,20,180,2690.2,88.5,180
921,20,180,2686.9,88.4,180
922,20,180,2683.6,88.3,180
923,20,180,2680.4,88.2,180
924,20,180,2677.1,88.1,180
925,20,180,2673.8,88.0,180
926,20,180,2670.6,87.8,180
927,20,180,2667.3,87.7,180
928,20,180,2664.1,87.6,180
929,20,180,2660.8,87.5,180
930,20,180,2657.6,87.4,180
931,20,180,2654.4,87.3,180
932,20,180,2651.2,87.2,180
933,20,180,2648.0,87.1,180
934,20,180,2644.8,87.0,180
935,20,180,2641.6,86.9,180
936,20,180,2638.4,86.8,180
937,20,180,2635.2,86.7,180
938,20,180,2632.1,86.6,180
939,20,180,2628.9,86.5,180
940,20,180,2625.8,86.4,180
941,20,180,2622.6,86.3,180
942,20,180,2619.5,86.1,180
943,20,180,2616.3,86.0,180
944,20,180,2613.2,85.9,180
945,20,180,2610.1,85.8,180
946,20,180,2607.0,85.7,180
947,20,180,2603.9,85.6,180
948,20,180,2600.8,85.5,180
949,20,180,2597.7,85.4,180
950,20,180,2594.6,85.3,180
951,20,180,2591.5,85.2,180
952,20,180,2588.4,85.1,180
953,20,180,2585.4,85.0,180
954,20,180,2582.3,84.9,180
955,20,180,2579.3,84.8,180
956,20,180,2576.2,84.7,180
957,20,180,2573.2,84.6,180
958,20,180,2570.1,84.5,180
959,20,180,2567.1,84.4,180
960,20,180,2564.1,84.3,180
961,20,180,2561.1,84.2,180
962,20,180,2558.1,84.1,180
963,20,180,2555.1,84.0,180
964,20,180,2552.1,83.9,180
965,20,180,2549.1,83.8,180
966,20,180,2546.1,83.7,180
967,20,180,2543.1,83.6,180
968,20,180,2540.2,83.5,180
969,20,180,2537.2,83.4,180
970,20,180,2534.3,83.3,180
971,20,180,2531.3,83.2,180
972,20,180,2528.4,83.1,180
973,20,180,2525.4,83.0,180
974,20,180,2522.5,82.9,180
975,20,180,2519.6,82.8,180
976,20,180,2516.7,82.7,180
977,20,180,2513.7,82.6,180
978,20,180,2510.8,82.5,180
979,20,180,2507.9,82.4,180
980,20,180,2505.0,82.3,180
981,20,180,2502.2,82.2,180
982,20,180,2499.3,82.1,180
983,20,180,2496.4,82.1,180
984,20,180,2493.5,82.0,180
985,20,180,2490.7,81.9,180
986,20,180,2487.8,81.8,180
987,20,180,2485.0,81.7,180
988,20,180,2482.1,81.6,180
989,20,180,2479.3,81.5,180
990,20,180,2476.4,81.4,180
991,20,180,2473.6,81.3,180
992,20,180,2470.8,81.2,180
993,20,180,2468.0,81.1,180
994,20,180,2465.2,81.0,180
995,20,180,2462.4,80.9,180
996,20,180,2459.6,80.8,180
997,20,180,2456.8,80.7,180
998,20,180,2454.0,80.6,180
999,20,180,2451.2,80.5,180
1000,20,180,2448.4,80.5,180
1001,20,180,2445.6,80.4,180
1002,20,180,2442.9,80.3,180
1003,20,180,2440.1,80.2,180
1004,20,180,2437.4,80.1,180
1005,20,180,2434.6,80.0,180
1006,20,180,2431.9,79.9,180
1007,20,180,2429.1,79.8,180
1008,20,180,2426.4,79.7,180
1009,20,180,2423.7,79.6,180
1010,20,180,2421.0,79.5,180
1011,20,180,2418.3,79.5,180
1012,20,180,2415.6,79.4,180
1013,20,180,2412.8,79.3,180
1014,20,180,2410.2,79.2,180
1015,20,180,2407.5,79.1,180
1016,20,180,2404.8,79.0,180
1017,20,180,2402.1,78.9,180
1018,20,180,2399.4,78.8,180
1019,20,180,2396.7,78.7,180
1020,20,180,2394.1,78.6,180
1021,20,180,2391.4,78.6,180
1022,20,180,2388.8,78.5,180
1023,20,180,2386.1,78.4,180
1024,20,180,2383.5,78.3,180
1025,20,180,2380.8,78.2,180
1026,20,180,2378.2,78.1,180
1027,20,180,2375.6,78.0,180
1028,20,180,2373.0,77.9,180
1029,20,180,2370.3,77.9,180
1030,20,180,2367.7,77.8,180
1031,20,180,2365.1,77.7,180
1032,20,180,2362.5,77.6,180
1033,20,180,2359.9,77.5,180
1034,20,180,2357.3,77.4,180
1035,20,180,2354.8,77.3,180
1036,20,180,2352.2,77.3,180
1037,20,180,2349.6,77.2,180
1038,20,180,2347.0,77.1,180
1039,20,180,2344.5,77.0,180
1040,20,180,2341.9,76.9,180
1041,20,180,2339.3,76.8,180
1042,20,180,2336.8,76.7,180
1043,20,180,2334.2,76.7,180
1044,20,180,2331.7,76.6,180
1045,20,180,2329.2,76.5,180
1046,20,180,2326.6,76.4,180
1047,20,180,2324.1,76.3,180
1048,20,180,2321.6,76.2,180
1049,20,180,2319.1,76.2,180
1050,20,180,2316.6,76.1,180
1051,20,180,2314.1,76.0,180
1052,20,180,2311.6,75.9,180
1053,20,180,2309.1,75.8,180
1054,20,180,2306.6,75.7,180
1055,20,180,2304.1,75.7,180
1056,20,180,2301.6,75.6,180
1057,20,180,2299.1,75.5,180
1058,20,180,2296.7,75.4,180
1059,20,180,2294.2,75.3,180
1060,20,180,2291.7,75.2,180
1061,20,180,2289.3,75.2,180
1062,20,180,2286.8,75.1,180
1063,20,180,2284.4,75.0,180
1064,20,180,2281.9,74.9,180
1065,20,180,2279.5,74.8,180
1066,20,180,2277.1,74.8,180
1067,20,180,2274.6,74.7,180
1068,20,180,2272.2,74.6,180
1069,20,180,2269.8,74.5,180
1070,20,180,2267.4,74.4,180
1071,20,180,2265.0,74.4,180
1072,20,180,2262.6,74.3,180
1073,20,180,2260.2,74.2,180
1074,20,180,2257.8,74.1,180
1075,20,180,2255.4,74.0,180
1076,20,180,2253.0,74.0,180
1077,20,180,2250.6,73.9,180
1078,20,180,2248.2,73.8,180
1079,20,180,2245.9,73.7,180
1080,20,180,2243.5,73.6,180
1081,20,180,2241.1,73.6,180
1082,20,180,2238.8,73.5,180
1083,20,180,2236.4,73.4,180
1084,20,180,2234.1,73.3,180
1085,20,180,2231.7,73.2,180
1086,20,180,2229.4,73.2,180
1087,20,180,2227.0,73.1,180
1088,20,180,2224.7,73.0,180
1089,20,180,2222.4,72.9,180
1090,20,180,2220.0,72.9,180
1091,20,180,2217.7,72.8,180
1092,20,180,2215.4,72.7,180
1093,20,180,2213.1,72.6,180
1094,20,180,2210.8,72.5,180
1095,20,180,2208.5,72.5,180
1096,20,180,2206.2,72.4,180
1097,20,180,2203.9,72.3,180
1098,20,180,2201.6,72.2,180
1099,20,180,2199.3,72.2,180
1100,20,180,2197.0,72.1,180
1101,20,180,2194.8,72.0,180
1102,20,180,2192.5,71.9,180
1103,20,180,2190.2,71.9,180
1104,20,180,2188.0,71.8,180
1105,20,180,2185.7,71.7,180
1106,20,180,2183.4,71.6,180
1107,20,180,2181.2,71.6,180
1108,20,180,2178.9,71.5,180
1109,20,180,2176.7,71.4,180
1110,20,180,2174.5,71.3,180
1111,20,180,2172.2,71.3,180
1112,20,180,2170.0,71.2,180
1113,20,180,2167.8,71.1,180
1114,20,180,2165.5,71.0,180
1115,20,180,2163.3,71.0,180
1116,20,180,2161.1,70.9,180
1117,20,180,2158.9,70.8,180
1118,20,180,2156.7,70.7,180
1119,20,180,2154.5,70.7,180
1120,20,180,2152.3,70.6,180
1121,20,180,2150.1,70.5,180
1122,20,180,2147.9,70.5,180
1123,20,180,2145.7,70.4,180
1124,20,180,2143.5,70.3,180
1125,20,180,2141.4,70.2,180
1126,20,180,2139.2,70.2,180
1127,20,180,2137.0,70.1,180
1128,20,180,2134.8,70.0,180
1129,20,180,2132.7,69.9,180
1130,20,180,2130.5,69.9,180
1131,20,180,2128.4,69.8,180
1132,20,180,2126.2,69.7,180
1133,20,180,2124.1,69.7,180
1134,20,180,2121.9,69.6,180
1135,20,180,2119.8,69.5,180
1136,20,180,2117.6,69.4,180
1137,20,180,2115.5,69.4,180
1138,20,180,2113.4,69.3,180
1139,20,180,2111.3,69.2,180
1140,20,180,2109.1,69.2,180
1141,20,180,2107.0,69.1,180
1142,20,180,2104.9,69.0,180
1143,20,180,2102.8,69.0,180
1144,20,180,2100.7,68.9,180
1145,20,180,2098.6,68.8,180
1146,20,180,2096.5,68.7,180
1147,20,180,2094.4,68.7,180
1148,20,180,2092.3,68.6,180
1149,20,180,2090.2,68.5,180
1150,20,180,2088.1,68.5,180
1151,20,180,2086.1,68.4,180
1152,20,180,2084.0,68.3,180
1153,20,180,2081.9,68.3,180
1154,20,180,2079.9,68.2,180
1155,20,180,2077.8,68.1,180
1156,20,180,2075.7,68.1,180
1157,20,180,2073.7,68.0,180
1158,20,180,2071.6,67.9,180
1159,20,180,2069.6,67.8,180
1160,20,180,2067.5,67.8,180
1161,20,180,2065.5,67.7,180
1162,20,180,2063.4,67.6,180
1163,20,180,2061.4,67.6,180
1164,20,180,2059.4,67.5,180
1165,20,180,2057.3,67.4,180
1166,20,180,2055.3,67.4,180
1167,20,180,2053.3,67.3,180
1168,20,180,2051.3,67.2,180
1169,20,180,2049.3,67.2,180
1170,20,180,2047.3,67.1,180
1171,20,180,2045.2,67.0,180
1172,20,180,2043.2,67.0,180
1173,20,180,2041.2,66.9,180
1174,20,180,2039.2,66.8,180
1175,20,180,2037.3,66.8,180
1176,20,180,2035.3,66.7,180
1177,20,180,2033.3,66.6,180
1178,20,180,2031.3,66.6,180
1179,20,180,2029.3,66.5,180
1180,20,180,2027.3,66.4,180
1181,20,180,2025.4,66.4,180
1182,20,180,2023.4,66.3,180
1183,20,180,2021.4,66.2,180
1184,20,180,2019.5,66.2,180
1185,20,180,2017.5,66.1,180
1186,20,180,2015.6,66.1,180
1187,20,180,2013.6,66.0,180
1188,20,180,2011.7,65.9,180
1189,20,180,2009.7,65.9,180
1190,20,180,2007.8,65.8,180
1191,20,180,2005.8,65.7,180
1192,20,180,2003.9,65.7,180
1193,20,180,2002.0,65.6,180
1194,20,180,2000.0,65.5,180
1195,20,180,1998.1,65.5,180
1196,20,180,1996.2,65.4,180
1197,20,180,1994.3,65.3,180
1198,20,180,1992.4,65.3,180
1199,20,180,1990.4,65.2,180
1200,20,180,1988.5,65.2,180
1201,20,180,1986.6,65.1,180
1202,20,180,1984.7,65.0,180
1203,20,180,1982.8,65.0,180
1204,20,180,1980.9,64.9,180
1205,20,180,1979.0,64.8,180
1206,20,180,1977.1,64.8,180
1207,20,180,1975.3,64.7,180
1208,20,180,1973.4,64.6,180
1209,20,180,1971.5,64.6,180
1210,20,180,1969.6,64.5,180
1211,20,180,1967.7,64.5,180
1212,20,180,1965.9,64.4,180
1213,20,180,1964.0,64.3,180
1214,20,180,1962.1,64.3,180
1215,20,180,1960.3,64.2,180
1216,20,180,1958.4,64.1,180
1217,20,180,1956.6,64.1,180
1218,20,180,1954.7,64.0,180
1219,20,180,1952.9,64.0,180
1220,20,180,1951.0,63.9,180
1221,20,180,1949.2,63.8,180
1222,20,180,1947.3,63.8,180
1223,20,180,1945.5,63.7,180
1224,20,180,1943.7,63.7,180
1225,20,180,1941.8,63.6,180
1226,20,180,1940.0,63.5,180
1227,20,180,1938.2,63.5,180
1228,20,180,1936.4,63.4,180
1229,20,180,1934.5,63.4,180
1230,20,180,1932.7,63.3,180
1231,20,180,1930.9,63.2,180
1232,20,180,1929.1,63.2,180
1233,20,180,1927.3,63.1,180
1234,20,180,1925.5,63.1,180
1235,20,180,1923.7,63.0,180
1236,20,180,1921.9,62.9,180
1237,20,180,1920.1,62.9,180
1238,20,180,1918.3,62.8,180
1239,20,180,1916.5,62.8,180
1240,20,180,1914.7,62.7,180
1241,20,180,1913.0,62.6,180
1242,20,180,1911.2,62.6,180
1243,20,180,1909.4,62.5,180
1244,20,180,1907.6,62.5,180
1245,20,180,1905.9,62.4,180
1246,20,180,1904.1,62.3,180
1247,20,180,1902.3,62.3,180
1248,20,180,1900.6,62.2,180
1249,20,180,1898.8,62.2,180
1250,20,180,1897.0,62.1,180
1251,20,180,1895.3,62.0,180
1252,20,180,1893.5,62.0,180
1253,20,180,1891.8,61.9,180
1254,20,180,1890.0,61.9,180
1255,20,180,1888.3,61.8,180
1256,20,180,1886.6,61.8,180
1257,20,180,1884.8,61.7,180
1258,20,180,1883.1,61.6,180
1259,20,180,1881.4,61.6,180
1260,20,180,1879.6,61.5,180
1261,20,180,1877.9,61.5,180
1262,20,180,1876.2,61.4,180
1263,20,180,1874.5,61.4,180
1264,20,180,1872.8,61.3,180
1265,20,180,1871.0,61.2,180
1266,20,180,1869.3,61.2,180
1267,20,180,1867.6,61.1,180
1268,20,180,1865.9,61.1,180
1269,20,180,1864.2,61.0,180
1270,20,180,1862.5,61.0,180
1271,20,180,1860.8,60.9,180
1272,20,180,1859.1,60.8,180
1273,20,180,1857.4,60.8,180
1274,20,180,1855.7,60.7,180
1275,20,180,1854.0,60.7,180
1276,20,180,1852.4,60.6,180
1277,20,180,1850.7,60.6,180
1278,20,180,1849.0,60.5,180
1279,20,180,1847.3,60.5,180
1280,20,180,1845.6,60.4,180
1281,20,180,1844.0,60.3,180
1282,20,180,1842.3,60.3,180
1283,20,180,1840.6,60.2,180
1284,20,180,1839.0,60.2,180
1285,20,180,1837.3,60.1,180
1286,20,180,1835.7,60.1,180
1287,20,180,1834.0,60.0,180
1288,20,180,1832.4,60.0,180
1289,20,180,1830.7,59.9,180
1290,20,180,1829.1,59.8,180
1291,20,180,1827.4,59.8,180
1292,20,180,1825.8,59.7,180
1293,20,180,1824.1,59.7,180
1294,20,180,1822.5,59.6,180
1295,20,180,1820.9,59.6,180
1296,20,180,1819.2,59.5,180
1297,20,180,1817.6,59.5,180
1298,20,180,1816.0,59.4,180
1299,20,180,1814.3,59.4,180
1300,20,180,1812.7,59.3,180
1301,20,180,1811.1,59.2,180
1302,20,180,1809.5,59.2,180
1303,20,180,1807.9,59.1,180
1304,20,180,1806.3,59.1,180
1305,20,180,1804.7,59.0,180
1306,20,180,1803.1,59.0,180
1307,20,180,1801.4,58.9,180
1308,20,180,1799.8,58.9,180
1309,20,180,1798.2,58.8,180
1310,20,180,1796.6,58.8,180
1311,20,180,1795.1,58.7,180
1312,20,180,1793.5,58.7,180
1313,20,180,1791.9,58.6,180
1314,20,180,1790.3,58.6,180
1315,20,180,1788.7,58.5,180
1316,20,180,1787.1,58.4,180
1317,20,180,1785.5,58.4,180
1318,20,180,1784.0,58.3,180
1319,20,180,1782.4,58.3,180
1320,20,180,1780.8,58.2,180
1321,20,180,1779.2,58.2,180
1322,20,180,1777.7,58.1,180
1323,20,180,1776.1,58.1,180
1324,20,180,1774.6,58.0,180
1325,20,180,1773.0,58.0,180
1326,20,180,1771.4,57.9,180
1327,20,180,1769.9,57.9,180
1328,20,180,1768.3,57.8,180
1329,20,180,1766.8,57.8,180
1330,20,180,1765.2,57.7,180
1331,20,180,1763.7,57.7,180
1332,20,180,1762.1,57.6,180
1333,20,180,1760.6,57.6,180
1334,20,180,1759.1,57.5,180
1335,20,180,1757.5,57.5,180
1336,20,180,1756.0,57.4,180
1337,20,180,1754.5,57.4,180
1338,20,180,1752.9,57.3,180
1339,20,180,1751.4,57.3,180
1340,20,180,1749.9,57.2,180
1341,20,180,1748.4,57.2,180
1342,20,180,1746.8,57.1,180
1343,20,180,1745.3,57.1,180
1344,20,180,1743.8,57.0,180
1345,20,180,1742.3,57.0,180
1346,20,180,1740.8,56.9,180
1347,20,180,1739.3,56.9,180
1348,20,180,1737.8,56.8,180
1349,20,180,1736.3,56.8,180
1350,20,180,1734.8,56.7,180
1351,20,180,1733.3,56.7,180
1352,20,180,1731.8,56.6,180
1353,20,180,1730.3,56.6,180
1354,20,180,1728.8,56.5,180
1355,20,180,1727.3,56.5,180
1356,20,180,1725.8,56.4,180
1357,20,180,1724.3,56.4,180
1358,20,180,1722.8,56.3,180
1359,20,180,1721.3,56.3,180
1360,20,180,1719.9,56.2,180
1361,20,180,1718.4,56.2,180
1362,20,180,1716.9,56.1,180
1363,20,180,1715.4,56.1,180
1364,20,180,1714.0,56.0,180
1365,20,180,1712.5,56.0,180
1366,20,180,1711.0,55.9,180
1367,20,180,1709.6,55.9,180
1368,20,180,1708.1,55.8,180
1369,20,180,1706.7,55.8,180
1370,20,180,1705.2,55.7,180
1371,20,180,1703.7,55.7,180
1372,20,180,1702.3,55.6,180
1373,20,180,1700.8,55.6,180
1374,20,180,1699.4,55.5,180
1375,20,180,1697.9,55.5,180
1376,20,180,1696.5,55.4,180
1377,20,180,1695.1,55.4,180
1378,20,180,1693.6,55.3,180
1379,20,180,1692.2,55.3,180
1380,20,180,1690.7,55.2,180
1381,20,180,1689.3,55.2,180
1382,20,180,1687.9,55.1,180
1383,20,180,1686.4,55.1,180
1384,20,180,1685.0,55.1,180
1385,20,180,1683.6,55.0,180
1386,20,180,1682.2,55.0,180
1387,20,180,1680.7,54.9,180
1388,20,180,1679.3,54.9,180
1389,20,180,1677.9,54.8,180
1390,20,180,1676.5,54.8,180
1391,20,180,1675.1,54.7,180
1392,20,180,1673.7,54.7,180
1393,20,180,1672.3,54.6,180
1394,20,180,1670.9,54.6,180
1395,20,180,1669.4,54.5,180
1396,20,180,1668.0,54.5,180
1397,20,180,1666.6,54.4,180
1398,20,180,1665.2,54.4,180
1399,20,180,1663.8,54.3,180
1400,20,180,1662.5,54.3,180
1401,20,180,1661.1,54.3,180
1402,20,180,1659.7,54.2,180
1403,20,180,1658.3,54.2,180
1404,20,180,1656.9,54.1,180
1405,20,180,1655.5,54.1,180
1406,20,180,1654.1,54.0,180
1407,20,180,1652.7,54.0,180
1408,20,180,1651.4,53.9,180
1409,20,180,1650.0,53.9,180
1410,20,180,1648.6,53.8,180
1411,20,180,1647.2,53.8,180
1412,20,180,1645.9,53.7,180
1413,20,180,1644.5,53.7,180
1414,20,180,1643.1,53.7,180
1415,20,180,1641.8,53.6,180
1416,20,180,1640.4,53.6,180
1417,20,180,1639.0,53.5,180
1418,20,180,1637.7,53.5,180
1419,20,180,1636.3,53.4,180
1420,20,180,1635.0,53.4,180
1421,20,180,1633.6,53.3,180
1422,20,180,1632.3,53.3,180
1423,20,180,1630.9,53.3,180
1424,20,180,1629.6,53.2,180
1425,20,180,1628.2,53.2,180
1426,20,180,1626.9,53.1,180
1427,20,180,1625.5,53.1,180
1428,20,180,1624.2,53.0,180
1429,20,180,1622.9,53.0,180
1430,20,180,1621.5,52.9,180
1431,20,180,1620.2,52.9,180
1432,20,180,1618.9,52.9,180
1433,20,180,1617.5,52.8,180
1434,20,180,1616.2,52.8,180
1435,20,180,1614.9,52.7,180
1436,20,180,1613.6,52.7,180
1437,20,180,1612.2,52.6,180
1438,20,180,1610.9,52.6,180
1439,20,180,1609.6,52.5,180
1440,20,180,1608.3,52.5,180
1441,20,180,1607.0,52.5,180
1442,20,180,1605.6,52.4,180
1443,20,180,1604.3,52.4,180
1444,20,180,1603.0,52.3,180
1445,20,180,1601.7,52.3,180
1446,20,180,1600.4,52.2,180
1447,20,180,1599.1,52.2,180
1448,20,180,1597.8,52.2,180
1449,20,180,1596.5,52.1,180
1450,20,180,1595.2,52.1,180
1451,20,180,1593.9,52.0,180
1452,20,180,1592.6,52.0,180
1453,20,180,1591.3,51.9,180
1454,20,180,1590.0,51.9,180
1455,20,180,1588.7,51.8,180
1456,20,180,1587.4,51.8,180
1457,20,180,1586.2,51.8,180
1458,20,180,1584.9,51.7,180
1459,20,180,1583.6,51.7,180
1460,20,180,1582.3,51.6,180
1461,20,180,1581.0,51.6,180
1462,20,180,1579.8,51.5,180
1463,20,180,1578.5,51.5,180
1464,20,180,1577.2,51.5,180
1465,20,180,1575.9,51.4,180
1466,20,180,1574.7,51.4,180
1467,20,180,1573.4,51.3,180
1468,20,180,1572.1,51.3,180
1469,20,180,1570.9,51.3,180
1470,20,180,1569.6,51.2,180
1471,20,180,1568.3,51.2,180
1472,20,180,1567.1,51.1,180
1473,20,180,1565.8,51.1,180
1474,20,180,1564.6,51.0,180
1475,20,180,1563.3,51.0,180
1476,20,180,1562.1,51.0,180
1477,20,180,1560.8,50.9,180
1478,20,180,1559.6,50.9,180
1479,20,180,1558.3,50.8,180
1480,20,180,1557.1,50.8,180
1481,20,180,1555.8,50.8,180
1482,20,180,1554.6,50.7,180
1483,20,180,1553.3,50.7,180
1484,20,180,1552.1,50.6,180
1485,20,180,1550.9,50.6,180
1486,20,180,1549.6,50.5,180
1487,20,180,1548.4,50.5,180
1488,20,180,1547.2,50.5,180
1489,20,180,1545.9,50.4,180
1490,20,180,1544.7,50.4,180
1491,20,180,1543.5,50.3,180
1492,20,180,1542.2,50.3,180
1493,20,180,1541.0,50.3,180
1494,20,180,1539.8,50.2,180
1495,20,180,1538.6,50.2,180
1496,20,180,1537.4,50.1,180
1497,20,180,1536.1,50.1,180
1498,20,180,1534.9,50.1,180
1499,20,180,1533.7,50.0,180
1500,20,180,1532.5,50.0,180
1501,20,180,1531.3,49.9,180
1502,20,180,1530.1,49.9,180
1503,20,180,1528.9,49.9,180
1504,20,180,1527.7,49.8,180
1505,20,180,1526.5,49.8,180
1506,20,180,1525.3,49.7,180
1507,20,180,1524.1,49.7,180
1508,20,180,1522.9,49.7,180
1509,20,180,1521.7,49.6,180
1510,20,180,1520.5,49.6,180
1511,20,180,1519.3,49.5,180
1512,20,180,1518.1,49.5,180
1513,20,180,1516.9,49.5,180
1514,20,180,1515.7,49.4,180
1515,20,180,1514.5,49.4,180
1516,20,180,1513.3,49.3,180
1517,20,180,1512.1,49.3,180
1518,20,180,1510.9,49.3,180
1519,20,180,1509.8,49.2,180
1520,20,180,1508.6,49.2,180
1521,20,180,1507.4,49.1,180
1522,20,180,1506.2,49.1,180
1523,20,180,1505.1,49.1,180
1524,20,180,1503.9,49.0,180
1525,20,180,1502.7,49.0,180
1526,20,180,1501.5,48.9,180
1527,20,180,1500.4,48.9,180
1528,20,180,1499.2,48.9,180
1529,20,180,1498.0,48.8,180
1530,20,180,1496.9,48.8,180
1531,20,180,1495.7,48.8,180
1532,20,180,1494.5,48.7,180
1533,20,180,1493.4,48.7,180
1534,20,180,1492.2,48.6,180
1535,20,180,1491.1,48.6,180
1536,20,180,1489.9,48.6,180
1537,20,180,1488.8,48.5,180
1538,20,180,1487.6,48.5,180
1539,20,180,1486.4,48.4,180
1540,20,180,1485.3,48.4,180
1541,20,180,1484.2,48.4,180
1542,20,180,1483.0,48.3,180
1543,20,180,1481.9,48.3,180
1544,20,180,1480.7,48.3,180
1545,20,180,1479.6,48.2,180
1546,20,180,1478.4,48.2,180
1547,20,180,1477.3,48.1,180
1548,20,180,1476.2,48.1,180
1549,20,180,1475.0,48.1,180
1550,20,180,1473.9,48.0,180
1551,20,180,1472.8,48.0,180
1552,20,180,1471.6,48.0,180
1553,20,180,1470.5,47.9,180
1554,20,180,1469.4,47.9,180
1555,20,180,1468.2,47.8,180
1556,20,180,1467.1,47.8,180
1557,20,180,1466.0,47.8,180
1558,20,180,1464.9,47.7,180
1559,20,180,1463.7,47.7,180
1560,20,180,1462.6,47.7,180
1561,20,180,1461.5,47.6,180
1562,20,180,1460.4,47.6,180
1563,20,180,1459.3,47.5,180
1564,20,180,1458.2,47.5,180
1565,20,180,1457.0,47.5,180
1566,20,180,1455.9,47.4,180
1567,20,180,1454.8,47.4,180
1568,20,180,1453.7,47.4,180
1569,20,180,1452.6,47.3,180
1570,20,180,1451.5,47.3,180
1571,20,180,1450.4,47.2,180
1572,20,180,1449.3,47.2,180
1573,20,180,1448.2,47.2,180
1574,20,180,1447.1,47.1,180
1575,20,180,1446.0,47.1,180
1576,20,180,1444.9,47.1,180
1577,20,180,1443.8,47.0,180
1578,20,180,1442.7,47.0,180
1579,20,180,1441.6,47.0,180
1580,20,180,1440.5,46.9,180
1581,20,180,1439.4,46.9,180
1582,20,180,1438.3,46.8,180
1583,20,180,1437.3,46.8,180
1584,20,180,1436.2,46.8,180
1585,20,180,1435.1,46.7,180
1586,20,180,1434.0,46.7,180
1587,20,180,1432.9,46.7,180
1588,20,180,1431.8,46.6,180
1589,20,180,1430.8,46.6,180
1590,20,180,1429.7,46.6,180
1591,20,180,1428.6,46.5,180
1592,20,180,1427.5,46.5,180
1593,20,180,1426.5,46.4,180
1594,20,180,1425.4,46.4,180
1595,20,180,1424.3,46.4,180
1596,20,180,1423.2,46.3,180
1597,20,180,1422.2,46.3,180
1598,20,180,1421.1,46.3,180
