tick,old_money,smart_bosses,dumb_bosses,avg_smart_energy,avg_dumb_energy
572,6,25,13,506.4578060214372,316.27788158048946
573,5,25,13,517.5430009492443,316.0965308027964
574,5,24,13,509.49080868315974,316.8396149195184
575,6,25,14,520.5208657681162,314.5353306924431
576,5,25,13,513.9136667792803,315.7688449052269
577,5,24,14,558.8723044494602,315.92797672281523
578,5,24,14,551.3009419948372,315.6178003207868
579,6,24,13,544.3060784713498,314.1696097516993
580,6,24,11,535.3813293458949,312.8772801805699
581,6,25,13,547.0493996837084,315.9213421666616
582,6,24,13,538.0709460562028,315.33345308641503
583,6,25,14,549.1862402100003,314.84334296230355
584,6,24,12,539.6609463091603,313.892840894391
585,6,25,13,550.2361146221558,315.1168348075256
586,6,25,14,542.676548743597,313.1667942993082
587,4,25,13,535.69472744616,312.1683392275266
588,4,24,12,544.2841588362058,312.52460443896035
589,5,24,13,535.7616928299282,313.5473086109739
590,5,25,11,547.8289062393478,313.2194588379703
591,4,25,12,540.7427699524114,313.4909682553516
592,5,25,13,533.2295769409877,312.81415058813803
593,5,25,14,525.7946755432804,313.07793042213297
594,6,25,14,554.937436182639,313.5782307981663
595,6,25,13,565.7228820768784,311.7613947234995
596,4,25,13,576.3686667073348,312.96547068405704
597,4,25,14,568.876026211662,311.44618268285916
598,6,25,12,561.9614703229832,309.7822291088934
599,6,25,11,554.6183732933267,310.85285196892363
600,6,25,13,565.3521541986196,308.89944757054417
601,7,24,13,555.945822689965,310.8851264558089
602,6,24,13,546.6414363695906,309.6925132079278
603,6,25,14,558.4381420317861,310.6849411598894
604,5,25,14,551.5814106608549,310.44976774688473
605,6,25,14,544.7964769766713,311.7776321596322
606,6,25,12,537.5827450605269,311.0533052593271
607,5,25,14,530.4456919203049,311.4502043566695
608,5,25,14,524.3846736913667,310.6413736523535
609,4,25,14,517.8868697506186,313.1189014661329
610,7,25,14,510.4578513244739,311.8432001195318
611,6,25,14,503.1092577661016,310.4439094281714
612,6,25,14,513.8404018358573,310.6375122759291
613,7,25,13,525.4299198941625,312.6486822544875
614,7,25,14,535.866841862675,310.78704198076565
615,5,25,12,546.1648810925768,309.55528006496854
616,7,25,13,538.3253311423291,310.592711654066
617,7,25,13,531.0715979408455,309.56896733965203
618,7,25,14,523.8967543751095,310.1014390649286
619,4,25,13,516.8001139407584,308.54280156490347
620,7,25,12,529.2809939127058,309.2808012702688
621,6,25,13,521.5965253531227,309.5192760726326
622,7,25,14,514.9970659625427,309.1460835492159
623,6,25,14,507.4694039054622,309.1681679617709
624,6,25,13,519.5253871295348,309.1083604631941
625,6,24,13,512.9205211752284,309.93081297236756
626,6,25,14,523.8879576349273,308.6851297680448
627,7,25,12,517.2076040309981,308.1734115352754
628,7,25,12,510.60067790918157,308.2311937000427
629,7,25,11,521.5665227658968,307.0601053331811
630,6,25,13,514.8839859638593,307.9656656508437
631,6,25,11,508.2753514458082,308.1056824164058
632,7,25,12,555.739952388346,307.90491291714073
633,6,25,13,548.0934859759222,307.2769007375402
634,6,25,11,540.5328619585604,307.05025366991964
635,7,25,12,533.0572959964994,308.01647280330604
636,5,24,12,526.6660085762368,306.84800724094725
637,7,24,14,536.8454850117884,308.5236091676351
638,5,25,13,565.3845380078507,309.21380198815785
639,7,22,13,558.5481249969231,310.24039630761274
640,6,23,12,567.7879103817753,309.0214570124705
641,7,24,12,575.8980707554937,307.3914743827595
642,7,25,11,585.892740911806,306.96879685773143
643,7,25,13,578.2473616484929,310.9215789740649
644,7,25,13,571.1887370152731,309.98188912142876
645,6,25,13,564.2096036925889,308.5673107372862
646,7,25,12,556.3092169976934,308.0249085000717
647,5,25,14,548.999777114556,308.6486278659213
648,5,23,14,540.7739413879641,308.94646510183867
649,5,24,13,548.6438970135612,309.05942379542154
650,6,25,14,559.9007277371976,308.49453460754137
651,6,25,12,552.5000216468721,308.1682363872135
652,6,25,13,562.1846227494096,310.07551486174907
653,5,25,14,554.2316929611152,307.37337402022655
654,5,25,13,545.8715438019965,305.1968649537634
655,5,25,13,556.1098279630032,307.4076873513712
656,5,25,13,565.7028684049413,305.7570985261039
657,5,25,13,558.6587340989132,305.1517523573787
658,5,25,10,552.6959865429843,305.26825013091155
659,5,25,12,563.8006548251606,307.414505625094
660,5,25,13,574.2476875662812,307.4470578611063
661,4,25,12,566.0453345214678,306.31489459973153
662,4,25,12,557.9400956772163,307.4926680764776
663,5,25,12,550.4310113933492,307.4932286651654
664,4,25,13,562.0104889468583,306.7225137519311
665,2,25,13,553.9249508286779,306.8130794624004
666,5,25,11,545.9358718684526,306.5162259086856
667,4,25,13,538.5422887225403,307.0968596855973
668,5,25,13,530.7365651300199,305.6642779300831
669,4,25,11,523.524511273393,307.2772425332659
670,5,25,11,515.8984842071424,306.69826925299725
671,5,25,12,508.3643279338953,307.1959557742018
672,5,25,12,500.42111275127655,307.5855668943716
673,5,25,12,493.07464595845715,305.2197929027119
674,4,25,12,503.8172011157499,304.39623791278115
675,5,25,14,514.9048702855001,305.76509975116716
676,6,25,13,507.3325578240529,304.4212345478954
677,4,24,14,515.8524763759281,303.9997549121601
678,5,25,13,526.7467181810832,304.10462995027945
679,5,25,14,554.9826991329969,304.88947377956373
680,4,25,12,546.3241358096009,303.9364735685615
681,5,25,14,538.2724024646869,304.4698768118014
682,6,25,13,530.8195682798814,304.11502415014263
683,6,25,11,541.457774361991,303.4612131968514
684,6,25,13,534.9398333935318,304.0406842931293
685,6,25,13,527.5003590608532,303.57218355505563
686,4,25,10,537.152255519351,303.1385794724368
687,4,25,12,530.160984913328,301.9237236282158
688,4,25,12,539.7551711457334,302.80763247162935
689,5,25,13,532.2065462721579,305.09189330180897
690,5,24,12,523.7512973184149,303.73722775759404
691,4,24,11,534.4022557742871,303.0516388985307
692,3,24,12,527.3953299391839,303.10806024112844
693,5,23,12,535.4748320510396,303.9936444469469
694,5,25,13,581.4316427669839,302.23742422513584
695,5,25,12,591.2389443173356,303.1759420362205
696,5,25,12,583.3980995972511,302.9160967141222
697,5,25,10,575.1547314736781,300.73579722052125
698,5,25,11,584.5147728071184,301.95471436293957
699,5,25,10,594.2324576680877,300.6522816209775
700,4,25,11,585.3024046455472,302.2453859634519
701,5,25,11,576.9856663172294,301.74273985278836
702,5,25,11,567.7739889469483,300.8929306004309
703,5,25,9,559.680288047167,299.9501540214185
704,5,25,12,552.1891909762757,300.9764456319968
705,5,25,12,545.792524768323,301.7744051508527
706,5,25,11,537.4751357034071,300.5247764397011
707,5,25,13,529.2644386693737,301.2652594273693
708,4,23,12,535.1592556026281,300.3702887696593
709,6,24,12,545.4598987429956,299.6936432420878
710,5,25,11,555.1035695656578,300.83576917165794
711,5,25,12,564.099198191247,299.54274220809214
712,5,25,13,555.4556269938164,300.24188945846015
713,6,25,13,546.9240311376974,301.4743428631646
714,6,25,13,539.0031573578639,301.0911354853753
715,6,25,12,531.1846135924592,300.77013508574856
716,5,24,12,520.467251310628,298.73639375389877
717,6,23,12,508.89295231164635,300.56052568966834
718,5,25,13,538.4744509012638,299.72853512022107
719,5,25,12,548.6203896821164,300.07572840473256
720,5,25,12,541.1094574555068,300.97980219586174
721,6,25,12,550.1958604638112,298.3506206780396
722,5,25,12,541.6402336235265,297.5581732797
723,5,25,12,535.6973172301431,300.13895724852966
724,5,25,13,527.8296214614634,298.35524978561943
725,5,25,11,519.065293335085,298.9446120642984
726,5,25,11,511.4176666606723,297.8528417211689
727,5,25,12,503.3708551722389,297.82424556645435
728,5,25,12,514.9309769057439,298.2521685013105
729,6,25,10,507.81248464727094,297.32856846139674
730,6,25,12,500.2876237562336,298.91873056043306
731,5,25,12,493.3626200817302,298.45045822129276
732,4,25,11,521.5289927085464,297.84509179790007
733,6,25,12,530.7725790602519,298.414768694296
734,6,25,13,540.3700389844603,299.02475922097176
735,6,25,13,532.3158007962014,299.3356095584795
736,6,25,12,524.3693135932941,298.26745352435876
737,5,25,13,516.0293112957418,299.00842165999825
738,5,24,11,507.80192004582943,298.5358337595555
739,6,25,12,517.6858090523648,297.26222948431894
740,3,25,10,528.4132604632026,298.87143299788823
741,4,25,11,538.4713773279508,298.24607358052447
742,4,25,12,529.8696634732167,297.3466133828213
743,4,25,12,539.8850016588175,298.5671249316507
744,6,25,12,548.7407142189471,297.9450885965581
745,5,25,12,558.4536789618976,297.89083979144533
746,4,25,13,568.0107514565989,298.38437083486644
747,3,25,11,559.41387221465,296.98570713383975
748,4,25,10,569.9342420711316,296.7368763765038
749,5,25,13,579.2858285097188,298.2098039038631
750,5,25,12,569.9857424668859,296.1811786264426
751,4,25,11,562.3137579998461,298.0357964940575
752,5,25,11,553.2457604643412,296.327616602939
753,5,24,10,541.803080696561,297.19134674501925
754,5,25,12,551.0218916244696,297.63772692673814
755,5,25,12,543.0906624457529,295.8028370142616
756,5,25,14,536.2683330143859,298.13315952207927
757,5,25,13,546.5384318373609,296.89499113678636
758,5,25,13,538.1421105955193,296.6697508272684
759,4,24,13,545.862314741492,297.4803148264914
760,5,25,12,573.9544089422342,296.4967792402515
761,5,25,13,565.6080242229461,296.8618014746153
762,5,25,14,574.8773593186013,297.7547576046358
763,5,25,11,565.4939322002122,294.84156752401157
764,4,25,12,556.7423863010057,294.7529639404998
765,5,25,12,550.1134291754131,294.6630684807331
766,5,25,11,560.5748928252585,295.2999777035658
767,5,25,11,552.3648753541319,296.37524493842557
768,5,24,12,540.7697522535052,294.2326915437092
769,4,25,12,549.8419148486591,296.00115143217266
770,5,25,12,560.7635507448025,294.61056032445725
771,5,25,13,552.0057781771304,295.4340921183515
772,4,25,12,543.3720103468884,295.8139524478023
773,1,25,12,535.3606804517382,296.0431010319636
774,4,25,14,527.9624985031581,297.0274662960599
775,4,25,13,519.1682811611719,295.56496125375816
776,6,24,13,508.9999908223633,293.65834146993774
777,6,25,13,518.4793323497966,294.58843918551986
778,6,25,12,510.3009953232465,294.1759830355772
779,6,25,12,501.73970720092314,293.1626883184039
780,5,25,12,493.8017691534015,293.33281062687615
781,6,25,13,503.47778690403817,292.00647284883775
782,6,25,13,494.4925957016718,293.08842363326175
783,6,25,12,522.1380430377964,292.4872604859657
784,4,25,13,531.8401199077765,292.1235053309639
785,5,25,12,541.3794314100372,291.4108678667562
786,6,25,11,551.2581481330842,291.45523798096355
787,6,25,12,542.4705462662823,291.1400079283288
788,6,24,10,531.3104118419385,289.9815823055647
789,6,25,10,540.3155349278854,287.24499741832665
790,4,25,9,532.1677508608376,289.23294250029164
791,5,24,11,524.138058427032,290.1975906546893
792,5,25,11,533.2249129663605,287.7485769788635
793,6,24,11,523.6571672315268,290.17023098851934
794,6,25,13,551.230692800703,289.3537430909618
795,5,25,10,542.3553261699847,289.2710314784173
796,5,25,12,533.6102307621712,288.5573811536463
797,6,25,13,524.993685068635,289.115569838963
798,6,25,12,516.5039872397524,288.4451419189045
799,6,25,11,526.1394549084739,286.611708724103
800,6,25,10,536.1104250147512,287.0732974472077
801,6,25,12,545.9111373908275,288.18100115137213
802,6,24,11,557.0439241318915,288.27754901795953
803,6,25,10,583.9870000951461,287.7905100179055
804,3,25,9,574.9856905184289,286.1097551626728
805,4,25,12,584.117622285895,289.3069758711063
806,4,25,11,575.5908475994592,288.31735048412077
807,5,24,12,565.1900127040167,289.4793047024045
808,6,25,10,573.9457434835325,289.52235223740684
809,6,25,11,564.5485027387817,290.01939161335974
810,6,25,12,555.2920183792263,291.0999495200551
811,5,25,10,565.1743832259281,289.98134838918486
812,5,25,11,556.8851526271518,290.0756083216183
813,5,25,10,549.219401430247,290.5057229780744
814,5,25,12,558.6673109597754,290.26852359841865
815,4,25,10,568.4502351759438,290.16064762521614
816,6,25,11,560.0623287226853,291.64671500268923
817,3,25,11,550.8001116561693,290.52057515185066
818,4,25,12,543.1782232142872,292.52515266522204
819,6,25,13,534.6701653028499,290.22885074493814
820,4,25,13,526.290775976696,293.32385063233215
821,6,25,13,518.0382828199714,292.04082664357617
822,5,24,11,527.9109348352239,289.4205730124106
823,5,24,12,517.1107222326489,291.7730477260621
824,5,24,12,506.97793891506757,290.77427316401366
825,6,24,11,499.50200430778176,291.73280081624193
826,6,25,11,527.13943258143,290.27868440733454
827,5,24,10,518.3097477513459,290.211974968025
828,5,24,9,507.1157397133964,290.30034304799835
829,6,25,12,516.596962133761,289.80849924248867
830,4,25,12,507.91065394715343,288.048883491433
831,4,25,11,499.85838026336455,289.3487883691641
832,5,24,13,492.92993820059496,289.0633494511507
833,5,25,11,520.6069268149859,289.8835526122342
834,5,25,12,511.81240466052463,290.7377799150546
835,5,25,11,502.65433888750664,288.5377507670952
836,5,25,12,495.13915972612034,289.67141681239
837,6,24,12,486.7397315771179,289.0818893044198
838,6,24,11,475.97117506069816,287.57359311459095
839,6,24,12,468.3735801279924,287.13084169580037
840,6,24,10,494.8941053666549,286.1279680248128
841,6,25,10,522.9591878992005,287.62225267306184
842,6,25,10,514.0417565597908,286.5362397059792
843,6,25,11,542.7642139290056,286.2353487113395
844,6,25,9,533.9915553826967,287.4991624004261
845,6,24,9,522.8562994815419,286.84832228156904
846,6,25,11,532.898772279127,288.8111974241151
847,6,25,10,524.7606684615314,288.1240514733369
848,6,25,11,552.7499289092366,289.95249762641254
849,6,25,12,561.7534365011705,289.14227306175013
850,6,25,13,569.5928294654634,289.65872461106267
851,6,25,13,560.287560892774,289.2795644434297
852,5,25,12,551.1294622399739,288.34819439464013
853,4,25,13,579.1163949989727,290.735598174519
854,4,25,13,569.1142883572031,289.5960342310614
855,3,24,12,559.2716354111077,289.0269406957655
856,4,24,12,568.0861063976823,288.7594136163793
857,4,25,11,594.2383119188388,289.90246785382163
858,4,25,11,584.9303838711243,288.2275927642905
859,4,25,12,573.7704812610311,288.5218169711324
860,4,25,10,563.2908303681543,286.11961613928486
861,3,25,12,554.4801636540274,288.4952986572923
862,4,25,12,545.3101270174448,290.2483143477403
863,4,25,12,535.7872756099364,290.5214930798821
864,5,25,11,544.9180728722094,289.11891729693076
865,4,25,12,535.380191596333,290.4477871937113
866,5,25,12,544.4966080626973,290.6562997239371
867,5,25,13,553.4442382637029,289.4336226464486
868,5,25,12,543.7256476722579,288.3443952494907
869,6,25,11,534.6648973005268,288.5147700973944
870,6,25,10,525.7509294723104,288.7970421056843
871,4,25,11,533.9815496657155,289.6277029417349
872,5,25,11,543.0581128243582,287.2152682824555
873,6,25,11,533.4655195592577,288.21008059830467
874,6,25,11,559.5297436621747,286.8146324201829
875,6,25,11,549.6271745328994,286.8378972704077
876,6,25,12,541.3869078198958,289.06244854646303
877,5,25,13,550.2801828415476,288.93224704503734
878,5,25,12,541.0064642156628,288.9858367355537
879,5,25,12,531.3847719595642,289.0379513786186
880,5,25,12,521.9216013578887,289.52820384384796
881,5,25,11,513.6145441267755,288.1087055672176
882,4,25,9,522.9435849531919,288.4335503225245
883,4,24,12,532.0976026277314,288.6550054566987
884,5,25,10,540.5793183980859,287.63439412254303
885,5,25,11,531.4002658472525,289.10666327947484
886,5,25,12,521.373054521252,287.1984644723642
887,4,25,10,512.0130979188577,285.82851275788244
888,4,25,10,521.8089466846317,286.0928431668212
889,4,24,12,511.4203849973917,285.74125131323007
890,4,24,12,502.7063035292509,287.20501248964814
891,4,25,13,529.6372785851725,285.839936169148
892,4,25,11,520.0777509200257,285.75140184161745
893,2,24,11,529.1783636734068,284.8612226075398
894,3,25,12,537.6058559157391,284.68585113882267
895,3,25,12,545.8719124796602,286.50217520996046
896,4,24,11,553.9790891928374,285.48637810676894
897,4,25,12,580.9299057175307,283.2082803949523
898,4,24,11,571.8856059956566,285.40864487004467
899,2,25,12,579.4923041846675,285.83242536956055
900,3,25,12,586.4506440941562,285.2880908717317
901,4,25,10,574.7720048723924,281.4901950857444
902,4,24,10,565.2923192893072,282.91739964280123
903,4,24,12,554.472341387755,283.2840206963506
904,4,25,12,563.3366828402773,284.11265319595884
905,4,25,12,572.529490265681,282.7332487170561
906,4,25,11,562.0444572868797,283.9754395267047
907,3,25,12,551.2381722165085,282.43539146961314
908,4,24,10,542.1168883938694,280.81224458997787
909,4,25,10,552.6504047476817,281.7296207970398
910,4,24,12,540.9813687660867,280.5541508011672
911,4,25,10,550.0138896119813,281.33203780076633
912,4,25,11,540.8708376502716,281.46403525216624
913,4,25,10,531.3837375395904,281.7865291738066
914,4,25,11,522.0592442021795,281.77435603224137
915,3,24,11,513.3947614180923,282.17561002900845
916,3,25,10,522.3785707737256,282.0878226714894
917,4,25,11,514.1873491705484,281.3229511590996
918,3,25,11,504.13607082458986,279.9019186473712
919,3,25,9,549.7592512276467,280.39317848608164
920,3,24,10,541.0328823898708,282.1122806614367
921,2,24,9,529.9562580810622,280.69819841732823
922,4,25,8,538.5730660668601,280.49383908173394
923,4,25,10,530.5202086520786,282.6002836291119
924,3,25,9,520.6053965810011,281.64228426002376
925,3,25,10,528.3633981290653,282.640190859062
926,3,25,10,518.4673093805278,279.8761536383409
927,2,24,9,506.7441268494256,281.38714495041177
928,4,25,8,515.728157239913,281.3386997320075
929,4,25,11,507.5351294632082,282.3584048254919
930,4,25,9,498.98417744000534,280.4010642947308
931,4,24,9,508.0822934408852,280.780781005168
932,4,25,11,518.0008408759599,281.2381567717909
933,4,25,11,545.7241465700273,283.38633647946006
934,4,25,10,536.919220896912,283.2337156338299
935,4,25,9,527.2680328509525,283.5050158203335
936,4,25,10,518.7867766607955,282.5798754280989
937,4,25,11,508.9539138509849,284.112241908733
938,3,25,10,537.2951398119533,283.68036832401526
939,3,25,12,527.0939384710975,283.09546992277063
940,4,24,11,517.5737738126537,281.54573183990686
941,5,25,12,545.2222367743124,282.32104879766297
942,4,25,10,553.3394512182971,282.15732879664483
943,5,25,10,561.7926705531328,282.3029950012746
944,5,25,10,552.5752263179024,282.1428599513315
945,4,25,10,543.5207559253068,283.74598214625246
946,4,24,10,549.6265446080128,283.2214101370341
947,4,25,11,558.1058192379498,282.09501466772383
948,3,25,9,583.4133342900111,281.3220770334463
949,5,25,10,572.7293505899994,281.56930029860706
950,5,25,11,579.7366943136022,281.1204651905529
951,4,25,11,568.0993037725702,281.88445800077244
952,5,24,12,555.6718944135533,280.7429664126323
953,5,25,11,563.4699894908438,280.7904632800951
954,4,25,11,553.6081834761712,280.6943772407435
955,5,25,12,561.4234685565892,281.5239499133002
956,4,25,10,569.5782532226,278.9488145260524
957,3,25,10,578.5657268407322,281.7379999659889
958,4,25,12,568.3696088992766,279.8096310734148
959,5,25,10,557.3574811854012,279.6556689675414
960,4,25,9,546.5454189314543,278.585112435837
961,4,25,11,555.9300173644045,279.49652499615024
962,3,25,11,545.6231252151262,281.60541834145505
963,3,24,12,555.0036252082956,283.1005299408865
964,3,25,10,562.1923566990924,280.251710818157
965,4,25,11,551.7312455996127,280.629383345247
966,4,25,12,559.460999319441,282.0059940773627
967,4,25,12,567.0302249774159,280.879576469466
968,4,25,11,556.4417212066659,280.10790445031887
969,4,25,10,545.5470820344934,277.5520034796206
970,4,25,12,535.852670027837,278.3547006078627
971,3,25,10,527.3356125607093,278.4167387162296
972,3,25,11,517.9734096373419,278.3139361290526
973,4,25,12,509.78284847061195,279.3980245337402
974,2,25,11,500.74147996721723,278.4384736209136
975,4,25,9,509.8662224926693,277.4323825250019
976,3,25,10,500.30283521442516,276.3827719124013
977,3,25,11,491.41611919914806,276.1790991793432
978,2,23,11,478.6932212924255,276.7054776038392
979,3,22,10,484.20960940433264,274.95990516130564
980,3,25,12,528.1083024448205,275.60158166450805
981,3,24,12,518.1360189356659,275.5267691597279
982,3,25,10,526.3490289085822,273.37292825961794
983,3,25,9,516.8902083850522,273.7465802994713
984,3,25,10,508.1070104688472,273.4060798064419
985,3,25,11,499.9865037474237,274.2592440458147
986,1,24,11,525.0159712783372,274.50557326346177
987,2,24,10,550.5413573901156,275.0370059404883
988,2,25,8,558.5518615528998,272.352882424108
989,4,25,10,566.3929071161962,273.03553165306266
990,5,25,9,554.5675289401083,272.9207843158826
991,4,25,9,561.9652019013281,272.8274120535284
992,5,25,8,568.7050136804186,272.21196562574556
993,4,25,9,558.7997334935383,273.1451836606262
994,4,25,10,549.5799961764995,272.53437971173463
995,4,25,10,539.5325556373999,272.09295087998066
996,4,25,10,529.1742685139158,272.3979727480146
997,4,25,10,519.011734984561,271.0621641467769
998,4,24,9,525.041462139082,271.420784893453
999,5,23,9,515.4403351103559,271.6017078471695
1000,5,24,10,543.5207297929616,271.94110659729813
1001,5,25,9,569.0286461673193,270.79750544350935
1002,5,25,9,559.0145134829389,271.2287363578509
1003,5,25,10,547.689883727284,269.9956878572496
1004,4,25,11,555.0814722468529,271.3159869110027
1005,4,24,10,543.313536039504,268.93177014672506
1006,4,23,9,533.2712690792019,269.6462124681612
1007,3,24,10,538.9203871047596,269.61688039026626
1008,3,24,10,526.4449534855404,270.6729722755772
1009,4,25,10,533.210495709015,269.404270851788
1010,3,25,10,522.8288450805056,269.15418320957474
1011,4,25,9,548.1464472177906,267.4978311362465
1012,4,25,8,555.4411645109153,266.65884671284994
1013,4,25,8,545.077127902737,263.98501688414626
1014,3,24,8,554.9121651336823,267.05887367225847
1015,3,25,8,562.5366495662813,266.4265027835967
1016,4,25,7,551.9951062319072,266.3890843082988
1017,3,25,8,542.156727155963,267.5523101240874
1018,3,25,9,533.0076175758804,268.4584261928772
1019,3,25,11,524.0341237144968,270.9420513050079
1020,3,25,12,515.2330289755338,270.05787995972383
1021,3,25,12,505.6011719086662,270.357824075335
1022,2,25,11,496.1558853396659,270.38743061190326
1023,4,25,8,486.89373731042906,269.0077510246031
1024,3,24,9,476.8113549551243,268.1219881315945
1025,4,24,8,483.925923563357,268.03019700231357
1026,4,24,8,492.8849649966497,266.9212494059243
1027,4,25,11,501.1503092004313,268.1664341181645
1028,3,23,12,488.23586022808325,269.05043990827676
1029,3,24,12,511.07716760940207,266.3876553444489
1030,4,25,11,572.4381793414611,266.6853020669968
1031,3,24,12,580.023705468253,267.69119938152136
1032,3,24,11,567.441217572201,267.61986982250926
1033,3,25,10,574.1070834019722,265.4742777097726
1034,3,25,12,580.6237503020321,266.1081511709921
1035,2,25,12,569.4940400555929,266.98092364874725
1036,2,25,11,560.0833249304537,266.9884965353185
1037,4,25,11,550.3563981562089,266.7376526629502
1038,3,25,12,541.3202007152988,269.478582540356
1039,2,25,11,531.4607683292477,270.15617225554496
1040,2,25,11,520.7955857328121,269.3490030774383
1041,4,24,11,528.8418230226678,270.27035586708854
1042,4,24,11,537.2099608156882,268.73656570570336
1043,4,25,12,561.3929624178857,267.256163049235
1044,4,25,10,550.060278747413,267.5570522762087
1045,4,25,11,540.4532203064049,267.86619724575513
1046,4,25,10,548.0361403224076,267.8991116735383
1047,4,24,12,536.9494649288692,266.67422572925943
1048,5,25,10,543.5842055287729,267.4028006582623
1049,5,25,10,533.069010281592,267.03943197067537
1050,4,25,10,542.2637624504914,266.80059199934215
1051,4,25,11,550.2545795485948,266.1899300398158
1052,4,25,11,539.0664245797052,267.49184513803755
1053,4,25,10,545.1028870628694,265.9609313700964
1054,2,25,10,552.5013195883969,265.3077173003108
1055,2,25,11,541.2327431298945,265.4058972646972
1056,3,25,11,568.1911089798039,266.3464726671754
1057,3,25,11,557.0687503207836,266.1939915325451
1058,3,25,10,564.6703769488087,267.6038259817353
1059,2,25,11,553.5998597498457,266.1543598934581
1060,3,25,11,543.2527441079617,264.62326092585084
1061,4,25,11,533.1141222628036,264.0924696715571
1062,4,25,11,522.1799796907544,264.7786767289674
1063,3,25,10,529.4676347073417,263.8572351302132
1064,3,25,11,536.5897648255823,262.5613097741478
1065,2,25,9,527.0496042196102,263.24933931403194
1066,3,25,10,517.2021080424608,261.3143708261846
1067,3,25,8,506.0542164416475,260.53248773329295
1068,2,24,9,511.6340997632667,259.79526784928026
1069,2,25,11,521.0845640951409,260.44926974436225
1070,2,25,10,527.8225558083176,258.4556472631832
1071,2,25,11,553.9057980477162,260.5033498258678
1072,2,25,11,542.9192591223859,260.6234035647014
1073,2,24,9,530.1574132064324,258.8176745969937
1074,2,25,8,539.658833355571,258.63198474541366
1075,2,23,10,525.4453698232389,258.61759128925956
1076,2,24,8,551.5269868494556,259.36838665230385
1077,2,25,7,575.5362969375311,256.90209288218256
1078,2,25,10,564.5169357603708,258.2230777535567
1079,2,25,10,555.2238616714748,260.3141996165957
1080,2,25,9,544.6202276441837,260.03430482357794
1081,2,25,9,533.7347397073293,259.98281808316386
1082,2,25,11,524.5739213248754,260.3363085175582
1083,2,25,11,516.1008515737914,260.2389398696997
1084,2,25,10,524.3009864964844,259.8821781672881
1085,4,24,9,549.3128564743234,258.188091713884
1086,4,24,10,539.270982616514,258.70980418989853
1087,4,25,8,545.9364328392437,257.7738328923604
1088,4,25,11,535.9460574454745,260.09508573753095
1089,1,25,10,524.1623536991249,258.5955569603748
1090,2,25,11,513.6248157732967,258.9958912159525
1091,3,25,10,539.3067236779361,257.36112416074616
1092,3,25,11,528.9174662176229,258.77958999860454
1093,3,25,11,518.2445317909184,258.042724927422
1094,3,23,10,507.29454282014586,257.3634346059219
1095,2,24,11,533.5739937171975,257.67471395163744
1096,3,25,11,543.2672531597293,261.10346788207016
1097,4,25,11,568.7371710102176,259.9287340836233
1098,4,25,9,575.636904119646,260.7290258131402
1099,3,25,11,563.873606351909,259.5138766915881
1100,4,25,10,554.8575883969797,262.0662495620725
1101,3,24,11,545.028825685291,262.2122691956295
1102,3,25,11,552.4055917520001,263.0931997683765
1103,3,25,11,541.6087257827637,262.04921940544307
1104,3,25,9,531.039206502293,260.2899200853599
1105,3,25,9,520.1924414234052,260.5234457819879
1106,3,25,10,509.5749860039322,260.40820572487564
1107,2,25,11,536.1821971986179,260.9872175694731
1108,2,25,10,524.1896010935094,258.7106312558538
1109,3,24,11,514.4522771260681,257.6617198857831
1110,4,25,10,522.4206379586822,259.16537364868447
1111,4,24,10,510.20165276805307,259.52587723176543
1112,3,24,10,518.2439693953044,258.367971827288
1113,2,25,10,544.0970600213776,259.1968696514493
1114,3,24,11,530.3637789089141,258.3203715547113
1115,4,24,11,537.9258680240581,257.97492299552
1116,4,25,10,544.8085640345739,257.2706484278422
1117,3,25,10,552.0267420988544,257.1153102332843
1118,3,24,9,539.0726255303367,254.97753466065475
1119,4,25,8,547.3973815557806,255.16048482616858
1120,4,25,10,538.0248815937439,256.79634397049847
1121,3,25,11,545.3515651332249,258.9289939604958
1122,1,25,10,552.5030773964481,256.59085752773376
1123,1,25,10,540.9830596629367,257.76067215224913
1124,3,25,10,530.2109618665266,256.500652751376
1125,2,25,10,537.6704166093426,257.39934242587105
1126,3,25,11,543.9512802121129,255.56549926254786
1127,3,25,10,534.5798197409447,256.9081801359168
1128,3,25,11,523.9089003924018,256.96663999162286
1129,3,25,10,512.9682388063542,255.28732780278338
1130,3,24,10,539.7643579941433,257.43449623441234
1131,3,25,10,564.9440896011286,259.08512278428685
1132,3,25,9,553.0429567973719,256.73257997924344
1133,3,25,11,540.9002047811562,257.8424256218228
1134,3,25,11,530.0217895215324,255.66641084479312
1135,3,24,11,554.8794962842063,256.532355660624
1136,3,24,10,542.1618355134419,255.49126685319123
1137,3,25,10,568.2222767586791,256.06174920096566
1138,2,25,11,556.6787391244643,255.51494810981575
1139,2,25,10,545.3867988320218,253.97019214358676
1140,2,24,11,532.3411812034644,254.5764958394597
1141,2,25,10,540.5823568332141,255.53698940831993
1142,2,25,10,530.1246571879564,255.82066897201597
1143,2,25,11,519.3952089094524,256.62219023828595
1144,3,24,11,524.4006479144169,256.44215893527996
1145,3,25,9,531.7810744619896,255.8478482039718
1146,3,25,11,520.4818536201336,254.7937125858706
1147,3,25,11,509.9312012829005,256.40205641652346
1148,3,25,10,499.6123822862579,256.6935948793718
1149,2,24,10,508.02049112613247,258.26609402572893
1150,3,24,11,513.2252212150443,258.3329331498865
