tick,pop_patron,pop_client,avg_nrg_patron,avg_nrg_client,donations
1693,171,26,261.6,43.0,4
1694,171,26,262.5,36.6,1
1695,171,26,261.9,39.3,6
1696,171,26,261.5,36.8,5
1697,171,26,260.6,41.1,7
1698,171,26,260.6,38.2,4
1699,171,26,259.9,40.7,6
1700,171,26,259.9,39.5,4
1701,171,26,259.8,38.5,4
1702,171,26,258.3,45.6,9
1703,171,26,258.2,40.4,4
1704,171,26,258.4,36.1,3
1705,171,26,257.8,38.8,6
1706,171,26,257.9,36.3,3
1707,171,26,257.3,39.0,6
1708,171,26,257.2,38.1,4
1709,171,26,256.2,42.1,7
1710,171,26,256.6,37.4,2
1711,171,26,255.9,38.3,6
1712,171,26,255.5,35.9,5
1713,171,26,255.6,33.9,3
1714,171,24,256.3,31.5,1
1715,173,24,257.4,37.5,8
1716,173,24,257.8,35.6,3
1717,173,24,257.2,37.4,6
1718,173,24,255.8,44.2,9
1719,173,24,255.5,44.5,5
1720,173,24,256.1,39.7,2
1721,173,24,255.2,40.8,7
1722,173,24,255.5,38.3,3
1723,173,24,256.3,32.8,1
1724,173,24,255.7,36.8,6
1725,173,23,254.5,43.7,8
1726,174,23,255.0,46.3,6
1727,174,23,254.2,48.4,7
1728,174,23,253.7,48.4,6
1729,174,23,254.0,43.0,3
1730,174,23,252.9,49.3,8
1731,174,23,253.8,41.9,1
1732,174,23,253.5,41.2,5
1733,174,23,252.4,46.0,8
1734,174,23,252.4,44.5,4
1735,174,23,252.7,41.5,3
1736,174,23,251.3,49.8,9
1737,174,23,251.5,45.9,3
1738,174,23,251.8,40.9,3
1739,174,22,250.9,47.8,7
1740,175,22,252.4,44.4,3
1741,175,22,252.4,43.5,4
1742,175,22,250.8,54.1,10
1743,175,22,250.5,53.4,5
1744,175,22,250.9,47.2,3
1745,175,22,250.6,47.7,5
1746,175,22,250.6,44.3,4
1747,175,22,249.5,50.9,8
1748,175,22,248.7,50.7,7
1749,175,22,249.3,45.0,2
1750,175,22,249.6,42.1,3
1751,175,22,248.7,45.3,7
1752,175,22,248.4,46.1,5
1753,175,22,248.4,39.2,4
1754,175,22,248.9,35.4,2
1755,175,22,248.3,39.8,6
1756,175,22,248.2,37.8,4
1757,175,22,247.3,43.6,7
1758,175,22,246.4,48.4,7
1759,175,22,246.6,44.8,3
1760,175,22,246.0,45.7,6
1761,175,22,245.3,48.2,6
1762,175,22,246.1,40.9,1
1763,175,22,245.5,40.5,6
1764,175,22,244.8,44.0,6
1765,175,22,245.3,39.3,2
1766,175,22,244.0,44.8,8
1767,175,22,243.4,47.4,6
1768,175,22,243.8,42.1,2
1769,175,22,244.0,39.6,3
1770,175,22,243.3,41.3,6
1771,175,22,243.1,40.8,4
1772,175,22,242.4,44.2,6
1773,175,22,242.3,43.2,4
1774,175,22,241.6,42.3,6
1775,175,22,241.7,39.8,3
1776,175,21,241.3,41.4,5
1777,176,21,242.6,39.3,3
1778,176,21,241.6,45.3,7
1779,176,21,242.1,40.5,2
1780,176,21,241.7,40.5,5
1781,176,21,241.1,42.4,6
1782,176,21,241.5,38.1,2
1783,176,21,241.4,38.5,4
1784,176,21,240.4,44.7,7
1785,176,21,240.8,39.9,2
1786,176,21,240.7,40.0,4
1787,176,21,240.5,40.0,4
1788,176,21,240.4,40.0,4
1789,176,21,239.9,42.0,5
1790,176,21,239.8,41.6,4
1791,176,21,239.3,43.3,5
1792,176,21,238.5,44.6,6
1793,176,21,238.3,41.8,4
1794,176,21,237.9,39.5,5
1795,176,21,237.7,39.6,4
1796,176,21,236.9,39.6,6
1797,176,21,236.7,37.7,4
1798,176,21,237.0,34.2,2
1799,176,21,236.5,35.2,5
1800,176,21,236.9,32.1,2
1801,176,21,236.3,35.4,5
1802,176,21,236.1,36.2,4
1803,176,21,235.5,38.8,5
1804,176,21,235.9,33.1,2
1805,176,21,235.3,34.3,5
1806,176,20,235.3,34.9,3
1807,177,20,235.6,42.3,7
1808,177,20,235.7,40.1,3
1809,177,20,235.5,38.4,4
1810,177,20,235.2,39.0,4
1811,177,20,235.9,33.3,1
1812,177,19,235.1,41.0,6
1813,178,19,236.2,41.5,4
1814,178,19,236.3,39.8,3
1815,178,19,236.4,38.4,3
1816,178,19,235.4,41.5,7
1817,178,19,234.7,46.2,6
1818,178,19,235.1,41.5,2
1819,178,19,234.6,41.9,5
1820,178,19,234.4,40.1,4
1821,178,19,233.4,45.0,7
1822,178,19,233.5,42.6,3
1823,178,19,233.6,40.7,3
1824,178,18,232.6,48.0,7
1825,179,18,233.5,45.4,4
1826,179,18,234.0,41.0,2
1827,179,18,234.4,37.4,2
1828,179,18,233.2,43.5,8
1829,179,18,233.0,44.0,4
1830,179,18,233.4,39.8,2
1831,179,18,233.0,41.0,5
1832,179,18,232.8,37.3,4
1833,179,18,233.2,34.4,2
1834,179,18,232.7,38.8,5
1835,179,18,232.5,37.8,4
1836,179,18,232.6,34.7,3
1837,179,18,232.4,36.8,4
1838,179,18,231.7,43.0,6
1839,179,18,231.5,43.5,4
1840,179,18,231.5,41.6,3
1841,179,18,230.4,44.6,7
1842,179,18,229.7,49.3,6
1843,179,18,229.7,44.1,3
1844,179,18,229.8,42.1,3
1845,179,18,229.3,45.0,5
1846,179,18,228.7,45.1,5
1847,179,18,228.5,42.9,4
1848,179,18,229.1,36.6,1
1849,179,18,227.7,47.3,8
1850,179,18,227.8,42.4,3
1851,179,18,227.5,43.0,4
1852,179,18,227.8,38.9,2
1853,179,18,227.2,42.3,5
1854,179,18,226.4,40.6,6
1855,179,18,226.9,34.7,1
1856,179,18,227.2,32.1,2
1857,179,18,226.3,39.1,6
1858,179,18,226.3,37.9,3
1859,179,18,225.2,46.1,7
1860,179,18,225.2,43.6,3
1861,179,18,225.1,41.6,3
1862,179,18,225.4,37.7,2
1863,179,18,224.5,39.1,6
1864,179,18,223.4,44.7,7
1865,179,17,223.6,40.2,2
1866,180,17,224.7,41.6,4
1867,180,16,224.7,42.9,3
1868,181,16,226.3,39.3,2
1869,181,16,225.6,46.6,6
1870,181,16,225.1,49.9,5
1871,181,16,225.5,42.5,2
1872,181,15,225.1,47.0,5
1873,182,15,226.2,45.6,4
1874,182,15,225.3,50.0,7
1875,182,15,225.8,45.4,2
1876,182,15,225.9,41.6,3
1877,182,15,225.0,46.7,7
1878,182,15,223.8,56.2,8
1879,182,15,223.7,55.8,4
1880,182,15,223.8,52.8,3
1881,182,15,224.5,44.9,1
1882,182,15,223.6,54.7,7
1883,182,15,223.7,49.2,3
1884,182,15,223.6,50.1,4
1885,182,15,222.6,53.5,7
1886,182,15,222.4,53.6,4
1887,182,15,222.8,48.2,2
1888,182,15,223.2,43.9,2
1889,182,15,221.9,53.9,8
1890,182,15,222.0,51.1,3
1891,182,15,222.1,46.2,3
1892,182,15,221.1,55.7,7
1893,182,15,220.9,52.6,4
1894,182,15,221.3,47.4,2
1895,182,15,221.3,45.9,3
1896,182,15,221.1,44.6,4
1897,182,15,220.6,49.0,5
1898,182,15,220.1,49.9,5
1899,182,15,219.7,50.5,5
1900,182,15,219.2,51.1,5
1901,182,15,218.4,51.5,6
1902,182,15,218.2,51.9,4
1903,182,15,218.0,52.1,4
1904,182,15,218.6,41.5,1
1905,182,15,218.0,43.8,5
1906,182,15,218.1,42.9,3
1907,182,15,217.8,44.8,4
1908,182,15,218.1,38.3,2
1909,182,15,218.1,38.4,3
1910,182,15,217.3,46.6,6
1911,182,15,216.4,53.2,6
1912,182,15,216.7,45.1,2
1913,182,15,216.4,43.9,4
1914,182,15,216.7,37.5,2
1915,182,15,215.9,45.9,6
1916,182,15,215.3,47.2,5
1917,182,15,215.3,45.6,3
1918,182,15,215.5,38.9,2
1919,182,15,214.9,41.5,5
1920,182,15,214.6,43.7,4
1921,182,15,214.5,42.7,3
1922,182,15,214.5,39.2,3
1923,182,15,214.4,39.1,3
1924,182,15,214.1,41.7,4
1925,182,15,213.8,43.8,4
1926,182,15,213.2,48.1,5
1927,182,14,212.5,52.5,5
1928,183,14,214.2,44.6,1
1929,183,14,214.0,44.0,4
1930,183,14,213.7,46.4,4
1931,183,14,213.7,42.5,3
1932,183,14,213.9,36.5,2
1933,183,14,213.1,43.2,6
1934,183,14,213.6,34.2,1
1935,183,14,213.8,32.7,2
1936,183,14,213.0,43.0,6
1937,183,14,212.7,45.5,4
1938,183,14,212.3,44.7,4
1939,183,13,212.6,41.2,2
1940,184,13,213.2,45.0,6
1941,184,13,213.4,38.7,2
1942,184,13,213.8,33.6,3
1943,184,13,213.0,38.8,6
1944,184,13,213.1,36.8,2
1945,184,13,213.0,38.3,4
1946,184,13,212.5,42.6,4
1947,184,13,212.9,36.7,2
1948,184,13,213.2,32.0,2
1949,184,13,213.1,28.2,5
1950,184,13,212.8,31.3,3
1951,184,13,212.7,30.8,3
1952,184,13,212.9,24.1,2
1953,184,13,212.9,24.9,2
1954,184,13,212.6,25.6,4
1955,184,12,212.6,28.3,2
1956,185,12,213.0,35.6,6
1957,185,12,212.8,34.6,4
1958,185,12,212.5,33.9,5
1959,185,12,212.7,30.0,2
1960,185,12,212.5,30.1,3
1961,185,12,212.2,30.3,4
1962,185,12,212.3,30.4,2
1963,185,12,212.1,33.8,3
1964,185,12,211.9,36.5,3
1965,185,12,212.3,32.1,2
1966,185,12,211.7,35.1,6
1967,185,12,211.4,30.9,4
1968,185,12,211.4,27.5,3
1969,185,12,211.4,24.8,2
1970,185,12,210.9,32.6,4
1971,185,12,211.0,32.2,2
1972,185,12,211.0,31.9,3
1973,185,12,210.8,31.7,3
1974,185,12,211.3,24.7,1
1975,185,12,211.1,22.5,3
1976,185,12,209.7,37.5,8
1977,185,12,210.1,32.8,1
1978,185,12,210.2,29.0,4
1979,185,12,210.3,25.9,3
1980,185,11,209.9,32.9,4
1981,186,11,211.4,29.4,2
1982,186,11,211.1,30.2,3
1983,186,11,211.2,30.8,2
1984,186,11,210.8,35.0,5
1985,186,11,210.5,38.3,4
1986,186,11,210.5,37.3,2
1987,186,11,209.2,51.1,7
1988,186,10,209.5,48.3,1
1989,187,10,210.8,50.1,3
1990,187,10,211.1,43.5,3
1991,187,10,211.4,38.2,2
1992,187,10,211.2,41.9,4
1993,187,10,210.4,44.9,6
1994,187,10,211.0,35.3,0
1995,187,10,211.2,31.6,3
1996,187,10,211.1,28.6,3
1997,187,9,210.8,38.1,5
1998,188,9,211.5,43.2,5
1999,188,8,211.3,43.2,3
2000,189,8,213.3,33.9,1
