tick,pop_patron,pop_client,avg_nrg_patron,avg_nrg_client,donations
864,89,109,367.1,29.0,10
865,89,109,367.3,28.8,7
866,89,108,368.1,28.4,6
867,90,108,368.2,29.1,9
868,90,108,366.9,30.1,10
869,90,108,369.5,28.1,3
870,90,108,367.5,29.7,11
871,90,108,367.3,29.8,8
872,90,108,365.9,30.8,10
873,90,108,364.6,31.7,10
874,90,108,367.6,29.1,2
875,90,108,367.8,28.8,7
876,90,108,365.2,30.7,12
877,90,108,366.4,29.5,5
878,90,108,367.7,28.4,5
879,90,108,365.0,30.3,12
880,90,108,364.0,30.8,9
881,90,108,364.2,30.3,7
882,90,108,363.7,30.4,8
883,90,107,364.4,29.9,6
884,91,106,365.5,29.8,7
885,92,106,363.6,32.1,13
886,92,106,366.1,29.9,3
887,92,106,367.0,29.2,6
888,92,106,364.1,31.5,13
889,92,106,364.5,31.1,7
890,92,106,365.3,30.2,6
891,92,106,363.5,31.6,11
892,92,106,362.7,32.0,9
893,92,106,363.5,31.1,6
894,92,106,363.2,31.1,8
895,92,106,363.4,30.6,7
896,92,106,363.6,30.2,7
897,92,106,361.7,31.6,11
898,92,106,363.5,29.8,4
899,92,106,361.5,31.2,11
900,92,106,359.5,32.5,11
901,92,106,361.2,30.6,4
902,92,106,361.3,30.2,7
903,92,106,360.3,30.7,9
904,92,106,361.5,29.4,5
905,92,106,361.5,29.1,7
906,92,106,360.4,29.6,9
907,92,106,360.9,28.4,6
908,92,106,359.3,29.5,10
909,92,106,359.8,28.7,6
910,92,104,359.7,29.0,7
911,94,104,362.9,27.9,5
912,94,103,361.1,29.8,11
913,95,103,363.3,28.6,5
914,95,103,362.2,29.8,10
915,95,103,362.0,29.9,8
916,95,103,362.4,29.6,7
917,95,103,362.3,29.8,8
918,95,103,362.6,29.5,7
919,95,103,363.9,28.3,5
920,95,103,362.6,29.4,10
921,95,103,361.9,30.0,9
922,95,103,362.7,29.3,6
923,95,103,364.5,27.7,4
924,95,103,363.6,28.4,9
925,95,103,363.3,28.7,8
926,95,103,362.4,29.3,9
927,95,103,362.1,29.5,8
928,95,103,363.8,27.8,4
929,95,103,363.4,28.1,8
930,95,103,364.0,27.5,6
931,95,103,364.0,27.4,7
932,95,103,363.5,27.7,8
933,95,103,364.1,27.1,6
934,95,103,365.1,26.1,5
935,95,103,364.0,27.0,9
936,95,103,363.9,26.9,7
937,95,103,364.9,25.9,5
938,95,103,363.8,26.8,9
939,95,103,362.7,27.5,9
940,95,103,364.6,25.6,3
941,95,102,364.5,25.9,7
942,96,101,364.4,27.1,9
943,97,101,367.5,25.2,3
944,97,101,366.1,26.6,10
945,97,101,365.3,27.5,9
946,97,100,365.9,26.8,6
947,98,100,367.0,26.7,7
948,98,100,367.8,26.3,6
949,98,99,367.0,27.5,9
950,99,99,367.1,28.3,9
951,99,99,368.9,26.8,4
952,99,98,369.7,26.1,6
953,100,98,370.5,26.7,8
954,100,98,369.0,28.6,11
955,100,98,369.5,28.4,7
956,100,98,368.5,29.6,10
957,100,97,369.4,29.2,6
958,101,97,370.3,29.5,8
959,101,97,371.4,28.8,6
960,101,97,371.4,29.1,8
961,101,97,371.9,28.9,7
962,101,97,371.0,30.1,10
963,101,97,371.9,29.4,6
964,101,97,372.4,29.1,7
965,101,97,372.8,28.9,7
966,101,97,372.7,29.2,8
967,101,97,374.0,28.1,5
968,101,97,372.8,28.9,10
969,101,97,372.2,29.6,9
970,101,97,373.5,28.4,5
971,101,96,372.8,29.0,9
972,102,95,375.5,27.7,4
973,103,95,374.8,29.6,11
974,103,95,375.9,28.9,6
975,103,95,375.4,29.7,9
976,103,95,375.0,30.4,9
977,103,95,376.4,29.2,5
978,103,95,376.9,29.0,7
979,103,95,376.8,29.3,8
980,103,95,376.7,29.6,8
981,103,95,377.6,28.8,6
982,103,95,379.9,26.8,3
983,103,95,377.3,29.7,13
984,103,95,378.5,28.5,5
985,103,95,379.3,27.8,6
986,103,95,377.6,29.7,11
987,103,95,377.9,29.4,7
988,103,95,380.5,26.8,2
989,103,95,379.3,28.2,10
990,103,95,379.4,28.1,7
991,103,95,380.6,27.0,5
992,103,95,380.7,27.0,7
993,103,95,379.8,27.9,9
994,103,95,380.4,27.3,6
995,103,95,379.5,28.2,9
996,103,95,381.0,26.7,4
997,103,95,381.0,26.7,7
998,103,95,380.5,26.7,8
999,103,94,380.5,26.9,7
1000,104,94,384.2,24.1,1
1001,104,94,380.4,28.2,15
1002,104,94,381.5,27.1,5
1003,104,94,382.5,26.1,5
1004,104,93,382.5,26.5,7
1005,105,92,382.8,27.3,8
1006,106,92,385.2,25.9,4
1007,106,92,383.6,28.0,11
1008,106,91,383.4,28.7,8
1009,107,91,385.3,27.7,5
1010,107,91,383.8,29.6,11
1011,107,90,384.6,29.3,6
1012,108,88,386.7,28.8,5
1013,110,88,387.7,29.8,9
1014,110,88,387.5,30.2,9
1015,110,87,388.2,29.9,7
1016,111,86,389.1,30.7,8
1017,112,86,389.2,32.1,10
1018,112,86,389.3,32.9,9
1019,112,86,388.4,34.6,11
1020,112,86,388.8,34.6,8
1021,112,86,388.8,35.1,9
1022,112,86,389.6,34.5,7
1023,112,86,388.6,36.1,11
1024,112,86,388.1,37.0,10
1025,112,86,388.5,36.7,8
1026,112,86,388.8,36.4,8
1027,112,86,388.6,36.7,9
1028,112,86,385.8,40.1,15
1029,112,86,387.9,37.4,4
1030,112,86,387.2,37.6,10
1031,112,86,388.7,35.7,5
1032,112,86,388.0,36.6,10
1033,112,86,388.2,36.3,8
1034,112,86,386.5,38.1,12
1035,112,86,388.4,35.6,4
1036,112,86,388.5,35.4,8
1037,112,86,387.2,36.8,11
1038,112,86,388.1,35.5,6
1039,112,86,387.7,35.8,9
1040,112,86,386.8,36.7,10
1041,112,86,387.2,35.3,7
1042,112,86,387.2,35.1,8
1043,112,86,384.9,37.6,13
1044,112,86,386.6,35.1,4
1045,112,86,387.4,33.9,6
1046,112,86,386.4,34.9,10
1047,112,86,387.1,33.7,6
1048,112,86,385.6,35.2,11
1049,112,86,385.4,35.1,8
1050,112,86,385.7,34.4,7
1051,112,86,384.6,35.3,10
1052,112,86,384.8,34.6,7
1053,112,86,383.6,35.5,10
1054,112,86,383.8,34.7,7
1055,112,86,384.4,33.5,6
1056,112,86,384.0,33.5,8
1057,112,86,384.1,32.9,7
1058,112,86,383.8,32.4,8
1059,112,86,382.9,33.0,9
1060,112,86,382.5,33.0,8
1061,112,86,381.7,33.5,9
1062,112,86,381.7,33.0,7
1063,112,85,380.8,33.9,9
1064,113,85,382.8,31.7,4
1065,113,85,380.7,33.5,12
1066,113,85,381.2,32.4,6
1067,113,85,380.8,32.5,8
1068,113,85,380.0,33.1,9
1069,113,85,380.4,32.0,6
1070,113,85,379.5,32.7,9
1071,113,85,379.1,32.2,8
1072,113,85,378.6,32.3,8
1073,113,85,378.1,32.4,8
1074,113,85,379.3,30.3,4
1075,113,85,377.9,31.7,10
1076,113,85,377.3,31.8,8
1077,113,85,377.2,31.4,7
1078,113,85,377.4,30.5,6
1079,113,85,376.4,31.3,9
1080,113,85,375.7,31.4,8
1081,113,85,375.9,30.5,6
1082,113,85,375.7,30.3,7
1083,113,85,375.0,30.5,8
1084,113,85,374.7,30.2,7
1085,113,85,374.8,28.9,6
1086,113,85,375.3,27.7,5
1087,113,84,374.5,28.6,8
1088,114,84,374.9,28.5,7
1089,114,84,374.6,28.5,7
1090,114,84,373.9,29.0,8
1091,114,84,373.6,28.9,7
1092,114,84,373.7,28.2,6
1093,114,84,373.4,28.2,7
1094,114,84,371.3,30.3,11
1095,114,84,371.8,29.0,5
1096,114,84,371.1,29.4,8
1097,114,83,370.7,29.6,7
1098,115,83,372.0,28.3,5
1099,115,83,372.6,27.3,5
1100,115,83,371.0,29.0,10
1101,115,82,371.1,28.7,6
1102,116,82,373.3,26.5,3
1103,116,82,370.1,30.0,14
1104,116,82,370.3,29.3,6
1105,116,82,370.9,28.1,5
1106,116,82,371.1,27.6,6
1107,116,82,369.6,29.3,10
1108,116,82,368.9,29.7,8
1109,116,82,369.4,28.5,5
1110,116,82,369.5,27.9,6
1111,116,82,368.7,28.0,8
1112,116,82,369.6,26.4,4
1113,116,82,368.4,27.6,9
1114,116,82,368.4,27.2,6
1115,116,82,368.0,27.3,7
1116,116,82,368.4,26.3,5
1117,116,81,368.3,26.3,6
1118,116,81,365.9,28.7,11
1119,116,79,367.1,27.2,3
1120,118,77,368.0,28.7,8
1121,120,77,368.1,30.6,10
1122,120,77,368.2,30.5,7
1123,120,77,369.5,28.7,4
1124,120,77,367.0,31.8,13
1125,120,77,367.5,31.0,6
1126,120,77,367.1,31.5,8
1127,120,77,365.8,33.0,10
1128,120,76,365.8,33.1,7
1129,121,76,365.8,34.0,9
1130,121,76,366.3,33.0,6
1131,121,76,367.6,30.9,4
1132,121,76,365.2,33.8,13
1133,121,76,366.4,31.6,4
1134,121,76,366.5,31.5,7
1135,121,76,364.8,33.6,11
1136,121,76,363.6,34.4,10
1137,121,76,364.8,32.2,4
1138,121,76,363.9,33.1,9
1139,121,76,363.9,32.8,7
1140,121,76,363.8,32.5,7
1141,121,76,363.3,32.8,8
1142,121,75,362.4,34.1,9
1143,122,75,363.1,33.6,7
1144,122,75,361.1,36.2,12
1145,122,75,361.5,35.0,6
1146,122,75,362.7,32.7,4
1147,122,75,362.3,32.4,8
1148,122,75,361.4,33.3,9
1149,122,75,361.7,32.4,6
1150,122,74,359.6,35.6,12
1151,123,74,360.7,34.4,6
1152,123,74,360.0,35.2,9
1153,123,74,358.8,36.4,10
1154,123,74,358.8,35.7,7
1155,123,74,359.3,34.5,6
1156,123,73,358.0,35.8,10
1157,124,73,359.5,34.0,5
1158,124,72,359.1,34.7,8
1159,125,72,358.0,36.8,12
1160,125,72,358.2,36.2,7
1161,125,72,358.8,35.0,6
1162,125,72,358.5,35.2,8
1163,125,72,357.9,36.0,9
1164,125,72,358.4,34.8,6
1165,125,72,356.5,36.8,12
1166,125,72,357.0,35.6,6
1167,125,72,357.4,34.4,6
1168,125,72,356.3,35.9,10
1169,125,72,354.8,37.8,11
1170,125,72,355.2,36.4,6
1171,125,72,354.8,35.8,8
1172,125,72,355.2,34.6,6
1173,125,72,354.0,36.0,10
1174,125,71,352.8,37.8,10
1175,126,71,352.9,38.3,9
1176,126,71,353.5,36.9,6
1177,126,70,353.1,36.7,8
1178,127,70,353.7,36.8,8
1179,127,70,353.5,36.8,8
1180,127,70,353.6,36.2,7
1181,127,70,352.6,37.6,10
1182,127,70,352.0,38.2,9
1183,127,70,351.3,38.7,9
1184,127,70,351.1,38.5,8
1185,127,70,351.5,37.0,6
1186,127,70,350.9,37.7,9
1187,127,70,349.4,39.5,11
1188,127,70,348.7,39.8,9
1189,127,70,349.5,36.9,5
1190,127,70,349.5,36.3,7
1191,127,70,348.8,36.9,9
1192,127,70,348.8,35.7,7
1193,127,70,347.2,37.7,11
1194,127,70,347.6,36.3,6
1195,127,70,347.1,36.3,8
1196,127,70,346.3,36.4,9
1197,127,70,346.2,35.8,7
1198,127,70,346.2,35.2,7
1199,127,70,345.7,35.4,8
1200,127,70,345.6,34.9,7
1201,127,70,344.7,35.7,9
1202,127,70,343.4,37.0,10
1203,127,70,343.6,35.7,6
1204,127,69,344.6,33.7,4
1205,128,69,344.3,35.4,10
1206,128,69,342.7,37.5,11
1207,128,69,342.3,37.4,8
1208,128,69,341.4,37.9,9
1209,128,69,342.5,35.3,4
1210,128,69,342.0,35.4,8
1211,128,69,341.5,35.6,8
1212,128,69,341.4,35.1,7
1213,128,69,340.5,35.9,9
1214,128,69,339.9,35.3,8
1215,128,69,341.7,31.7,2
1216,128,69,339.9,34.1,11
1217,128,68,338.5,36.2,10
1218,129,68,339.6,35.0,6
1219,129,68,339.6,34.6,7
1220,129,68,339.0,34.9,8
1221,129,68,337.8,35.8,10
1222,129,67,337.3,35.8,8
1223,130,67,337.8,36.0,8
1224,130,67,336.6,37.5,10
1225,130,67,338.1,34.2,3
1226,130,66,338.1,34.5,7
1227,131,66,336.7,38.2,13
1228,131,66,336.8,37.5,7
1229,131,66,336.8,36.2,7
1230,131,66,336.8,35.1,7
1231,131,66,335.3,37.4,11
1232,131,66,336.4,34.8,4
1233,131,66,335.3,36.5,10
1234,131,66,335.2,36.0,7
1235,131,66,334.4,36.9,9
1236,131,66,335.1,35.0,5
1237,131,66,335.0,34.7,7
1238,131,66,334.8,34.4,7
1239,131,66,334.3,34.7,8
1240,131,66,331.9,38.4,13
1241,131,66,331.8,37.6,7
1242,131,66,331.6,36.9,7
1243,131,66,333.0,33.7,3
1244,131,66,330.9,36.1,12
1245,131,66,330.7,35.6,7
1246,131,66,331.6,33.2,4
1247,131,65,331.3,33.5,7
1248,132,65,331.0,35.4,10
1249,132,65,330.9,35.1,7
1250,132,65,330.4,35.4,8
1251,132,65,329.5,36.4,9
1252,132,65,330.1,34.5,5
1253,132,65,329.9,33.6,7
1254,132,64,328.2,36.7,11
1255,133,64,329.8,34.8,5
1256,133,64,328.9,35.3,9
1257,133,64,328.4,35.6,8
1258,133,64,328.7,34.6,6
1259,133,64,329.3,33.0,5
1260,133,64,327.3,36.4,12
1261,133,64,327.1,35.9,7
1262,133,64,327.7,34.1,5
1263,133,64,327.1,34.6,8
1264,133,64,326.1,35.7,9
1265,133,64,325.2,36.0,9
1266,133,64,325.3,34.9,6
1267,133,64,325.8,33.2,5
1268,133,64,325.2,33.8,8
1269,133,64,323.8,35.0,10
1270,133,64,324.6,32.6,4
1271,133,64,324.7,31.9,6
1272,133,64,322.5,35.4,12
1273,133,64,323.3,33.0,4
1274,133,64,323.4,32.2,6
1275,133,64,321.5,34.9,11
1276,133,64,321.2,34.6,7
1277,133,64,321.2,33.6,6
1278,133,64,320.5,34.1,8
1279,133,63,320.5,33.7,6
1280,134,63,320.4,35.0,9
1281,134,63,320.9,33.3,5
1282,134,63,321.3,31.8,5
1283,134,63,320.3,32.6,9
1284,134,63,321.0,30.5,4
1285,134,63,320.7,30.1,7
1286,134,63,320.3,30.4,7
1287,134,63,317.8,34.8,13
1288,134,63,319.6,30.4,1
1289,134,63,318.5,32.0,9
1290,134,63,318.5,31.4,6
1291,134,63,318.1,31.5,7
1292,134,62,318.7,30.0,4
1293,135,62,319.5,30.4,7
1294,135,62,318.8,31.4,8
1295,135,62,319.2,30.2,5
1296,135,62,318.8,30.6,7
1297,135,62,317.7,32.3,9
1298,135,62,317.7,30.9,6
1299,135,62,317.7,30.5,6
1300,135,61,317.3,31.3,7
1301,136,61,319.1,29.4,4
1302,136,61,318.0,31.3,9
1303,136,61,317.7,31.6,7
1304,136,61,316.7,33.2,9
1305,136,61,317.8,30.4,3
1306,136,60,317.8,30.5,6
1307,137,60,317.8,32.4,9
1308,137,60,316.5,34.7,10
1309,137,60,317.7,31.7,3
1310,137,60,317.0,32.7,8
1311,137,60,317.4,31.4,5
1312,137,60,316.4,33.1,9
1313,137,60,315.0,35.4,10
1314,137,60,316.5,31.5,2
1315,137,60,315.5,32.5,9
1316,137,60,315.1,32.6,7
1317,137,60,315.1,32.0,6
1318,137,59,314.4,32.8,8
1319,138,59,315.3,31.5,6
1320,138,59,315.0,31.8,7
1321,138,59,315.8,29.1,4
1322,138,59,316.2,28.3,5
1323,138,59,314.8,31.3,10
1324,138,59,315.2,30.1,5
1325,138,59,314.8,30.6,7
1326,138,59,314.1,31.8,8
1327,138,59,315.2,29.1,3
1328,138,59,313.3,32.0,11
1329,138,59,313.6,30.7,5
1330,138,59,313.9,29.7,5
1331,138,59,312.8,31.7,9
1332,138,59,312.4,31.9,7
1333,138,59,313.3,29.2,3
1334,138,58,312.9,30.3,7
1335,139,58,312.8,32.4,9
1336,139,58,313.2,31.1,5
1337,139,57,312.8,32.1,7
1338,140,57,314.4,30.2,4
1339,140,57,313.8,31.5,8
1340,140,57,313.2,32.0,8
1341,140,57,313.3,31.6,6
1342,140,57,313.3,31.3,6
1343,140,57,313.3,30.2,6
1344,140,57,313.4,30.0,6
1345,140,57,313.4,29.1,6
1346,140,57,313.0,29.9,7
1347,140,57,313.0,29.7,6
1348,140,57,312.9,29.6,6
1349,140,56,312.2,31.6,8
1350,141,54,312.9,33.3,7
1351,143,54,314.5,34.5,8
1352,143,54,315.5,32.4,4
1353,143,54,315.7,32.2,6
1354,143,54,315.6,32.8,7
1355,143,54,315.5,33.3,7
1356,143,53,315.7,33.5,6
1357,144,53,315.2,37.3,11
1358,144,53,315.6,36.5,6
1359,144,53,316.9,33.3,3
1360,144,53,316.8,33.8,7
1361,144,52,316.3,35.8,8
1362,145,52,317.6,34.4,6
1363,145,52,316.0,38.2,12
1364,145,52,316.6,35.6,5
1365,145,52,317.0,35.1,6
1366,145,52,316.3,37.1,9
1367,145,52,316.2,37.2,7
1368,145,52,316.2,35.6,7
1369,145,52,316.2,35.9,7
1370,145,52,316.1,36.1,7
1371,145,52,316.0,36.3,7
1372,145,52,315.9,36.5,7
1373,145,52,316.2,35.8,6
1374,145,52,316.0,36.0,7
1375,145,52,317.2,32.9,3
1376,145,52,317.1,33.5,7
1377,145,52,316.5,34.9,8
1378,145,52,315.3,37.7,10
1379,145,52,315.8,36.0,5
1380,145,52,316.9,32.9,3
1381,145,52,317.0,31.8,6
1382,145,52,316.1,33.4,9
1383,145,51,316.1,32.9,6
1384,146,51,316.8,32.8,7
1385,146,51,316.3,34.3,8
1386,146,51,317.4,31.4,3
1387,146,51,317.6,31.5,6
1388,146,51,317.0,33.2,8
1389,146,51,317.8,31.3,4
1390,146,51,317.5,32.2,7
1391,146,51,316.9,33.8,8
1392,146,51,317.3,31.8,5
1393,146,51,317.4,31.8,6
1394,146,51,317.4,31.8,6
1395,146,51,317.8,30.9,5
1396,146,50,318.1,30.8,5
1397,147,50,319.7,29.3,4
1398,147,50,319.1,31.4,8
1399,147,50,317.8,34.1,10
1400,147,50,318.6,32.1,4
1401,147,49,319.3,31.0,4
1402,148,49,319.2,33.0,9
1403,148,49,319.7,32.1,5
1404,148,48,320.1,32.0,5
1405,149,48,320.5,34.0,8
1406,149,48,320.7,33.9,6
1407,149,48,321.2,33.0,5
1408,149,48,320.7,34.8,8
1409,149,48,320.8,34.6,6
1410,149,48,321.0,34.5,6
1411,149,48,320.8,35.2,7
1412,149,48,320.5,35.0,7
1413,149,48,321.3,32.9,4
1414,149,48,322.3,30.3,3
1415,149,48,321.7,32.5,8
1416,149,48,320.7,34.4,9
1417,149,48,321.1,32.5,5
1418,149,47,322.1,30.5,3
1419,150,47,322.4,32.8,8
1420,150,47,321.5,34.8,9
1421,150,46,322.9,31.7,2
1422,151,46,322.9,34.9,9
1423,151,46,322.4,36.8,8
1424,151,46,322.9,35.5,5
1425,151,46,323.7,33.6,4
1426,151,46,322.5,36.5,10
1427,151,45,322.3,38.0,7
1428,152,43,323.9,37.4,4
1429,154,43,325.5,38.4,8
1430,154,43,324.9,41.2,9
1431,154,42,325.3,41.6,6
1432,155,42,325.4,45.2,10
1433,155,42,325.5,45.2,7
1434,155,42,326.9,41.1,3
1435,155,42,327.0,40.7,7
1436,155,42,325.5,45.4,12
1437,155,42,325.9,44.3,6
1438,155,42,325.0,47.5,10
1439,155,42,325.1,46.1,7
1440,155,42,325.8,43.9,5
1441,155,42,326.5,40.0,5
1442,155,42,326.8,39.7,6
1443,155,42,325.2,45.5,12
1444,155,42,325.2,45.4,7
1445,155,41,324.5,48.5,9
1446,156,40,326.6,45.1,3
1447,157,40,327.2,46.5,8
1448,157,40,326.0,49.8,11
1449,157,40,326.2,49.4,7
1450,157,40,326.3,48.0,7
1451,157,40,326.1,48.9,8
1452,157,40,326.2,48.6,7
1453,157,40,326.3,48.4,7
1454,157,40,326.6,47.1,6
1455,157,40,326.3,48.1,8
1456,157,40,325.7,49.0,9
1457,157,40,325.7,47.6,7
1458,157,40,325.1,49.6,9
1459,157,40,324.5,51.3,9
1460,157,40,324.5,49.6,7
1461,157,40,324.1,50.2,8
1462,157,40,323.8,50.8,8
1463,157,39,324.4,48.2,5
1464,158,39,325.3,48.1,7
1465,158,39,325.0,49.2,8
1466,158,39,324.6,50.1,8
1467,158,39,323.7,53.0,10
1468,158,39,323.3,53.3,8
1469,158,39,324.2,49.2,4
1470,158,39,324.2,47.9,7
1471,158,39,323.1,51.1,10
1472,158,39,323.4,48.4,6
1473,158,39,323.5,47.2,6
1474,158,39,323.4,47.2,7
1475,158,39,322.9,48.3,8
1476,158,39,322.8,48.2,7
1477,158,39,322.6,48.1,7
1478,158,39,322.7,46.9,6
1479,158,39,321.6,49.1,10
1480,158,39,320.2,53.2,11
1481,158,39,320.3,50.1,6
1482,158,39,320.1,49.7,7
1483,158,39,319.5,50.4,8
1484,158,39,320.5,45.5,3
1485,158,39,319.6,47.9,9
1486,158,39,318.7,50.0,9
1487,158,39,318.4,49.5,7
1488,158,39,318.8,47.0,5
1489,158,39,318.7,44.8,6
1490,158,39,319.3,40.7,4
1491,158,39,318.3,43.8,9
1492,158,39,317.6,45.3,8
1493,158,39,318.2,42.3,4
1494,158,39,318.7,39.7,4
1495,158,39,317.6,42.9,9
1496,158,39,316.5,45.6,9
1497,158,39,317.0,42.5,4
1498,158,39,316.2,43.1,8
1499,158,39,316.1,42.5,6
1500,158,39,315.2,44.2,8
1501,158,39,314.7,44.5,7
1502,158,39,315.2,41.6,4
1503,158,39,314.9,39.0,6
1504,158,39,314.3,40.1,7
1505,158,39,314.4,38.9,5
1506,158,38,313.8,39.9,7
1507,159,38,314.2,41.1,7
1508,159,38,313.7,42.0,7
1509,159,38,313.9,40.6,5
1510,159,38,313.0,40.5,8
1511,159,38,312.8,40.5,6
1512,159,38,313.2,37.0,4
1513,159,38,312.6,38.6,7
1514,159,38,313.0,36.6,4
1515,159,38,312.1,38.2,8
1516,159,38,312.1,37.3,5
1517,159,38,310.9,39.9,9
1518,159,37,311.2,38.7,4
1519,160,37,312.2,37.9,5
1520,160,37,311.6,38.4,7
1521,160,37,312.0,36.5,4
1522,160,37,311.4,38.3,7
1523,160,37,311.1,38.7,6
1524,160,37,310.8,39.0,6
1525,160,37,311.7,34.7,2
1526,160,37,311.0,36.7,7
1527,160,37,309.8,40.8,9
1528,160,37,308.5,44.2,9
1529,160,37,308.2,42.5,6
1530,160,37,307.6,43.4,7
1531,160,37,307.8,40.6,4
1532,160,36,308.7,35.9,2
1533,161,36,309.2,36.8,6
1534,161,36,308.6,37.5,7
1535,161,35,308.0,40.5,7
1536,162,35,309.1,39.7,5
1537,162,35,308.5,41.4,7
1538,162,35,308.9,39.2,4
1539,162,35,308.9,38.5,5
1540,162,35,307.4,42.8,10
1541,162,35,306.8,44.0,7
1542,162,35,307.1,39.0,4
1543,162,35,306.5,39.6,7
1544,162,35,306.2,40.1,6
1545,162,35,305.9,40.5,6
1546,162,35,306.2,38.4,4
1547,162,35,306.7,35.4,3
1548,162,35,304.8,41.3,11
1549,162,35,304.2,41.5,7
1550,162,35,304.7,38.1,3
1551,162,35,304.6,36.3,5
1552,162,35,304.5,36.1,5
1553,162,35,302.9,41.9,10
1554,162,35,302.8,40.7,5
1555,162,35,301.4,43.4,9
1556,162,34,301.9,40.8,3
1557,163,34,303.0,38.7,4
1558,163,34,303.0,38.3,5
1559,163,34,301.4,44.1,10
1560,163,34,300.8,44.0,7
1561,163,34,301.1,41.4,4
1562,163,34,301.3,39.3,4
1563,163,34,300.3,41.1,8
1564,163,34,300.2,39.0,5
1565,163,34,299.8,39.7,6
1566,163,34,299.7,39.0,5
1567,163,34,299.0,38.5,7
1568,163,34,299.7,34.2,2
1569,163,34,299.3,35.7,6
1570,163,34,298.5,38.1,7
1571,163,34,297.4,41.4,8
1572,163,34,296.4,44.1,8
1573,163,34,296.8,40.2,3
1574,163,34,297.5,35.7,2
1575,163,34,296.4,39.4,8
1576,163,34,295.0,43.6,9
1577,163,34,295.7,38.6,2
1578,163,34,295.4,36.8,5
1579,163,34,296.1,32.8,2
1580,163,34,296.1,31.9,4
1581,163,34,294.3,37.4,10
1582,163,34,293.4,38.2,7
1583,163,34,293.5,36.5,4
1584,163,34,292.9,37.5,6
1585,163,34,292.6,37.1,5
1586,163,34,292.6,35.5,4
1587,163,34,291.7,37.8,7
1588,163,34,291.4,37.4,5
1589,163,34,291.6,34.5,3
1590,163,34,290.7,35.8,7
1591,163,34,290.6,34.4,4
1592,163,34,290.9,31.9,3
1593,163,34,289.6,36.1,8
1594,163,34,289.5,34.6,4
1595,163,34,289.1,33.4,5
1596,163,34,289.0,32.3,4
1597,163,34,288.6,32.7,5
1598,163,33,289.1,30.2,2
1599,164,33,289.3,32.3,6
1600,164,33,287.5,38.0,10
1601,164,33,287.2,37.6,5
1602,164,33,287.1,36.0,4
1603,164,33,287.7,32.1,2
1604,164,33,287.6,31.4,4
1605,164,32,286.6,35.7,7
1606,165,31,287.1,37.0,5
1607,166,31,287.4,39.9,7
1608,166,31,287.5,36.9,4
1609,166,31,287.5,35.7,4
1610,166,31,286.4,40.1,8
1611,166,31,286.5,37.1,4
1612,166,31,286.0,38.6,6
1613,166,31,286.0,37.1,4
1614,166,31,284.9,39.9,8
1615,166,31,284.6,38.2,5
1616,166,30,284.7,38.0,4
1617,167,30,285.2,39.6,6
1618,167,30,284.4,40.9,7
1619,167,29,283.7,44.9,7
1620,168,29,284.8,39.9,4
1621,168,29,285.3,37.1,3
1622,168,29,284.0,43.4,9
1623,168,29,283.3,45.8,7
1624,168,29,283.8,40.6,3
1625,168,29,283.7,40.6,5
1626,168,29,283.2,42.0,6
1627,168,29,282.8,41.7,6
1628,168,29,282.3,42.9,6
1629,168,29,281.3,46.8,8
1630,168,29,280.8,47.2,6
1631,168,29,281.0,44.6,4
1632,168,29,280.8,41.0,5
1633,168,29,280.6,40.9,5
1634,168,29,279.9,43.6,7
1635,168,29,279.4,43.1,6
1636,168,29,279.1,42.6,5
1637,168,29,279.2,40.7,4
1638,168,29,278.1,43.5,8
1639,168,29,277.9,42.9,5
1640,168,29,277.9,41.0,4
1641,168,29,277.7,40.8,5
1642,168,29,277.1,42.1,6
1643,168,29,277.2,38.8,4
1644,168,29,275.4,44.8,10
1645,168,29,276.0,39.6,2
1646,168,29,275.2,42.5,7
1647,168,29,274.3,43.5,7
1648,168,29,274.0,41.4,5
1649,168,29,274.0,39.7,4
1650,168,29,272.9,42.6,8
1651,168,29,273.5,37.8,2
1652,168,29,273.4,36.6,4
1653,168,29,272.5,40.0,7
1654,168,29,272.2,38.5,5
1655,168,29,272.7,34.3,2
1656,168,29,272.1,36.6,6
1657,168,29,272.0,34.2,4
1658,168,29,271.6,32.2,5
1659,168,29,269.8,39.1,10
1660,168,28,270.0,37.6,3
1661,169,28,271.1,36.7,4
1662,169,28,270.5,38.8,6
1663,169,28,270.8,36.2,3
1664,169,28,269.6,41.4,8
1665,169,28,269.0,42.8,6
1666,169,28,269.6,38.0,2
1667,169,28,269.3,38.4,5
1668,169,28,268.6,40.3,6
1669,169,28,267.7,43.3,7
1670,169,28,267.7,41.4,4
1671,169,28,267.0,42.7,6
1672,169,28,266.7,42.4,5
1673,169,28,266.3,40.6,5
1674,169,28,266.5,36.1,3
1675,169,28,266.4,33.9,4
1676,169,28,265.7,36.4,6
1677,169,28,265.0,38.6,6
1678,169,28,265.2,35.9,3
1679,169,28,264.8,36.7,5
1680,169,28,264.7,35.8,4
1681,169,27,264.8,34.8,3
1682,170,27,264.7,39.1,8
1683,170,26,264.4,41.1,5
1684,171,26,265.5,38.3,4
1685,171,26,264.7,42.4,7
1686,171,26,264.4,42.6,5
1687,171,26,264.2,42.7,5
1688,171,26,263.3,46.1,7
1689,171,26,262.8,45.6,6
1690,171,26,263.1,40.4,3
1691,171,26,262.8,39.3,5
1692,171,26,261.6,44.8,8
