tick,pop_republic,pop_empire,nukes_built,battles
694,50,150,0,0
695,50,150,0,0
696,50,150,0,0
697,50,150,0,3
698,50,150,0,0
699,50,150,0,0
700,50,150,0,0
701,50,150,0,14
702,50,150,0,0
703,50,150,0,0
704,50,150,0,0
705,50,150,0,0
706,50,150,0,0
707,50,150,0,0
708,50,150,0,0
709,50,150,0,0
710,50,150,0,0
711,50,150,0,0
712,50,150,0,0
713,50,150,0,0
714,50,150,0,0
715,50,150,0,0
716,50,150,0,0
717,50,150,0,0
718,50,150,0,0
719,50,150,0,0
720,50,150,0,0
721,50,150,0,0
722,50,150,0,0
723,50,150,0,0
724,50,150,0,0
725,50,150,0,0
726,50,150,0,0
727,50,150,0,0
728,50,150,0,0
729,50,150,0,0
730,50,150,0,0
731,50,150,0,0
732,50,150,0,0
733,50,150,0,0
734,50,150,0,0
735,50,150,0,0
736,50,150,0,0
737,50,150,0,0
738,50,150,0,0
739,50,150,0,0
740,50,150,0,0
741,50,150,0,0
742,50,150,0,0
743,50,150,0,0
744,50,150,0,0
745,50,150,0,0
746,50,150,0,0
747,50,150,0,0
748,50,150,0,0
749,50,150,0,0
750,50,150,0,0
751,50,150,0,0
752,50,150,0,0
753,50,150,0,0
754,50,150,0,0
755,50,150,0,0
756,50,150,0,0
757,50,150,0,0
758,50,150,0,0
759,50,150,0,0
760,50,150,0,0
761,50,150,0,0
762,50,150,0,0
763,50,150,0,0
764,50,150,0,0
765,50,150,0,0
766,50,150,0,0
767,50,150,0,0
768,50,150,0,0
769,50,150,0,0
770,50,150,0,0
771,50,150,0,0
772,50,150,0,0
773,50,150,0,0
774,50,150,0,0
775,50,150,0,0
776,50,150,0,0
777,50,150,0,0
778,50,150,0,0
779,50,150,0,0
780,50,150,0,0
781,50,150,0,0
782,50,150,0,0
783,50,150,0,0
784,50,150,0,0
785,50,150,0,0
786,50,150,0,0
787,50,150,0,0
788,50,150,0,0
789,50,150,0,0
790,50,150,0,0
791,50,150,0,0
792,50,150,0,0
793,50,150,0,0
794,50,150,0,0
795,50,150,0,0
796,50,150,0,0
797,50,150,0,0
798,50,150,0,0
799,50,150,0,0
800,50,150,0,0
801,50,150,0,0
802,50,150,0,0
803,50,150,0,0
804,50,150,0,0
805,50,150,0,0
806,50,150,0,0
807,50,150,0,0
808,50,150,0,0
809,50,150,0,0
810,50,150,0,0
811,50,150,0,0
812,50,150,0,0
813,50,150,0,0
814,50,150,0,0
815,50,150,0,0
816,50,150,0,0
817,50,150,0,0
818,50,150,0,0
819,50,150,0,0
820,50,150,0,0
821,50,150,0,0
822,50,150,0,0
823,50,150,0,0
824,50,150,0,0
825,50,150,0,0
826,50,150,0,0
827,50,150,0,0
828,50,150,0,0
829,50,150,0,0
830,50,150,0,0
831,50,150,0,0
832,50,150,0,0
833,50,150,0,0
834,50,150,0,0
835,50,150,0,0
836,50,150,0,0
837,50,150,0,0
838,50,150,0,0
839,50,150,0,0
840,50,150,0,0
841,50,150,0,0
842,50,150,0,0
843,50,150,0,0
844,50,150,0,0
845,50,150,0,0
846,50,150,0,0
847,50,150,0,0
848,50,150,0,0
849,50,150,0,0
850,50,150,0,0
851,50,150,0,0
852,50,150,0,0
853,50,150,0,0
854,50,150,0,0
855,50,150,0,0
856,50,150,0,0
857,50,150,0,0
858,50,150,0,0
859,50,150,0,0
860,50,150,0,0
861,50,150,0,0
862,50,150,0,0
863,50,150,0,0
864,50,150,0,0
865,50,150,0,0
866,50,150,0,0
867,50,150,0,0
868,50,150,0,0
869,50,150,0,0
870,50,150,0,0
871,50,150,0,0
872,50,150,0,0
873,50,150,0,0
874,50,150,0,0
875,50,150,0,0
876,50,150,0,0
877,50,150,0,0
878,50,150,0,0
879,50,150,0,0
880,50,150,0,0
881,50,150,0,0
882,50,150,0,0
883,50,150,0,0
884,50,150,0,0
885,50,150,0,0
886,50,150,0,0
887,50,150,0,0
888,50,150,0,0
889,50,150,0,0
890,50,150,0,0
891,50,150,0,0
892,50,150,0,0
893,50,150,0,0
894,50,150,0,0
895,50,150,0,0
896,50,150,0,0
897,50,150,0,0
898,50,150,0,0
899,50,150,0,0
900,50,150,0,0
901,50,150,0,0
902,50,150,0,0
903,50,150,0,0
904,50,150,0,0
905,50,150,0,0
906,50,150,0,0
907,50,150,0,0
908,50,150,0,0
909,50,150,0,0
910,50,150,0,0
911,50,150,0,0
912,50,150,0,0
913,50,150,0,0
914,50,150,0,0
915,50,150,0,0
916,50,150,0,0
917,50,150,0,0
918,50,150,0,0
919,50,150,0,0
920,50,150,0,0
921,50,150,0,0
922,50,150,0,0
923,50,150,0,0
924,50,150,0,0
925,50,150,0,0
926,50,150,0,0
927,50,150,0,0
928,50,150,0,0
929,50,150,0,0
930,50,150,0,0
931,50,150,0,0
932,50,150,0,0
933,50,150,0,0
934,50,150,0,0
935,50,150,0,0
936,50,150,0,0
937,50,150,0,0
938,50,150,0,0
939,50,150,0,0
940,50,150,0,0
941,50,150,0,0
942,50,150,0,0
943,50,150,0,0
944,50,150,0,0
945,50,150,0,0
946,50,150,0,0
947,50,150,0,0
948,50,150,0,0
949,50,150,0,0
950,50,150,0,0
951,50,150,0,0
952,50,150,0,0
953,50,150,0,0
954,50,150,0,0
955,50,150,0,0
956,50,150,0,0
957,50,150,0,0
958,50,150,0,0
959,50,150,0,0
960,50,150,0,0
961,50,150,0,0
962,50,150,0,0
963,50,150,0,0
964,50,150,0,0
965,50,150,0,0
966,50,150,0,0
967,50,150,0,0
968,50,150,0,0
969,50,150,0,0
970,50,150,0,0
971,50,150,0,0
972,50,150,0,0
973,50,150,0,0
974,50,150,0,0
975,50,150,0,0
976,50,150,0,0
977,50,150,0,0
978,50,150,0,0
979,50,150,0,0
980,50,150,0,0
981,50,150,0,0
982,50,150,0,0
983,50,150,0,0
984,50,150,0,0
985,50,150,0,0
986,50,150,0,0
987,50,150,0,0
988,50,150,0,0
989,50,150,0,0
990,50,150,0,0
991,50,150,0,0
992,50,150,0,0
993,50,150,0,0
994,50,150,0,0
995,50,150,0,0
996,50,150,0,0
997,50,150,0,0
998,50,150,0,0
999,50,150,0,0
1000,50,150,0,0
1001,50,150,0,0
1002,50,150,0,0
1003,50,150,0,0
1004,50,150,0,0
1005,50,150,0,0
1006,50,150,0,0
1007,50,150,0,0
1008,50,150,0,0
1009,50,150,0,0
1010,50,150,0,0
1011,50,150,0,0
1012,50,150,0,0
1013,50,150,0,0
1014,50,150,0,0
1015,50,150,0,0
1016,50,150,0,0
1017,50,150,0,0
1018,50,150,0,0
1019,50,150,0,0
1020,50,150,0,0
1021,50,150,0,0
1022,50,150,0,0
1023,50,150,0,0
1024,50,150,0,0
1025,50,150,0,0
1026,50,150,0,0
1027,50,150,0,0
1028,50,150,0,0
1029,50,150,0,0
1030,50,150,0,0
1031,50,150,0,0
1032,50,150,0,0
1033,50,150,0,0
1034,50,150,0,0
1035,50,150,0,0
1036,50,150,0,0
1037,50,150,0,0
1038,50,150,0,0
1039,50,150,0,0
1040,50,150,0,0
1041,50,150,0,0
1042,50,150,0,0
1043,50,150,0,0
1044,50,150,0,0
1045,50,150,0,0
1046,50,150,0,0
1047,50,150,0,0
1048,50,150,0,0
1049,50,150,0,0
1050,50,150,0,0
1051,50,150,0,0
1052,50,150,0,0
1053,50,150,0,0
1054,50,150,0,0
1055,50,150,0,0
1056,50,150,0,0
1057,50,150,0,0
1058,50,150,0,0
1059,50,150,0,0
1060,50,150,0,0
1061,50,150,0,0
1062,50,150,0,0
1063,50,150,0,0
1064,50,150,0,0
1065,50,150,0,0
1066,50,150,0,0
1067,50,150,0,0
1068,50,150,0,0
1069,50,150,0,0
1070,50,150,0,0
1071,50,150,0,0
1072,50,150,0,0
1073,50,150,0,0
1074,50,150,0,0
1075,50,150,0,0
1076,50,150,0,0
1077,50,150,0,0
1078,50,150,0,0
1079,50,150,0,0
1080,50,150,0,0
1081,50,150,0,0
1082,50,150,0,0
1083,50,150,0,0
1084,50,150,0,0
1085,50,150,0,0
1086,50,150,0,0
1087,50,150,0,0
1088,50,150,0,0
1089,50,150,0,0
1090,50,150,0,0
1091,50,150,0,0
1092,50,150,0,0
1093,50,150,0,0
1094,50,150,0,0
1095,50,150,0,0
1096,50,150,0,0
1097,50,150,0,0
1098,50,150,0,0
1099,50,150,0,0
1100,50,150,0,0
1101,50,150,0,0
1102,50,150,0,0
1103,50,150,0,0
1104,50,150,0,0
1105,50,150,0,0
1106,50,150,0,0
1107,50,150,0,0
1108,50,150,0,0
1109,50,150,0,0
1110,50,150,0,0
1111,50,150,0,0
1112,50,150,0,0
1113,50,150,0,0
1114,50,150,0,0
1115,50,150,0,0
1116,50,150,0,0
1117,50,150,0,0
1118,50,150,0,0
1119,50,150,0,0
1120,50,150,0,0
1121,50,150,0,0
1122,50,150,0,0
1123,50,150,0,0
1124,50,150,0,0
1125,50,150,0,0
1126,50,150,0,0
1127,50,150,0,0
1128,50,150,0,0
1129,50,150,0,0
1130,50,150,0,0
1131,50,150,0,0
1132,50,150,0,0
1133,50,150,0,0
1134,50,150,0,0
1135,50,150,0,0
1136,50,150,0,0
1137,50,150,0,0
1138,50,150,0,0
1139,50,150,0,0
1140,50,150,0,0
1141,50,150,0,0
1142,50,150,0,0
1143,50,150,0,0
1144,50,150,0,0
1145,50,150,0,0
1146,50,150,0,0
1147,50,150,0,0
1148,50,150,0,0
1149,50,150,0,0
1150,50,150,0,0
1151,50,150,0,0
1152,50,150,0,0
1153,50,150,0,0
1154,50,150,0,0
1155,50,150,0,0
1156,50,150,0,0
1157,50,150,0,0
1158,50,150,0,0
1159,50,150,0,0
1160,50,150,0,0
1161,50,150,0,0
1162,50,150,0,0
1163,50,150,0,0
1164,50,150,0,0
1165,50,150,0,0
1166,50,150,0,0
1167,50,150,0,0
1168,50,150,0,0
1169,50,150,0,0
1170,50,150,0,0
1171,50,150,0,0
1172,50,150,0,0
1173,50,150,0,0
1174,50,150,0,0
1175,50,150,0,0
1176,50,150,0,0
1177,50,150,0,0
1178,50,150,0,0
1179,50,150,0,0
1180,50,150,0,0
1181,50,150,0,0
1182,50,150,0,0
1183,50,150,0,0
1184,50,150,0,0
1185,50,150,0,0
1186,50,150,0,0
1187,50,150,0,0
1188,50,150,0,0
1189,50,150,0,0
1190,50,150,0,0
1191,50,150,0,0
1192,50,150,0,0
1193,50,150,0,0
1194,50,150,0,0
1195,50,150,0,0
1196,50,150,0,0
1197,50,150,0,0
1198,50,150,0,0
1199,50,150,0,0
1200,50,150,0,0
1201,50,150,0,0
1202,50,150,0,0
1203,50,150,0,0
1204,50,150,0,0
1205,50,150,0,0
1206,50,150,0,0
1207,50,150,0,0
1208,50,150,0,0
1209,50,150,0,0
1210,50,150,0,0
1211,50,150,0,0
1212,50,150,0,0
1213,50,150,0,0
1214,50,150,0,0
1215,50,150,0,0
1216,50,150,0,0
1217,50,150,0,0
1218,50,150,0,0
1219,50,150,0,0
1220,50,150,0,0
1221,50,150,0,0
1222,50,150,0,0
1223,50,150,0,0
1224,50,150,0,0
1225,50,150,0,0
1226,50,150,0,0
1227,50,150,0,0
1228,50,150,0,0
1229,50,150,0,0
1230,50,150,0,0
1231,50,150,0,0
1232,50,150,0,0
1233,50,150,0,0
1234,50,150,0,0
1235,50,150,0,0
1236,50,150,0,0
1237,50,150,0,0
1238,50,150,0,0
1239,50,150,0,0
1240,50,150,0,0
1241,50,150,0,0
1242,50,150,0,0
1243,50,150,0,0
1244,50,150,0,0
1245,50,150,0,0
1246,50,150,0,0
1247,50,150,0,0
1248,50,150,0,0
1249,50,150,0,0
1250,50,150,0,0
1251,50,150,0,0
1252,50,150,0,0
1253,50,150,0,0
1254,50,150,0,0
1255,50,150,0,0
1256,50,150,0,0
1257,50,150,0,0
1258,50,150,0,0
1259,50,150,0,0
1260,50,150,0,0
1261,50,150,0,0
1262,50,150,0,0
1263,50,150,0,0
1264,50,150,0,0
1265,50,150,0,0
1266,50,150,0,0
1267,50,150,0,0
1268,50,150,0,0
1269,50,150,0,0
1270,50,150,0,0
1271,50,150,0,0
1272,50,150,0,0
1273,50,150,0,0
1274,50,150,0,0
1275,50,150,0,0
1276,50,150,0,0
1277,50,150,0,0
1278,50,150,0,0
1279,50,150,0,0
1280,50,150,0,0
1281,50,150,0,0
1282,50,150,0,0
1283,50,150,0,0
1284,50,150,0,0
1285,50,150,0,0
1286,50,150,0,0
1287,50,150,0,0
1288,50,150,0,0
1289,50,150,0,0
1290,50,150,0,0
1291,50,150,0,0
1292,50,150,0,0
1293,50,150,0,0
1294,50,150,0,0
1295,50,150,0,0
1296,50,150,0,0
1297,50,150,0,0
1298,50,150,0,0
1299,50,150,0,0
1300,50,150,0,0
1301,50,150,0,0
1302,50,150,0,0
1303,50,150,0,0
1304,50,150,0,0
1305,50,150,0,0
1306,50,150,0,0
1307,50,150,0,0
1308,50,150,0,0
1309,50,150,0,0
1310,50,150,0,0
1311,50,150,0,0
1312,50,150,0,0
1313,50,150,0,0
1314,50,150,0,0
1315,50,150,0,0
1316,50,150,0,0
1317,50,150,0,0
1318,50,150,0,0
1319,50,150,0,0
1320,50,150,0,0
1321,50,150,0,0
1322,50,150,0,0
1323,50,150,0,0
1324,50,150,0,0
1325,50,150,0,0
1326,50,150,0,0
1327,50,150,0,0
1328,50,150,0,0
1329,50,150,0,0
1330,50,150,0,0
1331,50,150,0,0
1332,50,150,0,0
1333,50,150,0,0
1334,50,150,0,0
1335,50,150,0,0
1336,50,150,0,0
1337,50,150,0,0
1338,50,150,0,0
1339,50,150,0,0
1340,50,150,0,0
1341,50,150,0,0
1342,50,150,0,0
1343,50,150,0,0
1344,50,150,0,0
1345,50,150,0,0
1346,50,150,0,0
1347,50,150,0,0
1348,50,150,0,0
1349,50,150,0,0
1350,50,150,0,0
1351,50,150,0,0
1352,50,150,0,0
