tick,prey_pop,pred_pop,avg_prey_evade,avg_pred_hunt,avg_pred_mut
649,196,50,0.6920,0.5070,0.8314
650,195,50,0.6992,0.5070,0.8314
651,193,50,0.6958,0.5070,0.8314
652,196,50,0.6998,0.5070,0.8314
653,196,50,0.6969,0.5070,0.8314
654,193,50,0.6989,0.5070,0.8314
655,196,50,0.6969,0.5070,0.8314
656,195,50,0.6979,0.5070,0.8314
657,195,50,0.6919,0.5070,0.8314
658,196,50,0.6891,0.5070,0.8314
659,195,50,0.6891,0.5070,0.8314
660,196,50,0.6865,0.5070,0.8314
661,195,50,0.6835,0.5070,0.8314
662,194,50,0.6827,0.5070,0.8314
663,198,50,0.6803,0.5070,0.8314
664,198,50,0.6792,0.5070,0.8314
665,198,50,0.6815,0.5070,0.8314
666,193,50,0.6832,0.5070,0.8314
667,198,50,0.6784,0.5070,0.8314
668,197,50,0.6791,0.5070,0.8314
669,196,50,0.6809,0.5070,0.8314
670,196,50,0.6802,0.5070,0.8314
671,196,50,0.6804,0.5070,0.8314
672,195,50,0.6851,0.5070,0.8314
673,193,50,0.6876,0.5070,0.8314
674,193,50,0.6845,0.5070,0.8314
675,193,50,0.6773,0.5070,0.8314
676,198,50,0.6785,0.5070,0.8314
677,197,50,0.6783,0.5070,0.8314
678,195,50,0.6767,0.5070,0.8314
679,195,50,0.6804,0.5070,0.8314
680,196,50,0.6837,0.5070,0.8314
681,194,50,0.6869,0.5070,0.8314
682,196,50,0.6883,0.5070,0.8314
683,192,50,0.6913,0.5070,0.8314
684,193,50,0.6943,0.5070,0.8314
685,195,50,0.6910,0.5070,0.8314
686,195,50,0.6931,0.5070,0.8314
687,195,50,0.6981,0.5070,0.8314
688,195,50,0.6958,0.5070,0.8314
689,198,50,0.6987,0.5070,0.8314
690,197,50,0.6975,0.5070,0.8314
691,197,50,0.6997,0.5070,0.8314
692,196,50,0.7034,0.5070,0.8314
693,194,50,0.7067,0.5070,0.8314
694,192,50,0.7117,0.5070,0.8314
695,191,50,0.7205,0.5070,0.8314
696,196,50,0.7172,0.5070,0.8314
697,193,50,0.7136,0.5070,0.8314
698,196,50,0.7174,0.5070,0.8314
699,194,50,0.7275,0.5070,0.8314
700,194,50,0.7311,0.5070,0.8314
701,196,50,0.7343,0.5070,0.8314
702,196,50,0.7376,0.5070,0.8314
703,193,50,0.7368,0.5070,0.8314
704,200,50,0.7373,0.5070,0.8314
705,195,50,0.7410,0.5070,0.8314
706,197,50,0.7478,0.5070,0.8314
707,197,50,0.7491,0.5070,0.8314
708,197,50,0.7502,0.5070,0.8314
709,198,50,0.7518,0.5070,0.8314
710,198,50,0.7522,0.5070,0.8314
711,197,50,0.7549,0.5070,0.8314
712,194,50,0.7574,0.5070,0.8314
713,197,50,0.7550,0.5070,0.8314
714,197,50,0.7609,0.5070,0.8314
715,197,50,0.7609,0.5070,0.8314
716,195,50,0.7629,0.5070,0.8314
717,192,50,0.7654,0.5070,0.8314
718,191,50,0.7712,0.5070,0.8314
719,197,50,0.7728,0.5070,0.8314
720,194,50,0.7780,0.5070,0.8314
721,193,50,0.7749,0.5070,0.8314
722,197,50,0.7764,0.5070,0.8314
723,193,50,0.7832,0.5070,0.8314
724,195,50,0.7835,0.5070,0.8314
725,196,50,0.7865,0.5070,0.8314
726,198,50,0.7943,0.5070,0.8314
727,195,50,0.7929,0.5070,0.8314
728,193,50,0.7975,0.5070,0.8314
729,196,50,0.7943,0.5070,0.8314
730,197,50,0.7950,0.5070,0.8314
731,193,50,0.7954,0.5070,0.8314
732,195,50,0.8022,0.5070,0.8314
733,197,50,0.7988,0.5070,0.8314
734,193,50,0.8048,0.5070,0.8314
735,196,50,0.8004,0.5070,0.8314
736,198,50,0.8002,0.5070,0.8314
737,197,50,0.8014,0.5070,0.8314
738,196,50,0.8009,0.5070,0.8314
739,197,50,0.8019,0.5070,0.8314
740,195,50,0.7978,0.5070,0.8314
741,196,50,0.7980,0.5070,0.8314
742,198,50,0.7990,0.5070,0.8314
743,195,50,0.7990,0.5070,0.8314
744,191,50,0.8022,0.5070,0.8314
745,196,50,0.8047,0.5070,0.8314
746,197,50,0.8021,0.5070,0.8314
747,197,50,0.8020,0.5070,0.8314
748,196,50,0.8001,0.5070,0.8314
749,192,50,0.8005,0.5070,0.8314
750,196,50,0.8015,0.5070,0.8314
751,198,50,0.8030,0.5070,0.8314
752,195,50,0.8045,0.5070,0.8314
753,199,50,0.8027,0.5070,0.8314
754,195,50,0.8038,0.5070,0.8314
755,195,50,0.8012,0.5070,0.8314
756,195,50,0.8047,0.5070,0.8314
757,197,50,0.8033,0.5070,0.8314
758,193,50,0.8055,0.5070,0.8314
759,192,50,0.8056,0.5070,0.8314
760,198,50,0.8087,0.5070,0.8314
761,194,50,0.8101,0.5070,0.8314
762,197,50,0.8105,0.5070,0.8314
763,194,50,0.8097,0.5070,0.8314
764,199,50,0.8058,0.5070,0.8314
765,192,50,0.8046,0.5070,0.8314
766,198,50,0.8035,0.5070,0.8314
767,194,50,0.8072,0.5070,0.8314
768,198,50,0.8059,0.5070,0.8314
769,194,50,0.8027,0.5070,0.8314
770,198,50,0.7965,0.5070,0.8314
771,197,50,0.7955,0.5070,0.8314
772,197,50,0.8035,0.5070,0.8314
773,192,50,0.8063,0.5070,0.8314
774,197,50,0.8034,0.5070,0.8314
775,194,50,0.8049,0.5070,0.8314
776,198,50,0.8115,0.5070,0.8314
777,197,50,0.8057,0.5070,0.8314
778,194,50,0.8087,0.5070,0.8314
779,195,50,0.8077,0.5070,0.8314
780,197,50,0.8126,0.5070,0.8314
781,198,50,0.8137,0.5070,0.8314
782,196,50,0.8097,0.5070,0.8314
783,195,50,0.8098,0.5070,0.8314
784,196,50,0.8061,0.5070,0.8314
785,197,50,0.8096,0.5070,0.8314
786,192,50,0.8121,0.5070,0.8314
787,197,50,0.8091,0.5070,0.8314
788,195,50,0.8090,0.5070,0.8314
789,196,50,0.8101,0.5070,0.8314
790,196,50,0.8127,0.5070,0.8314
791,198,50,0.8116,0.5070,0.8314
792,197,50,0.8130,0.5070,0.8314
793,191,50,0.8151,0.5070,0.8314
794,198,50,0.8141,0.5070,0.8314
795,197,50,0.8124,0.5070,0.8314
796,196,50,0.8154,0.5070,0.8314
797,194,50,0.8223,0.5070,0.8314
798,190,50,0.8189,0.5070,0.8314
799,196,50,0.8167,0.5070,0.8314
800,195,50,0.8144,0.5070,0.8314
801,195,50,0.8158,0.5070,0.8314
802,196,50,0.8109,0.5070,0.8314
803,196,50,0.8092,0.5070,0.8314
804,196,50,0.8120,0.5070,0.8314
805,198,50,0.8118,0.5070,0.8314
806,197,50,0.8118,0.5070,0.8314
807,193,50,0.8109,0.5070,0.8314
808,197,50,0.8102,0.5070,0.8314
809,198,50,0.8059,0.5070,0.8314
810,198,50,0.8064,0.5070,0.8314
811,196,50,0.8107,0.5070,0.8314
812,195,50,0.8097,0.5070,0.8314
813,194,50,0.8087,0.5070,0.8314
814,192,50,0.8106,0.5070,0.8314
815,196,50,0.8063,0.5070,0.8314
816,197,50,0.8044,0.5070,0.8314
817,197,50,0.8025,0.5070,0.8314
818,193,50,0.7990,0.5070,0.8314
819,196,50,0.8022,0.5070,0.8314
820,195,50,0.7956,0.5070,0.8314
821,194,50,0.7982,0.5070,0.8314
822,199,50,0.8029,0.5070,0.8314
823,200,50,0.8047,0.5070,0.8314
824,197,50,0.8060,0.5070,0.8314
825,196,50,0.8033,0.5070,0.8314
826,197,50,0.8029,0.5070,0.8314
827,195,50,0.8015,0.5070,0.8314
828,199,50,0.8008,0.5070,0.8314
829,193,50,0.8025,0.5070,0.8314
830,195,50,0.8047,0.5070,0.8314
831,195,50,0.8008,0.5070,0.8314
832,194,50,0.7991,0.5070,0.8314
833,198,50,0.7956,0.5070,0.8314
834,196,50,0.7973,0.5070,0.8314
835,197,50,0.7991,0.5070,0.8314
836,195,50,0.8029,0.5070,0.8314
837,195,50,0.8018,0.5070,0.8314
838,196,50,0.7997,0.5070,0.8314
839,196,50,0.7996,0.5070,0.8314
840,197,50,0.7993,0.5070,0.8314
841,194,50,0.7959,0.5070,0.8314
842,194,50,0.8003,0.5070,0.8314
843,195,50,0.7990,0.5070,0.8314
844,196,50,0.8020,0.5070,0.8314
845,197,50,0.8027,0.5070,0.8314
846,196,50,0.8059,0.5070,0.8314
847,199,50,0.8080,0.5070,0.8314
848,197,50,0.8055,0.5070,0.8314
849,193,50,0.8062,0.5070,0.8314
850,195,50,0.8108,0.5070,0.8314
851,195,50,0.8110,0.5070,0.8314
852,200,50,0.8112,0.5070,0.8314
853,195,50,0.8127,0.5070,0.8314
854,194,50,0.8156,0.5070,0.8314
855,196,50,0.8165,0.5070,0.8314
856,198,50,0.8169,0.5070,0.8314
857,196,50,0.8176,0.5070,0.8314
858,196,50,0.8230,0.5070,0.8314
859,193,50,0.8319,0.5070,0.8314
860,195,50,0.8372,0.5070,0.8314
861,194,50,0.8450,0.5070,0.8314
862,195,50,0.8487,0.5070,0.8314
863,194,50,0.8516,0.5070,0.8314
864,196,50,0.8549,0.5070,0.8314
865,197,50,0.8577,0.5070,0.8314
866,198,50,0.8534,0.5070,0.8314
867,195,50,0.8543,0.5070,0.8314
868,196,50,0.8563,0.5070,0.8314
869,198,50,0.8529,0.5070,0.8314
870,193,50,0.8577,0.5070,0.8314
871,196,50,0.8616,0.5070,0.8314
872,196,50,0.8694,0.5070,0.8314
873,196,50,0.8745,0.5070,0.8314
874,196,50,0.8740,0.5070,0.8314
875,197,50,0.8736,0.5070,0.8314
876,195,50,0.8724,0.5070,0.8314
877,197,50,0.8772,0.5070,0.8314
878,194,50,0.8845,0.5070,0.8314
879,193,50,0.8855,0.5070,0.8314
880,194,50,0.8919,0.5070,0.8314
881,193,50,0.8976,0.5070,0.8314
882,195,50,0.8989,0.5070,0.8314
883,198,50,0.8971,0.5070,0.8314
884,197,50,0.8956,0.5070,0.8314
885,196,50,0.8977,0.5070,0.8314
886,197,50,0.9005,0.5070,0.8314
887,196,50,0.9054,0.5070,0.8314
888,199,50,0.9086,0.5070,0.8314
889,195,50,0.9101,0.5070,0.8314
890,198,50,0.9117,0.5070,0.8314
891,198,50,0.9101,0.5070,0.8314
892,198,50,0.9148,0.5070,0.8314
893,196,50,0.9221,0.5070,0.8314
894,198,50,0.9248,0.5070,0.8314
895,192,50,0.9308,0.5070,0.8314
896,197,50,0.9302,0.5070,0.8314
897,196,50,0.9288,0.5070,0.8314
898,197,50,0.9302,0.5070,0.8314
899,197,50,0.9324,0.5070,0.8314
900,195,50,0.9346,0.5070,0.8314
901,196,50,0.9364,0.5070,0.8314
902,197,50,0.9365,0.5070,0.8314
903,198,50,0.9348,0.5070,0.8314
904,194,50,0.9337,0.5070,0.8314
905,195,50,0.9391,0.5070,0.8314
906,198,50,0.9389,0.5070,0.8314
907,197,50,0.9419,0.5070,0.8314
908,194,50,0.9466,0.5070,0.8314
909,200,50,0.9503,0.5070,0.8314
910,194,50,0.9514,0.5070,0.8314
911,196,50,0.9542,0.5070,0.8314
912,199,50,0.9507,0.5070,0.8314
913,195,50,0.9523,0.5070,0.8314
914,193,50,0.9563,0.5070,0.8314
915,196,50,0.9572,0.5070,0.8314
916,194,50,0.9548,0.5070,0.8314
917,198,50,0.9496,0.5070,0.8314
918,197,50,0.9493,0.5070,0.8314
919,193,50,0.9490,0.5070,0.8314
920,196,50,0.9412,0.5070,0.8314
921,195,50,0.9423,0.5070,0.8314
922,194,50,0.9392,0.5070,0.8314
923,197,50,0.9405,0.5070,0.8314
924,196,50,0.9432,0.5070,0.8314
925,193,50,0.9466,0.5070,0.8314
926,193,50,0.9481,0.5070,0.8314
927,196,50,0.9494,0.5070,0.8314
928,198,50,0.9508,0.5070,0.8314
929,198,50,0.9547,0.5070,0.8314
930,194,50,0.9530,0.5070,0.8314
931,199,50,0.9506,0.5070,0.8314
932,196,50,0.9495,0.5070,0.8314
933,192,50,0.9470,0.5070,0.8314
934,196,50,0.9506,0.5070,0.8314
935,198,50,0.9486,0.5070,0.8314
936,195,50,0.9459,0.5070,0.8314
937,198,50,0.9497,0.5070,0.8314
938,197,50,0.9508,0.5070,0.8314
939,196,50,0.9544,0.5070,0.8314
940,195,50,0.9590,0.5070,0.8314
941,196,50,0.9564,0.5070,0.8314
942,194,50,0.9532,0.5070,0.8314
943,196,50,0.9495,0.5070,0.8314
944,196,50,0.9444,0.5070,0.8314
945,197,50,0.9457,0.5070,0.8314
946,195,50,0.9390,0.5070,0.8314
947,196,50,0.9390,0.5070,0.8314
948,199,50,0.9425,0.5070,0.8314
949,198,50,0.9415,0.5070,0.8314
950,195,50,0.9474,0.5070,0.8314
951,196,50,0.9462,0.5070,0.8314
952,196,50,0.9416,0.5070,0.8314
953,194,50,0.9469,0.5070,0.8314
954,194,50,0.9514,0.5070,0.8314
955,194,50,0.9537,0.5070,0.8314
956,197,50,0.9472,0.5070,0.8314
957,196,50,0.9509,0.5070,0.8314
958,196,50,0.9530,0.5070,0.8314
959,197,50,0.9516,0.5070,0.8314
960,195,50,0.9514,0.5070,0.8314
961,196,50,0.9527,0.5070,0.8314
962,196,50,0.9570,0.5070,0.8314
963,196,50,0.9615,0.5070,0.8314
964,196,50,0.9600,0.5070,0.8314
965,195,50,0.9591,0.5070,0.8314
966,197,50,0.9626,0.5070,0.8314
967,196,50,0.9615,0.5070,0.8314
968,197,50,0.9598,0.5070,0.8314
969,197,50,0.9604,0.5070,0.8314
970,196,50,0.9579,0.5070,0.8314
971,193,50,0.9605,0.5070,0.8314
972,199,50,0.9586,0.5070,0.8314
973,195,50,0.9588,0.5070,0.8314
974,195,50,0.9577,0.5070,0.8314
975,198,50,0.9546,0.5070,0.8314
976,195,50,0.9584,0.5070,0.8314
977,198,50,0.9541,0.5070,0.8314
978,196,50,0.9512,0.5070,0.8314
979,197,50,0.9503,0.5070,0.8314
980,195,50,0.9449,0.5070,0.8314
981,196,50,0.9433,0.5070,0.8314
982,198,50,0.9424,0.5070,0.8314
983,199,50,0.9419,0.5070,0.8314
984,197,50,0.9407,0.5070,0.8314
985,194,50,0.9448,0.5070,0.8314
986,194,50,0.9443,0.5070,0.8314
987,194,50,0.9398,0.5070,0.8314
988,196,50,0.9388,0.5070,0.8314
989,197,50,0.9378,0.5070,0.8314
990,198,50,0.9370,0.5070,0.8314
991,191,50,0.9422,0.5070,0.8314
992,196,50,0.9403,0.5070,0.8314
993,193,50,0.9469,0.5070,0.8314
994,198,50,0.9505,0.5070,0.8314
995,197,50,0.9502,0.5070,0.8314
996,198,50,0.9486,0.5070,0.8314
997,197,50,0.9493,0.5070,0.8314
998,197,50,0.9481,0.5070,0.8314
999,196,50,0.9475,0.5070,0.8314
1000,199,50,0.9457,0.5070,0.8314
1001,194,50,0.9435,0.5070,0.8314
1002,191,50,0.9431,0.5070,0.8314
1003,196,50,0.9410,0.5070,0.8314
1004,196,50,0.9370,0.5070,0.8314
1005,199,50,0.9344,0.5070,0.8314
1006,197,50,0.9352,0.5070,0.8314
1007,194,50,0.9314,0.5070,0.8314
1008,194,50,0.9366,0.5070,0.8314
1009,198,50,0.9371,0.5070,0.8314
1010,197,50,0.9386,0.5070,0.8314
1011,195,50,0.9353,0.5070,0.8314
1012,196,50,0.9323,0.5070,0.8314
1013,194,50,0.9345,0.5070,0.8314
1014,197,50,0.9279,0.5070,0.8314
1015,195,50,0.9355,0.5070,0.8314
1016,197,50,0.9373,0.5070,0.8314
1017,193,50,0.9351,0.5070,0.8314
1018,198,50,0.9372,0.5070,0.8314
1019,198,50,0.9346,0.5070,0.8314
1020,199,50,0.9333,0.5070,0.8314
1021,194,50,0.9332,0.5070,0.8314
1022,197,50,0.9376,0.5070,0.8314
1023,196,50,0.9368,0.5070,0.8314
1024,196,50,0.9343,0.5070,0.8314
1025,197,50,0.9363,0.5070,0.8314
1026,197,50,0.9439,0.5070,0.8314
1027,197,50,0.9503,0.5070,0.8314
1028,194,50,0.9564,0.5070,0.8314
1029,196,50,0.9598,0.5070,0.8314
1030,197,50,0.9614,0.5070,0.8314
1031,199,50,0.9597,0.5070,0.8314
1032,192,50,0.9571,0.5070,0.8314
1033,194,50,0.9560,0.5070,0.8314
1034,196,50,0.9531,0.5070,0.8314
1035,195,50,0.9516,0.5070,0.8314
1036,195,50,0.9493,0.5070,0.8314
1037,197,50,0.9444,0.5070,0.8314
1038,196,50,0.9420,0.5070,0.8314
1039,193,50,0.9362,0.5070,0.8314
1040,197,50,0.9385,0.5070,0.8314
1041,197,50,0.9362,0.5070,0.8314
1042,193,50,0.9399,0.5070,0.8314
1043,196,50,0.9417,0.5070,0.8314
1044,194,50,0.9396,0.5070,0.8314
1045,194,50,0.9417,0.5070,0.8314
1046,198,50,0.9471,0.5070,0.8314
1047,193,50,0.9460,0.5070,0.8314
1048,197,50,0.9460,0.5070,0.8314
1049,197,50,0.9456,0.5070,0.8314
1050,199,50,0.9445,0.5070,0.8314
1051,199,50,0.9441,0.5070,0.8314
1052,197,50,0.9454,0.5070,0.8314
1053,195,50,0.9473,0.5070,0.8314
1054,197,50,0.9460,0.5070,0.8314
1055,193,50,0.9461,0.5070,0.8314
1056,197,50,0.9460,0.5070,0.8314
1057,195,50,0.9449,0.5070,0.8314
1058,197,50,0.9417,0.5070,0.8314
1059,194,50,0.9425,0.5070,0.8314
1060,197,50,0.9400,0.5070,0.8314
1061,196,50,0.9389,0.5070,0.8314
1062,195,50,0.9388,0.5070,0.8314
1063,200,50,0.9379,0.5070,0.8314
1064,197,50,0.9348,0.5070,0.8314
1065,194,50,0.9341,0.5070,0.8314
1066,198,50,0.9328,0.5070,0.8314
1067,194,50,0.9289,0.5070,0.8314
1068,194,50,0.9206,0.5070,0.8314
1069,194,50,0.9200,0.5070,0.8314
1070,196,50,0.9217,0.5070,0.8314
1071,196,50,0.9226,0.5070,0.8314
1072,199,50,0.9215,0.5070,0.8314
1073,196,50,0.9233,0.5070,0.8314
1074,191,50,0.9258,0.5070,0.8314
1075,197,50,0.9197,0.5070,0.8314
1076,195,50,0.9248,0.5070,0.8314
1077,194,50,0.9225,0.5070,0.8314
1078,200,50,0.9243,0.5070,0.8314
1079,195,50,0.9196,0.5070,0.8314
1080,198,50,0.9138,0.5070,0.8314
1081,196,50,0.9103,0.5070,0.8314
1082,195,50,0.9189,0.5070,0.8314
1083,198,50,0.9167,0.5070,0.8314
1084,198,50,0.9210,0.5070,0.8314
1085,197,50,0.9172,0.5070,0.8314
1086,196,50,0.9189,0.5070,0.8314
1087,194,50,0.9174,0.5070,0.8314
1088,193,50,0.9200,0.5070,0.8314
1089,196,50,0.9223,0.5070,0.8314
1090,195,50,0.9294,0.5070,0.8314
1091,198,50,0.9350,0.5070,0.8314
1092,197,50,0.9292,0.5070,0.8314
1093,196,50,0.9271,0.5070,0.8314
1094,195,50,0.9204,0.5070,0.8314
1095,197,50,0.9222,0.5070,0.8314
1096,199,50,0.9211,0.5070,0.8314
1097,199,50,0.9187,0.5070,0.8314
1098,197,50,0.9177,0.5070,0.8314
1099,197,50,0.9161,0.5070,0.8314
1100,196,50,0.9205,0.5070,0.8314
1101,197,50,0.9223,0.5070,0.8314
1102,193,50,0.9249,0.5070,0.8314
1103,191,50,0.9258,0.5070,0.8314
1104,196,50,0.9259,0.5070,0.8314
1105,196,50,0.9282,0.5070,0.8314
1106,197,50,0.9241,0.5070,0.8314
1107,194,50,0.9227,0.5070,0.8314
1108,197,50,0.9182,0.5070,0.8314
1109,195,50,0.9202,0.5070,0.8314
1110,194,50,0.9183,0.5070,0.8314
1111,196,50,0.9193,0.5070,0.8314
1112,200,50,0.9204,0.5070,0.8314
1113,193,50,0.9210,0.5070,0.8314
1114,194,50,0.9252,0.5070,0.8314
1115,194,50,0.9267,0.5070,0.8314
1116,196,50,0.9311,0.5070,0.8314
1117,197,50,0.9338,0.5070,0.8314
1118,194,50,0.9325,0.5070,0.8314
1119,196,50,0.9391,0.5070,0.8314
1120,198,50,0.9402,0.5070,0.8314
1121,198,50,0.9420,0.5070,0.8314
1122,195,50,0.9410,0.5070,0.8314
1123,197,50,0.9428,0.5070,0.8314
1124,196,50,0.9452,0.5070,0.8314
1125,196,50,0.9502,0.5070,0.8314
1126,195,50,0.9574,0.5070,0.8314
1127,196,50,0.9568,0.5070,0.8314
1128,196,50,0.9587,0.5070,0.8314
1129,194,50,0.9608,0.5070,0.8314
1130,198,50,0.9605,0.5070,0.8314
1131,197,50,0.9611,0.5070,0.8314
1132,194,50,0.9630,0.5070,0.8314
1133,193,50,0.9617,0.5070,0.8314
1134,198,50,0.9621,0.5070,0.8314
1135,194,50,0.9619,0.5070,0.8314
1136,197,50,0.9622,0.5070,0.8314
1137,194,50,0.9541,0.5070,0.8314
1138,195,50,0.9562,0.5070,0.8314
1139,197,50,0.9574,0.5070,0.8314
1140,198,50,0.9651,0.5070,0.8314
1141,192,50,0.9713,0.5070,0.8314
1142,197,50,0.9741,0.5070,0.8314
1143,197,50,0.9719,0.5070,0.8314
1144,198,50,0.9695,0.5070,0.8314
1145,196,50,0.9701,0.5070,0.8314
1146,198,50,0.9652,0.5070,0.8314
1147,197,50,0.9653,0.5070,0.8314
1148,197,50,0.9673,0.5070,0.8314
1149,199,50,0.9667,0.5070,0.8314
1150,195,50,0.9644,0.5070,0.8314
1151,198,50,0.9570,0.5070,0.8314
1152,195,50,0.9580,0.5070,0.8314
1153,193,50,0.9692,0.5070,0.8314
1154,193,50,0.9714,0.5070,0.8314
1155,198,50,0.9690,0.5070,0.8314
1156,198,50,0.9684,0.5070,0.8314
1157,199,50,0.9660,0.5070,0.8314
1158,196,50,0.9647,0.5070,0.8314
1159,196,50,0.9658,0.5070,0.8314
1160,194,50,0.9618,0.5070,0.8314
1161,195,50,0.9565,0.5070,0.8314
1162,197,50,0.9511,0.5070,0.8314
1163,198,50,0.9560,0.5070,0.8314
1164,197,50,0.9615,0.5070,0.8314
1165,198,50,0.9650,0.5070,0.8314
1166,194,50,0.9631,0.5070,0.8314
1167,194,50,0.9691,0.5070,0.8314
1168,195,50,0.9697,0.5070,0.8314
1169,197,50,0.9669,0.5070,0.8314
1170,195,50,0.9645,0.5070,0.8314
1171,198,50,0.9668,0.5070,0.8314
1172,197,50,0.9678,0.5070,0.8314
1173,193,50,0.9657,0.5070,0.8314
1174,197,50,0.9710,0.5070,0.8314
1175,195,50,0.9719,0.5070,0.8314
1176,189,50,0.9649,0.5070,0.8314
1177,196,50,0.9604,0.5070,0.8314
1178,198,50,0.9642,0.5070,0.8314
1179,194,50,0.9695,0.5070,0.8314
1180,198,50,0.9704,0.5070,0.8314
1181,193,50,0.9656,0.5070,0.8314
1182,196,50,0.9531,0.5070,0.8314
1183,195,50,0.9510,0.5070,0.8314
1184,199,50,0.9497,0.5070,0.8314
1185,198,50,0.9484,0.5070,0.8314
1186,199,50,0.9486,0.5070,0.8314
1187,196,50,0.9475,0.5070,0.8314
1188,196,50,0.9480,0.5070,0.8314
1189,191,50,0.9455,0.5070,0.8314
1190,196,50,0.9416,0.5070,0.8314
1191,196,50,0.9403,0.5070,0.8314
1192,193,50,0.9465,0.5070,0.8314
1193,195,50,0.9438,0.5070,0.8314
1194,194,50,0.9500,0.5070,0.8314
1195,200,50,0.9433,0.5070,0.8314
1196,195,50,0.9362,0.5070,0.8314
1197,198,50,0.9275,0.5070,0.8314
1198,196,50,0.9304,0.5070,0.8314
1199,199,50,0.9339,0.5070,0.8314
1200,200,50,0.9353,0.5070,0.8314
1201,197,50,0.9380,0.5070,0.8314
1202,196,50,0.9388,0.5070,0.8314
1203,195,50,0.9416,0.5070,0.8314
1204,195,50,0.9501,0.5070,0.8314
1205,199,50,0.9508,0.5070,0.8314
1206,196,50,0.9547,0.5070,0.8314
1207,197,50,0.9541,0.5070,0.8314
1208,197,50,0.9525,0.5070,0.8314
1209,192,50,0.9508,0.5070,0.8314
1210,195,50,0.9499,0.5070,0.8314
1211,197,50,0.9457,0.5070,0.8314
1212,195,50,0.9475,0.5070,0.8314
1213,197,50,0.9496,0.5070,0.8314
1214,196,50,0.9549,0.5070,0.8314
1215,195,50,0.9585,0.5070,0.8314
1216,196,50,0.9586,0.5070,0.8314
1217,200,50,0.9571,0.5070,0.8314
1218,198,50,0.9575,0.5070,0.8314
1219,194,50,0.9598,0.5070,0.8314
1220,195,50,0.9565,0.5070,0.8314
1221,194,50,0.9622,0.5070,0.8314
1222,194,50,0.9806,0.5070,0.8314
1223,191,50,0.9794,0.5070,0.8314
1224,197,50,0.9738,0.5070,0.8314
1225,196,50,0.9678,0.5070,0.8314
1226,198,50,0.9731,0.5070,0.8314
1227,195,50,0.9730,0.5070,0.8314
1228,196,50,0.9779,0.5070,0.8314
1229,199,50,0.9753,0.5070,0.8314
1230,193,50,0.9742,0.5070,0.8314
1231,196,50,0.9718,0.5070,0.8314
1232,196,50,0.9712,0.5070,0.8314
1233,195,50,0.9690,0.5070,0.8314
1234,194,50,0.9776,0.5070,0.8314
1235,198,50,0.9781,0.5070,0.8314
1236,191,50,0.9740,0.5070,0.8314
1237,198,50,0.9743,0.5070,0.8314
1238,198,50,0.9758,0.5070,0.8314
1239,195,50,0.9767,0.5070,0.8314
1240,198,50,0.9721,0.5070,0.8314
1241,197,50,0.9694,0.5070,0.8314
1242,196,50,0.9741,0.5070,0.8314
1243,198,50,0.9686,0.5070,0.8314
1244,195,50,0.9704,0.5070,0.8314
1245,196,50,0.9726,0.5070,0.8314
1246,197,50,0.9790,0.5070,0.8314
1247,198,50,0.9793,0.5070,0.8314
1248,198,50,0.9816,0.5070,0.8314
1249,198,50,0.9783,0.5070,0.8314
1250,195,50,0.9704,0.5070,0.8314
1251,195,50,0.9754,0.5070,0.8314
1252,195,50,0.9805,0.5070,0.8314
1253,198,50,0.9931,0.5070,0.8314
1254,197,50,0.9913,0.5070,0.8314
1255,199,50,0.9903,0.5070,0.8314
1256,193,50,0.9864,0.5070,0.8314
1257,195,50,1.0019,0.5070,0.8314
1258,196,50,1.0065,0.5070,0.8314
1259,192,50,1.0141,0.5070,0.8314
1260,197,50,1.0208,0.5070,0.8314
1261,198,50,1.0223,0.5070,0.8314
1262,198,50,1.0188,0.5070,0.8314
1263,197,50,1.0210,0.5070,0.8314
1264,194,50,1.0251,0.5070,0.8314
1265,199,50,1.0215,0.5070,0.8314
1266,196,50,1.0225,0.5070,0.8314
1267,197,50,1.0212,0.5070,0.8314
1268,197,50,1.0148,0.5070,0.8314
1269,197,50,1.0132,0.5070,0.8314
1270,193,50,1.0101,0.5070,0.8314
1271,195,50,1.0110,0.5070,0.8314
1272,196,50,1.0137,0.5070,0.8314
1273,196,50,1.0137,0.5070,0.8314
1274,196,50,1.0125,0.5070,0.8314
1275,198,50,1.0150,0.5070,0.8314
1276,194,50,1.0202,0.5070,0.8314
1277,194,50,1.0238,0.5070,0.8314
1278,196,50,1.0171,0.5070,0.8314
1279,197,50,1.0156,0.5070,0.8314
1280,194,50,1.0125,0.5070,0.8314
1281,198,50,1.0114,0.5070,0.8314
1282,197,50,1.0108,0.5070,0.8314
1283,195,50,1.0099,0.5070,0.8314
1284,194,50,1.0100,0.5070,0.8314
1285,193,50,1.0141,0.5070,0.8314
1286,198,50,1.0150,0.5070,0.8314
1287,198,50,1.0148,0.5070,0.8314
1288,196,50,1.0176,0.5070,0.8314
1289,193,50,1.0211,0.5070,0.8314
1290,194,50,1.0207,0.5070,0.8314
1291,198,50,1.0200,0.5070,0.8314
1292,198,50,1.0251,0.5070,0.8314
1293,197,50,1.0287,0.5070,0.8314
1294,197,50,1.0334,0.5070,0.8314
1295,197,50,1.0384,0.5070,0.8314
1296,199,50,1.0443,0.5070,0.8314
1297,199,50,1.0451,0.5070,0.8314
1298,197,50,1.0422,0.5070,0.8314
