tick,prey_pop,pred_pop,avg_prey_evade,avg_pred_hunt,avg_pred_mut
1299,197,50,1.0456,0.5070,0.8314
1300,195,50,1.0389,0.5070,0.8314
1301,193,50,1.0487,0.5070,0.8314
1302,197,50,1.0532,0.5070,0.8314
1303,194,50,1.0581,0.5070,0.8314
1304,200,50,1.0574,0.5070,0.8314
1305,194,50,1.0565,0.5070,0.8314
1306,199,50,1.0583,0.5070,0.8314
1307,195,50,1.0543,0.5070,0.8314
1308,193,50,1.0665,0.5070,0.8314
1309,196,50,1.0771,0.5070,0.8314
1310,197,50,1.0826,0.5070,0.8314
1311,196,50,1.0844,0.5070,0.8314
1312,199,50,1.0872,0.5070,0.8314
1313,195,50,1.0916,0.5070,0.8314
1314,196,50,1.0926,0.5070,0.8314
1315,197,50,1.0943,0.5070,0.8314
1316,197,50,1.0944,0.5070,0.8314
1317,195,50,1.0922,0.5070,0.8314
1318,193,50,1.0961,0.5070,0.8314
1319,196,50,1.1031,0.5070,0.8314
1320,197,50,1.1005,0.5070,0.8314
1321,195,50,1.0977,0.5070,0.8314
1322,194,50,1.0929,0.5070,0.8314
1323,198,50,1.0965,0.5070,0.8314
1324,198,50,1.0983,0.5070,0.8314
1325,197,50,1.0988,0.5070,0.8314
1326,197,50,1.0989,0.5070,0.8314
1327,195,50,1.0989,0.5070,0.8314
1328,198,50,1.1009,0.5070,0.8314
1329,196,50,1.1018,0.5070,0.8314
1330,198,50,1.1033,0.5070,0.8314
1331,196,50,1.1049,0.5070,0.8314
1332,195,50,1.1060,0.5070,0.8314
1333,197,50,1.1111,0.5070,0.8314
1334,194,50,1.1099,0.5070,0.8314
1335,198,50,1.1148,0.5070,0.8314
1336,197,50,1.1174,0.5070,0.8314
1337,199,50,1.1185,0.5070,0.8314
1338,194,50,1.1190,0.5070,0.8314
1339,196,50,1.1217,0.5070,0.8314
1340,197,50,1.1256,0.5070,0.8314
1341,195,50,1.1330,0.5070,0.8314
1342,193,50,1.1353,0.5070,0.8314
1343,197,50,1.1308,0.5070,0.8314
1344,199,50,1.1337,0.5070,0.8314
1345,199,50,1.1338,0.5070,0.8314
1346,195,50,1.1342,0.5070,0.8314
1347,196,50,1.1312,0.5070,0.8314
1348,200,50,1.1354,0.5070,0.8314
1349,194,50,1.1351,0.5070,0.8314
1350,197,50,1.1333,0.5070,0.8314
1351,197,50,1.1333,0.5070,0.8314
1352,198,50,1.1362,0.5070,0.8314
1353,200,50,1.1327,0.5070,0.8314
1354,198,50,1.1317,0.5070,0.8314
1355,195,50,1.1312,0.5070,0.8314
1356,196,50,1.1237,0.5070,0.8314
1357,198,50,1.1271,0.5070,0.8314
1358,199,50,1.1299,0.5070,0.8314
1359,198,50,1.1322,0.5070,0.8314
1360,195,50,1.1326,0.5070,0.8314
1361,196,50,1.1287,0.5070,0.8314
1362,198,50,1.1281,0.5070,0.8314
1363,194,50,1.1234,0.5070,0.8314
1364,194,50,1.1216,0.5070,0.8314
1365,197,50,1.1204,0.5070,0.8314
1366,195,50,1.1201,0.5070,0.8314
1367,195,50,1.1259,0.5070,0.8314
1368,197,50,1.1292,0.5070,0.8314
1369,199,50,1.1297,0.5070,0.8314
1370,197,50,1.1327,0.5070,0.8314
1371,191,50,1.1353,0.5070,0.8314
1372,197,50,1.1500,0.5070,0.8314
1373,197,50,1.1477,0.5070,0.8314
1374,196,50,1.1497,0.5070,0.8314
1375,198,50,1.1469,0.5070,0.8314
1376,195,50,1.1463,0.5070,0.8314
1377,193,50,1.1532,0.5070,0.8314
1378,194,50,1.1473,0.5070,0.8314
1379,195,50,1.1506,0.5070,0.8314
1380,197,50,1.1525,0.5070,0.8314
1381,193,50,1.1548,0.5070,0.8314
1382,197,50,1.1530,0.5070,0.8314
1383,197,50,1.1575,0.5070,0.8314
1384,196,50,1.1613,0.5070,0.8314
1385,196,50,1.1691,0.5070,0.8314
1386,199,50,1.1679,0.5070,0.8314
1387,195,50,1.1696,0.5070,0.8314
1388,199,50,1.1671,0.5070,0.8314
1389,194,50,1.1664,0.5070,0.8314
1390,196,50,1.1725,0.5070,0.8314
1391,197,50,1.1771,0.5070,0.8314
1392,198,50,1.1789,0.5070,0.8314
1393,197,50,1.1769,0.5070,0.8314
1394,198,50,1.1782,0.5070,0.8314
1395,198,50,1.1802,0.5070,0.8314
1396,190,50,1.1807,0.5070,0.8314
1397,196,50,1.1767,0.5070,0.8314
1398,196,50,1.1747,0.5070,0.8314
1399,197,50,1.1783,0.5070,0.8314
1400,199,50,1.1773,0.5070,0.8314
1401,198,50,1.1775,0.5070,0.8314
1402,200,50,1.1772,0.5070,0.8314
1403,197,50,1.1774,0.5070,0.8314
1404,199,50,1.1771,0.5070,0.8314
1405,198,50,1.1793,0.5070,0.8314
1406,197,50,1.1806,0.5070,0.8314
1407,195,50,1.1826,0.5070,0.8314
1408,193,50,1.1862,0.5070,0.8314
1409,195,50,1.1848,0.5070,0.8314
1410,194,50,1.1864,0.5070,0.8314
1411,198,50,1.1996,0.5070,0.8314
1412,195,50,1.2041,0.5070,0.8314
1413,200,50,1.2041,0.5070,0.8314
1414,194,50,1.2071,0.5070,0.8314
1415,195,50,1.2023,0.5070,0.8314
1416,198,50,1.1936,0.5070,0.8314
1417,198,50,1.1938,0.5070,0.8314
1418,200,50,1.1925,0.5070,0.8314
1419,196,50,1.1926,0.5070,0.8314
1420,196,50,1.1914,0.5070,0.8314
1421,199,50,1.1856,0.5070,0.8314
1422,197,50,1.1918,0.5070,0.8314
1423,197,50,1.1907,0.5070,0.8314
1424,194,50,1.1922,0.5070,0.8314
1425,200,50,1.1929,0.5070,0.8314
1426,195,50,1.1924,0.5070,0.8314
1427,196,50,1.1887,0.5070,0.8314
1428,194,50,1.1882,0.5070,0.8314
1429,198,50,1.1810,0.5070,0.8314
1430,196,50,1.1875,0.5070,0.8314
1431,196,50,1.1821,0.5070,0.8314
1432,198,50,1.1820,0.5070,0.8314
1433,196,50,1.1815,0.5070,0.8314
1434,197,50,1.1825,0.5070,0.8314
1435,199,50,1.1820,0.5070,0.8314
1436,197,50,1.1822,0.5070,0.8314
1437,196,50,1.1816,0.5070,0.8314
1438,195,50,1.1820,0.5070,0.8314
1439,198,50,1.1793,0.5070,0.8314
1440,197,50,1.1813,0.5070,0.8314
1441,194,50,1.1823,0.5070,0.8314
1442,197,50,1.1766,0.5070,0.8314
1443,193,50,1.1842,0.5070,0.8314
1444,197,50,1.1806,0.5070,0.8314
1445,198,50,1.1810,0.5070,0.8314
1446,199,50,1.1820,0.5070,0.8314
1447,197,50,1.1826,0.5070,0.8314
1448,198,50,1.1819,0.5070,0.8314
1449,194,50,1.1821,0.5070,0.8314
1450,197,50,1.1871,0.5070,0.8314
1451,195,50,1.1883,0.5070,0.8314
1452,193,50,1.1885,0.5070,0.8314
1453,197,50,1.1964,0.5070,0.8314
1454,195,50,1.1980,0.5070,0.8314
1455,198,50,1.1948,0.5070,0.8314
1456,195,50,1.1944,0.5070,0.8314
1457,197,50,1.1994,0.5070,0.8314
1458,196,50,1.1979,0.5070,0.8314
1459,196,50,1.1954,0.5070,0.8314
1460,194,50,1.2008,0.5070,0.8314
1461,198,50,1.2025,0.5070,0.8314
1462,193,50,1.2092,0.5070,0.8314
1463,196,50,1.2023,0.5070,0.8314
1464,197,50,1.2017,0.5070,0.8314
1465,196,50,1.2056,0.5070,0.8314
1466,196,50,1.2065,0.5070,0.8314
1467,199,50,1.2074,0.5070,0.8314
1468,198,50,1.2075,0.5070,0.8314
1469,199,50,1.2076,0.5070,0.8314
1470,196,50,1.2069,0.5070,0.8314
1471,195,50,1.2046,0.5070,0.8314
1472,195,50,1.2001,0.5070,0.8314
1473,198,50,1.2019,0.5070,0.8314
1474,197,50,1.2020,0.5070,0.8314
1475,199,50,1.2036,0.5070,0.8314
1476,198,50,1.2024,0.5070,0.8314
1477,196,50,1.2029,0.5070,0.8314
1478,197,50,1.2025,0.5070,0.8314
1479,194,50,1.2120,0.5070,0.8314
1480,196,50,1.2184,0.5070,0.8314
1481,198,50,1.2138,0.5070,0.8314
1482,198,50,1.2167,0.5070,0.8314
1483,196,50,1.2155,0.5070,0.8314
1484,195,50,1.2083,0.5070,0.8314
1485,197,50,1.2122,0.5070,0.8314
1486,197,50,1.2223,0.5070,0.8314
1487,197,50,1.2260,0.5070,0.8314
1488,195,50,1.2292,0.5070,0.8314
1489,198,50,1.2286,0.5070,0.8314
1490,197,50,1.2280,0.5070,0.8314
1491,198,50,1.2279,0.5070,0.8314
1492,195,50,1.2316,0.5070,0.8314
1493,196,50,1.2342,0.5070,0.8314
1494,198,50,1.2351,0.5070,0.8314
1495,195,50,1.2345,0.5070,0.8314
1496,196,50,1.2377,0.5070,0.8314
1497,198,50,1.2370,0.5070,0.8314
1498,197,50,1.2365,0.5070,0.8314
1499,195,50,1.2330,0.5070,0.8314
1500,196,50,1.2254,0.5070,0.8314
1501,197,50,1.2285,0.5070,0.8314
1502,199,50,1.2302,0.5070,0.8314
1503,193,50,1.2339,0.5070,0.8314
1504,194,50,1.2316,0.5070,0.8314
1505,195,50,1.2340,0.5070,0.8314
1506,199,50,1.2291,0.5070,0.8314
1507,199,50,1.2268,0.5070,0.8314
1508,197,50,1.2240,0.5070,0.8314
1509,197,50,1.2219,0.5070,0.8314
1510,193,50,1.2225,0.5070,0.8314
1511,192,50,1.2332,0.5070,0.8314
1512,199,50,1.2415,0.5070,0.8314
1513,196,50,1.2417,0.5070,0.8314
1514,199,50,1.2416,0.5070,0.8314
1515,196,50,1.2421,0.5070,0.8314
1516,197,50,1.2442,0.5070,0.8314
1517,197,50,1.2484,0.5070,0.8314
1518,199,50,1.2503,0.5070,0.8314
1519,199,50,1.2500,0.5070,0.8314
1520,198,50,1.2507,0.5070,0.8314
1521,195,50,1.2481,0.5070,0.8314
1522,197,50,1.2465,0.5070,0.8314
1523,197,50,1.2456,0.5070,0.8314
1524,193,50,1.2450,0.5070,0.8314
1525,199,50,1.2477,0.5070,0.8314
1526,196,50,1.2475,0.5070,0.8314
1527,199,50,1.2503,0.5070,0.8314
1528,198,50,1.2509,0.5070,0.8314
1529,195,50,1.2510,0.5070,0.8314
1530,196,50,1.2544,0.5070,0.8314
1531,199,50,1.2568,0.5070,0.8314
1532,197,50,1.2592,0.5070,0.8314
1533,194,50,1.2704,0.5070,0.8314
1534,198,50,1.2688,0.5070,0.8314
1535,195,50,1.2643,0.5070,0.8314
1536,198,50,1.2636,0.5070,0.8314
1537,198,50,1.2657,0.5070,0.8314
1538,194,50,1.2728,0.5070,0.8314
1539,194,50,1.2738,0.5070,0.8314
1540,198,50,1.2776,0.5070,0.8314
1541,198,50,1.2786,0.5070,0.8314
1542,199,50,1.2809,0.5070,0.8314
1543,195,50,1.2802,0.5070,0.8314
1544,199,50,1.2804,0.5070,0.8314
1545,196,50,1.2775,0.5070,0.8314
1546,192,50,1.2814,0.5070,0.8314
1547,199,50,1.2790,0.5070,0.8314
1548,194,50,1.2796,0.5070,0.8314
1549,196,50,1.2808,0.5070,0.8314
1550,197,50,1.2815,0.5070,0.8314
1551,198,50,1.2848,0.5070,0.8314
1552,197,50,1.2860,0.5070,0.8314
1553,196,50,1.2881,0.5070,0.8314
1554,194,50,1.2855,0.5070,0.8314
1555,198,50,1.2847,0.5070,0.8314
1556,197,50,1.2866,0.5070,0.8314
1557,199,50,1.2897,0.5070,0.8314
1558,196,50,1.2909,0.5070,0.8314
1559,197,50,1.2891,0.5070,0.8314
1560,194,50,1.3006,0.5070,0.8314
1561,199,50,1.3040,0.5070,0.8314
1562,198,50,1.3068,0.5070,0.8314
1563,200,50,1.3051,0.5070,0.8314
1564,196,50,1.3065,0.5070,0.8314
1565,198,50,1.3052,0.5070,0.8314
1566,195,50,1.3063,0.5070,0.8314
1567,199,50,1.3069,0.5070,0.8314
1568,193,50,1.3073,0.5070,0.8314
1569,194,50,1.3058,0.5070,0.8314
1570,195,50,1.3008,0.5070,0.8314
1571,197,50,1.2973,0.5070,0.8314
1572,196,50,1.3025,0.5070,0.8314
1573,196,50,1.3088,0.5070,0.8314
1574,198,50,1.3146,0.5070,0.8314
1575,196,50,1.3176,0.5070,0.8314
1576,200,50,1.3187,0.5070,0.8314
1577,198,50,1.3157,0.5070,0.8314
1578,193,50,1.3142,0.5070,0.8314
1579,197,50,1.3181,0.5070,0.8314
1580,197,50,1.3186,0.5070,0.8314
1581,198,50,1.3176,0.5070,0.8314
1582,199,50,1.3166,0.5070,0.8314
1583,196,50,1.3132,0.5070,0.8314
1584,195,50,1.3133,0.5070,0.8314
1585,196,50,1.3074,0.5070,0.8314
1586,195,50,1.3154,0.5070,0.8314
1587,198,50,1.3167,0.5070,0.8314
1588,200,50,1.3187,0.5070,0.8314
1589,197,50,1.3208,0.5070,0.8314
1590,195,50,1.3247,0.5070,0.8314
1591,198,50,1.3211,0.5070,0.8314
1592,197,50,1.3205,0.5070,0.8314
1593,194,50,1.3231,0.5070,0.8314
1594,197,50,1.3180,0.5070,0.8314
1595,198,50,1.3193,0.5070,0.8314
1596,198,50,1.3215,0.5070,0.8314
1597,193,50,1.3190,0.5070,0.8314
1598,197,50,1.3190,0.5070,0.8314
1599,198,50,1.3203,0.5070,0.8314
1600,196,50,1.3202,0.5070,0.8314
1601,199,50,1.3192,0.5070,0.8314
1602,196,50,1.3217,0.5070,0.8314
1603,195,50,1.3288,0.5070,0.8314
1604,196,50,1.3325,0.5070,0.8314
1605,191,50,1.3403,0.5070,0.8314
1606,196,50,1.3471,0.5070,0.8314
1607,199,50,1.3453,0.5070,0.8314
1608,200,50,1.3465,0.5070,0.8314
1609,192,50,1.3486,0.5070,0.8314
1610,196,50,1.3411,0.5070,0.8314
1611,199,50,1.3446,0.5070,0.8314
1612,197,50,1.3435,0.5070,0.8314
1613,197,50,1.3439,0.5070,0.8314
1614,198,50,1.3460,0.5070,0.8314
1615,196,50,1.3485,0.5070,0.8314
1616,196,50,1.3511,0.5070,0.8314
1617,197,50,1.3462,0.5070,0.8314
1618,197,50,1.3500,0.5070,0.8314
1619,200,50,1.3510,0.5070,0.8314
1620,195,50,1.3543,0.5070,0.8314
1621,198,50,1.3533,0.5070,0.8314
1622,194,50,1.3570,0.5070,0.8314
1623,199,50,1.3554,0.5070,0.8314
1624,196,50,1.3558,0.5070,0.8314
1625,196,50,1.3558,0.5070,0.8314
1626,196,50,1.3567,0.5070,0.8314
1627,197,50,1.3581,0.5070,0.8314
1628,198,50,1.3628,0.5070,0.8314
1629,197,50,1.3635,0.5070,0.8314
1630,198,50,1.3694,0.5070,0.8314
1631,198,50,1.3722,0.5070,0.8314
1632,196,50,1.3729,0.5070,0.8314
1633,196,50,1.3738,0.5070,0.8314
1634,198,50,1.3770,0.5070,0.8314
1635,195,50,1.3803,0.5070,0.8314
1636,196,50,1.3836,0.5070,0.8314
1637,197,50,1.3824,0.5070,0.8314
1638,198,50,1.3816,0.5070,0.8314
1639,196,50,1.3814,0.5070,0.8314
1640,196,50,1.3774,0.5070,0.8314
1641,195,50,1.3772,0.5070,0.8314
1642,199,50,1.3780,0.5070,0.8314
1643,197,50,1.3828,0.5070,0.8314
1644,196,50,1.3854,0.5070,0.8314
1645,198,50,1.3853,0.5070,0.8314
1646,200,50,1.3864,0.5070,0.8314
1647,191,50,1.3899,0.5070,0.8314
1648,195,50,1.3859,0.5070,0.8314
1649,199,50,1.3829,0.5070,0.8314
1650,194,50,1.3860,0.5070,0.8314
1651,195,50,1.3828,0.5070,0.8314
1652,199,50,1.3820,0.5070,0.8314
1653,194,50,1.3839,0.5070,0.8314
1654,200,50,1.3814,0.5070,0.8314
1655,197,50,1.3825,0.5070,0.8314
1656,198,50,1.3825,0.5070,0.8314
1657,196,50,1.3895,0.5070,0.8314
1658,200,50,1.3919,0.5070,0.8314
1659,197,50,1.3945,0.5070,0.8314
1660,196,50,1.3996,0.5070,0.8314
1661,197,50,1.4012,0.5070,0.8314
1662,195,50,1.4042,0.5070,0.8314
1663,195,50,1.4047,0.5070,0.8314
1664,199,50,1.4039,0.5070,0.8314
1665,197,50,1.4087,0.5070,0.8314
1666,195,50,1.4075,0.5070,0.8314
1667,195,50,1.4054,0.5070,0.8314
1668,198,50,1.4032,0.5070,0.8314
1669,193,50,1.4089,0.5070,0.8314
1670,195,50,1.3999,0.5070,0.8314
1671,195,50,1.3984,0.5070,0.8314
1672,196,50,1.3986,0.5070,0.8314
1673,197,50,1.4042,0.5070,0.8314
1674,198,50,1.4047,0.5070,0.8314
1675,199,50,1.4027,0.5070,0.8314
1676,200,50,1.4014,0.5070,0.8314
1677,198,50,1.4017,0.5070,0.8314
1678,197,50,1.3996,0.5070,0.8314
1679,197,50,1.3986,0.5070,0.8314
1680,198,50,1.3953,0.5070,0.8314
1681,196,50,1.3959,0.5070,0.8314
1682,196,50,1.3994,0.5070,0.8314
1683,196,50,1.3980,0.5070,0.8314
1684,197,50,1.3982,0.5070,0.8314
1685,197,50,1.3943,0.5070,0.8314
1686,196,50,1.3955,0.5070,0.8314
1687,200,50,1.3991,0.5070,0.8314
1688,198,50,1.3969,0.5070,0.8314
1689,198,50,1.3981,0.5070,0.8314
1690,196,50,1.3955,0.5070,0.8314
1691,197,50,1.3977,0.5070,0.8314
1692,197,50,1.3964,0.5070,0.8314
1693,197,50,1.3905,0.5070,0.8314
1694,194,50,1.3956,0.5070,0.8314
1695,199,50,1.3987,0.5070,0.8314
1696,198,50,1.3990,0.5070,0.8314
1697,193,50,1.4013,0.5070,0.8314
1698,197,50,1.4066,0.5070,0.8314
1699,199,50,1.4041,0.5070,0.8314
1700,195,50,1.4054,0.5070,0.8314
1701,199,50,1.4091,0.5070,0.8314
1702,195,50,1.4070,0.5070,0.8314
1703,196,50,1.4103,0.5070,0.8314
1704,197,50,1.4104,0.5070,0.8314
1705,195,50,1.4184,0.5070,0.8314
1706,195,50,1.4244,0.5070,0.8314
1707,197,50,1.4255,0.5070,0.8314
1708,196,50,1.4267,0.5070,0.8314
1709,196,50,1.4294,0.5070,0.8314
1710,197,50,1.4328,0.5070,0.8314
1711,197,50,1.4354,0.5070,0.8314
1712,198,50,1.4377,0.5070,0.8314
1713,197,50,1.4371,0.5070,0.8314
1714,197,50,1.4343,0.5070,0.8314
1715,200,50,1.4317,0.5070,0.8314
1716,196,50,1.4324,0.5070,0.8314
1717,196,50,1.4345,0.5070,0.8314
1718,195,50,1.4367,0.5070,0.8314
1719,198,50,1.4408,0.5070,0.8314
1720,196,50,1.4466,0.5070,0.8314
1721,198,50,1.4486,0.5070,0.8314
1722,195,50,1.4517,0.5070,0.8314
1723,199,50,1.4512,0.5070,0.8314
1724,198,50,1.4511,0.5070,0.8314
1725,196,50,1.4546,0.5070,0.8314
1726,196,50,1.4538,0.5070,0.8314
1727,197,50,1.4604,0.5070,0.8314
1728,195,50,1.4588,0.5070,0.8314
1729,193,50,1.4612,0.5070,0.8314
1730,196,50,1.4609,0.5070,0.8314
1731,198,50,1.4606,0.5070,0.8314
1732,196,50,1.4635,0.5070,0.8314
1733,198,50,1.4596,0.5070,0.8314
1734,200,50,1.4571,0.5070,0.8314
1735,199,50,1.4585,0.5070,0.8314
1736,198,50,1.4615,0.5070,0.8314
1737,192,50,1.4582,0.5070,0.8314
1738,196,50,1.4616,0.5070,0.8314
1739,198,50,1.4610,0.5070,0.8314
1740,197,50,1.4604,0.5070,0.8314
1741,196,50,1.4652,0.5070,0.8314
1742,195,50,1.4698,0.5070,0.8314
1743,200,50,1.4708,0.5070,0.8314
1744,196,50,1.4730,0.5070,0.8314
1745,198,50,1.4768,0.5070,0.8314
1746,196,50,1.4788,0.5070,0.8314
1747,198,50,1.4787,0.5070,0.8314
1748,199,50,1.4748,0.5070,0.8314
1749,198,50,1.4770,0.5070,0.8314
1750,197,50,1.4755,0.5070,0.8314
1751,199,50,1.4778,0.5070,0.8314
1752,195,50,1.4800,0.5070,0.8314
1753,198,50,1.4790,0.5070,0.8314
1754,198,50,1.4782,0.5070,0.8314
1755,199,50,1.4816,0.5070,0.8314
1756,196,50,1.4798,0.5070,0.8314
1757,198,50,1.4796,0.5070,0.8314
1758,193,50,1.4807,0.5070,0.8314
1759,197,50,1.4798,0.5070,0.8314
1760,198,50,1.4831,0.5070,0.8314
1761,200,50,1.4838,0.5070,0.8314
1762,198,50,1.4847,0.5070,0.8314
1763,196,50,1.4891,0.5070,0.8314
1764,199,50,1.4865,0.5070,0.8314
1765,198,50,1.4881,0.5070,0.8314
1766,199,50,1.4893,0.5070,0.8314
1767,198,50,1.4893,0.5070,0.8314
1768,194,50,1.4915,0.5070,0.8314
1769,197,50,1.4899,0.5070,0.8314
1770,197,50,1.4878,0.5070,0.8314
1771,200,50,1.4892,0.5070,0.8314
1772,194,50,1.4884,0.5070,0.8314
1773,196,50,1.4881,0.5070,0.8314
1774,194,50,1.4864,0.5070,0.8314
1775,196,50,1.4855,0.5070,0.8314
1776,197,50,1.4895,0.5070,0.8314
1777,196,50,1.4907,0.5070,0.8314
1778,198,50,1.4902,0.5070,0.8314
1779,198,50,1.4962,0.5070,0.8314
1780,194,50,1.4973,0.5070,0.8314
1781,197,50,1.5044,0.5070,0.8314
1782,197,50,1.5085,0.5070,0.8314
1783,198,50,1.5085,0.5070,0.8314
1784,193,50,1.5126,0.5070,0.8314
1785,200,50,1.5149,0.5070,0.8314
1786,197,50,1.5138,0.5070,0.8314
1787,197,50,1.5188,0.5070,0.8314
1788,195,50,1.5205,0.5070,0.8314
1789,200,50,1.5204,0.5070,0.8314
1790,198,50,1.5192,0.5070,0.8314
1791,197,50,1.5235,0.5070,0.8314
1792,198,50,1.5244,0.5070,0.8314
1793,196,50,1.5291,0.5070,0.8314
1794,197,50,1.5289,0.5070,0.8314
1795,193,50,1.5255,0.5070,0.8314
1796,195,50,1.5250,0.5070,0.8314
1797,195,50,1.5243,0.5070,0.8314
1798,196,50,1.5267,0.5070,0.8314
1799,199,50,1.5249,0.5070,0.8314
1800,197,50,1.5292,0.5070,0.8314
1801,197,50,1.5321,0.5070,0.8314
1802,199,50,1.5273,0.5070,0.8314
1803,193,50,1.5249,0.5070,0.8314
1804,198,50,1.5272,0.5070,0.8314
1805,199,50,1.5254,0.5070,0.8314
1806,197,50,1.5294,0.5070,0.8314
1807,198,50,1.5303,0.5070,0.8314
1808,197,50,1.5308,0.5070,0.8314
1809,196,50,1.5364,0.5070,0.8314
1810,198,50,1.5332,0.5070,0.8314
1811,196,50,1.5347,0.5070,0.8314
1812,195,50,1.5431,0.5070,0.8314
1813,199,50,1.5435,0.5070,0.8314
1814,196,50,1.5420,0.5070,0.8314
1815,198,50,1.5475,0.5070,0.8314
1816,199,50,1.5476,0.5070,0.8314
1817,198,50,1.5476,0.5070,0.8314
1818,198,50,1.5504,0.5070,0.8314
1819,198,50,1.5495,0.5070,0.8314
1820,194,50,1.5469,0.5070,0.8314
1821,197,50,1.5495,0.5070,0.8314
1822,198,50,1.5472,0.5070,0.8314
1823,199,50,1.5441,0.5070,0.8314
1824,198,50,1.5421,0.5070,0.8314
1825,196,50,1.5470,0.5070,0.8314
1826,196,50,1.5526,0.5070,0.8314
1827,198,50,1.5573,0.5070,0.8314
1828,200,50,1.5584,0.5070,0.8314
1829,197,50,1.5548,0.5070,0.8314
1830,193,50,1.5537,0.5070,0.8314
1831,198,50,1.5601,0.5070,0.8314
1832,200,50,1.5570,0.5070,0.8314
1833,197,50,1.5595,0.5070,0.8314
1834,196,50,1.5689,0.5070,0.8314
1835,198,50,1.5722,0.5070,0.8314
1836,199,50,1.5715,0.5070,0.8314
1837,194,50,1.5740,0.5070,0.8314
1838,195,50,1.5722,0.5070,0.8314
1839,198,50,1.5657,0.5070,0.8314
1840,198,50,1.5694,0.5070,0.8314
1841,194,50,1.5679,0.5070,0.8314
1842,197,50,1.5775,0.5070,0.8314
1843,195,50,1.5720,0.5070,0.8314
1844,198,50,1.5720,0.5070,0.8314
1845,199,50,1.5746,0.5070,0.8314
1846,196,50,1.5739,0.5070,0.8314
1847,199,50,1.5718,0.5070,0.8314
1848,196,50,1.5780,0.5070,0.8314
1849,196,50,1.5786,0.5070,0.8314
1850,198,50,1.5786,0.5070,0.8314
1851,196,50,1.5821,0.5070,0.8314
1852,198,50,1.5810,0.5070,0.8314
1853,197,50,1.5796,0.5070,0.8314
1854,199,50,1.5811,0.5070,0.8314
1855,196,50,1.5803,0.5070,0.8314
1856,197,50,1.5805,0.5070,0.8314
1857,194,50,1.5777,0.5070,0.8314
1858,193,50,1.5725,0.5070,0.8314
1859,193,50,1.5883,0.5070,0.8314
1860,197,50,1.5826,0.5070,0.8314
1861,198,50,1.5772,0.5070,0.8314
1862,196,50,1.5786,0.5070,0.8314
1863,199,50,1.5818,0.5070,0.8314
1864,200,50,1.5830,0.5070,0.8314
1865,199,50,1.5833,0.5070,0.8314
1866,194,50,1.5894,0.5070,0.8314
1867,198,50,1.5933,0.5070,0.8314
1868,198,50,1.5961,0.5070,0.8314
1869,197,50,1.5917,0.5070,0.8314
1870,196,50,1.5951,0.5070,0.8314
1871,196,50,1.5921,0.5070,0.8314
1872,197,50,1.5921,0.5070,0.8314
1873,198,50,1.5926,0.5070,0.8314
1874,194,50,1.6003,0.5070,0.8314
1875,199,50,1.6126,0.5070,0.8314
1876,200,50,1.6157,0.5070,0.8314
1877,196,50,1.6111,0.5070,0.8314
1878,196,50,1.6134,0.5070,0.8314
1879,200,50,1.6146,0.5070,0.8314
1880,198,50,1.6125,0.5070,0.8314
1881,198,50,1.6146,0.5070,0.8314
1882,197,50,1.6138,0.5070,0.8314
1883,197,50,1.6179,0.5070,0.8314
1884,197,50,1.6175,0.5070,0.8314
1885,196,50,1.6169,0.5070,0.8314
1886,199,50,1.6164,0.5070,0.8314
1887,200,50,1.6151,0.5070,0.8314
1888,197,50,1.6118,0.5070,0.8314
1889,196,50,1.6154,0.5070,0.8314
1890,195,50,1.6141,0.5070,0.8314
1891,197,50,1.6151,0.5070,0.8314
1892,199,50,1.6172,0.5070,0.8314
1893,195,50,1.6236,0.5070,0.8314
1894,196,50,1.6193,0.5070,0.8314
1895,196,50,1.6213,0.5070,0.8314
1896,195,50,1.6234,0.5070,0.8314
1897,198,50,1.6274,0.5070,0.8314
1898,197,50,1.6256,0.5070,0.8314
1899,199,50,1.6271,0.5070,0.8314
1900,200,50,1.6270,0.5070,0.8314
1901,194,50,1.6303,0.5070,0.8314
1902,196,50,1.6267,0.5070,0.8314
1903,200,50,1.6301,0.5070,0.8314
1904,196,50,1.6263,0.5070,0.8314
1905,198,50,1.6256,0.5070,0.8314
1906,197,50,1.6255,0.5070,0.8314
1907,198,50,1.6284,0.5070,0.8314
1908,196,50,1.6316,0.5070,0.8314
1909,194,50,1.6383,0.5070,0.8314
1910,200,50,1.6453,0.5070,0.8314
1911,199,50,1.6468,0.5070,0.8314
1912,197,50,1.6471,0.5070,0.8314
1913,197,50,1.6520,0.5070,0.8314
1914,197,50,1.6510,0.5070,0.8314
1915,198,50,1.6538,0.5070,0.8314
1916,198,50,1.6484,0.5070,0.8314
1917,196,50,1.6455,0.5070,0.8314
1918,197,50,1.6426,0.5070,0.8314
1919,195,50,1.6421,0.5070,0.8314
1920,198,50,1.6388,0.5070,0.8314
1921,197,50,1.6385,0.5070,0.8314
1922,196,50,1.6375,0.5070,0.8314
1923,196,50,1.6415,0.5070,0.8314
1924,199,50,1.6495,0.5070,0.8314
1925,195,50,1.6559,0.5070,0.8314
1926,199,50,1.6522,0.5070,0.8314
1927,197,50,1.6503,0.5070,0.8314
1928,200,50,1.6492,0.5070,0.8314
1929,193,50,1.6461,0.5070,0.8314
1930,197,50,1.6498,0.5070,0.8314
1931,196,50,1.6540,0.5070,0.8314
1932,197,50,1.6563,0.5070,0.8314
