topology,transport_rate,seed,spawn_rate,gini,hub_rate,periph_rate
scale_free,0.0,42,0.006753562504220977,0.0,4.333333333333333,0.0
scale_free,0.0,43,0.007352941176470588,0.0,5.25,0.0
scale_free,0.0,44,0.006974716652136007,0.0,4.25,0.0
scale_free,0.0,45,0.0071544276457883365,0.0,4.25,0.0
scale_free,0.0,46,0.007363372289400797,0.0,5.333333333333333,0.0
scale_free,0.0,47,0.007146746528723115,0.0,4.333333333333333,0.0
scale_free,0.0,48,0.006820917480272836,0.0,4.75,0.0
scale_free,0.0,49,0.007431649280698166,0.0,4.583333333333333,0.0
scale_free,0.0,50,0.006916000805747667,0.0,5.083333333333333,0.0
scale_free,0.0,51,0.007217051126399568,0.0,5.0,0.0
scale_free,0.0,52,0.00712940543449018,0.0,4.916666666666667,0.0
scale_free,0.0,53,0.006859549035588155,0.0,4.416666666666667,0.0
scale_free,0.0,54,0.00729483282674772,0.0,5.083333333333333,0.0
scale_free,0.0,55,0.0073361152241216854,0.0,4.916666666666667,0.0
scale_free,0.0,56,0.006923703502579419,0.0,3.75,0.0
scale_free,0.0,57,0.007408405172413793,0.0,5.166666666666667,0.0
scale_free,0.0,58,0.006815114709851552,0.0,4.166666666666667,0.0
scale_free,0.0,59,0.007184583361310683,0.0,4.416666666666667,0.0
scale_free,0.0,60,0.00715829281469476,0.0,6.0,0.0
scale_free,0.0,61,0.007113259668508287,0.0,4.833333333333333,0.0
scale_free,0.01,42,0.0067540186410914495,0.0,4.833333333333333,0.0
scale_free,0.01,43,0.007345575959933222,0.0,5.75,0.0
scale_free,0.01,44,0.006969108088186022,0.0,4.916666666666667,0.0
scale_free,0.01,45,0.007148637712435932,0.0,4.583333333333333,0.0
scale_free,0.01,46,0.007343528936198882,0.0,5.833333333333333,0.0
scale_free,0.01,47,0.007139942880456956,0.0,5.0,0.0
scale_free,0.01,48,0.00681635926222935,0.0,4.916666666666667,0.0
scale_free,0.01,49,0.007422034590766717,0.0,5.666666666666667,0.0
scale_free,0.01,50,0.006914143787339733,0.0,5.666666666666667,0.0
scale_free,0.01,51,0.007208785285993398,0.0,5.416666666666667,0.0
scale_free,0.01,52,0.007124134686470865,0.0,5.916666666666667,0.0
scale_free,0.01,53,0.006852103120759837,0.0,4.5,0.0
scale_free,0.01,54,0.007291877658497063,0.0,5.333333333333333,0.0
scale_free,0.01,55,0.007318383241573788,0.0,5.75,0.0
scale_free,0.01,56,0.006916192026037429,0.0,4.5,0.0
scale_free,0.01,57,0.007409403206250842,0.0,6.0,0.0
scale_free,0.01,58,0.0068100600094396875,0.0,4.916666666666667,0.0
scale_free,0.01,59,0.0071792807300053675,0.0,5.166666666666667,0.0
scale_free,0.01,60,0.0071587762544742355,0.0,6.416666666666667,0.0
scale_free,0.01,61,0.007108841189868176,0.0,5.0,0.0
scale_free,0.03,42,0.0067540186410914495,0.1167179887954719,4.833333333333333,0.0
scale_free,0.03,43,0.007349011223944415,0.10291051489140624,5.833333333333333,0.0
scale_free,0.03,44,0.006969108088186022,0.10343490808630063,4.916666666666667,0.0
scale_free,0.03,45,0.00714911984892426,0.08906210556631522,4.666666666666667,0.0
scale_free,0.03,46,0.007343034222581514,0.09298794812792255,5.833333333333333,0.0
scale_free,0.03,47,0.007139457401237506,0.10071599373958562,5.083333333333333,0.0
scale_free,0.03,48,0.006815903775476111,0.09385551688540095,5.083333333333333,0.0
scale_free,0.03,49,0.007417993738941064,0.11658641277814707,5.916666666666667,0.0
scale_free,0.03,50,0.006915072171869755,0.10492058025191575,5.833333333333333,0.0
scale_free,0.03,51,0.007209270987737501,0.10317327391564413,5.5,0.0
scale_free,0.03,52,0.0071231772058329415,0.11011060882070511,5.25,0.0
scale_free,0.03,53,0.006851638287768808,0.10200041392483672,4.666666666666667,0.0
scale_free,0.03,54,0.007291877658497063,0.11258691437498358,5.333333333333333,0.0
scale_free,0.03,55,0.007317400644468314,0.10649496058672758,5.666666666666667,0.0
scale_free,0.03,56,0.006916192026037429,0.09489158183577362,4.5,0.0
scale_free,0.03,57,0.007413398032079795,0.09638626771758907,6.333333333333333,0.0
scale_free,0.03,58,0.006809600862998921,0.10781918300396365,4.916666666666667,0.0
scale_free,0.03,59,0.007180244262515099,0.10833826178121031,5.25,0.0
scale_free,0.03,60,0.0071587762544742355,0.10154131630861829,6.416666666666667,0.0
scale_free,0.03,61,0.007108841189868176,0.10891746613885012,5.0,0.0
scale_free,0.05,42,0.0067540186410914495,0.18135104127269863,4.833333333333333,0.0
scale_free,0.05,43,0.007349011223944415,0.16301472902745706,5.833333333333333,0.0
scale_free,0.05,44,0.0069737812646684105,0.17144169059024983,3.9166666666666665,0.0
scale_free,0.05,45,0.00714911984892426,0.1487146797787946,4.666666666666667,0.0
scale_free,0.05,46,0.007343034222581514,0.1565021391722634,5.833333333333333,0.0
scale_free,0.05,47,0.007139457401237506,0.1619548618894775,5.083333333333333,0.0
scale_free,0.05,48,0.006815903775476111,0.15338004151839812,5.083333333333333,0.0
scale_free,0.05,49,0.007417993738941064,0.18017327185326826,5.916666666666667,0.0
scale_free,0.05,50,0.006915072171869755,0.17662186156154402,5.75,0.0
scale_free,0.05,51,0.007209270987737501,0.16452623868704452,5.5,0.0
scale_free,0.05,52,0.0071231772058329415,0.17295713126079781,5.25,0.0
scale_free,0.05,53,0.006851638287768808,0.16774774050037689,4.666666666666667,0.0
scale_free,0.05,54,0.007292370020256583,0.15970713723943164,5.833333333333333,0.0
scale_free,0.05,55,0.007317891910036925,0.16981029191182073,5.666666666666667,0.0
scale_free,0.05,56,0.006916192026037429,0.15640182912646905,4.5,0.0
scale_free,0.05,57,0.007413398032079795,0.15935025825157223,6.333333333333333,0.0
scale_free,0.05,58,0.006809600862998921,0.1705606543711755,4.916666666666667,0.0
scale_free,0.05,59,0.00717879906071788,0.1684810004352486,5.5,0.0
scale_free,0.05,60,0.0071587762544742355,0.16406772178682494,6.416666666666667,0.0
scale_free,0.05,61,0.007108841189868176,0.1690465637965175,5.0,0.0
scale_free,0.1,42,0.0067563002499831095,0.23691910917729597,5.25,0.0
scale_free,0.1,43,0.007349011223944415,0.22793207350826328,5.833333333333333,0.0
scale_free,0.1,44,0.006975184439973172,0.23931927587186053,4.5,0.0
