Experimental_Cycle,Composition_Frequency_Pct,Random_Seed,Composition_Threshold,Maximum_Agent_Count,Initial_Agent_Count,Mean_Composition_Events,Bistable_Basin_Classification,Spawn_Accuracy_Percent,actual_freq_pct,actual_spawns,agent_count_mean,agent_count_std,avg_agent_count,avg_cycle_time_ms,avg_cycles_per_sec,basin_classifications,basin_threshold,composition_mean,cycles,cycles_completed,cycles_per_sec,cycles_per_second,database_condition,decomposition_mean,dist_A,dist_B,diversity,dominant,dominant_fraction,duration,elapsed_seconds,expected_spawns,fft_analysis,fft_peak_count_agents,fft_peak_count_composition,fft_peak_count_decomposition,fft_top_freqs_agents,fft_top_freqs_composition,fft_top_freqs_decomposition,fft_top_powers_agents,fft_top_powers_composition,fft_top_powers_decomposition,final_agent_count,final_agents,final_db_size_mb,final_memory_mb,fraction,initial_db_size_mb,initial_memory_mb,max_composition_events,memory_increase_mb,mult,peak_agents,protocol,runtime,spawn_count,spawn_freq_pct,spawn_interval_cycles,spawning_freq,spread
145,,42,700,15,,,B,,72.96666666666667,,,,,,,,,,,,128.6568903787367,,,,0.6874507554181607,0.5814905219829468,0.03,"[6.264336, 5.844489, 5.747911]",,23.31783390045166,,,,,,,,,,,,,,4,,,1.0,,,,,,,,,2189,73,,,
145,,123,700,15,,,B,,74.16666666666667,,,,,,,,,,,,128.30698840937143,,,,0.2486899348405559,0.1797755937551035,0.03,"[6.264336, 6.030564, 6.276852]",,23.381423234939575,,,,,,,,,,,,,,0,,,1.0,,,,,,,,,2225,73,,,
145,,456,700,15,,,B,,73.46666666666667,,,,,,,,,,,,128.60345270644194,,,,0.2486899348405559,0.1797755937551035,0.03,"[6.264336, 6.030564, 6.276852]",,23.32752299308777,,,,,,,,,,,,,,0,,,1.0,,,,,,,,,2204,73,,,
145,,789,700,15,,,B,,73.73333333333333,,,,,,,,,,,,127.8677968417602,,,,0.41466591913129314,0.2763302297035199,0.03,"[6.264336, 5.869293, 6.209821]",,23.461732149124146,,,,,,,,,,,,,,5,,,1.0,,,,,,,,,2212,73,,,
145,,1024,700,15,,,B,,73.33333333333333,,,,,,,,,,,,128.51609335471042,,,,0.355795383963873,0.12640762607928308,0.03,"[6.006725, 5.992968, 6.246452]",,23.343379974365234,,,,,,,,,,,,,,3,,,1.0,,,,,,,,,2200,73,,,
145,,42,700,15,,,B,,73.63333333333333,,,,,,,,,,,,126.52807882134012,,,,0.5857066024674816,0.42591163743786137,0.03,"[6.264336, 5.708022, 6.142789]",,23.71015214920044,,,,,,,,,,,,,,1,,,1.0,,,,,,,,,2209,74,,,
145,,123,700,15,,,B,,75.13333333333333,,,,,,,,,,,,125.86117306494445,,,,0.41466591913129314,0.2763302297035199,0.03,"[6.264336, 5.869293, 6.209821]",,23.83578610420227,,,,,,,,,,,,,,1,,,1.0,,,,,,,,,2254,74,,,
145,,456,700,15,,,B,,74.53333333333333,,,,,,,,,,,,126.40104935604226,,,,0.2486899348405559,0.1797755937551035,0.03,"[6.264336, 6.030564, 6.276852]",,23.733980178833008,,,,,,,,,,,,,,0,,,1.0,,,,,,,,,2236,74,,,
145,,789,700,15,,,B,,74.46666666666667,,,,,,,,,,,,126.94564247030624,,,,0.355795383963873,0.12640762607928308,0.03,"[6.006725, 5.992968, 6.246452]",,23.63216209411621,,,,,,,,,,,,,,2,,,1.0,,,,,,,,,2234,74,,,
145,,1024,700,15,,,B,,74.26666666666667,,,,,,,,,,,,125.16994378354988,,,,0.355795383963873,0.12640762607928308,0.03,"[6.006725, 5.992968, 6.246452]",,23.96741509437561,,,,,,,,,,,,,,4,,,1.0,,,,,,,,,2228,74,,,
145,,42,700,15,,,B,,75.66666666666667,,,,,,,,,,,,122.64846628545727,,,,0.355795383963873,0.12640762607928308,0.03,"[6.006725, 5.992968, 6.246452]",,24.460150957107544,,,,,,,,,,,,,,0,,,1.0,,,,,,,,,2270,76,,,
145,,123,700,15,,,B,,77.23333333333333,,,,,,,,,,,,122.91979888605535,,,,0.2486899348405559,0.1797755937551035,0.03,"[6.264336, 6.030564, 6.276852]",,24.406157732009888,,,,,,,,,,,,,,3,,,1.0,,,,,,,,,2317,76,,,
145,,456,700,15,,,B,,75.9,,,,,,,,,,,,123.45485596289849,,,,0.41466591913129314,0.2763302297035199,0.03,"[6.264336, 5.869293, 6.209821]",,24.30038070678711,,,,,,,,,,,,,,2,,,1.0,,,,,,,,,2277,76,,,
145,,789,700,15,,,B,,76.06666666666668,,,,,,,,,,,,126.71744859707455,,,,0.2486899348405559,0.1797755937551035,0.03,"[6.264336, 6.030564, 6.276852]",,23.674719095230103,,,,,,,,,,,,,,5,,,1.0,,,,,,,,,2282,76,,,
145,,1024,700,15,,,B,,75.9,,,,,,,,,,,,127.02826555657138,,,,0.41466591913129314,0.2763302297035199,0.03,"[6.264336, 5.869293, 6.209821]",,23.616791009902954,,,,,,,,,,,,,,2,,,1.0,,,,,,,,,2277,76,,,
145,,42,700,15,,,B,,76.8,,,,,,,,,,,,124.7649226207159,,,,0.2486899348405559,0.1797755937551035,0.03,"[6.264336, 6.030564, 6.276852]",,24.045219898223877,,,,,,,,,,,,,,5,,,1.0,,,,,,,,,2304,77,,,
145,,123,700,15,,,B,,78.3,,,,,,,,,,,,123.99585614637853,,,,0.41466591913129314,0.2763302297035199,0.03,"[6.264336, 5.869293, 6.209821]",,24.19435691833496,,,,,,,,,,,,,,3,,,1.0,,,,,,,,,2349,77,,,
145,,456,700,15,,,B,,76.96666666666667,,,,,,,,,,,,123.82504385964307,,,,0.2486899348405559,0.1797755937551035,0.03,"[6.264336, 6.030564, 6.276852]",,24.227732181549072,,,,,,,,,,,,,,3,,,1.0,,,,,,,,,2309,77,,,
145,,789,700,15,,,B,,77.10000000000001,,,,,,,,,,,,122.79521134557227,,,,0.2486899348405559,0.1797755937551035,0.03,"[6.264336, 6.030564, 6.276852]",,24.430920124053955,,,,,,,,,,,,,,0,,,1.0,,,,,,,,,2313,77,,,
145,,1024,700,15,,,B,,76.63333333333333,,,,,,,,,,,,123.89105139891974,,,,0.355795383963873,0.12640762607928308,0.03,"[6.006725, 5.992968, 6.246452]",,24.214823961257935,,,,,,,,,,,,,,6,,,1.0,,,,,,,,,2299,77,,,
145,,42,700,15,,,B,,97.23333333333333,,,,,,,,,,,,106.85499228605673,,,,0.2486899348405559,0.1797755937551035,0.03,"[6.264336, 6.030564, 6.276852]",,28.07543134689331,,,,,,,,,,,,,,2,,,1.0,,,,,,,,,2917,97.5,,,
145,,123,700,15,,,A,,97.23333333333333,,,,,,,,,,,,105.68607579027183,,,,0.34475567282062264,0.3947954530044644,0.03,"[6.264336, 6.260026, 5.940233]",,28.385953187942505,,,,,,,,,,,,,,4,,,1.0,,,,,,,,,2917,97.5,,,
145,,456,700,15,,,B,,97.26666666666667,,,,,,,,,,,,106.58655200698172,,,,0.44729665627411114,0.4135447562537824,0.03,"[6.264336, 6.098755, 5.873202]",,28.1461398601532,,,,,,,,,,,,,,4,,,1.0,,,,,,,,,2918,97.5,,,
145,,789,700,15,,,A,,97.7,,,,,,,,,,,,107.76566638594412,,,,0.34475567282062264,0.3947954530044644,0.03,"[6.264336, 6.260026, 5.940233]",,27.83817982673645,,,,,,,,,,,,,,1,,,1.0,,,,,,,,,2931,97.5,,,
145,,1024,700,15,,,B,,97.3,,,,,,,,,,,,107.61347804310068,,,,0.2486899348405559,0.1797755937551035,0.03,"[6.264336, 6.030564, 6.276852]",,27.877548933029175,,,,,,,,,,,,,,2,,,1.0,,,,,,,,,2919,97.5,,,
145,,42,700,15,,,B,,98.16666666666667,,,,,,,,,,,,107.13740541990494,,,,0.2486899348405559,0.1797755937551035,0.03,"[6.264336, 6.030564, 6.276852]",,28.00142478942871,,,,,,,,,,,,,,4,,,1.0,,,,,,,,,2945,98.5,,,
145,,123,700,15,,,A,,98.66666666666667,,,,,,,,,,,,106.40872890869613,,,,0.34475567282062264,0.3947954530044644,0.03,"[6.264336, 6.260026, 5.940233]",,28.193175792694092,,,,,,,,,,,,,,2,,,1.0,,,,,,,,,2960,98.5,,,
145,,456,700,15,,,A,,98.2,,,,,,,,,,,,106.31426220575561,,,,0.34475567282062264,0.3947954530044644,0.03,"[6.264336, 6.260026, 5.940233]",,28.21822714805603,,,,,,,,,,,,,,6,,,1.0,,,,,,,,,2946,98.5,,,
145,,789,700,15,,,B,,98.43333333333332,,,,,,,,,,,,106.81981411303781,,,,0.44729665627411114,0.4135447562537824,0.03,"[6.264336, 6.098755, 5.873202]",,28.08467721939087,,,,,,,,,,,,,,5,,,1.0,,,,,,,,,2953,98.5,,,
145,,1024,700,15,,,A,,98.73333333333333,,,,,,,,,,,,106.98741632807912,,,,0.34475567282062264,0.3947954530044644,0.03,"[6.264336, 6.260026, 5.940233]",,28.04068088531494,,,,,,,,,,,,,,3,,,1.0,,,,,,,,,2962,98.5,,,
145,,42,700,15,,,B,,99.3,,,,,,,,,,,,106.09781985541792,,,,0.2486899348405559,0.1797755937551035,0.03,"[6.264336, 6.030564, 6.276852]",,28.275793075561523,,,,,,,,,,,,,,5,,,1.0,,,,,,,,,2979,99.5,,,
145,,123,700,15,,,B,,99.43333333333332,,,,,,,,,,,,106.09478812263956,,,,0.2486899348405559,0.1797755937551035,0.03,"[6.264336, 6.030564, 6.276852]",,28.2766010761261,,,,,,,,,,,,,,2,,,1.0,,,,,,,,,2983,99.5,,,
145,,456,700,15,,,B,,99.53333333333333,,,,,,,,,,,,106.83149980427106,,,,0.5028858290437305,0.27608023736225656,0.03,"[6.006725, 5.831696, 6.179421]",,28.081605195999146,,,,,,,,,,,,,,2,,,1.0,,,,,,,,,2986,99.5,,,
145,,789,700,15,,,B,,99.46666666666667,,,,,,,,,,,,105.61985585923973,,,,0.41466591913129314,0.2763302297035199,0.03,"[6.264336, 5.869293, 6.209821]",,28.40375018119812,,,,,,,,,,,,,,5,,,1.0,,,,,,,,,2984,99.5,,,
145,,1024,700,15,,,B,,99.63333333333333,,,,,,,,,,,,106.65453968183091,,,,0.43221867116541873,0.3778035528220987,0.03,"[6.006725, 6.222429, 5.909833]",,28.12819790840149,,,,,,,,,,,,,,1,,,1.0,,,,,,,,,2989,99.5,,,
147,,42,700,15,,,A,,49.88,,2.6402,1.7885591854898177,,,,,,3.6303,10000,,135.81337082736823,,,0.0,0.34475567282062264,0.3947954530044644,0.03,"[6.264336, 6.260026, 5.940233]",,73.63045287132263,,,,1415,1431,0,"[0.077, 0.07050000000000001, 0.0711, 0.0732, 0.0833, 0.0816, 0.0872, 0.0876, 0.0651, 0.0804]","[0.077, 0.07050000000000001, 0.0816, 0.0732, 0.0876, 0.0843, 0.07590000000000001, 0.0791, 0.0872, 0.0801]","[0.4999, 0.16690000000000002, 0.16620000000000001, 0.1663, 0.16640000000000002, 0.1665, 0.1666, 0.16670000000000001, 0.1668, 0.167]","[996.5775002669169, 870.024847389067, 835.874142462668, 791.0593089597992, 785.6504292317994, 780.7645908215754, 779.632082319203, 756.2656665174693, 750.4522764410564, 745.2883712632942]","[2287.9748444238962, 1953.5309936994324, 1858.349442861682, 1813.8928003530184, 1807.067393516492, 1765.7582291399901, 1722.6399621481278, 1720.2793299879186, 1695.4748600498876, 1680.4634800616843]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,4,,,1.0,,,,,,,,,4988,50,,,
147,,123,700,15,,,B,,49.669999999999995,,2.6206,1.7865205400442503,,,,,,3.5902,10000,,136.83439662221923,,,0.0,0.3844608273959781,0.25463448900924635,0.03,"[6.264336, 5.894011, 6.259308]",,73.0810399055481,,,,1323,1406,0,"[0.0742, 0.0787, 0.08420000000000001, 0.0779, 0.0757, 0.0974, 0.0942, 0.0794, 0.07680000000000001, 0.0665]","[0.0742, 0.0787, 0.08420000000000001, 0.0757, 0.0763, 0.0942, 0.07680000000000001, 0.0665, 0.0695, 0.0779]","[0.4999, 0.16690000000000002, 0.16620000000000001, 0.1663, 0.16640000000000002, 0.1665, 0.1666, 0.16670000000000001, 0.1668, 0.167]","[1107.6129732267862, 1103.1516855260898, 900.9329587378093, 832.0732802744815, 818.1508306073683, 783.7980370035363, 764.3257740240496, 741.3247512696256, 729.4273253108349, 709.1436277026863]","[2403.2706027774243, 2388.3257858741767, 2056.163459023742, 1790.5068703204786, 1786.7969547078953, 1762.9928983506647, 1753.9627469386887, 1750.5264607490187, 1749.0856729426287, 1744.7668766981583]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,3,,,1.0,,,,,,,,,4967,50,,,
147,,456,700,15,,,B,,49.78,,2.5997,1.788479776234554,,,,,,3.556,10000,,134.9974668888717,,,0.0,0.3602744250776068,0.15398782592140184,0.03,"[5.950176, 6.037033, 6.275587]",,74.07546401023865,,,,1464,1518,0,"[0.0829, 0.085, 0.0858, 0.0961, 0.0717, 0.0853, 0.08940000000000001, 0.0874, 0.0855, 0.0671]","[0.0829, 0.0858, 0.0853, 0.085, 0.0717, 0.0784, 0.0671, 0.09380000000000001, 0.08940000000000001, 0.0961]","[0.4999, 0.16690000000000002, 0.16620000000000001, 0.1663, 0.16640000000000002, 0.1665, 0.1666, 0.16670000000000001, 0.1668, 0.167]","[913.0196596254132, 830.4228241962364, 823.4062214322656, 794.4865155551918, 777.682167229546, 772.6607775144125, 766.668227382008, 756.3325690261015, 746.7917134442082, 746.0745327085094]","[1993.7500209787377, 1949.8621385410984, 1912.7867522828883, 1878.9229055580954, 1810.9281765124904, 1720.9887963632941, 1697.5438012481404, 1673.1510093676404, 1622.5876344269282, 1586.4634030415505]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,4,,,1.0,,,,,,,,,4978,50,,,
147,,42,700,15,,,B,,75.36,,2.6551,1.8231138170723187,,,,,,3.7512,10000,,113.67406191398513,,,0.0,0.2486899348405559,0.1797755937551035,0.03,"[6.264336, 6.030564, 6.276852]",,87.9708161354065,,,,1473,1496,0,"[0.11170000000000001, 0.12490000000000001, 0.1356, 0.113, 0.1262, 0.12380000000000001, 0.12300000000000001, 0.1177, 0.1206, 0.11660000000000001]","[0.11170000000000001, 0.113, 0.12490000000000001, 0.1356, 0.1262, 0.12300000000000001, 0.1177, 0.1206, 0.11660000000000001, 0.108]","[0.4999, 0.16690000000000002, 0.16620000000000001, 0.1663, 0.16640000000000002, 0.1665, 0.1666, 0.16670000000000001, 0.1668, 0.167]","[1058.9220701510503, 982.107632077725, 972.7987347853926, 957.7676109914706, 874.7256603670808, 862.9716589221489, 859.1983547728432, 821.4126500507967, 798.9289336857737, 783.1105027717811]","[2414.7099100567, 2285.53922761645, 2162.2690741515007, 2124.7322921700074, 2042.1711338511957, 2000.37280676479, 1979.2636144919882, 1944.2393294157155, 1931.9032856101094, 1922.0548317406117]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,4,,,1.0,,,,,,,,,7536,75,,,
147,,123,700,15,,,B,,74.63,,2.646,1.8145754324359182,,,,,,3.7166,10000,,113.09607266948147,,,0.0,0.4831039464773603,0.3332833782849065,0.03,"[6.264336, 5.801016, 6.201049]",,88.42040014266968,,,,1383,1404,0,"[0.11850000000000001, 0.1245, 0.1173, 0.1273, 0.1313, 0.1298, 0.11380000000000001, 0.1326, 0.1183, 0.1255]","[0.11850000000000001, 0.1245, 0.1173, 0.1273, 0.1298, 0.1313, 0.1183, 0.11380000000000001, 0.1257, 0.1326]","[0.4999, 0.16690000000000002, 0.16620000000000001, 0.1663, 0.16640000000000002, 0.1665, 0.1666, 0.16670000000000001, 0.1668, 0.167]","[1186.1146762261114, 1057.1335745755596, 995.9770934314677, 980.3272151499068, 822.8532092168621, 790.6259699989768, 784.2853140039193, 750.9598730710563, 750.7482668019048, 734.3528163685493]","[2780.4391758790025, 2467.2572709235183, 2274.1617578278397, 2134.3550880829566, 1938.9819880750506, 1810.866225088887, 1791.810073056457, 1767.356232759407, 1711.8332578521324, 1698.6249011479556]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,3,,,1.0,,,,,,,,,7463,75,,,
147,,456,700,15,,,A,,74.57000000000001,,2.6493,1.8085655946080585,,,,,,3.7006,10000,,110.00668424451665,,,0.0,0.30294105903789276,0.36026862740183196,0.03,"[6.245486, 6.268434, 5.980012]",,90.90356707572937,,,,1505,1510,0,"[0.12440000000000001, 0.10210000000000001, 0.10400000000000001, 0.1194, 0.1332, 0.1263, 0.12240000000000001, 0.10260000000000001, 0.1343, 0.1125]","[0.12440000000000001, 0.10210000000000001, 0.1194, 0.1332, 0.10400000000000001, 0.1125, 0.1263, 0.12240000000000001, 0.1343, 0.11710000000000001]","[0.4999, 0.16690000000000002, 0.16620000000000001, 0.1663, 0.16640000000000002, 0.1665, 0.1666, 0.16670000000000001, 0.1668, 0.167]","[1077.4977236053091, 932.777367075587, 894.5757197369038, 884.0349846535901, 819.9322614773164, 753.1967730505119, 747.3685150007673, 735.2152248796131, 727.348883975654, 722.0533180982638]","[2423.404234948917, 2163.329827873305, 2011.8909673403625, 1946.481893421753, 1946.129493020621, 1815.136343567456, 1752.5269704820316, 1694.9258930301662, 1687.751920708419, 1667.606905099201]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,1,,,1.0,,,,,,,,,7457,75,,,
147,,42,700,15,,,B,,82.35,,2.6697,1.8313388299274387,,,,,,3.8036,10000,,99.90021872870389,,,0.0,0.3844608273959781,0.25463448900924635,0.03,"[6.264336, 5.894011, 6.259308]",,100.0998809337616,,,,1559,1549,0,"[0.14400000000000002, 0.1335, 0.13720000000000002, 0.14650000000000002, 0.12190000000000001, 0.13770000000000002, 0.1423, 0.1327, 0.1355, 0.1359]","[0.1335, 0.13720000000000002, 0.14400000000000002, 0.1327, 0.14650000000000002, 0.1359, 0.13770000000000002, 0.1384, 0.12190000000000001, 0.1355]","[0.4999, 0.16690000000000002, 0.16620000000000001, 0.1663, 0.16640000000000002, 0.1665, 0.1666, 0.16670000000000001, 0.1668, 0.167]","[931.8485274277438, 903.0375782201942, 899.1326521196715, 822.3384692107758, 821.894541295959, 798.2419809440436, 797.9160152896513, 793.8292186344174, 772.211347771176, 768.2162068625776]","[2211.761207375444, 2111.0958059414215, 2038.8068206753342, 1888.3329939175078, 1860.2639125119726, 1846.876620552111, 1843.4979365551949, 1817.5922058627245, 1798.2428491253715, 1791.524951731576]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,5,,,1.0,,,,,,,,,8235,82,,,
147,,123,700,15,,,B,,81.92,,2.6809,1.8225463478331627,,,,,,3.8207,10000,,107.02121335607853,,,0.0,0.2486899348405559,0.1797755937551035,0.03,"[6.264336, 6.030564, 6.276852]",,93.43941903114319,,,,1343,1331,0,"[0.1282, 0.1306, 0.13670000000000002, 0.1405, 0.12560000000000002, 0.1287, 0.1317, 0.1429, 0.1355, 0.1337]","[0.1282, 0.1306, 0.13670000000000002, 0.1317, 0.1405, 0.1311, 0.1355, 0.1429, 0.13490000000000002, 0.1337]","[0.4999, 0.16690000000000002, 0.16620000000000001, 0.1663, 0.16640000000000002, 0.1665, 0.1666, 0.16670000000000001, 0.1668, 0.167]","[1247.0154327654293, 1008.8926486588243, 917.2728462872799, 878.7097878047826, 855.1484127413063, 852.026136190605, 850.4227937071757, 844.9926517941337, 836.4848746886857, 833.137744340855]","[3009.8209780511093, 2414.658691530471, 2098.5667297184846, 2048.446640921439, 1964.0287668828278, 1921.7789362766432, 1880.9948527995655, 1862.2872559386658, 1855.1502756935272, 1845.3434030251296]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,1,,,1.0,,,,,,,,,8192,82,,,
147,,456,700,15,,,A,,81.51,,2.6644,1.8285438578278619,,,,,,3.7938,10000,,106.47172492500805,,,0.0,0.3628657745572053,0.37677096742716326,0.03,"[6.264336, 6.191749, 5.931461]",,93.92164921760559,,,,1457,1546,0,"[0.1298, 0.1338, 0.1257, 0.1258, 0.1389, 0.1269, 0.137, 0.126, 0.1192, 0.1409]","[0.1298, 0.1338, 0.1257, 0.1258, 0.126, 0.1389, 0.1409, 0.1192, 0.1305, 0.1308]","[0.4999, 0.16690000000000002, 0.16620000000000001, 0.1663, 0.16640000000000002, 0.1665, 0.1666, 0.16670000000000001, 0.1668, 0.167]","[1120.3155807466, 1038.1681220105254, 928.4150903342854, 885.3626866504961, 860.0007227821521, 823.6681320468513, 808.5628983756911, 795.5118684391932, 782.4050789346867, 780.9965969012195]","[2396.8666658236098, 2289.752875416539, 2278.5060056780385, 2153.737611902209, 1986.3186153074414, 1891.589136579237, 1818.5638614626332, 1804.4179406183093, 1755.5877303520272, 1749.5660430383339]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,1,,,1.0,,,,,,,,,8151,82,,,
147,,42,700,15,,,A,,94.87,,2.652,1.8144685172248096,,,,,,3.7845,10000,,99.09653897038145,,,0.0,0.30294105903789276,0.36026862740183196,0.03,"[6.245486, 6.268434, 5.980012]",,100.91169786453247,,,,1027,1112,0,"[0.15430000000000002, 0.1492, 0.1583, 0.1555, 0.15940000000000001, 0.156, 0.151, 0.154, 0.1517, 0.152]","[0.15430000000000002, 0.1492, 0.1583, 0.1555, 0.152, 0.156, 0.154, 0.15940000000000001, 0.151, 0.1517]","[0.4999, 0.16690000000000002, 0.16620000000000001, 0.1663, 0.16640000000000002, 0.1665, 0.1666, 0.16670000000000001, 0.1668, 0.167]","[1353.985889173702, 1269.3245492474211, 1237.2254660444337, 1170.6364592205823, 1167.6058278324924, 1144.5315250015071, 1137.9661535211496, 1113.8913244166183, 1096.3944570035167, 1090.1347492003745]","[3183.521674914591, 3139.350966873637, 2733.3400334031917, 2688.727251637551, 2685.1149322500696, 2676.6723482906027, 2652.4324217094763, 2636.9053983198505, 2581.8887035871535, 2527.9278253244597]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,5,,,1.0,,,,,,,,,9487,95,,,
147,,123,700,15,,,B,,94.96,,2.6478,1.813547672381402,,,,,,3.777,10000,,100.51950365417872,,,0.0,0.45277829532233566,0.3087306199358918,0.03,"[6.264336, 5.825734, 6.250536]",,99.48318123817444,,,,931,1063,0,"[0.1521, 0.1572, 0.15610000000000002, 0.1565, 0.15130000000000002, 0.15330000000000002, 0.15760000000000002, 0.1479, 0.16160000000000002, 0.1496]","[0.1521, 0.1572, 0.1565, 0.15610000000000002, 0.15130000000000002, 0.15330000000000002, 0.1479, 0.16160000000000002, 0.1496, 0.15760000000000002]","[0.4999, 0.16690000000000002, 0.16620000000000001, 0.1663, 0.16640000000000002, 0.1665, 0.1666, 0.16670000000000001, 0.1668, 0.167]","[1431.828319715561, 1289.5000442985247, 1225.774325540965, 1191.5442966150415, 1173.735595146651, 1113.0713047750519, 1052.757623559838, 1037.6797153860932, 1004.5407443793687, 1003.8148906557313]","[3309.6066468114727, 2812.4308788452704, 2779.3102141735703, 2739.0250707471723, 2627.703134464438, 2592.7124149966035, 2446.187504992324, 2407.177278452769, 2349.412699380303, 2336.1658236006247]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,0,,,1.0,,,,,,,,,9496,95,,,
147,,456,700,15,,,A,,94.93,,2.6626,1.8252016984432158,,,,,,3.8237,10000,,99.54266096818247,,,0.0,0.30294105903789276,0.36026862740183196,0.03,"[6.245486, 6.268434, 5.980012]",,100.45944023132324,,,,964,1029,0,"[0.1497, 0.1514, 0.1568, 0.1524, 0.15430000000000002, 0.15360000000000001, 0.1492, 0.1605, 0.1525, 0.1526]","[0.1497, 0.1514, 0.1568, 0.1524, 0.15430000000000002, 0.15360000000000001, 0.1492, 0.1525, 0.1605, 0.1535]","[0.4999, 0.16690000000000002, 0.16620000000000001, 0.1663, 0.16640000000000002, 0.1665, 0.1666, 0.16670000000000001, 0.1668, 0.167]","[1427.4068993232574, 1399.9574926619898, 1370.8968746103988, 1276.184477629479, 1258.8490811638471, 1173.8002814996912, 1159.8058823682195, 1126.2707200461232, 1010.1064748165752, 994.0789739236792]","[3433.901688387007, 3154.345967535133, 3035.339496788204, 2874.6239289967375, 2792.3035152533953, 2755.98053315308, 2669.712134436113, 2596.867243962118, 2570.7567814546996, 2364.1307662851636]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,3,,,1.0,,,,,,,,,9493,95,,,
148,,42,700,15,,,A,,49.0,,,,,,,,,,3000,,162.6214949252511,,,,0.34475567282062264,0.3947954530044644,0.03,"[6.264336, 6.260026, 5.940233]",,18.44774580001831,,,,,,,,,,,,,,0,,,0.61,,,,,,,,,1470,50,,,
148,,123,700,15,,,B,,51.26666666666667,,,,,,,,,,3000,,161.7060819055579,,,,0.9318111416644468,0.7579551685693551,0.03,"[6.264336, 5.385479, 6.008726]",,18.552177906036377,,,,,,,,,,,,,,5,,,1.0,,,,,,,,,1538,50,,,
148,,456,700,15,,,B,,50.3,,,,,,,,,,3000,,163.29441168302796,,,,0.5028858290437305,0.27608023736225656,0.03,"[6.006725, 5.831696, 6.179421]",,18.371724843978882,,,,,,,,,,,,,,0,,,1.0,,,,,,,,,1509,50,,,
148,,42,700,15,,,B,,82.06666666666666,,,,,,,,,,3000,,123.93517976340951,,,,0.41466591913129314,0.2763302297035199,0.03,"[6.264336, 5.869293, 6.209821]",,24.206202030181885,,,,,,,,,,,,,,2,,,1.0,,,,,,,,,2462,82,,,
148,,123,700,15,,,B,,82.83333333333334,,,,,,,,,,3000,,123.67654336711513,,,,0.2486899348405559,0.1797755937551035,0.03,"[6.264336, 6.030564, 6.276852]",,24.25682282447815,,,,,,,,,,,,,,2,,,1.0,,,,,,,,,2485,82,,,
148,,456,700,15,,,B,,82.19999999999999,,,,,,,,,,3000,,123.48396077569275,,,,0.355795383963873,0.12640762607928308,0.03,"[6.006725, 5.992968, 6.246452]",,24.294653177261353,,,,,,,,,,,,,,2,,,1.0,,,,,,,,,2466,82,,,
148,,42,700,15,,,A,,94.46666666666667,,,,,,,,,,3000,,114.29525857296281,,,,0.34475567282062264,0.3947954530044644,0.03,"[6.264336, 6.260026, 5.940233]",,26.24780797958374,,,,,,,,,,,,,,2,,,1.0,,,,,,,,,2834,95,,,
148,,123,700,15,,,B,,95.0,,,,,,,,,,3000,,114.78478928437683,,,,0.355795383963873,0.12640762607928308,0.03,"[6.006725, 5.992968, 6.246452]",,26.13586711883545,,,,,,,,,,,,,,0,,,1.0,,,,,,,,,2850,95,,,
148,,456,700,15,,,B,,94.73333333333333,,,,,,,,,,3000,,113.98867001043018,,,,0.5857066024674816,0.42591163743786137,0.03,"[6.264336, 5.708022, 6.142789]",,26.318405151367188,,,,,,,,,,,,,,1,,,1.0,,,,,,,,,2842,95,,,
148,,42,700,15,,,A,,49.419999999999995,,,,,,,,,,5000,,159.03850574762328,,,,0.34475567282062264,0.3947954530044644,0.03,"[6.264336, 6.260026, 5.940233]",,31.438927173614502,,,,,,,,,,,,,,3,,,1.0,,,,,,,,,2471,50,,,
148,,123,700,15,,,B,,49.68,,,,,,,,,,5000,,159.50478578169847,,,,0.3602744250776068,0.15398782592140184,0.03,"[5.950176, 6.037033, 6.275587]",,31.34702181816101,,,,,,,,,,,,,,2,,,1.0,,,,,,,,,2484,50,,,
